https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume BA,Volume USDT,tradecount
1736260200000,2025-01-07,BA,171.17,175.02,170.80,172.51,7045000,1215332911.30,0
1736173800000,2025-01-06,BA,173.50,173.94,170.19,170.78,11133400,1901362038.41,0
1735914600000,2025-01-03,BA,171.40,173.98,169.80,169.90,10513800,1786294555.83,0
1735828200000,2025-01-02,BA,178.31,179.19,169.82,171.87,12450000,2139781439.21,0
1735655400000,2024-12-31,BA,177.54,179.35,175.82,177.00,9748600,1725502200.00,0
1735569000000,2024-12-30,BA,173.72,178.17,170.15,176.55,18082300,3192430120.18,0
1735309800000,2024-12-27,BA,180.01,181.43,179.40,180.72,6806900,1230142976.31,0
1735223400000,2024-12-26,BA,178.98,182.57,178.33,180.38,5905700,1065270194.84,0
1735050600000,2024-12-24,BA,177.69,180.95,177.50,179.34,4317000,774210764.19,0
1734964200000,2024-12-23,BA,178.12,179.65,174.29,177.69,8486400,1507948436.72,0
1734705000000,2024-12-20,BA,176.86,182.00,175.31,177.35,23233700,4120496836.81,0
1734618600000,2024-12-19,BA,175.00,179.58,173.72,177.04,14777100,2616137684.79,0
1734532200000,2024-12-18,BA,173.28,177.94,171.00,172.62,15437200,2664769388.62,0
1734445800000,2024-12-17,BA,173.04,175.79,171.71,173.03,13557100,2345784996.45,0
1734359400000,2024-12-16,BA,168.09,175.20,166.10,173.17,13050700,2259989695.10,0
1734100200000,2024-12-13,BA,168.00,170.43,166.33,169.65,9754900,1654918725.46,0
1734013800000,2024-12-12,BA,168.23,168.82,165.65,167.75,10617700,1781119175.00,0
1733927400000,2024-12-11,BA,165.52,169.30,164.38,165.96,13116600,2176831024.06,0
1733841000000,2024-12-10,BA,160.00,166.68,159.42,164.10,17149200,2814183824.67,0
1733754600000,2024-12-09,BA,154.27,161.95,154.27,157.04,13540000,2126321509.09,0
1733495400000,2024-12-06,BA,157.03,158.95,153.37,153.93,8182700,1259562951.07,0
1733409000000,2024-12-05,BA,158.50,160.02,156.05,156.67,7119800,1115459052.96,0
1733322600000,2024-12-04,BA,155.88,160.20,154.21,158.28,9269300,1467144792.68,0
1733236200000,2024-12-03,BA,156.00,156.65,154.42,155.00,6130300,950196500.00,0
1733149800000,2024-12-02,BA,155.91,160.35,155.70,156.54,10097900,1580725198.20,0
1732890600000,2024-11-29,BA,153.00,157.50,152.85,155.44,7100100,1103639561.33,0
1732717800000,2024-11-27,BA,151.11,152.91,150.25,152.40,5210100,794019208.20,0
1732631400000,2024-11-26,BA,152.50,153.14,149.80,150.76,8235000,1241508554.76,0
1732545000000,2024-11-25,BA,150.70,153.28,150.26,153.10,11479400,1757496210.06,0
1732285800000,2024-11-22,BA,143.61,150.34,143.49,149.29,13353100,1993484209.35,0
1732199400000,2024-11-21,BA,146.39,146.42,141.34,143.41,7845100,1125065819.73,0
1732113000000,2024-11-20,BA,146.04,147.30,145.02,146.08,9232100,1348625184.90,0
1732026600000,2024-11-19,BA,143.00,145.99,142.69,145.60,8247300,1200806930.34,0
1731940200000,2024-11-18,BA,140.26,144.69,138.20,143.87,12251600,1762637632.18,0
1731681000000,2024-11-15,BA,138.14,140.32,137.03,140.19,12120100,1699116848.59,0
1731594600000,2024-11-14,BA,140.80,141.55,137.22,138.14,15646700,2161435128.45,0
1731508200000,2024-11-13,BA,145.58,145.58,139.10,139.97,21249600,2974306537.94,0
1731421800000,2024-11-12,BA,148.40,148.50,143.85,145.17,16746700,2431118408.34,0
1731335400000,2024-11-11,BA,152.00,152.50,148.07,148.96,12799100,1906554021.93,0
1731076200000,2024-11-08,BA,151.12,152.60,149.43,151.68,12996800,1971354528.81,0
1730989800000,2024-11-07,BA,148.80,152.80,148.03,150.98,14709200,2220794953.16,0
1730903400000,2024-11-06,BA,152.30,153.20,144.13,147.16,28069300,4130678290.79,0
1730817000000,2024-11-05,BA,157.47,157.66,150.65,151.00,23126600,3492116600.00,0
1730730600000,2024-11-04,BA,154.62,156.72,152.46,155.07,10290400,1595732403.37,0
1730467800000,2024-11-01,BA,152.78,156.00,151.23,154.59,18894500,2920900685.81,0
1730381400000,2024-10-31,BA,154.31,154.48,147.88,149.31,29388200,4387952070.25,0
1730295000000,2024-10-30,BA,152.51,156.91,152.51,154.29,50738400,7828427395.35,0
1730208600000,2024-10-29,BA,147.86,155.99,147.58,152.98,66387700,10155990062.36,0
1730122200000,2024-10-28,BA,153.50,155.20,150.61,150.69,20992500,3163359876.25,0
1729863000000,2024-10-25,BA,156.20,157.48,154.52,155.01,8153000,1263796485.21,0
1729776600000,2024-10-24,BA,152.61,155.89,151.98,155.20,9774400,1516986850.17,0
1729690200000,2024-10-23,BA,160.00,161.47,153.53,157.06,15931500,2502201351.10,0
1729603800000,2024-10-22,BA,160.50,160.66,158.37,159.88,7380800,1180042340.04,0
1729517400000,2024-10-21,BA,160.25,163.44,158.36,159.82,13277600,2122026129.25,0
1729258200000,2024-10-18,BA,155.84,156.37,153.90,155.00,6030200,934681000.00,0
1729171800000,2024-10-17,BA,155.00,157.14,154.25,155.31,6291800,977179442.64,0
1729085400000,2024-10-16,BA,151.91,154.99,151.34,154.90,8356200,1294375329.00,0
1728999000000,2024-10-15,BA,150.50,153.95,148.55,152.35,11241700,1712673063.61,0
1728912600000,2024-10-14,BA,148.00,150.09,146.02,148.99,9737000,1450715683.49,0
1728653400000,2024-10-11,BA,146.30,151.12,146.30,151.02,10688600,1614192417.67,0
1728567000000,2024-10-10,BA,149.07,149.11,146.26,146.62,11275800,1653257740.94,0
1728480600000,2024-10-09,BA,152.05,152.19,148.80,149.37,12488500,1865407184.02,0
1728394200000,2024-10-08,BA,155.99,156.70,154.14,154.65,5336300,825258762.43,0
1728307800000,2024-10-07,BA,155.00,158.76,154.68,155.91,6267900,977228311.95,0
1728048600000,2024-10-04,BA,152.26,155.00,150.85,155.00,6657500,1031912500.00,0
1727962200000,2024-10-03,BA,152.12,152.74,150.51,150.52,5704800,858686520.37,0
1727875800000,2024-10-02,BA,153.76,154.85,152.84,152.89,4357000,666141727.34,0
1727789400000,2024-10-01,BA,151.46,156.40,149.49,154.22,12588800,1941444751.37,0
1727703000000,2024-09-30,BA,154.79,155.30,151.24,152.04,10902200,1657570414.80,0
1727443800000,2024-09-27,BA,155.37,157.33,154.39,156.32,7637000,1193815895.94,0
1727357400000,2024-09-26,BA,153.94,157.33,152.66,154.58,11414400,1764437972.90,0
1727271000000,2024-09-25,BA,156.42,157.22,152.04,152.22,9587700,1459439705.70,0
1727184600000,2024-09-24,BA,155.80,155.90,153.69,155.81,7414900,1155315550.90,0
1727098200000,2024-09-23,BA,153.00,158.43,151.65,156.30,12476800,1950123878.08,0
1726839000000,2024-09-20,BA,154.01,154.64,152.60,153.29,13919400,2133704732.55,0
1726752600000,2024-09-19,BA,157.00,157.18,154.27,154.59,9570000,1479426264.95,0
1726666200000,2024-09-18,BA,157.00,158.45,154.80,155.11,7714400,1196580588.71,0
1726579800000,2024-09-17,BA,156.17,158.88,155.14,156.39,8123200,1270387243.04,0
1726493400000,2024-09-16,BA,156.25,157.76,154.02,155.55,9955200,1548531390.38,0
1726234200000,2024-09-13,BA,159.78,162.89,155.60,156.77,19003400,2979163099.19,0
1726147800000,2024-09-12,BA,159.42,163.50,159.06,162.77,4742700,771969299.26,0
1726061400000,2024-09-11,BA,159.79,161.87,156.10,161.33,6664800,1075232196.20,0
1725975000000,2024-09-10,BA,162.61,163.90,157.93,160.07,6367100,1019181743.63,0
1725888600000,2024-09-09,BA,162.30,164.55,161.11,162.91,9091500,1481096298.29,0
1725629400000,2024-09-06,BA,162.50,162.85,156.70,157.62,7328600,1155133896.22,0
1725543000000,2024-09-05,BA,164.15,164.62,160.10,162.15,4717500,764942596.21,0
1725456600000,2024-09-04,BA,160.28,166.70,160.28,163.22,7316300,1194166494.93,0
1725370200000,2024-09-03,BA,167.03,169.60,158.30,161.02,17925400,2886347984.59,0
1725024600000,2024-08-30,BA,173.14,174.36,171.49,173.74,4146200,720360810.78,0
1724938200000,2024-08-29,BA,171.71,175.28,170.62,172.26,4119500,709625047.37,0
1724851800000,2024-08-28,BA,172.30,174.25,170.15,170.71,4550300,776781743.55,0
1724765400000,2024-08-27,BA,173.62,173.93,171.25,173.05,3295800,570338200.06,0
1724679000000,2024-08-26,BA,173.00,174.92,172.30,173.48,4034300,699870346.76,0
1724419800000,2024-08-23,BA,173.88,176.92,173.17,174.96,4405900,770856293.58,0
1724333400000,2024-08-22,BA,173.00,175.21,172.30,172.76,2788000,481654864.69,0
1724247000000,2024-08-21,BA,173.00,174.20,171.04,173.43,4493600,779325015.09,0
1724160600000,2024-08-20,BA,176.49,177.50,170.04,172.10,9549100,1643400168.28,0
1724074200000,2024-08-19,BA,180.04,180.70,177.63,179.64,3894200,699554085.62,0
1723815000000,2024-08-16,BA,176.30,180.51,176.30,179.99,6731500,1211602721.98,0
1723728600000,2024-08-15,BA,170.00,176.56,169.98,176.41,5942200,1048263523.76,0
1723642200000,2024-08-14,BA,167.89,169.75,167.33,168.50,3852700,649179950.00,0
1723555800000,2024-08-13,BA,164.50,168.88,162.62,168.76,6475500,1092805344.43,0
1723469400000,2024-08-12,BA,167.73,168.05,163.52,164.13,4715600,773971451.03,0
1723210200000,2024-08-09,BA,168.39,169.85,166.90,167.91,3635600,610453609.31,0
1723123800000,2024-08-08,BA,164.23,169.35,164.00,168.87,6063800,1023993876.39,0
1723037400000,2024-08-07,BA,167.00,167.98,162.99,163.24,5186400,846627964.49,0
1722951000000,2024-08-06,BA,168.89,169.19,163.39,165.04,5817300,960087152.94,0
1722864600000,2024-08-05,BA,162.52,167.68,162.50,167.03,9255100,1545879341.70,0
1722605400000,2024-08-02,BA,175.22,175.46,167.25,169.95,11742800,1995688824.16,0
1722519000000,2024-08-01,BA,190.00,191.17,176.69,178.31,13887000,2476190936.10,0
1722432600000,2024-07-31,BA,189.88,196.95,183.86,190.60,15417000,2938480294.10,0
1722346200000,2024-07-30,BA,186.10,188.13,185.15,186.86,4789000,894872542.92,0
1722259800000,2024-07-29,BA,186.70,187.08,183.83,185.43,3608600,669142671.57,0
1722000600000,2024-07-26,BA,185.86,189.59,184.63,186.89,6272000,1172174076.17,0
1721914200000,2024-07-25,BA,179.45,188.35,179.45,184.35,6128000,1129696837.40,0
1721827800000,2024-07-24,BA,185.62,187.00,179.97,180.07,5109100,919995674.42,0
1721741400000,2024-07-23,BA,179.10,187.04,179.00,186.48,7614300,1419914631.47,0
1721655000000,2024-07-22,BA,181.36,182.72,177.23,178.90,4883500,873658120.19,0
1721395800000,2024-07-19,BA,181.40,181.50,177.39,179.67,5121300,920143961.62,0
1721309400000,2024-07-18,BA,184.24,187.37,179.88,180.23,5354800,965095581.12,0
1721223000000,2024-07-17,BA,185.32,188.45,183.79,184.84,4899600,905642046.06,0
1721136600000,2024-07-16,BA,180.05,187.44,179.20,186.05,8546400,1590057746.08,0
1721050200000,2024-07-15,BA,183.50,183.72,178.88,179.11,5189000,929401793.17,0
1720791000000,2024-07-12,BA,183.73,184.49,180.45,182.31,5129300,935122670.48,0
1720704600000,2024-07-11,BA,184.17,186.10,183.40,183.91,4840600,890234763.73,0
1720618200000,2024-07-10,BA,183.60,184.90,182.80,183.73,3583200,658341320.69,0
1720531800000,2024-07-09,BA,185.11,186.25,183.15,183.24,3942900,722497017.66,0
1720445400000,2024-07-08,BA,186.94,191.50,182.28,185.84,9878100,1835746067.83,0
1720186200000,2024-07-05,BA,184.00,185.38,182.23,184.83,3290400,608164638.02,0
1720013400000,2024-07-03,BA,185.05,185.42,182.85,184.31,2764800,509580281.25,0
1719927000000,2024-07-02,BA,186.34,189.23,184.52,185.42,4110500,762168902.47,0
1719840600000,2024-07-01,BA,182.20,189.47,182.20,186.70,9056700,1690885862.36,0
1719581400000,2024-06-28,BA,182.60,184.44,180.65,182.01,5899900,1073840766.59,0
1719495000000,2024-06-27,BA,178.91,183.68,178.01,182.51,8199000,1496399444.96,0
1719408600000,2024-06-26,BA,174.96,178.82,173.76,178.50,6553900,1169871150.00,0
1719322200000,2024-06-25,BA,176.29,178.76,173.29,175.10,7434000,1301693445.37,0
1719235800000,2024-06-24,BA,176.15,180.60,175.59,179.10,7388300,1323244575.09,0
1718976600000,2024-06-21,BA,176.83,178.41,175.66,176.56,8628200,1523394970.94,0
1718890200000,2024-06-20,BA,173.02,176.65,172.05,176.30,5479300,966000606.72,0
1718717400000,2024-06-18,BA,177.61,178.00,173.82,174.99,6179900,1081420734.95,0
1718631000000,2024-06-17,BA,176.75,180.45,176.32,178.39,4790000,854488097.08,0
1718371800000,2024-06-14,BA,178.90,180.29,175.22,177.27,5106000,905140641.82,0
1718285400000,2024-06-13,BA,181.74,183.87,178.99,180.70,4201000,759120687.18,0
1718199000000,2024-06-12,BA,186.50,187.16,181.71,182.67,5245200,958140674.40,0
1718112600000,2024-06-11,BA,189.32,189.32,182.75,185.50,5010100,929373550.00,0
1718026200000,2024-06-10,BA,190.00,192.63,189.60,190.12,4385000,833676178.59,0
1717767000000,2024-06-07,BA,190.46,191.98,189.66,190.24,3374500,641964898.54,0
1717680600000,2024-06-06,BA,188.83,192.10,187.35,191.42,5942200,1137455913.12,0
1717594200000,2024-06-05,BA,187.90,190.34,186.53,189.85,5944000,1128468436.28,0
1717507800000,2024-06-04,BA,185.05,188.84,183.25,188.62,7176800,1353687980.96,0
1717421400000,2024-06-03,BA,178.09,186.01,178.02,184.57,8951600,1652196877.56,0
1717162200000,2024-05-31,BA,173.12,177.90,172.21,177.61,5774500,1025608948.52,0
1717075800000,2024-05-30,BA,172.64,174.68,171.55,172.75,3924700,677991925.00,0
1716989400000,2024-05-29,BA,173.61,175.83,171.61,171.65,3666400,629337537.62,0
1716903000000,2024-05-28,BA,174.73,178.49,173.38,175.08,5274400,923441961.66,0
1716557400000,2024-05-24,BA,173.20,174.86,169.57,174.52,9489400,1656090128.54,0
1716471000000,2024-05-23,BA,185.79,186.00,171.61,172.21,17116000,2947546474.91,0
1716384600000,2024-05-22,BA,184.60,186.82,183.41,186.28,3785400,705144307.38,0
1716298200000,2024-05-21,BA,185.30,186.39,183.11,184.78,4349100,803626692.69,0
1716211800000,2024-05-20,BA,184.65,188.63,184.01,186.61,6228600,1162319049.80,0
1715952600000,2024-05-17,BA,183.25,185.38,181.22,184.95,5562400,1028765863.02,0
1715866200000,2024-05-16,BA,177.60,183.76,177.25,182.96,6993200,1279475918.95,0
1715779800000,2024-05-15,BA,180.14,180.67,176.17,176.99,5858900,1036966743.18,0
1715693400000,2024-05-14,BA,180.23,183.66,179.63,180.76,4686500,847131714.26,0
1715607000000,2024-05-13,BA,179.04,180.75,178.07,178.44,3105200,554091895.58,0
1715347800000,2024-05-10,BA,181.25,181.88,177.92,178.51,3715500,663253884.59,0
1715261400000,2024-05-09,BA,179.55,181.75,179.31,181.25,5107400,925716250.00,0
1715175000000,2024-05-08,BA,175.95,181.66,175.95,180.35,4956800,893958910.25,0
1715088600000,2024-05-07,BA,177.22,178.35,176.13,176.71,5097500,900779259.22,0
1715002200000,2024-05-06,BA,180.88,183.98,174.71,178.35,11913400,2124754962.71,0
1714743000000,2024-05-03,BA,179.59,180.49,177.90,179.79,5416300,973796540.64,0
1714656600000,2024-05-02,BA,173.00,178.90,172.25,178.85,10223700,1828508807.40,0
1714570200000,2024-05-01,BA,167.50,173.86,167.50,171.46,6191900,1061663215.57,0
1714483800000,2024-04-30,BA,171.49,174.07,167.76,167.84,8248800,1384478561.79,0
1714397400000,2024-04-29,BA,167.90,173.81,167.55,173.49,7788600,1351244256.78,0
1714138200000,2024-04-26,BA,165.98,168.65,164.93,167.22,7208100,1205338490.80,0
1714051800000,2024-04-25,BA,163.59,168.13,159.70,166.81,12504700,2085908976.47,0
1713965400000,2024-04-24,BA,176.50,177.64,162.74,164.33,20889300,3432738707.25,0
1713879000000,2024-04-23,BA,170.95,171.18,168.43,169.18,7632100,1291198622.10,0
1713792600000,2024-04-22,BA,169.82,172.15,168.16,170.48,4724900,805500931.81,0
1713533400000,2024-04-19,BA,170.00,172.00,169.65,169.82,4693900,797118132.38,0
1713447000000,2024-04-18,BA,169.48,172.04,169.10,170.23,5123000,872088268.11,0
1713360600000,2024-04-17,BA,170.00,170.85,168.12,170.21,8162600,1389356200.80,0
1713274200000,2024-04-16,BA,168.14,170.64,167.75,170.55,7986700,1362131709.37,0
1713187800000,2024-04-15,BA,170.74,171.18,167.53,167.82,6490700,1089269321.54,0
1712928600000,2024-04-12,BA,172.20,173.24,169.37,169.55,7568300,1283205288.10,0
1712842200000,2024-04-11,BA,174.47,174.70,171.38,173.36,7625100,1321887340.65,0
1712755800000,2024-04-10,BA,176.31,178.10,172.44,174.63,9727700,1698748298.50,0
1712669400000,2024-04-09,BA,181.51,183.05,176.57,178.12,11427800,2035519680.20,0
1712583000000,2024-04-08,BA,182.14,184.55,181.49,181.56,6176400,1121387168.92,0
1712323800000,2024-04-05,BA,184.16,184.66,182.44,183.14,4130400,756441453.48,0
1712237400000,2024-04-04,BA,185.93,188.00,182.81,183.29,6513800,1193914358.27,0
1712151000000,2024-04-03,BA,187.68,188.78,184.27,184.92,6609300,1222191743.90,0
1712064600000,2024-04-02,BA,189.00,189.23,187.13,188.04,4477200,841892657.94,0
1711978200000,2024-04-01,BA,192.24,192.87,189.03,189.50,5107800,967928100.00,0
1711632600000,2024-03-28,BA,192.00,193.38,191.20,192.99,4471700,862993407.56,0
1711546200000,2024-03-27,BA,188.84,191.99,188.33,191.95,7372800,1415208937.50,0
1711459800000,2024-03-26,BA,192.02,192.03,186.81,187.50,8972200,1682287500.00,0
1711373400000,2024-03-25,BA,196.01,196.18,189.50,191.41,12953000,2479333777.44,0
1711114200000,2024-03-22,BA,188.75,192.94,188.19,188.85,7827000,1478128997.77,0
1711027800000,2024-03-21,BA,189.79,190.38,187.55,187.70,7436400,1395812257.31,0
1710941400000,2024-03-20,BA,178.99,188.30,178.60,187.78,12770000,2397950584.41,0
1710855000000,2024-03-19,BA,180.11,181.86,179.74,181.14,7648000,1385358715.33,0
1710768600000,2024-03-18,BA,180.26,181.19,177.52,179.84,9497800,1708084317.22,0
1710509400000,2024-03-15,BA,180.99,184.18,180.91,182.53,10800700,1971451757.82,0
1710423000000,2024-03-14,BA,182.00,184.94,180.52,181.15,10016200,1814434568.87,0
1710336600000,2024-03-13,BA,183.16,185.97,182.08,182.35,10196100,1859258897.23,0
1710250200000,2024-03-12,BA,188.24,188.58,183.16,184.24,18714800,3448014854.80,0
1710163800000,2024-03-11,BA,194.21,196.07,189.80,192.49,14160600,2725773971.79,0
1709908200000,2024-03-08,BA,201.84,203.80,198.46,198.49,9010200,1788434647.49,0
1709821800000,2024-03-07,BA,200.70,203.73,200.57,203.03,5965300,1211134851.72,0
1709735400000,2024-03-06,BA,201.77,202.35,199.86,201.00,4736600,952056600.00,0
1709649000000,2024-03-05,BA,199.49,202.85,198.70,201.14,5034700,1012679554.93,0
1709562600000,2024-03-04,BA,199.50,201.54,196.92,200.54,7213900,1446675457.57,0
1709303400000,2024-03-01,BA,204.00,205.06,199.01,200.00,11609500,2321900000.00,0
1709217000000,2024-02-29,BA,206.44,206.62,202.70,203.72,6670300,1358873524.14,0
1709130600000,2024-02-28,BA,201.14,208.10,200.18,207.00,9654700,1998522900.00,0
1709044200000,2024-02-27,BA,200.93,202.00,200.04,201.40,3932900,792086036.00,0
1708957800000,2024-02-26,BA,201.01,202.75,200.00,200.54,4807200,964035855.73,0
1708698600000,2024-02-23,BA,200.99,202.07,197.15,200.83,7433400,1492849735.61,0
1708612200000,2024-02-22,BA,202.00,204.10,200.40,201.50,6513500,1312470250.00,0
1708525800000,2024-02-21,BA,202.90,203.63,201.21,201.57,4171600,840869442.55,0
1708439400000,2024-02-20,BA,203.55,205.58,202.71,203.37,5248400,1067367082.37,0
1708093800000,2024-02-16,BA,204.88,205.05,202.81,203.89,5986500,1220587481.35,0
1708007400000,2024-02-15,BA,204.12,206.55,203.40,205.33,5309100,1090117512.72,0
1707921000000,2024-02-14,BA,205.95,206.58,202.21,203.38,6503000,1322580171.75,0
1707834600000,2024-02-13,BA,206.90,207.81,202.33,204.46,8263600,1689575711.48,0
1707748200000,2024-02-12,BA,208.70,209.80,207.60,209.33,4077400,853522149.47,0
1707489000000,2024-02-09,BA,209.77,211.44,207.90,209.20,4349700,909957226.73,0
1707402600000,2024-02-08,BA,212.40,213.10,208.72,209.22,5787700,1210902601.07,0
1707316200000,2024-02-07,BA,208.76,213.77,207.99,211.92,7747700,1641892569.81,0
1707229800000,2024-02-06,BA,206.02,210.64,203.89,208.58,7556900,1576218215.84,0
1707143400000,2024-02-05,BA,204.64,207.34,202.00,206.63,8682500,1794065017.40,0
1706884200000,2024-02-02,BA,209.06,209.54,206.35,209.38,6275300,1313922344.64,0
1706797800000,2024-02-01,BA,213.84,214.63,206.81,209.81,10679200,2240602925.93,0
1706711400000,2024-01-31,BA,204.92,213.77,203.25,211.04,22409400,4729279625.55,0
1706625000000,2024-01-30,BA,203.65,203.98,199.14,200.44,13321200,2670101360.52,0
1706538600000,2024-01-29,BA,206.06,207.04,203.85,205.19,7535400,1546188744.40,0
1706279400000,2024-01-26,BA,203.08,206.75,203.00,205.47,9911200,2036454276.10,0
1706193000000,2024-01-25,BA,208.20,208.73,198.32,201.88,22112500,4464071607.97,0
1706106600000,2024-01-24,BA,209.83,217.59,209.36,214.13,15119100,3237452956.82,0
1706020200000,2024-01-23,BA,215.35,216.85,211.13,211.50,9076900,1919764350.00,0
1705933800000,2024-01-22,BA,213.07,217.00,212.36,214.93,10760800,2312818665.19,0
1705674600000,2024-01-19,BA,210.89,215.16,209.23,215.02,14345400,3084547969.29,0
1705588200000,2024-01-18,BA,205.64,213.04,203.32,211.61,20046800,4242103360.24,0
1705501800000,2024-01-17,BA,202.63,206.30,201.65,203.06,20140100,4089648656.83,0
1705415400000,2024-01-16,BA,210.07,210.98,199.50,200.52,35290000,7076350950.78,0
1705069800000,2024-01-12,BA,219.97,222.07,217.04,217.70,11285500,2456853315.56,0
1704983400000,2024-01-11,BA,228.07,228.28,222.62,222.66,11830500,2634179173.32,0
1704897000000,2024-01-10,BA,226.90,231.61,226.64,227.84,12883700,2935422160.82,0
1704810600000,2024-01-09,BA,225.66,228.79,223.20,225.76,20687500,4670409886.36,0
1704724200000,2024-01-08,BA,228.00,233.85,225.79,229.00,40730400,9327261600.00,0
1704465000000,2024-01-05,BA,245.04,250.19,245.04,249.00,3849700,958575300.00,0
1704378600000,2024-01-04,BA,244.58,248.28,244.18,244.94,5170700,1266511270.62,0
1704292200000,2024-01-03,BA,248.32,250.13,243.00,243.91,7219900,1761005835.44,0
1704205800000,2024-01-02,BA,257.28,258.59,250.87,251.76,5815200,1464034720.06,0
1703860200000,2023-12-29,BA,260.67,262.22,259.56,260.66,3686600,960949169.50,0
1703773800000,2023-12-28,BA,261.53,262.10,257.68,260.35,5096400,1326847771.11,0
1703687400000,2023-12-27,BA,262.63,264.66,260.90,262.10,3484900,913392311.27,0
1703601000000,2023-12-26,BA,259.80,263.76,259.54,262.79,3938600,1035024727.66,0
1703255400000,2023-12-22,BA,261.83,262.84,259.20,260.44,4434000,1154790970.83,0
1703169000000,2023-12-21,BA,265.95,267.54,260.19,262.02,6487200,1699776072.73,0
1703082600000,2023-12-20,BA,262.25,266.13,260.15,260.25,5151700,1340729925.00,0
1702996200000,2023-12-19,BA,261.04,265.34,260.80,263.51,6089500,1604644204.47,0
1702909800000,2023-12-18,BA,260.63,263.13,260.25,260.41,6140100,1598943463.49,0
1702650600000,2023-12-15,BA,255.70,265.52,255.70,264.27,14995900,3962966328.25,0
1702564200000,2023-12-14,BA,250.91,257.12,249.26,256.24,7883600,2020093587.01,0
1702477800000,2023-12-13,BA,249.10,251.87,247.53,250.91,5513400,1383367214.19,0
1702391400000,2023-12-12,BA,247.95,250.57,247.40,248.63,5719200,1421964723.93,0
1702305000000,2023-12-11,BA,243.50,248.08,243.31,248.08,7545000,1871763613.82,0
1702045800000,2023-12-08,BA,237.32,244.70,237.32,244.70,7171200,1754792618.12,0
1701959400000,2023-12-07,BA,236.90,238.30,230.00,237.33,6363700,1510296932.65,0
1701873000000,2023-12-06,BA,234.78,239.23,234.43,236.89,4740600,1123000731.11,0
1701786600000,2023-12-05,BA,233.54,234.74,231.49,234.16,3589800,840587581.15,0
1701700200000,2023-12-04,BA,231.30,234.94,230.07,234.87,5228500,1228017769.47,0
1701441000000,2023-12-01,BA,231.77,235.38,231.38,233.87,6956200,1626846460.03,0
1701354600000,2023-11-30,BA,225.00,233.00,225.00,231.63,8736200,2023566048.66,0
1701268200000,2023-11-29,BA,223.35,224.99,221.34,224.43,5424400,1217398052.27,0
1701181800000,2023-11-28,BA,222.01,224.80,219.41,222.37,7817800,1738444147.83,0
1701095400000,2023-11-27,BA,218.81,219.53,217.66,219.30,3691200,809480171.26,0
1700836200000,2023-11-24,BA,220.61,221.59,218.96,220.00,2312100,508662000.00,0
1700663400000,2023-11-22,BA,218.00,221.50,217.70,219.91,5384400,1184083423.72,0
1700577000000,2023-11-21,BA,216.50,219.38,216.07,218.27,5362100,1170385589.91,0
1700490600000,2023-11-20,BA,211.01,218.88,210.94,217.71,11568100,2518491128.67,0
1700231400000,2023-11-17,BA,208.36,209.42,206.82,208.04,3564600,741579360.07,0
1700145000000,2023-11-16,BA,207.50,207.89,204.81,206.60,4655100,961743688.41,0
1700058600000,2023-11-15,BA,208.21,211.09,207.60,208.71,5205900,1086523423.95,0
1699972200000,2023-11-14,BA,207.25,208.56,205.98,207.47,7280100,1510402355.89,0
1699885800000,2023-11-13,BA,203.49,206.85,202.51,204.54,13040300,2667262874.45,0
1699626600000,2023-11-10,BA,195.00,197.26,194.21,196.65,4788500,941658495.77,0
1699540200000,2023-11-09,BA,193.03,197.07,192.56,193.33,4576300,884736087.38,0
1699453800000,2023-11-08,BA,191.45,192.44,190.14,191.83,2984200,572459091.46,0
1699367400000,2023-11-07,BA,192.17,192.17,189.57,191.41,4012900,768109203.70,0
1699281000000,2023-11-06,BA,195.88,196.15,192.46,192.95,4222200,814673477.11,0
1699018200000,2023-11-03,BA,194.00,197.14,193.71,195.05,4485100,874818768.69,0
1698931800000,2023-11-02,BA,190.90,192.94,190.34,192.01,4313000,828139106.31,0
1698845400000,2023-11-01,BA,189.69,190.78,187.50,189.38,5832200,1104502064.48,0
1698759000000,2023-10-31,BA,183.38,187.29,181.32,186.82,5043000,942133296.94,0
1698672600000,2023-10-30,BA,179.42,184.16,179.42,182.35,5507100,1004219718.61,0
1698413400000,2023-10-27,BA,180.00,182.33,179.01,179.69,4606300,827706058.25,0
1698327000000,2023-10-26,BA,177.11,182.95,176.53,179.09,6961800,1246788736.51,0
1698240600000,2023-10-25,BA,186.00,187.00,176.25,177.73,13806400,2453811413.01,0
1698154200000,2023-10-24,BA,183.21,184.35,181.80,182.36,4652900,848502846.84,0
1698067800000,2023-10-23,BA,179.44,183.72,178.43,181.03,4146200,750586580.94,0
1697808600000,2023-10-20,BA,182.68,183.39,179.85,180.04,4523500,814410909.63,0
1697722200000,2023-10-19,BA,185.50,187.05,182.54,182.79,4043700,739147895.85,0
1697635800000,2023-10-18,BA,187.22,190.25,185.05,185.69,6268100,1163923504.30,0
1697549400000,2023-10-17,BA,183.75,188.33,183.30,185.60,5121800,950606111.26,0
1697463000000,2023-10-16,BA,185.91,186.23,182.50,184.93,4701000,869355895.57,0
1697203800000,2023-10-13,BA,186.27,187.29,183.18,184.91,8215700,1519165117.09,0
1697117400000,2023-10-12,BA,195.10,195.70,189.96,191.30,5668300,1084345807.30,0
