https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume JPM,Volume USDT,tradecount
1748352600000,2025-05-27,JPM,262.04,265.30,261.99,265.29,7506600,1991425978.14,0
1748007000000,2025-05-23,JPM,256.81,261.99,256.00,260.71,6671800,1739404920.99,0
1747920600000,2025-05-22,JPM,259.44,262.30,258.87,260.67,6514100,1698030534.47,0
1747834200000,2025-05-21,JPM,264.35,265.65,260.73,261.04,7464000,1948402623.78,0
1747747800000,2025-05-20,JPM,262.52,266.66,262.30,265.68,8436300,2241356122.21,0
1747661400000,2025-05-19,JPM,265.55,268.32,261.93,264.88,12145000,3216967659.30,0
1747402200000,2025-05-16,JPM,267.50,268.46,264.71,267.56,8932900,2390086702.19,0
1747315800000,2025-05-15,JPM,266.97,269.52,264.76,267.49,9214600,2464813264.01,0
1747229400000,2025-05-14,JPM,263.00,266.64,262.29,265.64,8643100,2295953210.61,0
1747143000000,2025-05-13,JPM,261.03,263.67,260.39,263.01,8589000,2258992973.88,0
1747056600000,2025-05-12,JPM,262.90,263.60,258.70,260.05,9603900,2497494077.76,0
1746797400000,2025-05-09,JPM,254.50,255.51,252.34,253.08,5087600,1287569817.32,0
1746711000000,2025-05-08,JPM,251.57,255.88,251.55,253.47,8320100,2108895757.16,0
1746624600000,2025-05-07,JPM,249.85,252.45,248.83,249.39,8724100,2175703293.68,0
1746538200000,2025-05-06,JPM,250.00,252.65,249.00,249.25,6369900,1587697575.00,0
1746451800000,2025-05-05,JPM,251.18,255.16,250.59,252.56,5450700,1376628778.69,0
1746192600000,2025-05-02,JPM,251.26,253.62,249.46,252.51,7165000,1809234110.64,0
1746106200000,2025-05-01,JPM,242.84,248.45,242.17,246.89,8689600,2145375338.70,0
1746019800000,2025-04-30,JPM,241.21,245.22,238.43,244.62,12991700,3178029590.56,0
1745933400000,2025-04-29,JPM,242.19,245.25,241.69,244.62,7216800,1765373580.76,0
1745847000000,2025-04-28,JPM,244.56,246.84,240.84,243.22,7394300,1798441655.03,0
1745587800000,2025-04-25,JPM,244.65,245.62,241.75,243.55,8588600,2091753556.21,0
1745501400000,2025-04-24,JPM,239.74,245.47,237.58,244.64,9055200,2215264122.47,0
1745415000000,2025-04-23,JPM,240.22,246.79,240.00,240.88,14126800,3402863652.98,0
1745328600000,2025-04-22,JPM,231.98,235.99,231.37,235.59,10701400,2521142786.81,0
1745242200000,2025-04-21,JPM,230.63,231.81,226.34,228.99,8716200,1995922685.88,0
1744896600000,2025-04-17,JPM,230.80,234.34,230.55,231.96,9557900,2217050548.17,0
1744810200000,2025-04-16,JPM,232.00,233.58,227.93,229.61,9322300,2140493308.69,0
1744723800000,2025-04-15,JPM,236.10,238.65,232.82,233.13,10912900,2544124430.29,0
1744637400000,2025-04-14,JPM,237.10,239.78,233.63,234.72,13017800,3055538031.89,0
1744378200000,2025-04-11,JPM,226.31,238.58,225.00,236.20,20284500,4791198838.10,0
1744291800000,2025-04-10,JPM,230.00,230.35,220.10,227.11,18896400,4291561415.53,0
1744205400000,2025-04-09,JPM,212.50,237.48,211.00,234.34,24022400,5629409128.03,0
1744119000000,2025-04-08,JPM,223.52,227.84,213.25,216.87,19485700,4225863663.85,0
1744032600000,2025-04-07,JPM,205.77,222.05,202.16,214.44,22914400,4913763991.94,0
1743773400000,2025-04-04,JPM,215.31,217.70,208.93,210.28,27170700,5713454762.83,0
1743687000000,2025-04-03,JPM,234.27,235.14,227.30,228.69,17188500,3930838106.96,0
1743600600000,2025-04-02,JPM,241.60,247.25,241.46,245.82,7758800,1907268272.83,0
1743514200000,2025-04-01,JPM,242.62,245.69,240.88,243.66,8054700,1962608231.50,0
1743427800000,2025-03-31,JPM,239.41,245.86,237.36,245.30,13603000,3336815941.51,0
1743168600000,2025-03-28,JPM,246.94,249.51,241.11,242.85,11978400,2908954513.11,0
1743082200000,2025-03-27,JPM,249.53,250.64,247.18,248.12,8022500,1990542660.83,0
1742995800000,2025-03-26,JPM,252.60,254.67,249.78,251.03,12779300,3207987663.40,0
1742909400000,2025-03-25,JPM,249.31,251.82,247.62,251.13,9287700,2332420146.35,0
1742823000000,2025-03-24,JPM,245.48,248.69,244.41,248.06,9422700,2337394939.00,0
1742563800000,2025-03-21,JPM,237.81,242.30,236.50,241.63,19326900,4669958941.37,0
1742477400000,2025-03-20,JPM,236.56,241.76,236.20,239.01,8328500,1990594739.25,0
1742391000000,2025-03-19,JPM,235.74,242.33,234.89,239.11,10120600,2419936672.18,0
1742304600000,2025-03-18,JPM,234.32,236.17,233.52,234.97,10344900,2430741165.63,0
1742218200000,2025-03-17,JPM,231.18,235.67,230.46,233.93,9586000,2242452909.79,0
1741959000000,2025-03-14,JPM,228.12,233.14,227.58,232.44,11962100,2780470553.20,0
1741872600000,2025-03-13,JPM,229.30,229.50,224.23,225.19,16467900,3708406441.20,0
1741786200000,2025-03-12,JPM,234.00,234.32,227.26,227.90,16054000,3658706502.01,0
1741699800000,2025-03-11,JPM,231.75,233.32,226.69,229.14,18143000,4157287008.93,0
1741613400000,2025-03-10,JPM,236.21,237.51,228.70,232.22,18887200,4385985607.06,0
1741357800000,2025-03-07,JPM,245.23,246.72,239.42,242.28,20498700,4966425010.98,0
1741271400000,2025-03-06,JPM,248.11,249.36,243.85,246.54,9983200,2461258060.97,0
1741185000000,2025-03-05,JPM,251.25,253.05,247.83,251.53,7861400,1977377932.40,0
1741098600000,2025-03-04,JPM,255.28,257.23,245.95,250.25,13465600,3369766400.00,0
1741012200000,2025-03-03,JPM,264.00,266.32,257.82,260.62,9058300,2360774101.77,0
1740753000000,2025-02-28,JPM,260.73,264.81,257.89,264.65,10467100,2770117951.11,0
1740666600000,2025-02-27,JPM,260.18,263.64,257.86,259.05,8204400,2125349719.85,0
1740580200000,2025-02-26,JPM,257.16,260.91,256.93,258.79,5943600,1538144294.79,0
1740493800000,2025-02-25,JPM,262.23,263.00,253.35,257.40,9608400,2473202101.35,0
1740407400000,2025-02-24,JPM,265.49,267.00,258.61,261.34,10372800,2710827514.01,0
1740148200000,2025-02-21,JPM,268.32,269.20,262.84,264.24,12835600,3391678818.65,0
1740061800000,2025-02-20,JPM,278.68,278.74,265.74,266.80,13846700,3694299390.97,0
1739975400000,2025-02-19,JPM,278.38,280.25,277.22,279.25,7007200,1956760600.00,0
1739889000000,2025-02-18,JPM,276.76,279.97,276.02,279.95,7919800,2217148106.68,0
1739543400000,2025-02-14,JPM,277.37,279.23,276.45,276.59,5688600,1573409853.17,0
1739457000000,2025-02-13,JPM,275.50,276.97,273.81,276.32,8398700,2320728845.51,0
1739370600000,2025-02-12,JPM,274.08,276.45,273.25,275.45,6683900,1841080336.59,0
1739284200000,2025-02-11,JPM,270.26,276.22,269.66,274.99,7196400,1978937965.72,0
1739197800000,2025-02-10,JPM,276.15,276.18,269.59,271.04,8627400,2338370569.72,0
1738938600000,2025-02-07,JPM,277.27,278.55,274.71,275.80,6857900,1891408736.29,0
1738852200000,2025-02-06,JPM,272.45,276.98,271.19,276.90,7264400,2011512315.66,0
1738765800000,2025-02-05,JPM,268.91,270.64,268.33,270.43,5704400,1542640850.22,0
1738679400000,2025-02-04,JPM,269.84,269.84,266.83,267.94,5626000,1507430453.74,0
1738593000000,2025-02-03,JPM,261.83,268.17,261.70,266.81,8381400,2236241313.54,0
1738333800000,2025-01-31,JPM,269.23,270.82,266.96,267.30,7193800,1922902652.19,0
1738247400000,2025-01-30,JPM,268.63,269.70,266.62,268.23,8753500,2347951401.17,0
1738161000000,2025-01-29,JPM,267.21,270.68,265.61,266.58,7684900,2048640538.81,0
1738074600000,2025-01-28,JPM,265.85,267.33,264.83,267.14,7375400,1970264464.04,0
1737988200000,2025-01-27,JPM,264.17,265.97,262.26,265.85,7522300,1999803500.91,0
1737729000000,2025-01-24,JPM,263.69,267.10,263.01,264.84,7666300,2030342863.93,0
1737642600000,2025-01-23,JPM,264.69,266.86,263.81,265.95,10749700,2858882846.22,0
1737556200000,2025-01-22,JPM,262.90,263.38,260.25,262.84,9021900,2371316162.96,0
1737469800000,2025-01-21,JPM,260.07,264.25,259.50,263.03,13712100,3606693646.26,0
1737124200000,2025-01-17,JPM,254.14,260.62,252.14,259.16,17678100,4581456460.74,0
1737037800000,2025-01-16,JPM,254.00,257.04,252.33,254.27,15292300,3888373186.34,0
1736951400000,2025-01-15,JPM,250.40,253.67,243.68,252.35,18448500,4655479087.60,0
1736865000000,2025-01-14,JPM,242.66,247.72,242.19,247.47,12407400,3070459293.15,0
1736778600000,2025-01-13,JPM,239.67,244.54,239.00,244.21,10005300,2443394380.17,0
1736519400000,2025-01-10,JPM,243.09,243.81,238.74,239.87,10256800,2460298565.92,0
1736346600000,2025-01-08,JPM,242.75,244.25,240.50,243.13,8675300,2109225731.36,0
1736260200000,2025-01-07,JPM,242.14,245.26,240.90,243.17,8753400,2128564261.97,0
1736173800000,2025-01-06,JPM,243.70,245.69,240.58,240.85,9917800,2388702190.53,0
1735914600000,2025-01-03,JPM,243.89,244.88,240.26,243.28,9491100,2308994796.41,0
1735828200000,2025-01-02,JPM,240.92,243.28,239.45,240.00,9220900,2213016000.00,0
1735655400000,2024-12-31,JPM,240.05,241.44,239.03,239.71,4871000,1167627442.70,0
1735569000000,2024-12-30,JPM,238.77,240.84,237.11,239.32,5723800,1369819857.92,0
1735309800000,2024-12-27,JPM,242.72,243.39,240.04,241.17,5730200,1381952323.51,0
1735223400000,2024-12-26,JPM,241.43,243.26,240.79,243.14,4451800,1082410649.28,0
1735050600000,2024-12-24,JPM,239.43,242.49,239.07,242.31,3729100,903598211.90,0
1734964200000,2024-12-23,JPM,236.07,238.62,234.88,238.39,8611500,2052895479.74,0
1734705000000,2024-12-20,JPM,231.92,239.21,231.59,237.60,32348400,7685980037.44,0
1734618600000,2024-12-19,JPM,232.27,236.36,232.27,232.96,11790800,2746784847.16,0
1734532200000,2024-12-18,JPM,239.00,239.07,229.53,230.37,11322400,2608341232.71,0
1734445800000,2024-12-17,JPM,238.65,239.02,236.63,238.36,8083600,1926806900.93,0
1734359400000,2024-12-16,JPM,240.61,240.67,237.52,239.58,9032000,2163886576.54,0
1734100200000,2024-12-13,JPM,242.07,242.72,239.14,239.94,10392700,2493624463.37,0
1734013800000,2024-12-12,JPM,243.00,244.10,241.04,241.53,6113800,1476666106.54,0
1733927400000,2024-12-11,JPM,244.00,244.27,242.18,243.53,7884400,1920087922.38,0
1733841000000,2024-12-10,JPM,243.89,247.96,242.22,242.86,9108300,2212041743.56,0
1733754600000,2024-12-09,JPM,247.13,247.87,243.76,243.81,7076500,1725321447.72,0
1733495400000,2024-12-06,JPM,245.70,247.74,244.84,247.36,5519700,1365352995.37,0
1733409000000,2024-12-05,JPM,245.39,247.18,244.62,245.48,6572500,1613417271.92,0
1733322600000,2024-12-04,JPM,244.70,245.35,242.23,243.40,7346300,1788089375.16,0
1733236200000,2024-12-03,JPM,248.23,249.04,244.63,244.82,6657700,1629938162.76,0
1733149800000,2024-12-02,JPM,249.55,250.25,245.03,246.25,8899700,2191551125.00,0
1732890600000,2024-11-29,JPM,249.86,251.77,249.45,249.72,5494800,1372161462.71,0
1732717800000,2024-11-27,JPM,249.35,251.19,248.77,249.79,5472300,1366925780.26,0
1732631400000,2024-11-26,JPM,250.49,251.00,248.34,249.97,6212100,1552838644.58,0
1732545000000,2024-11-25,JPM,249.59,254.31,249.06,250.29,10295400,2576835596.88,0
1732285800000,2024-11-22,JPM,243.61,249.15,243.03,248.55,7997300,1987728939.41,0
1732199400000,2024-11-21,JPM,243.23,245.49,242.11,244.76,8783500,2149849411.75,0
1732113000000,2024-11-20,JPM,244.40,244.61,238.64,240.78,9015300,2170703922.99,0
1732026600000,2024-11-19,JPM,242.25,245.15,241.55,243.09,6792700,1651237418.12,0
1731940200000,2024-11-18,JPM,247.76,247.93,242.68,245.03,9051400,2217864530.95,0
1731681000000,2024-11-15,JPM,241.46,246.42,241.46,245.31,11518800,2825676799.88,0
1731594600000,2024-11-14,JPM,242.42,244.29,241.05,241.87,10172200,2460349964.33,0
1731508200000,2024-11-13,JPM,240.58,244.09,240.31,241.16,11472600,2766732258.01,0
1731421800000,2024-11-12,JPM,240.55,241.46,238.76,239.56,6861000,1643621143.25,0
1731335400000,2024-11-11,JPM,240.00,242.10,239.00,239.29,9017100,2157701798.46,0
1731076200000,2024-11-08,JPM,239.34,239.34,235.78,236.98,9502100,2251807617.40,0
1730989800000,2024-11-07,JPM,244.50,244.57,235.22,236.38,16451100,3888711098.33,0
1730903400000,2024-11-06,JPM,235.00,248.00,234.77,247.06,23987800,5926425809.44,0
1730817000000,2024-11-05,JPM,220.03,221.96,220.00,221.49,5600700,1240499073.77,0
1730730600000,2024-11-04,JPM,222.65,223.76,219.17,219.78,8229600,1808701477.95,0
1730467800000,2024-11-01,JPM,223.56,226.15,222.70,222.94,6923500,1543525106.90,0
1730381400000,2024-10-31,JPM,224.70,225.69,221.82,221.92,7829900,1737611393.66,0
1730295000000,2024-10-30,JPM,222.54,226.31,221.58,224.41,7110900,1595757095.04,0
1730208600000,2024-10-29,JPM,225.21,226.75,222.81,222.90,6580000,1466681959.84,0
1730122200000,2024-10-28,JPM,223.35,225.64,222.95,225.50,6843000,1543096500.00,0
1729863000000,2024-10-25,JPM,225.00,225.62,220.88,222.31,6369700,1416047991.45,0
1729776600000,2024-10-24,JPM,221.83,225.06,221.66,224.98,6002200,1350374930.36,0
1729690200000,2024-10-23,JPM,223.66,224.80,222.53,223.41,6180500,1380785527.63,0
1729603800000,2024-10-22,JPM,223.02,225.28,221.10,224.12,9586800,2148593569.19,0
1729517400000,2024-10-21,JPM,225.22,225.70,222.90,223.00,5870000,1309010000.00,0
1729258200000,2024-10-18,JPM,225.00,225.92,223.10,225.37,7000500,1577702650.82,0
1729171800000,2024-10-17,JPM,224.27,225.85,223.31,224.42,6470200,1452042272.15,0
1729085400000,2024-10-16,JPM,222.33,223.68,221.04,223.64,6382500,1427382296.10,0
1728999000000,2024-10-15,JPM,223.66,225.45,221.82,222.39,9235800,2053949556.36,0
1728912600000,2024-10-14,JPM,223.20,223.70,218.88,221.48,9048900,2004150333.34,0
1728653400000,2024-10-11,JPM,215.67,224.63,215.16,222.29,18320700,4072508280.00,0
1728567000000,2024-10-10,JPM,214.81,214.81,211.47,212.84,7927100,1687203934.97,0
1728480600000,2024-10-09,JPM,209.70,214.24,209.38,213.42,7024000,1499062067.14,0
1728394200000,2024-10-08,JPM,210.58,211.33,208.38,210.75,6021800,1269094350.00,0
1728307800000,2024-10-07,JPM,211.03,213.33,209.69,210.93,6718900,1417217527.79,0
1728048600000,2024-10-04,JPM,209.30,211.67,206.91,211.22,10211700,2156915286.47,0
1727962200000,2024-10-03,JPM,206.17,206.49,204.34,205.23,7251300,1488184268.02,0
1727875800000,2024-10-02,JPM,207.08,208.95,205.69,207.29,5810900,1204541421.99,0
1727789400000,2024-10-01,JPM,208.90,209.09,206.19,207.04,8540100,1768142246.66,0
1727703000000,2024-09-30,JPM,206.31,210.96,205.26,210.86,8663800,1826848873.29,0
1727443800000,2024-09-27,JPM,210.65,212.44,209.33,210.50,7032500,1480341250.00,0
1727357400000,2024-09-26,JPM,211.13,211.70,209.01,209.78,7807500,1637857340.47,0
1727271000000,2024-09-25,JPM,211.68,212.24,208.61,210.19,8976500,1886770556.92,0
1727184600000,2024-09-24,JPM,211.15,212.95,210.37,211.59,7323200,1549515861.18,0
1727098200000,2024-09-23,JPM,211.00,211.80,209.99,211.44,7223500,1527336857.64,0
1726839000000,2024-09-20,JPM,209.93,211.42,209.50,211.09,20885000,4408614573.52,0
1726752600000,2024-09-19,JPM,209.78,211.91,207.34,210.48,11635200,2448976846.29,0
1726666200000,2024-09-18,JPM,209.01,211.34,206.70,207.53,8259900,1714177036.92,0
1726579800000,2024-09-17,JPM,207.73,209.93,207.66,209.25,7573300,1584713025.00,0
1726493400000,2024-09-16,JPM,205.83,208.21,205.59,207.86,8634900,1794850319.27,0
1726234200000,2024-09-13,JPM,206.86,207.85,203.02,204.32,10226700,2089519418.90,0
1726147800000,2024-09-12,JPM,207.65,208.78,204.89,206.60,9054400,1870639095.26,0
1726061400000,2024-09-11,JPM,205.25,207.70,201.83,207.23,13658700,2830492342.64,0
1725975000000,2024-09-10,JPM,218.60,218.64,200.61,205.56,28406900,5839322294.65,0
1725888600000,2024-09-09,JPM,215.19,218.15,214.18,216.81,8935100,1937219009.19,0
1725629400000,2024-09-06,JPM,217.60,218.74,211.09,212.46,7777000,1652301472.21,0
1725543000000,2024-09-05,JPM,220.15,220.80,216.03,217.63,8067900,1755817116.39,0
1725456600000,2024-09-04,JPM,221.04,222.07,217.21,219.33,7389500,1620739048.53,0
1725370200000,2024-09-03,JPM,222.30,224.10,219.24,220.30,8956100,1973028857.33,0
1725024600000,2024-08-30,JPM,222.50,225.48,221.93,224.80,8574100,1927457706.17,0
1724938200000,2024-08-29,JPM,222.15,222.98,218.94,222.21,6416100,1425721624.08,0
1724851800000,2024-08-28,JPM,219.25,222.21,219.19,221.29,6506400,1439801212.32,0
1724765400000,2024-08-27,JPM,219.51,220.42,219.19,220.18,5185200,1141677298.02,0
1724679000000,2024-08-26,JPM,219.01,219.68,218.05,219.17,5105200,1118906674.65,0
1724419800000,2024-08-23,JPM,217.60,219.19,216.50,218.31,7214000,1574888322.39,0
1724333400000,2024-08-22,JPM,214.58,216.80,214.34,216.63,5247100,1136679298.62,0
1724247000000,2024-08-21,JPM,214.43,215.00,212.84,214.60,5202300,1116413611.75,0
1724160600000,2024-08-20,JPM,215.00,216.00,213.68,214.52,5640000,1209892824.10,0
1724074200000,2024-08-19,JPM,214.00,215.53,213.82,215.45,6090800,1312262841.41,0
1723815000000,2024-08-16,JPM,211.69,214.09,211.59,213.97,7931200,1697038873.68,0
1723728600000,2024-08-15,JPM,213.00,213.89,211.10,211.55,7001000,1481061571.37,0
1723642200000,2024-08-14,JPM,207.74,210.76,207.12,210.24,6999800,1471637990.45,0
1723555800000,2024-08-13,JPM,207.73,208.09,205.40,207.94,6387800,1328279147.60,0
1723469400000,2024-08-12,JPM,206.41,207.14,203.66,206.19,6936000,1430133856.93,0
1723210200000,2024-08-09,JPM,203.47,206.47,202.90,205.80,5540200,1140173176.91,0
1723123800000,2024-08-08,JPM,202.47,204.91,201.79,204.06,7761200,1583750453.05,0
1723037400000,2024-08-07,JPM,203.51,205.75,200.20,200.40,9204400,1844561703.82,0
1722951000000,2024-08-06,JPM,195.40,202.60,194.00,200.34,10605800,2124765933.16,0
1722864600000,2024-08-05,JPM,194.05,196.17,190.90,194.90,13927000,2714372215.00,0
1722605400000,2024-08-02,JPM,203.88,204.67,196.89,199.14,18041700,3592824126.99,0
1722519000000,2024-08-01,JPM,213.20,213.83,206.38,207.96,10918600,2270632129.31,0
1722432600000,2024-07-31,JPM,214.78,216.39,212.67,212.80,9071600,1930436507.68,0
1722346200000,2024-07-30,JPM,213.23,215.79,212.96,215.19,8850700,1904582154.61,0
1722259800000,2024-07-29,JPM,212.65,213.61,210.55,210.85,6533600,1377609599.88,0
1722000600000,2024-07-26,JPM,209.24,213.16,208.62,212.24,8027800,1703820316.10,0
1721914200000,2024-07-25,JPM,208.65,210.19,208.05,208.67,6403800,1336280934.27,0
1721827800000,2024-07-24,JPM,209.55,212.03,208.07,208.59,7119000,1484952183.93,0
1721741400000,2024-07-23,JPM,211.02,211.48,209.35,210.33,5557300,1168866919.18,0
1721655000000,2024-07-22,JPM,210.46,212.17,209.71,210.28,7663200,1611417686.65,0
1721395800000,2024-07-19,JPM,211.20,212.35,208.92,209.78,8095900,1698357892.12,0
1721309400000,2024-07-18,JPM,215.63,216.64,209.24,209.98,12415100,2606922644.96,0
1721223000000,2024-07-17,JPM,213.80,217.56,213.27,216.87,11572500,2509728018.49,0
1721136600000,2024-07-16,JPM,210.00,213.74,208.08,213.62,11557000,2468806283.57,0
1721050200000,2024-07-15,JPM,207.19,211.61,206.72,210.05,10719700,2251673017.71,0
1720791000000,2024-07-12,JPM,204.00,207.45,202.10,204.94,15443400,3164970433.70,0
1720704600000,2024-07-11,JPM,206.21,208.10,205.38,207.45,10658100,2211022812.47,0
1720618200000,2024-07-10,JPM,206.14,207.97,205.58,207.80,8328500,1730662325.42,0
1720531800000,2024-07-09,JPM,205.63,209.76,205.45,207.63,9058900,1880899451.23,0
1720445400000,2024-07-08,JPM,205.04,206.90,203.97,205.17,8707000,1786415174.06,0
1720186200000,2024-07-05,JPM,206.99,207.37,204.52,204.79,8093100,1657385894.66,0
1720013400000,2024-07-03,JPM,209.55,210.38,207.65,208.69,5560900,1160504234.58,0
1719927000000,2024-07-02,JPM,205.29,208.86,204.77,208.83,7802900,1629479621.29,0
1719840600000,2024-07-01,JPM,202.84,207.09,202.66,205.45,10205800,2096781578.85,0
1719581400000,2024-06-28,JPM,200.01,202.60,199.30,202.26,15307600,3096115091.91,0
1719495000000,2024-06-27,JPM,197.44,199.86,196.90,199.17,7913500,1576131780.51,0
1719408600000,2024-06-26,JPM,197.45,197.94,196.28,197.43,7758600,1531780341.17,0
1719322200000,2024-06-25,JPM,198.09,200.07,197.74,198.07,6862500,1359255425.26,0
1719235800000,2024-06-24,JPM,197.81,199.23,197.10,198.88,9785900,1946219839.78,0
1718976600000,2024-06-21,JPM,196.71,197.17,194.22,196.30,20972100,4116823294.00,0
1718890200000,2024-06-20,JPM,196.39,199.45,196.11,198.67,8731100,1734607621.01,0
1718717400000,2024-06-18,JPM,194.60,197.96,194.13,197.00,9023000,1777531000.00,0
1718631000000,2024-06-17,JPM,193.48,195.58,192.64,194.98,8725400,1701278454.72,0
1718371800000,2024-06-14,JPM,191.45,194.86,191.42,193.78,6874000,1332043711.61,0
1718285400000,2024-06-13,JPM,192.32,194.58,190.88,193.66,8587800,1663113379.45,0
1718199000000,2024-06-12,JPM,196.00,196.72,191.31,191.53,12751300,2442256473.43,0
1718112600000,2024-06-11,JPM,197.91,197.94,193.60,194.36,9235300,1794972913.64,0
1718026200000,2024-06-10,JPM,199.24,200.84,198.44,199.61,6070800,1211792391.71,0
1717767000000,2024-06-07,JPM,197.43,200.92,197.01,199.95,6964500,1392551753.75,0
1717680600000,2024-06-06,JPM,197.26,198.02,195.33,196.91,7640300,1504451500.98,0
1717594200000,2024-06-05,JPM,199.76,199.82,196.92,197.26,8351600,1647436570.12,0
1717507800000,2024-06-04,JPM,200.16,201.98,198.28,199.16,6848300,1363907453.08,0
1717421400000,2024-06-03,JPM,202.31,202.42,199.19,201.82,6444300,1300588673.20,0
1717162200000,2024-05-31,JPM,199.30,203.30,198.35,202.63,14417900,2921499147.40,0
1717075800000,2024-05-30,JPM,198.56,199.85,198.40,199.33,6829100,1361244515.50,0
1716989400000,2024-05-29,JPM,198.00,198.99,196.89,198.11,6120000,1212433203.74,0
1716903000000,2024-05-28,JPM,199.86,200.41,198.66,199.50,6910200,1378584900.00,0
1716557400000,2024-05-24,JPM,197.75,200.76,197.56,200.71,7356200,1476462951.39,0
1716471000000,2024-05-23,JPM,197.81,198.30,196.07,196.92,8069400,1589026233.22,0
1716384600000,2024-05-22,JPM,199.00,200.94,197.69,198.31,9425300,1869131219.99,0
1716298200000,2024-05-21,JPM,197.00,199.90,196.60,199.52,14420800,2877238077.61,0
1716211800000,2024-05-20,JPM,204.39,205.88,195.40,195.58,17373300,3397870045.81,0
1715952600000,2024-05-17,JPM,203.81,205.05,202.81,204.79,9260500,1896457732.83,0
1715866200000,2024-05-16,JPM,202.22,204.48,201.99,202.47,8497900,1720569823.37,0
1715779800000,2024-05-15,JPM,202.01,202.69,199.77,202.11,8370000,1691660705.11,0
1715693400000,2024-05-14,JPM,199.00,201.58,198.16,201.51,8596200,1732220214.78,0
1715607000000,2024-05-13,JPM,198.80,199.85,198.04,198.73,7049200,1400887485.88,0
1715347800000,2024-05-10,JPM,198.54,199.34,198.27,198.77,7529800,1496698378.17,0
1715261400000,2024-05-09,JPM,195.17,197.59,195.10,197.50,7977300,1575516750.00,0
1715175000000,2024-05-08,JPM,191.00,196.65,191.00,195.65,9227600,1805379883.68,0
1715088600000,2024-05-07,JPM,191.70,192.93,191.65,191.75,7688800,1474327400.00,0
1715002200000,2024-05-06,JPM,191.73,192.20,189.82,192.00,7911100,1518931200.00,0
1714743000000,2024-05-03,JPM,192.00,192.53,188.46,190.51,8922800,1699882578.99,0
1714656600000,2024-05-02,JPM,193.07,193.50,189.52,191.66,6501700,1246115845.81,0
1714570200000,2024-05-01,JPM,192.27,194.46,190.79,191.86,7445300,1428455262.54,0
1714483800000,2024-04-30,JPM,192.81,194.99,191.64,191.74,8153700,1563390482.79,0
1714397400000,2024-04-29,JPM,193.48,194.26,192.43,193.28,5387800,1041353977.42,0
1714138200000,2024-04-26,JPM,193.57,194.87,193.06,193.49,6413700,1240986848.23,0
1714051800000,2024-04-25,JPM,192.25,193.94,191.18,193.37,9802300,1895470703.14,0
1713965400000,2024-04-24,JPM,190.53,193.23,190.17,193.08,6964900,1344782904.75,0
1713879000000,2024-04-23,JPM,191.13,192.23,190.52,192.14,9144400,1757005010.42,0
1713792600000,2024-04-22,JPM,185.99,190.13,185.98,189.41,11529700,2183840519.22,0
1713533400000,2024-04-19,JPM,182.40,185.88,181.41,185.80,13402300,2490147380.90,0
1713447000000,2024-04-18,JPM,181.10,183.36,179.97,181.25,9557700,1732333125.00,0
1713360600000,2024-04-17,JPM,181.37,182.42,179.20,180.08,9017100,1623799384.51,0
1713274200000,2024-04-16,JPM,182.90,183.16,179.65,180.80,16451800,2974485490.21,0
1713187800000,2024-04-15,JPM,184.50,187.46,182.20,182.89,14766600,2700663464.99,0
1712928600000,2024-04-12,JPM,188.32,188.93,182.54,182.79,31532300,5763788905.30,0
1712842200000,2024-04-11,JPM,196.00,196.57,193.24,195.43,10137700,1981210636.75,0
1712755800000,2024-04-10,JPM,195.55,197.07,194.18,195.47,7681400,1501483267.38,0
1712669400000,2024-04-09,JPM,198.07,198.88,194.91,197.15,7351500,1449348180.13,0
1712583000000,2024-04-08,JPM,197.62,198.98,197.62,198.48,8001000,1588038445.82,0
1712323800000,2024-04-05,JPM,196.16,198.12,195.11,197.45,6532300,1289802615.07,0
1712237400000,2024-04-04,JPM,199.15,199.68,195.55,195.65,9243800,1808549413.58,0
1712151000000,2024-04-03,JPM,199.04,199.56,197.70,198.30,9353400,1854779248.54,0
1712064600000,2024-04-02,JPM,198.39,199.78,198.08,198.86,7014700,1394943246.28,0
1711978200000,2024-04-01,JPM,199.99,200.94,198.57,198.94,7309000,1454052477.84,0
1711632600000,2024-03-28,JPM,199.49,200.72,198.54,200.30,8628300,1728248516.33,0
1711546200000,2024-03-27,JPM,196.50,199.60,196.38,199.52,8725800,1740971653.28,0
1711459800000,2024-03-26,JPM,194.59,196.66,194.06,195.73,5961500,1166844369.53,0
1711373400000,2024-03-25,JPM,196.60,196.94,194.36,194.82,8620000,1679348463.13,0
1711114200000,2024-03-22,JPM,199.01,200.48,196.54,196.62,8108800,1594352216.41,0
1711027800000,2024-03-21,JPM,196.52,199.43,196.33,199.06,11203800,2230228400.65,0
1710941400000,2024-03-20,JPM,194.19,196.56,193.61,196.33,9367000,1839023127.15,0
1710855000000,2024-03-19,JPM,192.71,193.93,192.38,193.79,8478700,1643087216.08,0
1710768600000,2024-03-18,JPM,190.63,192.70,189.89,192.66,9013800,1736598741.01,0
1710509400000,2024-03-15,JPM,186.48,190.94,186.48,190.30,17214200,3275862312.53,0
1710423000000,2024-03-14,JPM,191.03,191.63,187.10,187.97,10310900,1938139885.59,0
1710336600000,2024-03-13,JPM,190.36,191.73,189.84,191.38,7795500,1491902828.06,0
1710250200000,2024-03-12,JPM,188.95,190.16,187.91,189.84,5708400,1083682635.10,0
