https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume ORCL,Volume USDT,tradecount
1768919400000,2026-01-20,ORCL,187.19,187.19,179.36,179.92,29129500,5240979586.66,0
1768573800000,2026-01-16,ORCL,189.91,191.87,186.53,191.09,19224700,3673647852.60,0
1768487400000,2026-01-15,ORCL,195.01,195.01,189.39,189.85,16418600,3117071310.21,0
1768401000000,2026-01-14,ORCL,201.68,201.68,190.81,193.61,22473200,4351036265.72,0
1768314600000,2026-01-13,ORCL,205.00,207.80,200.66,202.29,15857400,3207793339.54,0
1768228200000,2026-01-12,ORCL,197.60,206.60,197.01,204.68,25428500,5204705193.76,0
1767969000000,2026-01-09,ORCL,191.66,200.18,188.78,198.52,26152700,5191834115.74,0
1767882600000,2026-01-08,ORCL,190.88,190.95,186.15,189.65,19468500,3692200906.17,0
1767796200000,2026-01-07,ORCL,195.30,195.67,192.00,192.84,11171200,2154254167.09,0
1767709800000,2026-01-06,ORCL,192.56,194.88,190.70,193.75,16474500,3191934375.00,0
1767623400000,2026-01-05,ORCL,198.34,201.69,192.33,192.59,22635500,4359370862.11,0
1767364200000,2026-01-02,ORCL,197.47,198.59,194.21,195.71,14540700,2845760494.62,0
1767191400000,2025-12-31,ORCL,196.42,197.20,194.73,194.91,10341500,2015661802.87,0
1767105000000,2025-12-30,ORCL,196.06,198.38,195.71,197.21,14197400,2799869349.32,0
1767018600000,2025-12-29,ORCL,194.16,198.51,192.64,195.38,14748100,2881483850.01,0
1766759400000,2025-12-26,ORCL,198.06,200.37,196.11,197.99,11262000,2229763441.86,0
1766586600000,2025-12-24,ORCL,195.00,198.28,194.42,197.49,9282700,1833240473.99,0
1766500200000,2025-12-23,ORCL,196.43,197.20,192.19,195.34,18301600,3575034476.98,0
1766413800000,2025-12-22,ORCL,196.82,198.80,192.83,198.38,27148000,5385620372.56,0
1766154600000,2025-12-19,ORCL,188.39,195.12,188.12,191.97,77008600,14783341036.00,0
1766068200000,2025-12-18,ORCL,182.72,184.76,178.58,180.03,36297300,6534602874.69,0
1765981800000,2025-12-17,ORCL,183.31,186.50,177.07,178.46,50222000,8962618457.18,0
1765895400000,2025-12-16,ORCL,184.70,189.80,184.49,188.65,32433500,6118579577.04,0
1765809000000,2025-12-15,ORCL,188.29,188.97,181.40,184.92,43897500,8117525619.62,0
1765549800000,2025-12-12,ORCL,196.37,197.85,185.98,189.97,55201600,10486648019.38,0
1765463400000,2025-12-11,ORCL,190.62,201.99,186.23,198.85,100612700,20006836009.09,0
1765377000000,2025-12-10,ORCL,221.80,225.32,217.58,223.01,47928000,10688423016.72,0
1765290600000,2025-12-09,ORCL,220.03,222.62,218.28,221.53,17643600,3908586686.46,0
1765204200000,2025-12-08,ORCL,221.35,224.75,216.91,220.54,24711200,5449807882.09,0
1764945000000,2025-12-05,ORCL,219.00,219.50,213.62,217.58,24208700,5267328990.33,0
1764858600000,2025-12-04,ORCL,207.86,215.41,206.32,214.33,23316900,4997511219.69,0
1764772200000,2025-12-03,ORCL,200.33,207.92,199.40,207.73,19060500,3959437583.56,0
1764685800000,2025-12-02,ORCL,205.14,209.70,200.00,201.10,19664500,3954531070.02,0
1764599400000,2025-12-01,ORCL,200.50,203.50,196.70,200.94,13461200,2704893560.86,0
1764340200000,2025-11-28,ORCL,199.51,202.34,197.61,201.95,13848500,2796704532.74,0
1764167400000,2025-11-26,ORCL,209.50,210.00,202.24,204.96,26544100,5440478914.21,0
1764081000000,2025-11-25,ORCL,194.08,199.41,185.63,197.03,29595000,5831102813.87,0
1763994600000,2025-11-24,ORCL,196.86,203.82,194.30,200.28,31144700,6237660477.98,0
1763735400000,2025-11-21,ORCL,207.08,208.31,193.55,198.76,44834100,8911225469.72,0
1763649000000,2025-11-20,ORCL,231.16,234.00,210.30,210.69,27459600,5785463191.04,0
1763562600000,2025-11-19,ORCL,219.06,228.15,217.31,225.53,21679500,4889377608.54,0
1763476200000,2025-11-18,ORCL,216.21,223.70,214.50,220.49,21098300,4651964282.90,0
1763389800000,2025-11-17,ORCL,218.21,222.80,215.56,219.86,16143800,3549375877.85,0
1763130600000,2025-11-14,ORCL,210.83,227.05,210.77,222.85,36053800,8034589550.05,0
1763044200000,2025-11-13,ORCL,224.99,225.16,215.22,217.57,30009000,6529058349.79,0
1762957800000,2025-11-12,ORCL,236.74,236.81,226.17,226.99,24195000,5492023182.91,0
1762871400000,2025-11-11,ORCL,236.23,237.45,228.89,236.15,20686600,4885140463.74,0
1762785000000,2025-11-10,ORCL,245.95,247.24,237.07,240.83,16698700,4021547951.58,0
1762525800000,2025-11-07,ORCL,239.00,240.40,232.35,239.26,20969300,5017114602.81,0
1762439400000,2025-11-06,ORCL,247.94,249.07,239.29,243.80,18678300,4553769597.00,0
1762353000000,2025-11-05,ORCL,247.91,252.40,247.03,250.31,11991500,3001592335.72,0
1762266600000,2025-11-04,ORCL,249.98,255.28,245.19,248.17,19772600,4906966105.80,0
1762180200000,2025-11-03,ORCL,265.24,265.62,255.23,257.85,15709200,4050617315.88,0
1761917400000,2025-10-31,ORCL,259.51,265.81,256.71,262.61,16898700,4437767359.46,0
1761831000000,2025-10-30,ORCL,268.74,269.76,256.28,256.89,27954200,7181154847.49,0
1761744600000,2025-10-29,ORCL,281.46,281.62,271.35,275.30,18007100,4957354410.19,0
1761658200000,2025-10-28,ORCL,283.00,285.46,280.54,280.83,12448500,3495912087.84,0
1761571800000,2025-10-27,ORCL,286.57,287.00,279.81,281.40,13855800,3899022035.43,0
1761312600000,2025-10-24,ORCL,285.92,287.19,282.25,283.33,13194900,3738510839.82,0
1761226200000,2025-10-23,ORCL,272.96,283.10,272.39,280.07,16872200,4725397177.58,0
1761139800000,2025-10-22,ORCL,274.82,277.20,269.25,272.66,16474000,4491800900.33,0
1761053400000,2025-10-21,ORCL,278.11,280.30,272.26,275.15,18370800,5054725507.87,0
1760967000000,2025-10-20,ORCL,288.95,289.24,275.31,277.18,32810700,9094469585.69,0
1760707800000,2025-10-17,ORCL,303.75,304.28,287.50,291.31,37653000,10968695338.07,0
1760621400000,2025-10-16,ORCL,305.60,322.54,303.07,313.00,32500900,10172781700.00,0
1760535000000,2025-10-15,ORCL,304.90,311.01,298.92,303.62,13698900,4159259951.11,0
1760448600000,2025-10-14,ORCL,303.57,304.42,291.98,299.00,17346200,5186513800.00,0
1760362200000,2025-10-13,ORCL,298.70,310.70,297.74,308.01,21703700,6684956848.95,0
1760103000000,2025-10-10,ORCL,300.28,307.72,292.01,292.96,28895300,8465166841.09,0
1760016600000,2025-10-09,ORCL,291.55,300.97,287.26,296.96,26479800,7863441181.73,0
1759930200000,2025-10-08,ORCL,285.42,291.53,283.60,288.63,18982100,5478803615.69,0
1759843800000,2025-10-07,ORCL,293.22,293.22,271.00,284.24,31723400,9017058906.20,0
1759757400000,2025-10-06,ORCL,292.38,296.68,290.80,291.59,14076800,4104654060.45,0
1759498200000,2025-10-03,ORCL,289.60,294.64,284.00,286.14,13688400,3916798976.51,0
1759411800000,2025-10-02,ORCL,291.80,294.97,286.05,288.78,16215500,4682712070.21,0
1759325400000,2025-10-01,ORCL,278.80,289.99,277.88,289.01,23378300,6756562711.30,0
1759239000000,2025-09-30,ORCL,283.69,284.00,275.90,281.24,23880800,6716235958.79,0
1759152600000,2025-09-29,ORCL,284.60,285.98,279.61,282.76,25778500,7289128911.74,0
1758893400000,2025-09-26,ORCL,293.00,294.00,283.00,283.46,25990700,7367323599.91,0
1758807000000,2025-09-25,ORCL,295.27,298.75,288.55,291.33,39274900,11441956089.63,0
1758720600000,2025-09-24,ORCL,311.86,312.47,300.03,308.46,33765300,10415244149.48,0
1758634200000,2025-09-23,ORCL,324.00,325.00,310.05,313.83,35280200,11071984692.27,0
1758547800000,2025-09-22,ORCL,309.63,329.50,306.92,328.15,44437500,14582165353.78,0
1758288600000,2025-09-19,ORCL,299.00,311.11,297.32,308.66,40776200,12585982041.33,0
1758202200000,2025-09-18,ORCL,303.04,303.82,292.00,296.62,24673100,7318534801.53,0
1758115800000,2025-09-17,ORCL,307.69,308.66,295.03,301.41,27707900,8351438240.47,0
1758029400000,2025-09-16,ORCL,314.06,319.97,302.27,306.65,51923300,15922279628.09,0
1757943000000,2025-09-15,ORCL,306.45,307.03,297.29,302.14,40004000,12086809146.00,0
1757683800000,2025-09-12,ORCL,305.79,307.97,291.75,292.18,51781900,15129635162.74,0
1757597400000,2025-09-11,ORCL,330.34,331.00,304.60,307.86,69986000,21545888934.81,0
1757511000000,2025-09-10,ORCL,319.19,345.72,312.09,328.33,131618100,43214169005.67,0
1757424600000,2025-09-09,ORCL,239.94,243.49,234.56,241.51,41178700,9945067610.80,0
1757338200000,2025-09-08,ORCL,239.89,242.42,235.31,238.48,18803000,4484139359.66,0
1757079000000,2025-09-05,ORCL,232.55,234.62,225.89,232.80,15386100,3581884126.95,0
1756992600000,2025-09-04,ORCL,222.00,223.57,219.56,223.00,10303100,2297591300.00,0
1756906200000,2025-09-03,ORCL,225.90,225.90,221.75,223.45,8900800,1988883732.84,0
1756819800000,2025-09-02,ORCL,222.00,225.45,218.79,225.30,10461900,2357066101.93,0
1756474200000,2025-08-29,ORCL,237.61,238.22,223.11,226.13,16618600,3757964099.15,0
1756387800000,2025-08-28,ORCL,235.54,241.95,235.12,240.32,8691500,2088741343.66,0
1756301400000,2025-08-27,ORCL,235.00,236.53,232.68,235.81,5637600,1329402442.24,0
1756215000000,2025-08-26,ORCL,235.00,236.91,232.71,234.21,11805200,2764895971.26,0
1756128600000,2025-08-25,ORCL,237.35,239.03,235.27,235.41,6308600,1485107549.10,0
1755869400000,2025-08-22,ORCL,234.06,238.50,231.46,236.37,9343600,2208546686.38,0
1755783000000,2025-08-21,ORCL,233.05,235.92,232.43,233.16,7403100,1726106823.11,0
1755696600000,2025-08-20,ORCL,232.18,235.88,228.25,235.06,11256400,2645929356.52,0
1755610200000,2025-08-19,ORCL,249.25,249.25,232.23,234.62,16819300,3946144083.87,0
1755523800000,2025-08-18,ORCL,246.20,249.16,243.62,249.07,6759900,1683688342.51,0
1755264600000,2025-08-15,ORCL,246.92,250.63,242.93,248.28,11554000,2868627105.90,0
1755178200000,2025-08-14,ORCL,244.95,248.92,242.57,244.96,10285600,2519560645.06,0
1755091800000,2025-08-13,ORCL,257.17,257.67,242.64,244.18,14182100,3462985074.13,0
1755005400000,2025-08-12,ORCL,252.58,257.87,251.08,253.86,9998400,2538193830.10,0
1754919000000,2025-08-11,ORCL,248.40,254.69,245.56,252.68,9012100,2277177361.99,0
1754659800000,2025-08-08,ORCL,250.03,250.89,247.86,250.05,8313300,2078740690.37,0
1754573400000,2025-08-07,ORCL,257.71,257.76,246.52,249.39,11954200,2981257930.70,0
1754487000000,2025-08-06,ORCL,256.84,256.84,251.72,256.43,9930200,2546401113.27,0
1754400600000,2025-08-05,ORCL,255.41,258.49,251.37,255.67,11197300,2862813670.50,0
1754314200000,2025-08-04,ORCL,245.90,252.91,245.90,252.53,8614800,2175495433.48,0
1754055000000,2025-08-01,ORCL,247.83,248.41,242.00,244.42,12718200,3108582420.71,0
1753968600000,2025-07-31,ORCL,255.77,260.87,253.32,253.77,15548700,3945793665.43,0
1753882200000,2025-07-30,ORCL,248.64,251.05,245.60,250.60,8441400,2115414891.52,0
1753795800000,2025-07-29,ORCL,248.70,253.07,246.59,249.98,8415300,2103656658.05,0
1753709400000,2025-07-28,ORCL,246.00,247.78,243.42,247.71,6756800,1673726973.36,0
1753450200000,2025-07-25,ORCL,242.34,245.47,241.43,245.12,7149600,1752509917.09,0
1753363800000,2025-07-24,ORCL,242.41,244.08,240.56,242.83,8237900,2000409272.08,0
1753277400000,2025-07-23,ORCL,239.95,243.42,238.66,241.90,7255800,1755177975.71,0
1753191000000,2025-07-22,ORCL,241.98,242.29,235.41,238.11,11380900,2709906105.95,0
1753104600000,2025-07-21,ORCL,245.31,246.80,243.24,243.54,7348400,1789629286.66,0
1752845400000,2025-07-18,ORCL,248.50,249.68,245.00,245.45,9678100,2375489615.46,0
1752759000000,2025-07-17,ORCL,243.34,251.60,242.01,248.75,17631300,4385785875.00,0
1752672600000,2025-07-16,ORCL,235.50,241.33,233.19,241.30,12597500,3039776788.44,0
1752586200000,2025-07-15,ORCL,232.41,235.60,229.20,234.96,10728800,2520838920.03,0
1752499800000,2025-07-14,ORCL,229.45,230.64,225.12,229.28,11337000,2599347346.16,0
1752240600000,2025-07-11,ORCL,231.37,234.00,229.87,230.56,10208200,2353602567.08,0
1752154200000,2025-07-10,ORCL,239.94,240.06,233.50,235.00,11486300,2699280500.00,0
1752067800000,2025-07-09,ORCL,235.51,236.51,232.00,235.81,10871600,2563631969.46,0
1751981400000,2025-07-08,ORCL,237.13,241.44,233.19,234.50,20401800,4784222100.00,0
1751895000000,2025-07-07,ORCL,235.11,235.25,229.50,232.26,16584300,3851869426.90,0
1751549400000,2025-07-03,ORCL,233.22,237.99,231.20,237.32,18441400,4376513183.07,0
1751463000000,2025-07-02,ORCL,217.68,231.90,216.72,229.98,22326900,5134740366.61,0
1751376600000,2025-07-01,ORCL,219.30,223.17,216.31,218.96,16962200,3714043425.88,0
1751290200000,2025-06-30,ORCL,226.50,228.22,218.38,218.63,31844200,6962097601.49,0
1751031000000,2025-06-27,ORCL,213.69,214.65,209.96,210.24,14127500,2970165677.60,0
1750944600000,2025-06-26,ORCL,212.00,214.42,210.36,212.82,10531100,2241228779.13,0
1750858200000,2025-06-25,ORCL,214.94,216.93,210.23,210.72,11804600,2487465326.41,0
1750771800000,2025-06-24,ORCL,209.99,216.37,208.55,215.27,19030600,4096717343.31,0
1750685400000,2025-06-23,ORCL,205.51,207.27,202.54,207.04,13418400,2778145445.91,0
1750426200000,2025-06-20,ORCL,213.35,213.80,204.64,205.17,20879100,4283764908.77,0
1750253400000,2025-06-18,ORCL,211.09,214.72,209.57,210.87,15055400,3174732124.49,0
1750167000000,2025-06-17,ORCL,210.66,215.88,207.48,208.18,17819200,3709600925.49,0
1750080600000,2025-06-16,ORCL,213.20,215.17,209.98,211.10,22665300,4784644968.34,0
1749821400000,2025-06-13,ORCL,201.58,216.60,201.20,215.22,53707400,11558906693.56,0
1749735000000,2025-06-12,ORCL,189.96,202.49,188.88,199.86,54610000,10914354633.33,0
1749648600000,2025-06-11,ORCL,177.55,179.55,176.20,176.38,18002900,3175351589.90,0
1749562200000,2025-06-10,ORCL,177.71,177.85,174.28,177.48,11056700,1962343068.76,0
1749475800000,2025-06-09,ORCL,174.86,178.72,173.79,177.15,9668900,1712845575.99,0
1749216600000,2025-06-06,ORCL,174.00,174.79,172.66,174.02,6833700,1189200503.20,0
1749130200000,2025-06-05,ORCL,169.00,172.26,168.76,171.14,7707800,1319112887.30,0
1749043800000,2025-06-04,ORCL,169.71,170.48,167.57,168.10,6375800,1071772018.91,0
1748957400000,2025-06-03,ORCL,166.80,169.33,166.59,169.14,7155300,1210247437.63,0
1748871000000,2025-06-02,ORCL,164.17,167.00,162.60,166.57,7166000,1193640672.49,0
1748611800000,2025-05-30,ORCL,163.43,165.75,161.55,165.53,17547900,2904703865.58,0
1748525400000,2025-05-29,ORCL,165.00,165.32,161.49,162.90,6994700,1139436587.31,0
1748439000000,2025-05-28,ORCL,161.87,164.32,161.28,163.85,8090700,1325661244.38,0
1748352600000,2025-05-27,ORCL,159.32,162.40,158.92,161.91,6976800,1129613713.55,0
1748007000000,2025-05-23,ORCL,154.99,157.38,154.26,155.97,6527500,1018094182.97,0
1747920600000,2025-05-22,ORCL,156.98,159.19,156.82,157.31,7603300,1196075104.44,0
1747834200000,2025-05-21,ORCL,158.35,160.90,156.46,157.18,6011000,944808935.97,0
1747747800000,2025-05-20,ORCL,158.63,160.36,157.53,160.31,7576400,1214572665.50,0
1747661400000,2025-05-19,ORCL,158.30,161.97,157.83,159.64,10268900,1639327189.73,0
1747402200000,2025-05-16,ORCL,160.00,160.84,158.52,160.49,8515500,1366652641.78,0
1747315800000,2025-05-15,ORCL,161.36,161.74,158.91,159.40,10169200,1620970417.93,0
1747229400000,2025-05-14,ORCL,162.36,163.41,161.06,162.95,7499400,1222027207.11,0
1747143000000,2025-05-13,ORCL,158.22,163.22,157.57,162.27,11955200,1939970355.08,0
1747056600000,2025-05-12,ORCL,156.31,157.43,154.42,157.22,7875500,1238186119.61,0
1746797400000,2025-05-09,ORCL,150.04,151.80,149.79,150.34,4707100,707665396.76,0
1746711000000,2025-05-08,ORCL,149.05,151.81,148.61,150.30,6113600,918874098.66,0
1746624600000,2025-05-07,ORCL,147.50,149.90,147.24,149.37,6049600,903628722.46,0
1746538200000,2025-05-06,ORCL,146.98,148.94,145.72,147.70,5108600,754540204.41,0
1746451800000,2025-05-05,ORCL,149.44,150.82,148.52,149.29,5187400,774426911.17,0
1746192600000,2025-05-02,ORCL,148.33,153.06,148.33,150.73,11346000,1710182531.52,0
1746106200000,2025-05-01,ORCL,146.56,148.64,145.34,145.49,11525800,1676888705.31,0
1746019800000,2025-04-30,ORCL,138.48,141.30,135.57,140.72,9443500,1328889331.53,0
1745933400000,2025-04-29,ORCL,139.81,141.16,139.55,140.79,4851500,683042652.43,0
1745847000000,2025-04-28,ORCL,139.65,140.67,138.08,140.14,6985100,978891909.74,0
1745587800000,2025-04-25,ORCL,137.49,139.00,136.76,138.49,5476400,758426666.08,0
1745501400000,2025-04-24,ORCL,132.51,137.86,132.00,137.51,7305900,1004634268.87,0
1745415000000,2025-04-23,ORCL,134.91,135.87,130.99,131.40,9528900,1252097401.84,0
1745328600000,2025-04-22,ORCL,124.50,127.99,123.39,127.24,11233700,1429375964.00,0
1745242200000,2025-04-21,ORCL,126.89,127.20,121.24,122.82,12201200,1498551380.28,0
1744896600000,2025-04-17,ORCL,130.90,131.30,128.44,128.62,8925500,1147997766.42,0
1744810200000,2025-04-16,ORCL,132.28,132.54,127.85,129.76,8295200,1076385106.43,0
1744723800000,2025-04-15,ORCL,134.76,136.48,133.72,133.94,8630000,1155902221.07,0
1744637400000,2025-04-14,ORCL,136.80,136.80,132.87,134.64,8217700,1106431122.98,0
1744378200000,2025-04-11,ORCL,132.11,133.00,128.84,132.35,10190200,1348673032.20,0
1744291800000,2025-04-10,ORCL,136.65,136.65,129.26,133.35,12401600,1653753435.69,0
1744205400000,2025-04-09,ORCL,123.40,140.59,123.40,139.69,17762000,2481173823.36,0
1744119000000,2025-04-08,ORCL,132.54,132.99,121.70,124.50,11950300,1487812350.00,0
1744032600000,2025-04-07,ORCL,118.86,134.11,118.86,127.16,19482700,2477420203.35,0
1743773400000,2025-04-04,ORCL,132.91,133.82,126.95,128.27,14986900,1922369727.03,0
1743687000000,2025-04-03,ORCL,139.25,141.40,136.64,137.23,14433800,1980750312.33,0
1743600600000,2025-04-02,ORCL,139.86,147.89,139.86,145.86,11594400,1691159191.08,0
1743514200000,2025-04-01,ORCL,139.76,143.25,138.76,141.94,9518500,1351055913.24,0
1743427800000,2025-03-31,ORCL,138.64,140.59,136.76,139.81,15509900,2168439081.13,0
1743168600000,2025-03-28,ORCL,143.78,145.65,139.11,140.87,13144500,1851665650.82,0
1743082200000,2025-03-27,ORCL,145.85,147.04,144.92,145.78,9148300,1333639162.83,0
1742995800000,2025-03-26,ORCL,152.89,153.03,146.56,147.80,13210000,1952438040.31,0
1742909400000,2025-03-25,ORCL,154.51,155.60,153.05,153.93,8521200,1311668253.59,0
1742823000000,2025-03-24,ORCL,156.34,156.60,154.03,154.87,7848300,1215466182.68,0
1742563800000,2025-03-21,ORCL,151.65,153.84,150.11,152.23,17620200,2682322970.72,0
1742477400000,2025-03-20,ORCL,151.58,154.49,150.82,152.72,7051600,1076920360.61,0
1742391000000,2025-03-19,ORCL,150.06,154.07,150.00,152.45,6909500,1053353253.91,0
1742304600000,2025-03-18,ORCL,152.37,152.42,148.63,149.45,9402500,1405203596.31,0
1742218200000,2025-03-17,ORCL,150.40,155.75,150.40,154.01,9885000,1522388795.70,0
1741959000000,2025-03-14,ORCL,148.92,150.88,147.88,149.27,9330000,1392689139.86,0
1741872600000,2025-03-13,ORCL,149.79,150.17,145.48,147.66,14187700,2094955833.96,0
1741786200000,2025-03-12,ORCL,146.23,152.23,145.01,150.89,15373900,2319767761.62,0
1741699800000,2025-03-11,ORCL,143.42,145.78,137.70,144.18,27200200,3921724636.78,0
1741613400000,2025-03-10,ORCL,150.53,152.52,146.80,148.79,21486100,3196916674.75,0
1741357800000,2025-03-07,ORCL,150.62,156.48,148.50,155.16,12646500,1962230986.31,0
1741271400000,2025-03-06,ORCL,157.16,157.16,149.73,150.94,12321200,1859761958.08,0
1741185000000,2025-03-05,ORCL,158.06,162.49,157.05,161.56,7141000,1153699942.57,0
1741098600000,2025-03-04,ORCL,159.22,159.76,153.52,157.47,13171900,2074179109.08,0
1741012200000,2025-03-03,ORCL,166.95,167.12,161.13,162.02,8081800,1309413270.53,0
1740753000000,2025-02-28,ORCL,163.11,166.15,160.81,166.06,12843300,2132758366.64,0
1740666600000,2025-02-27,ORCL,173.00,174.86,164.58,164.76,7436800,1225287127.15,0
1740580200000,2025-02-26,ORCL,170.98,173.87,169.13,172.47,6915100,1192647305.44,0
1740493800000,2025-02-25,ORCL,169.29,170.60,164.44,168.54,8316100,1401595438.17,0
1740407400000,2025-02-24,ORCL,173.57,174.17,164.66,169.96,10639100,1808221507.43,0
1740148200000,2025-02-21,ORCL,176.12,176.88,167.55,167.81,9713900,1630089535.28,0
1740061800000,2025-02-20,ORCL,179.81,180.27,174.43,176.00,8737000,1537712000.00,0
1739975400000,2025-02-19,ORCL,178.58,181.68,175.70,181.52,8688500,1577136557.12,0
1739889000000,2025-02-18,ORCL,176.75,182.24,176.09,179.80,11430500,2055203934.88,0
1739543400000,2025-02-14,ORCL,174.25,175.03,172.81,174.16,7260900,1264558370.59,0
1739457000000,2025-02-13,ORCL,173.00,174.38,172.10,173.86,6421700,1116476765.92,0
1739370600000,2025-02-12,ORCL,174.89,174.89,170.71,172.22,7454800,1283865665.10,0
1739284200000,2025-02-11,ORCL,177.62,179.12,176.45,177.19,6528800,1156838087.94,0
1739197800000,2025-02-10,ORCL,176.00,179.99,174.92,178.92,7625900,1364426014.04,0
1738938600000,2025-02-07,ORCL,175.00,177.39,173.18,174.46,9991300,1743082265.08,0
1738852200000,2025-02-06,ORCL,173.00,175.65,171.57,172.35,7036900,1212809757.95,0
1738765800000,2025-02-05,ORCL,168.99,171.89,168.52,171.66,7866700,1350397750.81,0
1738679400000,2025-02-04,ORCL,170.40,170.40,166.35,167.89,6777000,1137790525.86,0
1738593000000,2025-02-03,ORCL,163.20,169.90,163.20,168.60,8250600,1391051210.36,0
1738333800000,2025-01-31,ORCL,170.41,173.00,169.13,170.06,8704600,1480304254.75,0
1738247400000,2025-01-30,ORCL,164.78,171.49,164.10,170.38,14981700,2552582119.15,0
1738161000000,2025-01-29,ORCL,164.03,164.03,160.01,162.02,9866600,1598586574.15,0
1738074600000,2025-01-28,ORCL,162.99,165.83,156.75,164.00,20319300,3332365200.00,0
1737988200000,2025-01-27,ORCL,168.90,172.52,152.66,158.28,42201600,6679669196.48,0
1737729000000,2025-01-24,ORCL,188.64,189.10,181.87,183.60,12147200,2230225994.14,0
1737642600000,2025-01-23,ORCL,181.64,186.57,181.50,186.47,17314600,3228653483.14,0
1737556200000,2025-01-22,ORCL,191.51,191.99,180.57,184.22,48028500,8847810328.63,0
1737469800000,2025-01-21,ORCL,163.87,173.37,162.75,172.57,30232000,5217136461.43,0
1737124200000,2025-01-17,ORCL,161.77,163.16,160.54,161.03,11618300,1870894834.82,0
1737037800000,2025-01-16,ORCL,160.15,161.50,158.41,159.54,9210600,1469459062.16,0
1736951400000,2025-01-15,ORCL,158.67,159.15,157.26,158.31,10701200,1694106945.87,0
1736865000000,2025-01-14,ORCL,156.42,157.25,154.35,156.31,7410200,1158288343.91,0
1736778600000,2025-01-13,ORCL,153.74,154.15,152.42,153.92,8828500,1358882703.83,0
1736519400000,2025-01-10,ORCL,159.20,159.20,153.92,154.50,13593900,2100257550.00,0
1736346600000,2025-01-08,ORCL,162.18,163.98,161.43,163.14,7596200,1239244063.36,0
1736260200000,2025-01-07,ORCL,165.58,166.16,161.32,162.03,7712200,1249607756.59,0
1736173800000,2025-01-06,ORCL,167.31,168.05,165.19,165.69,6845400,1134214342.71,0
1735914600000,2025-01-03,ORCL,166.70,167.20,165.27,166.32,5876000,977296363.04,0
1735828200000,2025-01-02,ORCL,168.52,168.69,164.90,166.03,5360800,890053617.46,0
1735655400000,2024-12-31,ORCL,167.20,167.30,165.84,166.64,4307500,717801797.37,0
1735569000000,2024-12-30,ORCL,166.51,167.91,164.55,166.91,5254800,877078687.24,0
1735309800000,2024-12-27,ORCL,170.38,171.15,167.20,168.96,4344300,734012957.17,0
1735223400000,2024-12-26,ORCL,170.50,172.55,170.50,171.68,4100100,703905137.97,0
1735050600000,2024-12-24,ORCL,169.70,171.77,169.03,171.41,2451500,420211623.98,0
1734964200000,2024-12-23,ORCL,169.59,169.62,167.17,169.14,6518200,1102488344.02,0
1734705000000,2024-12-20,ORCL,167.73,171.26,165.63,169.66,13810500,2343089480.58,0
1734618600000,2024-12-19,ORCL,167.55,171.00,167.40,168.79,8386400,1415540399.69,0
1734532200000,2024-12-18,ORCL,169.41,171.23,165.36,165.41,8817900,1458568871.29,0
1734445800000,2024-12-17,ORCL,170.75,172.99,169.27,169.71,8940200,1517241402.02,0
1734359400000,2024-12-16,ORCL,173.84,174.27,170.93,171.23,9572000,1639013519.10,0
1734100200000,2024-12-13,ORCL,175.00,176.14,171.64,173.39,8351100,1447997223.90,0
1734013800000,2024-12-12,ORCL,178.00,178.17,174.81,175.32,8154200,1429594403.72,0
1733927400000,2024-12-11,ORCL,178.00,181.38,174.83,178.58,13188700,2355238070.15,0
1733841000000,2024-12-10,ORCL,173.46,177.80,171.06,177.74,26502000,4710465625.58,0
1733754600000,2024-12-09,ORCL,196.30,198.31,188.93,190.45,20158000,3839091038.48,0
1733495400000,2024-12-06,ORCL,187.00,192.63,186.38,191.69,10503400,2013396771.64,0
1733409000000,2024-12-05,ORCL,189.02,189.02,185.85,186.24,6398100,1191582179.15,0
1733322600000,2024-12-04,ORCL,188.00,189.79,185.90,188.19,8906300,1676076618.74,0
1733236200000,2024-12-03,ORCL,181.18,183.04,179.11,182.89,8917100,1630848413.56,0
1733149800000,2024-12-02,ORCL,185.29,185.29,181.00,181.41,8859700,1607238209.45,0
1732890600000,2024-11-29,ORCL,184.01,185.93,184.00,184.84,4628000,855439503.05,0
1732717800000,2024-11-27,ORCL,188.96,188.96,182.22,182.70,8368800,1528979734.46,0
1732631400000,2024-11-26,ORCL,188.32,192.40,188.32,190.37,6427200,1223546032.62,0
1732545000000,2024-11-25,ORCL,194.50,194.75,187.99,187.99,15138500,2845886698.16,0
1732285800000,2024-11-22,ORCL,193.00,194.20,191.06,192.29,6879400,1322839779.81,0
1732199400000,2024-11-21,ORCL,191.94,196.04,191.64,192.43,11394300,2192605065.55,0
1732113000000,2024-11-20,ORCL,190.90,190.97,187.82,190.75,4860200,927083150.00,0
1732026600000,2024-11-19,ORCL,184.89,189.32,184.32,188.90,8117000,1533301250.46,0
1731940200000,2024-11-18,ORCL,184.30,186.18,182.88,185.73,6289400,1168130235.13,0
1731681000000,2024-11-15,ORCL,184.52,185.80,182.33,183.74,8986300,1651142811.36,0
1731594600000,2024-11-14,ORCL,188.66,189.59,186.71,187.05,7804300,1459794338.82,0
1731508200000,2024-11-13,ORCL,189.00,191.77,188.79,189.63,5695400,1080018729.81,0
1731421800000,2024-11-12,ORCL,188.54,190.61,187.20,189.58,6629900,1256896454.14,0
1731335400000,2024-11-11,ORCL,191.05,191.50,187.84,189.13,5973600,1129786997.17,0
