https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume ORCL,Volume USDT,tradecount
1731076200000,2024-11-08,ORCL,186.26,190.16,186.26,189.25,8520400,1612485700.00,0
1730989800000,2024-11-07,ORCL,181.08,186.67,180.54,186.37,7759400,1446119340.11,0
1730903400000,2024-11-06,ORCL,178.52,182.10,177.42,181.24,11085000,2009045460.89,0
1730817000000,2024-11-05,ORCL,170.47,171.89,170.32,171.78,5456800,937369097.34,0
1730730600000,2024-11-04,ORCL,170.31,170.48,168.73,169.59,4804400,814778178.41,0
1730467800000,2024-11-01,ORCL,170.15,172.27,169.10,170.02,5680600,965815636.27,0
1730381400000,2024-10-31,ORCL,170.52,170.88,167.40,167.84,9477500,1590703565.29,0
1730295000000,2024-10-30,ORCL,173.98,176.16,172.79,174.56,5822500,1016375585.78,0
1730208600000,2024-10-29,ORCL,172.29,174.02,172.29,173.43,4122900,715034516.80,0
1730122200000,2024-10-28,ORCL,174.05,174.17,172.14,172.42,4330000,746578592.07,0
1729863000000,2024-10-25,ORCL,174.78,176.29,173.10,173.52,3674700,637633959.70,0
1729776600000,2024-10-24,ORCL,173.32,174.95,172.91,174.38,3488000,608237457.03,0
1729690200000,2024-10-23,ORCL,174.50,176.07,173.01,173.10,4830400,836142269.48,0
1729603800000,2024-10-22,ORCL,175.45,175.85,174.28,175.31,5510100,965975617.55,0
1729517400000,2024-10-21,ORCL,174.45,175.15,173.16,173.76,4198400,729513960.94,0
1729258200000,2024-10-18,ORCL,176.80,176.97,174.58,174.69,5001300,873677109.21,0
1729171800000,2024-10-17,ORCL,177.50,177.75,175.14,175.68,5474000,961672279.91,0
1729085400000,2024-10-16,ORCL,173.50,174.91,171.64,174.77,6383000,1115556937.27,0
1728999000000,2024-10-15,ORCL,176.94,178.22,173.75,174.09,5848600,1018182752.58,0
1728912600000,2024-10-14,ORCL,176.55,177.22,175.50,176.12,4688700,825773821.11,0
1728653400000,2024-10-11,ORCL,175.50,177.00,174.40,175.77,5869400,1031664463.08,0
1728567000000,2024-10-10,ORCL,177.65,178.30,174.18,175.41,7115900,1248200045.06,0
1728480600000,2024-10-09,ORCL,174.56,178.61,173.81,178.29,8120900,1447875206.48,0
1728394200000,2024-10-08,ORCL,170.60,174.64,170.44,174.37,7845400,1368002359.69,0
1728307800000,2024-10-07,ORCL,170.42,172.33,169.55,169.97,6791000,1154266278.29,0
1728048600000,2024-10-04,ORCL,168.71,170.90,168.17,170.86,6386900,1091265737.90,0
1727962200000,2024-10-03,ORCL,166.89,167.86,166.24,166.86,4735700,790198904.89,0
1727875800000,2024-10-02,ORCL,167.60,169.18,167.27,167.71,7073000,1186212877.49,0
1727789400000,2024-10-01,ORCL,170.22,170.51,165.97,167.16,7595100,1269596943.81,0
1727703000000,2024-09-30,ORCL,169.50,170.52,166.45,170.40,10210300,1739835057.68,0
1727443800000,2024-09-27,ORCL,168.09,169.11,166.51,168.74,8974400,1514340305.30,0
1727357400000,2024-09-26,ORCL,167.65,168.36,166.48,168.10,7096800,1192972123.32,0
1727271000000,2024-09-25,ORCL,167.69,168.75,165.66,166.28,7142400,1187638263.28,0
1727184600000,2024-09-24,ORCL,165.74,166.10,163.92,165.80,6155100,1020515598.78,0
1727098200000,2024-09-23,ORCL,167.23,167.33,164.26,165.95,7916100,1313676770.84,0
1726839000000,2024-09-20,ORCL,167.13,168.83,166.60,168.00,12187700,2047533600.00,0
1726752600000,2024-09-19,ORCL,167.25,168.16,164.51,167.59,10075900,1688620044.10,0
1726666200000,2024-09-18,ORCL,167.62,167.62,163.73,164.53,12274400,2019507017.02,0
1726579800000,2024-09-17,ORCL,170.28,170.64,166.77,167.47,12580100,2106789362.36,0
1726493400000,2024-09-16,ORCL,164.99,173.99,164.51,170.33,27384400,4664384902.14,0
1726234200000,2024-09-13,ORCL,173.70,173.94,161.00,162.03,25727800,4168675402.59,0
1726147800000,2024-09-12,ORCL,159.04,162.34,157.90,161.38,16161300,2608110672.91,0
1726061400000,2024-09-11,ORCL,156.78,159.44,154.84,157.18,12630100,1985199025.49,0
1725975000000,2024-09-10,ORCL,154.23,160.52,153.12,155.89,37374200,5826264015.19,0
1725888600000,2024-09-09,ORCL,142.49,143.30,139.51,139.89,20233400,2830450313.65,0
1725629400000,2024-09-06,ORCL,143.79,143.94,139.40,141.81,11154800,1581862160.77,0
1725543000000,2024-09-05,ORCL,141.40,143.28,140.31,142.61,8733200,1245441657.33,0
1725456600000,2024-09-04,ORCL,138.44,141.10,137.95,140.75,6243300,878744475.00,0
1725370200000,2024-09-03,ORCL,140.45,142.20,138.83,139.50,6831200,952952400.00,0
1725024600000,2024-08-30,ORCL,140.33,141.72,140.10,141.29,7980700,1127593049.42,0
1724938200000,2024-08-29,ORCL,139.14,141.16,138.85,139.42,4588400,639714719.60,0
1724851800000,2024-08-28,ORCL,138.83,138.95,136.91,137.88,3022600,416756102.76,0
1724765400000,2024-08-27,ORCL,137.85,139.50,137.74,138.48,3872200,536222239.46,0
1724679000000,2024-08-26,ORCL,139.39,139.40,138.19,138.90,2729600,379141423.34,0
1724419800000,2024-08-23,ORCL,138.73,139.79,137.26,139.19,4544600,632562885.10,0
1724333400000,2024-08-22,ORCL,140.70,141.08,137.65,138.08,5162200,712796585.45,0
1724247000000,2024-08-21,ORCL,138.80,140.30,138.55,140.20,3776800,529507348.47,0
1724160600000,2024-08-20,ORCL,137.82,139.79,137.82,139.17,3738300,520259204.15,0
1724074200000,2024-08-19,ORCL,137.53,137.95,136.46,137.92,3641600,502249465.33,0
1723815000000,2024-08-16,ORCL,136.79,137.82,136.39,137.47,4893800,672750691.97,0
1723728600000,2024-08-15,ORCL,136.93,137.25,135.72,136.93,4698100,643310798.59,0
1723642200000,2024-08-14,ORCL,134.04,135.97,134.01,135.60,4044600,548447784.69,0
1723555800000,2024-08-13,ORCL,132.97,134.54,132.81,134.26,4324000,580540216.25,0
1723469400000,2024-08-12,ORCL,132.25,132.71,131.21,132.58,5600800,742554074.26,0
1723210200000,2024-08-09,ORCL,128.40,132.37,128.34,132.06,5597300,739179424.33,0
1723123800000,2024-08-08,ORCL,128.00,129.82,127.65,128.96,6243200,805123113.92,0
1723037400000,2024-08-07,ORCL,128.92,130.30,125.75,125.90,8617700,1084968443.15,0
1722951000000,2024-08-06,ORCL,130.54,131.04,128.08,128.21,8373900,1073617775.22,0
1722864600000,2024-08-05,ORCL,127.89,129.97,126.66,127.86,10355000,1323990306.32,0
1722605400000,2024-08-02,ORCL,132.77,134.30,131.80,133.28,8251600,1099773237.93,0
1722519000000,2024-08-01,ORCL,139.29,140.39,135.77,137.51,5906800,812244035.55,0
1722432600000,2024-07-31,ORCL,139.69,141.55,138.66,139.45,7188000,1002366578.06,0
1722346200000,2024-07-30,ORCL,139.07,139.57,134.96,135.67,6505700,882628307.09,0
1722259800000,2024-07-29,ORCL,139.27,139.78,137.82,138.31,4054600,560791716.10,0
1722000600000,2024-07-26,ORCL,138.87,139.96,138.38,139.01,5139400,714427965.77,0
1721914200000,2024-07-25,ORCL,140.15,141.07,137.70,137.82,7654600,1054957028.06,0
1721827800000,2024-07-24,ORCL,141.70,142.66,138.40,138.77,8018800,1112768910.26,0
1721741400000,2024-07-23,ORCL,141.30,143.22,141.21,143.11,6697400,958464918.09,0
1721655000000,2024-07-22,ORCL,139.74,140.68,139.12,140.17,5387200,755123814.14,0
1721395800000,2024-07-19,ORCL,138.35,140.44,138.08,138.56,6111900,846864849.08,0
1721309400000,2024-07-18,ORCL,139.36,140.06,137.20,138.03,5998700,828000553.68,0
1721223000000,2024-07-17,ORCL,140.48,141.79,138.68,139.26,9157000,1275203769.70,0
1721136600000,2024-07-16,ORCL,143.07,143.50,142.05,142.61,7181500,1024153719.38,0
1721050200000,2024-07-15,ORCL,145.73,146.59,141.92,143.07,8687800,1242963609.63,0
1720791000000,2024-07-12,ORCL,142.71,145.13,141.26,144.77,7361800,1065767817.45,0
1720704600000,2024-07-11,ORCL,142.36,143.48,141.68,142.76,5245100,748790447.19,0
1720618200000,2024-07-10,ORCL,141.12,142.38,139.74,142.07,6350300,902187167.51,0
1720531800000,2024-07-09,ORCL,145.13,145.70,138.00,140.68,14334200,2016535151.01,0
1720445400000,2024-07-08,ORCL,144.76,145.23,143.43,145.03,8622600,1250535667.47,0
1720186200000,2024-07-05,ORCL,144.95,145.79,144.02,144.83,5365500,777085374.82,0
1720013400000,2024-07-03,ORCL,143.75,144.65,143.50,144.38,3560800,514108321.39,0
1719927000000,2024-07-02,ORCL,142.63,144.22,142.55,143.28,5920500,848289232.77,0
1719840600000,2024-07-01,ORCL,141.69,144.06,141.07,143.09,6552400,937582892.00,0
1719581400000,2024-06-28,ORCL,139.44,142.82,139.27,141.20,25814800,3645049681.22,0
1719495000000,2024-06-27,ORCL,139.25,141.42,138.81,140.18,7518200,1053901220.94,0
1719408600000,2024-06-26,ORCL,139.49,140.75,138.08,138.23,8036300,1110857714.67,0
1719322200000,2024-06-25,ORCL,139.00,139.55,137.56,139.17,8205500,1141959419.98,0
1719235800000,2024-06-24,ORCL,140.00,141.53,139.12,139.89,7793300,1090204732.24,0
1718976600000,2024-06-21,ORCL,143.72,143.72,140.44,141.50,14844100,2100440150.00,0
1718890200000,2024-06-20,ORCL,145.32,145.32,141.95,142.91,8940000,1277615432.74,0
1718717400000,2024-06-18,ORCL,141.22,145.06,141.22,144.64,11629400,1682076408.90,0
1718631000000,2024-06-17,ORCL,138.80,141.44,138.25,141.31,11232800,1587306940.58,0
1718371800000,2024-06-14,ORCL,139.26,139.97,137.38,138.13,11330800,1565123459.33,0
1718285400000,2024-06-13,ORCL,140.43,142.40,138.77,139.85,13733200,1920588103.82,0
1718199000000,2024-06-12,ORCL,134.69,140.96,133.96,140.38,40871300,5737513293.57,0
1718112600000,2024-06-11,ORCL,124.05,124.83,122.29,123.88,18373900,2276158681.53,0
1718026200000,2024-06-10,ORCL,125.73,126.95,124.05,124.50,10164700,1265505150.00,0
1717767000000,2024-06-07,ORCL,124.21,126.22,123.27,125.92,11545000,1453746378.86,0
1717680600000,2024-06-06,ORCL,122.88,124.27,122.25,123.50,7347200,907379200.00,0
1717594200000,2024-06-05,ORCL,121.65,122.79,120.51,122.63,5973700,732554814.59,0
1717507800000,2024-06-04,ORCL,119.02,120.37,118.72,120.07,7368000,884675757.75,0
1717421400000,2024-06-03,ORCL,117.53,119.33,117.34,119.28,7256300,865531455.14,0
1717162200000,2024-05-31,ORCL,116.59,117.42,114.55,117.19,12755600,1494828795.14,0
1717075800000,2024-05-30,ORCL,120.17,121.44,117.03,117.09,10839600,1269208724.30,0
1716989400000,2024-05-29,ORCL,122.99,123.92,122.77,123.74,4735100,585921263.88,0
1716903000000,2024-05-28,ORCL,123.24,124.82,123.01,124.49,6911400,860400171.24,0
1716557400000,2024-05-24,ORCL,123.42,123.51,121.42,122.91,7173400,881682620.27,0
1716471000000,2024-05-23,ORCL,126.55,126.70,123.16,124.09,6108600,758016151.63,0
1716384600000,2024-05-22,ORCL,124.63,125.16,123.30,124.60,5705000,710842991.29,0
1716298200000,2024-05-21,ORCL,124.46,125.36,123.92,124.63,5549500,691634169.76,0
1716211800000,2024-05-20,ORCL,123.80,124.68,123.24,124.52,5989000,745750259.90,0
1715952600000,2024-05-17,ORCL,123.18,123.58,122.08,123.50,6179400,763155900.00,0
1715866200000,2024-05-16,ORCL,121.94,122.45,121.21,122.16,5159300,630260106.89,0
1715779800000,2024-05-15,ORCL,120.17,122.09,119.67,121.63,6604600,803317479.86,0
1715693400000,2024-05-14,ORCL,116.50,122.55,116.13,120.87,17811200,2152839792.92,0
1715607000000,2024-05-13,ORCL,117.13,117.19,116.20,116.37,4140000,481771811.37,0
1715347800000,2024-05-10,ORCL,117.15,117.63,115.91,116.67,4122500,480972067.45,0
1715261400000,2024-05-09,ORCL,117.39,117.73,116.50,116.64,3236200,377470366.02,0
1715175000000,2024-05-08,ORCL,117.71,117.98,117.11,117.39,4636000,544220037.17,0
1715088600000,2024-05-07,ORCL,118.00,119.13,117.29,117.93,6437700,759197962.96,0
1715002200000,2024-05-06,ORCL,116.33,118.36,116.18,118.34,6052400,716240993.84,0
1714743000000,2024-05-03,ORCL,115.98,116.21,115.07,115.80,4485000,519363013.69,0
1714656600000,2024-05-02,ORCL,115.23,115.81,114.26,114.96,5001000,574914955.42,0
1714570200000,2024-05-01,ORCL,113.91,116.76,113.65,114.63,5583600,640048052.66,0
1714483800000,2024-04-30,ORCL,115.09,115.52,113.69,113.75,6234700,709197125.00,0
1714397400000,2024-04-29,ORCL,116.99,117.31,115.29,116.49,4994100,581762698.33,0
1714138200000,2024-04-26,ORCL,117.04,119.21,116.15,117.21,8355100,979301263.35,0
1714051800000,2024-04-25,ORCL,113.63,114.99,112.78,114.89,6796600,780861369.85,0
1713965400000,2024-04-24,ORCL,115.38,115.73,113.88,115.34,5791800,668026190.79,0
1713879000000,2024-04-23,ORCL,115.17,115.86,114.75,115.09,5494800,632396511.88,0
1713792600000,2024-04-22,ORCL,116.03,116.34,114.34,114.53,7125500,816083506.30,0
1713533400000,2024-04-19,ORCL,116.12,116.77,114.46,114.88,8251500,947932297.34,0
1713447000000,2024-04-18,ORCL,118.76,118.76,115.70,116.00,6662400,772838400.00,0
1713360600000,2024-04-17,ORCL,120.98,121.04,118.61,118.67,5366600,636854412.17,0
1713274200000,2024-04-16,ORCL,120.09,121.44,119.75,120.62,7000000,844340019.23,0
1713187800000,2024-04-15,ORCL,122.18,122.47,119.44,119.88,5101500,611567805.99,0
1712928600000,2024-04-12,ORCL,121.74,121.84,120.42,121.11,6196900,750506562.78,0
1712842200000,2024-04-11,ORCL,121.72,123.82,121.36,123.24,7315200,901525232.37,0
1712755800000,2024-04-10,ORCL,121.35,123.08,121.32,121.75,4509900,549080325.00,0
1712669400000,2024-04-09,ORCL,124.35,124.75,121.24,123.23,5564100,685664061.68,0
1712583000000,2024-04-08,ORCL,125.00,125.12,123.76,124.35,6119200,760922510.66,0
1712323800000,2024-04-05,ORCL,124.42,126.00,124.14,124.90,4899500,611947557.48,0
1712237400000,2024-04-04,ORCL,127.60,127.99,124.03,124.19,7588300,942390995.53,0
1712151000000,2024-04-03,ORCL,124.26,126.41,124.06,126.24,7430000,937963184.13,0
1712064600000,2024-04-02,ORCL,124.51,124.93,123.43,124.34,4862400,604590798.19,0
1711978200000,2024-04-01,ORCL,125.54,126.27,124.56,125.48,4133600,518684141.88,0
1711632600000,2024-03-28,ORCL,125.39,126.17,125.20,125.61,6587400,827443318.02,0
1711546200000,2024-03-27,ORCL,127.33,127.82,124.47,125.27,8115900,1016678765.76,0
1711459800000,2024-03-26,ORCL,126.75,126.94,125.84,126.47,7063900,893371441.62,0
1711373400000,2024-03-25,ORCL,127.67,127.67,126.05,126.08,7446100,938804301.63,0
1711114200000,2024-03-22,ORCL,129.01,129.21,127.55,127.79,6660000,851081406.10,0
1711027800000,2024-03-21,ORCL,130.52,132.77,128.95,129.01,17842400,2301847925.99,0
1710941400000,2024-03-20,ORCL,129.98,130.69,128.27,129.24,8373300,1082165338.00,0
1710855000000,2024-03-19,ORCL,127.75,129.21,126.49,129.19,10221000,1320451014.95,0
1710768600000,2024-03-18,ORCL,127.20,128.95,126.88,127.80,12231400,1563172957.33,0
1710509400000,2024-03-15,ORCL,124.04,126.01,123.56,125.54,17844900,2240248762.34,0
1710423000000,2024-03-14,ORCL,127.23,127.80,124.94,125.53,10965900,1376549413.61,0
1710336600000,2024-03-13,ORCL,128.00,128.80,124.83,125.52,15870300,1992040002.72,0
1710250200000,2024-03-12,ORCL,126.26,129.37,124.60,127.54,48536100,6190294238.44,0
1710163800000,2024-03-11,ORCL,111.61,114.75,111.18,114.13,20438300,2332623122.86,0
1709908200000,2024-03-08,ORCL,114.07,114.33,111.54,112.42,8312900,934536202.78,0
1709821800000,2024-03-07,ORCL,113.94,114.80,112.29,114.54,7670100,878533261.02,0
1709735400000,2024-03-06,ORCL,111.50,113.05,110.67,112.27,6706400,752927505.49,0
1709649000000,2024-03-05,ORCL,112.82,113.20,110.37,110.94,8242000,914367500.12,0
1709562600000,2024-03-04,ORCL,113.58,114.60,113.39,114.06,6588100,751438669.92,0
1709303400000,2024-03-01,ORCL,111.68,113.94,111.52,113.78,7605100,865308268.72,0
1709217000000,2024-02-29,ORCL,111.68,112.44,110.64,111.68,12193900,1361814755.72,0
1709130600000,2024-02-28,ORCL,111.26,112.02,111.10,111.68,5278300,589480545.61,0
1709044200000,2024-02-27,ORCL,110.62,111.51,109.79,111.38,6593100,734339459.89,0
1708957800000,2024-02-26,ORCL,112.00,112.54,110.93,110.97,6342900,703871620.74,0
1708698600000,2024-02-23,ORCL,112.00,113.37,111.71,111.95,7504500,840128752.10,0
1708612200000,2024-02-22,ORCL,111.49,111.89,109.66,111.01,8957800,994405397.14,0
1708525800000,2024-02-21,ORCL,106.76,108.38,106.51,108.16,7865300,850710876.80,0
1708439400000,2024-02-20,ORCL,110.54,110.77,107.68,108.45,10975600,1190303786.51,0
1708093800000,2024-02-16,ORCL,113.02,113.11,111.25,111.31,8936000,994666138.18,0
1708007400000,2024-02-15,ORCL,114.25,114.31,112.57,112.78,8455600,953622557.68,0
1707921000000,2024-02-14,ORCL,114.32,114.72,113.53,114.26,5946100,679401398.70,0
1707834600000,2024-02-13,ORCL,113.79,114.21,113.00,113.68,8171700,928958858.49,0
1707748200000,2024-02-12,ORCL,116.26,117.10,115.38,115.84,5439600,630123244.08,0
1707489000000,2024-02-09,ORCL,117.06,117.34,115.73,116.64,5787100,675007340.47,0
1707402600000,2024-02-08,ORCL,117.09,117.79,115.97,116.68,4472800,521886305.36,0
1707316200000,2024-02-07,ORCL,115.80,117.59,115.30,117.27,7672900,899800957.24,0
1707229800000,2024-02-06,ORCL,116.74,116.95,114.98,115.30,4637500,534703764.15,0
1707143400000,2024-02-05,ORCL,115.53,116.72,114.77,116.39,8084500,940954950.07,0
1706884200000,2024-02-02,ORCL,115.82,116.49,115.16,115.79,6499400,752565531.95,0
1706797800000,2024-02-01,ORCL,112.91,115.78,112.55,115.53,7882200,910630556.38,0
1706711400000,2024-01-31,ORCL,113.81,114.27,111.67,111.70,7386700,825094367.46,0
1706625000000,2024-01-30,ORCL,113.36,114.40,112.63,114.16,8231900,939753734.15,0
1706538600000,2024-01-29,ORCL,114.19,114.59,113.01,113.75,7014400,797888000.00,0
1706279400000,2024-01-26,ORCL,114.64,115.48,114.27,114.64,5541800,635311948.62,0
1706193000000,2024-01-25,ORCL,114.89,116.18,114.35,115.00,8877200,1020878000.00,0
1706106600000,2024-01-24,ORCL,113.42,115.42,113.33,114.31,11702700,1337735608.43,0
1706020200000,2024-01-23,ORCL,110.29,112.68,109.56,111.83,9185900,1027259213.82,0
1705933800000,2024-01-22,ORCL,110.06,110.69,109.27,110.10,7485300,824131518.58,0
1705674600000,2024-01-19,ORCL,109.32,110.22,109.02,109.67,11163800,1224333925.56,0
1705588200000,2024-01-18,ORCL,106.99,108.88,106.62,108.70,10362300,1126381978.38,0
1705501800000,2024-01-17,ORCL,106.46,107.50,105.68,106.43,7771500,827120747.37,0
1705415400000,2024-01-16,ORCL,106.41,106.66,105.42,106.57,7547200,804305101.70,0
1705069800000,2024-01-12,ORCL,105.10,106.70,104.97,106.60,9703800,1034425065.19,0
1704983400000,2024-01-11,ORCL,104.35,104.84,103.54,104.77,6119000,641087609.46,0
1704897000000,2024-01-10,ORCL,103.09,104.07,102.72,103.92,7270500,755550346.69,0
1704810600000,2024-01-09,ORCL,103.85,104.48,103.29,103.63,6725200,696932457.53,0
1704724200000,2024-01-08,ORCL,102.94,104.77,102.13,104.66,7038700,736670367.78,0
1704465000000,2024-01-05,ORCL,102.53,103.72,102.29,102.73,6133800,630125294.59,0
1704378600000,2024-01-04,ORCL,102.77,103.36,102.40,102.59,6822300,699899732.02,0
1704292200000,2024-01-03,ORCL,103.30,103.38,101.74,102.46,9455600,968820767.34,0
1704205800000,2024-01-02,ORCL,104.52,104.68,102.44,104.06,9597500,998715826.57,0
1703860200000,2023-12-29,ORCL,106.60,106.92,104.78,105.43,6899700,727435373.11,0
1703773800000,2023-12-28,ORCL,106.01,106.61,105.58,106.25,5689100,604466875.00,0
1703687400000,2023-12-27,ORCL,106.32,106.33,105.56,105.94,5627400,596166769.74,0
1703601000000,2023-12-26,ORCL,106.52,106.65,105.34,106.19,5767400,612440220.08,0
1703255400000,2023-12-22,ORCL,105.70,106.49,105.46,106.20,5680000,603215982.67,0
1703169000000,2023-12-21,ORCL,104.70,105.93,104.52,105.86,8168000,864664484.99,0
1703082600000,2023-12-20,ORCL,105.95,106.09,104.05,104.15,9242000,962554314.10,0
1702996200000,2023-12-19,ORCL,104.98,106.34,104.80,106.25,10108500,1074028125.00,0
1702909800000,2023-12-18,ORCL,103.41,106.16,102.91,105.00,13473100,1414675500.00,0
1702650600000,2023-12-15,ORCL,99.69,103.99,99.36,103.32,30212300,3121534826.78,0
1702564200000,2023-12-14,ORCL,101.87,102.25,99.87,100.31,22865200,2293608156.18,0
1702477800000,2023-12-13,ORCL,101.08,103.10,99.26,102.99,29392200,3027102615.21,0
1702391400000,2023-12-12,ORCL,102.70,104.95,100.69,100.81,57666500,5813359724.21,0
1702305000000,2023-12-11,ORCL,113.77,115.35,113.61,115.13,19544200,2250123692.32,0
1702045800000,2023-12-08,ORCL,112.01,113.64,111.59,113.61,7766000,882295264.74,0
1701959400000,2023-12-07,ORCL,112.41,113.03,111.81,112.87,6772800,764445954.60,0
1701873000000,2023-12-06,ORCL,114.94,114.99,111.93,112.03,7815700,875592861.46,0
1701786600000,2023-12-05,ORCL,114.57,115.27,113.81,114.53,5913600,677284600.78,0
1701700200000,2023-12-04,ORCL,116.27,116.68,114.55,115.78,5587500,646920743.18,0
1701441000000,2023-12-01,ORCL,116.07,117.35,115.26,117.16,5739800,672474989.02,0
1701354600000,2023-11-30,ORCL,116.86,117.23,115.18,116.21,11075600,1287095465.86,0
1701268200000,2023-11-29,ORCL,117.34,117.58,115.96,116.21,6127200,712041906.39,0
1701181800000,2023-11-28,ORCL,116.00,116.80,115.87,116.24,4892600,568715813.55,0
1701095400000,2023-11-27,ORCL,116.01,116.77,115.45,116.47,5165300,601602497.31,0
1700836200000,2023-11-24,ORCL,116.49,116.59,115.34,116.25,2168200,252053250.00,0
1700663400000,2023-11-22,ORCL,116.70,117.29,115.51,116.24,4343700,504911678.72,0
1700577000000,2023-11-21,ORCL,117.21,117.67,115.68,116.08,5995300,695934434.98,0
1700490600000,2023-11-20,ORCL,115.65,117.15,115.51,116.92,5728300,669752825.51,0
