https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume UBER,Volume USDT,tradecount
1772116200000,2026-02-26,UBER,73.15,76.10,72.83,74.80,22449200,1679200228.51,0
1772029800000,2026-02-25,UBER,72.32,73.16,71.92,72.83,19820800,1443548900.29,0
1771943400000,2026-02-24,UBER,70.62,72.14,69.95,71.38,19581100,1397698864.22,0
1771857000000,2026-02-23,UBER,72.99,73.11,70.15,70.72,22921600,1621015579.98,0
1771597800000,2026-02-20,UBER,72.65,74.58,72.56,73.86,20242200,1495088904.35,0
1771511400000,2026-02-19,UBER,71.87,74.11,71.76,72.94,15897800,1159585570.81,0
1771425000000,2026-02-18,UBER,70.26,73.27,70.11,72.77,18235600,1327004550.78,0
1771338600000,2026-02-17,UBER,70.66,70.98,69.70,70.53,20286100,1430778608.24,0
1770993000000,2026-02-13,UBER,71.06,71.42,69.02,69.99,26526700,1856603676.33,0
1770906600000,2026-02-12,UBER,72.19,72.63,69.45,71.22,33541400,2388818548.94,0
1770820200000,2026-02-11,UBER,73.76,74.09,70.65,71.01,28045000,1991475509.91,0
1770733800000,2026-02-10,UBER,74.38,75.05,73.47,73.50,18958700,1393464450.00,0
1770647400000,2026-02-09,UBER,74.76,74.82,73.51,73.91,17959100,1327357146.77,0
1770388200000,2026-02-06,UBER,75.49,75.86,72.67,74.77,24470200,1829636771.86,0
1770301800000,2026-02-05,UBER,73.26,77.22,73.22,75.21,33111500,2490315884.69,0
1770215400000,2026-02-04,UBER,75.62,77.71,71.88,73.92,63045000,4660286284.56,0
1770129000000,2026-02-03,UBER,80.48,80.68,77.30,77.93,29490800,2298218053.00,0
1770042600000,2026-02-02,UBER,79.80,81.89,79.19,80.84,18434500,1490244912.49,0
1769783400000,2026-01-30,UBER,80.91,82.10,79.42,80.05,24344100,1948745279.29,0
1769697000000,2026-01-29,UBER,80.44,82.08,79.96,81.70,26857800,2194282178.04,0
1769610600000,2026-01-28,UBER,81.16,81.85,79.74,79.78,19317300,1541134170.42,0
1769524200000,2026-01-27,UBER,81.95,82.08,79.86,81.24,19993700,1624288145.29,0
1769437800000,2026-01-26,UBER,82.35,83.33,81.91,81.98,16556400,1357293727.58,0
1769178600000,2026-01-23,UBER,82.65,83.56,81.47,82.31,14703800,1210269742.10,0
1769092200000,2026-01-22,UBER,83.50,85.43,81.51,82.56,19457200,1606386384.50,0
1769005800000,2026-01-21,UBER,84.39,85.61,82.95,84.26,21171900,1783944339.23,0
1768919400000,2026-01-20,UBER,83.06,83.81,82.35,83.72,19429300,1626621019.72,0
1768573800000,2026-01-16,UBER,84.15,85.00,83.00,84.85,20738900,1759695633.35,0
1768487400000,2026-01-15,UBER,85.81,86.35,82.73,84.38,18892900,1594182850.11,0
1768401000000,2026-01-14,UBER,85.37,85.99,83.50,84.65,15510800,1312989243.67,0
1768314600000,2026-01-13,UBER,84.21,85.94,83.70,85.41,14809300,1264862367.23,0
1768228200000,2026-01-12,UBER,84.64,85.48,83.77,84.67,12687800,1074276002.77,0
1767969000000,2026-01-09,UBER,87.27,87.28,84.88,85.44,15881500,1356915398.77,0
1767882600000,2026-01-08,UBER,85.76,88.24,85.35,87.59,15499200,1357574871.24,0
1767796200000,2026-01-07,UBER,86.24,87.74,85.65,86.19,25293400,2180038207.75,0
1767709800000,2026-01-06,UBER,81.18,85.65,81.09,85.54,27508700,2353094223.18,0
1767623400000,2026-01-05,UBER,81.61,82.84,79.57,80.74,24036800,1940731180.65,0
1767364200000,2026-01-02,UBER,82.04,83.66,81.47,82.86,13095100,1085059993.99,0
1767191400000,2025-12-31,UBER,82.00,82.54,81.42,81.71,8428400,688684556.28,0
1767105000000,2025-12-30,UBER,81.74,82.50,81.53,82.12,9500700,780197510.09,0
1767018600000,2025-12-29,UBER,80.91,82.20,80.79,81.50,12072600,983916900.00,0
1766759400000,2025-12-26,UBER,81.20,81.50,80.68,81.26,6741600,547822430.40,0
1766586600000,2025-12-24,UBER,81.01,81.41,80.58,81.15,4310700,349813311.58,0
1766500200000,2025-12-23,UBER,81.01,81.42,80.35,80.97,10445500,845772147.75,0
1766413800000,2025-12-22,UBER,81.32,82.25,80.90,81.26,20570400,1671550747.94,0
1766154600000,2025-12-19,UBER,79.77,79.99,78.31,79.31,34353300,2724560139.13,0
1766068200000,2025-12-18,UBER,80.36,80.71,79.55,79.69,18681800,1488752687.61,0
1765981800000,2025-12-17,UBER,80.81,81.30,78.78,79.14,28007500,2216513532.91,0
1765895400000,2025-12-16,UBER,81.75,82.05,80.26,80.92,24465100,1979715847.20,0
1765809000000,2025-12-15,UBER,83.46,83.62,81.17,81.86,32070900,2625323893.57,0
1765549800000,2025-12-12,UBER,85.50,86.45,84.52,85.11,16211600,1379769285.89,0
1765463400000,2025-12-11,UBER,84.06,85.75,83.34,85.44,23346300,1994707929.00,0
1765377000000,2025-12-10,UBER,88.64,88.75,82.72,84.16,51202000,4309160507.51,0
1765290600000,2025-12-09,UBER,91.81,92.01,88.90,89.07,17117500,1524655719.78,0
1765204200000,2025-12-08,UBER,90.77,92.78,90.77,92.57,12646900,1170723529.14,0
1764945000000,2025-12-05,UBER,90.72,92.75,90.46,91.32,11154600,1018638068.60,0
1764858600000,2025-12-04,UBER,90.18,91.00,89.45,90.99,13145300,1196090818.92,0
1764772200000,2025-12-03,UBER,89.85,91.38,88.95,90.68,21335800,1934730350.51,0
1764685800000,2025-12-02,UBER,86.03,88.44,85.63,87.57,18930400,1657735122.22,0
1764599400000,2025-12-01,UBER,86.99,87.61,85.47,86.57,17517200,1516463998.65,0
1764340200000,2025-11-28,UBER,86.51,87.62,86.24,87.54,9069400,793935284.30,0
1764167400000,2025-11-26,UBER,84.11,86.36,83.65,85.66,20448700,1751635716.89,0
1764081000000,2025-11-25,UBER,83.80,84.26,82.39,83.69,18482200,1546775363.12,0
1763994600000,2025-11-24,UBER,84.15,84.52,83.03,83.69,24883200,2082475068.75,0
1763735400000,2025-11-21,UBER,83.97,84.00,81.51,83.87,33783100,2833388689.79,0
1763649000000,2025-11-20,UBER,90.20,90.54,82.94,83.36,41734000,3478946265.47,0
1763562600000,2025-11-19,UBER,90.60,91.08,88.89,89.53,18256200,1634477563.71,0
1763476200000,2025-11-18,UBER,92.10,92.92,89.33,90.86,17439400,1584543894.64,0
1763389800000,2025-11-17,UBER,91.31,92.58,90.74,92.11,16922500,1558731485.33,0
1763130600000,2025-11-14,UBER,90.06,92.62,89.62,91.62,12475600,1143014506.27,0
1763044200000,2025-11-13,UBER,93.70,94.06,91.35,91.78,16367500,1502209130.02,0
1762957800000,2025-11-12,UBER,94.11,95.18,92.76,93.57,16004600,1497550417.12,0
1762871400000,2025-11-11,UBER,93.65,94.16,92.97,93.60,13276300,1242661659.74,0
1762785000000,2025-11-10,UBER,92.99,94.31,92.25,94.10,13310200,1252489799.69,0
1762525800000,2025-11-07,UBER,91.61,93.17,90.30,91.99,16489900,1516905865.77,0
1762439400000,2025-11-06,UBER,92.00,92.77,90.82,92.12,18316200,1687288394.31,0
1762353000000,2025-11-05,UBER,95.01,95.44,92.52,92.75,20150800,1868986700.00,0
1762266600000,2025-11-04,UBER,91.97,95.03,90.08,94.67,48787300,4618693601.67,0
1762180200000,2025-11-03,UBER,97.66,100.35,96.78,99.72,28836500,2875575815.20,0
1761917400000,2025-10-31,UBER,97.46,98.45,96.15,96.50,15333400,1479673100.00,0
1761831000000,2025-10-30,UBER,95.41,97.62,94.56,96.49,13556600,1308076305.04,0
1761744600000,2025-10-29,UBER,96.24,96.89,94.53,95.76,14532900,1391670535.05,0
1761658200000,2025-10-28,UBER,96.77,97.73,95.41,95.43,17138300,1635507974.23,0
1761571800000,2025-10-27,UBER,94.91,96.66,94.53,96.42,11748300,1132771064.49,0
1761312600000,2025-10-24,UBER,95.15,95.26,93.90,94.07,12014600,1130213418.33,0
1761226200000,2025-10-23,UBER,92.50,95.70,92.40,94.61,17121600,1619874586.45,0
1761139800000,2025-10-22,UBER,92.77,93.42,91.42,92.21,11351400,1046712583.61,0
1761053400000,2025-10-21,UBER,93.59,94.55,92.97,93.03,10503300,977121986.18,0
1760967000000,2025-10-20,UBER,93.00,94.50,92.85,93.70,11274900,1056458095.59,0
1760707800000,2025-10-17,UBER,92.00,92.83,91.46,92.30,14282100,1318237873.59,0
1760621400000,2025-10-16,UBER,94.44,95.46,91.18,92.52,17214800,1592713238.21,0
1760535000000,2025-10-15,UBER,95.86,96.99,93.79,94.52,14347100,1356087843.84,0
1760448600000,2025-10-14,UBER,93.78,95.18,92.46,94.25,11178000,1053526500.00,0
1760362200000,2025-10-13,UBER,95.00,95.25,93.43,94.08,11031400,1037834132.20,0
1760103000000,2025-10-10,UBER,96.30,96.45,93.33,93.40,17021100,1589770765.97,0
1760016600000,2025-10-09,UBER,99.96,100.17,95.83,96.00,13435700,1289827200.00,0
1759930200000,2025-10-08,UBER,97.94,99.61,97.20,99.28,10071200,999868723.71,0
1759843800000,2025-10-07,UBER,100.13,100.69,97.00,97.80,12583600,1230676118.40,0
1759757400000,2025-10-06,UBER,96.96,101.29,96.89,100.10,22760900,2278366055.27,0
1759498200000,2025-10-03,UBER,96.95,98.30,96.46,96.60,10556400,1019748223.89,0
1759411800000,2025-10-02,UBER,97.08,97.21,94.76,96.61,16046400,1550242713.79,0
1759325400000,2025-10-01,UBER,97.47,99.08,96.57,96.61,16608500,1604547195.14,0
1759239000000,2025-09-30,UBER,99.59,99.75,96.65,97.97,16793400,1645249418.50,0
1759152600000,2025-09-29,UBER,99.32,100.26,98.58,99.57,16320900,1625072008.02,0
1758893400000,2025-09-26,UBER,97.79,98.53,97.03,98.45,10356100,1019558013.40,0
1758807000000,2025-09-25,UBER,97.30,97.87,95.90,97.60,11255800,1098566062.83,0
1758720600000,2025-09-24,UBER,98.89,99.86,96.93,97.78,12523400,1224538036.71,0
1758634200000,2025-09-23,UBER,99.86,100.18,97.64,97.80,15101100,1476887626.08,0
1758547800000,2025-09-22,UBER,99.00,101.99,98.50,99.39,29820100,2963819720.80,0
1758288600000,2025-09-19,UBER,95.00,98.83,94.90,98.51,38735000,3815784932.75,0
1758202200000,2025-09-18,UBER,93.93,95.05,93.21,94.70,23075200,2185221369.58,0
1758115800000,2025-09-17,UBER,96.07,97.24,92.12,92.95,44094000,4098537165.44,0
1758029400000,2025-09-16,UBER,99.42,99.70,97.02,97.83,17257900,1688340388.60,0
1757943000000,2025-09-15,UBER,95.80,98.86,95.52,98.85,18652400,1843789711.54,0
1757683800000,2025-09-12,UBER,94.49,96.27,93.71,95.89,13659200,1309780679.66,0
1757597400000,2025-09-11,UBER,94.55,96.32,94.00,94.68,16190100,1532878672.94,0
1757511000000,2025-09-10,UBER,95.51,96.10,93.71,94.21,15944200,1502103067.40,0
1757424600000,2025-09-09,UBER,94.50,95.48,92.77,95.45,11850200,1131101553.84,0
1757338200000,2025-09-08,UBER,91.38,94.56,91.38,94.36,18906600,1784026787.54,0
1757079000000,2025-09-05,UBER,92.53,92.53,88.84,90.99,20384500,1854785611.45,0
1756992600000,2025-09-04,UBER,93.11,93.12,90.93,91.98,15960100,1468010051.58,0
1756906200000,2025-09-03,UBER,92.75,94.76,92.18,92.94,12052200,1120131497.42,0
1756819800000,2025-09-02,UBER,92.26,93.54,91.92,92.81,12883300,1195699041.55,0
1756474200000,2025-08-29,UBER,96.00,96.15,91.61,93.75,19310000,1810312500.00,0
1756387800000,2025-08-28,UBER,96.03,96.11,94.08,95.96,12024300,1153851816.99,0
1756301400000,2025-08-27,UBER,96.50,96.95,95.33,95.33,11364300,1083358739.81,0
1756215000000,2025-08-26,UBER,94.88,96.82,94.36,96.53,17163400,1656782981.05,0
1756128600000,2025-08-25,UBER,95.66,97.50,95.12,95.16,10938100,1040869636.06,0
1755869400000,2025-08-22,UBER,94.46,97.54,94.29,96.79,15584900,1508462485.27,0
1755783000000,2025-08-21,UBER,93.62,95.00,92.81,94.23,12864100,1212184186.18,0
1755696600000,2025-08-20,UBER,94.83,94.96,91.44,93.73,15194800,1424208655.01,0
1755610200000,2025-08-19,UBER,94.00,96.60,93.85,95.32,21177300,2018620229.54,0
1755523800000,2025-08-18,UBER,92.22,94.40,91.89,93.98,16471300,1547972829.29,0
1755264600000,2025-08-15,UBER,91.65,93.90,90.86,92.60,15841800,1466950655.83,0
1755178200000,2025-08-14,UBER,90.35,92.32,90.11,91.40,14525100,1327594162.16,0
1755091800000,2025-08-13,UBER,92.05,92.20,89.91,90.83,16867300,1532056889.88,0
1755005400000,2025-08-12,UBER,91.19,92.56,91.14,91.73,12509000,1147450611.99,0
1754919000000,2025-08-11,UBER,89.81,91.43,88.92,90.58,16668900,1509868992.52,0
1754659800000,2025-08-08,UBER,92.96,94.31,88.91,89.56,26212500,2347591436.00,0
1754573400000,2025-08-07,UBER,90.72,92.74,89.16,92.67,28522200,2643152221.77,0
1754487000000,2025-08-06,UBER,90.95,90.96,86.30,89.22,40169800,3583949605.04,0
1754400600000,2025-08-05,UBER,89.37,90.96,89.05,89.39,25856000,2311267824.22,0
1754314200000,2025-08-04,UBER,87.70,88.59,87.41,88.43,15138900,1338732931.62,0
1754055000000,2025-08-01,UBER,86.50,87.06,85.42,86.91,15732500,1367311632.61,0
1753968600000,2025-07-31,UBER,87.53,88.84,86.61,87.75,16922400,1484940600.00,0
1753882200000,2025-07-30,UBER,87.24,87.81,86.47,87.64,16862800,1477855781.71,0
1753795800000,2025-07-29,UBER,88.89,89.16,86.36,87.11,24966200,2174805697.24,0
1753709400000,2025-07-28,UBER,91.31,92.35,90.24,90.60,11606100,1051512642.29,0
1753450200000,2025-07-25,UBER,90.49,91.38,89.50,91.29,13864100,1265653701.69,0
1753363800000,2025-07-24,UBER,91.05,93.61,90.87,90.87,23446200,2130556258.40,0
1753277400000,2025-07-23,UBER,92.70,92.70,89.86,89.94,18617900,1674493971.45,0
1753191000000,2025-07-22,UBER,91.48,92.26,89.88,91.79,11561800,1061257632.59,0
1753104600000,2025-07-21,UBER,90.85,91.93,90.53,91.16,12150600,1107648740.50,0
1752845400000,2025-07-18,UBER,90.80,91.17,89.40,90.59,14223500,1288506812.91,0
1752759000000,2025-07-17,UBER,91.21,91.40,89.90,90.50,16903600,1529775800.00,0
1752672600000,2025-07-16,UBER,92.65,92.75,89.81,90.75,17636000,1600467000.00,0
1752586200000,2025-07-15,UBER,95.00,95.16,91.85,92.21,18488400,1704815347.07,0
1752499800000,2025-07-14,UBER,95.19,95.48,93.56,93.89,14300200,1342645769.27,0
1752240600000,2025-07-11,UBER,96.12,96.83,95.27,95.39,12453500,1187939357.40,0
1752154200000,2025-07-10,UBER,96.07,97.45,95.12,96.40,15644400,1508120183.87,0
1752067800000,2025-07-09,UBER,97.50,97.71,96.10,96.64,14858900,1435964086.93,0
1751981400000,2025-07-08,UBER,96.89,97.60,95.11,97.48,20586800,2006801333.11,0
1751895000000,2025-07-07,UBER,93.54,97.12,93.54,96.68,29817200,2882726905.10,0
1751549400000,2025-07-03,UBER,92.63,94.11,92.61,93.63,8112600,759582715.72,0
1751463000000,2025-07-02,UBER,91.88,94.10,91.55,92.05,13604000,1252248241.52,0
1751376600000,2025-07-01,UBER,92.85,93.24,90.31,92.13,17124000,1577634072.97,0
1751290200000,2025-06-30,UBER,91.68,93.39,91.52,93.30,16155300,1507289539.30,0
1751031000000,2025-06-27,UBER,92.10,92.51,89.97,91.53,24731200,2263646705.81,0
1750944600000,2025-06-26,UBER,91.30,94.38,90.88,93.12,23657800,2203014400.98,0
1750858200000,2025-06-25,UBER,91.57,92.89,90.60,90.90,17400800,1581732746.55,0
1750771800000,2025-06-24,UBER,87.99,92.48,87.91,91.65,38925100,3567485474.39,0
1750685400000,2025-06-23,UBER,83.03,85.25,82.47,85.24,18407500,1569055260.68,0
1750426200000,2025-06-20,UBER,84.47,85.37,83.62,83.78,27472100,2301612504.46,0
1750253400000,2025-06-18,UBER,85.17,86.48,82.31,83.44,25976700,2167495911.42,0
1750167000000,2025-06-17,UBER,84.57,85.48,84.24,84.76,13677800,1159330357.22,0
1750080600000,2025-06-16,UBER,84.85,86.02,84.71,85.12,12254200,1043077537.66,0
1749821400000,2025-06-13,UBER,84.81,85.57,83.38,83.93,18003000,1510991795.49,0
1749735000000,2025-06-12,UBER,86.11,86.79,84.87,85.62,18776100,1607609733.57,0
1749648600000,2025-06-11,UBER,87.59,87.60,85.94,86.58,15364200,1330232464.13,0
1749562200000,2025-06-10,UBER,88.29,88.38,85.60,86.39,24494800,2116105757.05,0
1749475800000,2025-06-09,UBER,86.32,87.86,86.20,87.12,22780800,1984663358.57,0
1749216600000,2025-06-06,UBER,85.40,86.69,85.03,85.60,28172700,2411583077.01,0
1749130200000,2025-06-05,UBER,83.40,85.75,83.08,84.67,33304500,2819891954.02,0
1749043800000,2025-06-04,UBER,83.19,84.71,82.99,83.45,20080500,1675717663.72,0
1748957400000,2025-06-03,UBER,83.57,83.79,81.86,82.53,25668400,2118413020.67,0
1748871000000,2025-06-02,UBER,84.48,84.76,82.64,83.64,17047000,1425811069.60,0
1748611800000,2025-05-30,UBER,84.53,84.65,82.54,84.16,29050900,2444923850.39,0
1748525400000,2025-05-29,UBER,87.58,87.87,82.96,84.30,38116300,3213204206.32,0
1748439000000,2025-05-28,UBER,89.29,89.88,88.12,88.26,13810300,1218897107.50,0
1748352600000,2025-05-27,UBER,89.17,89.71,87.89,89.00,17446900,1552774100.00,0
1748007000000,2025-05-23,UBER,87.21,88.49,86.70,87.75,17929700,1573331175.00,0
1747920600000,2025-05-22,UBER,88.45,89.26,87.88,88.00,16496000,1451648000.00,0
1747834200000,2025-05-21,UBER,90.64,91.04,88.00,88.67,25035100,2219862271.16,0
1747747800000,2025-05-20,UBER,93.35,93.60,90.61,91.87,20851300,1915608988.27,0
1747661400000,2025-05-19,UBER,90.88,92.54,90.56,92.46,19252100,1780049148.37,0
1747402200000,2025-05-16,UBER,90.55,92.90,89.71,91.79,21909600,2011082204.06,0
1747315800000,2025-05-15,UBER,89.66,91.11,89.24,90.16,20481600,1846621131.01,0
1747229400000,2025-05-14,UBER,90.58,91.65,89.68,90.41,30640100,2770171553.21,0
1747143000000,2025-05-13,UBER,87.41,92.17,86.93,91.72,36770800,3372617820.89,0
1747056600000,2025-05-12,UBER,84.61,88.31,82.22,88.10,39104600,3445115200.33,0
1746797400000,2025-05-09,UBER,82.85,84.12,82.32,82.81,19105400,1582118127.36,0
1746711000000,2025-05-08,UBER,83.87,84.00,82.00,82.30,24293100,1999322204.14,0
1746624600000,2025-05-07,UBER,83.13,85.17,80.12,83.65,49238800,4118825695.13,0
1746538200000,2025-05-06,UBER,83.50,86.53,83.10,85.83,30378900,2607421042.63,0
1746451800000,2025-05-05,UBER,83.05,86.57,82.97,85.43,25339000,2164710777.73,0
1746192600000,2025-05-02,UBER,82.09,84.92,81.80,84.28,22401800,1888023676.65,0
1746106200000,2025-05-01,UBER,81.00,81.92,80.67,80.89,18698500,1512521653.59,0
1746019800000,2025-04-30,UBER,77.77,81.22,77.30,81.01,17762800,1438964465.95,0
1745933400000,2025-04-29,UBER,78.33,79.73,78.03,79.42,12172200,966716101.71,0
1745847000000,2025-04-28,UBER,78.11,78.78,77.04,78.33,13324200,1043684610.40,0
1745587800000,2025-04-25,UBER,78.57,80.55,77.47,77.75,20047800,1558716450.00,0
1745501400000,2025-04-24,UBER,74.15,78.38,73.86,78.10,22188500,1732921816.14,0
1745415000000,2025-04-23,UBER,76.93,77.58,73.23,73.77,22750200,1678282177.63,0
1745328600000,2025-04-22,UBER,73.85,75.56,73.35,74.44,16599300,1235651932.53,0
1745242200000,2025-04-21,UBER,74.44,75.44,71.27,72.92,20634600,1504674994.22,0
1744896600000,2025-04-17,UBER,73.98,75.91,73.76,75.24,21893400,1647259369.23,0
1744810200000,2025-04-16,UBER,73.57,74.80,72.05,73.06,15990800,1168287808.96,0
1744723800000,2025-04-15,UBER,73.10,74.72,73.10,74.02,13790200,1020750557.71,0
1744637400000,2025-04-14,UBER,73.52,73.65,72.23,73.10,12483200,912521900.95,0
1744378200000,2025-04-11,UBER,70.46,72.40,69.33,72.28,16274600,1176328068.13,0
1744291800000,2025-04-10,UBER,71.75,72.87,68.34,70.94,22373900,1587204520.62,0
1744205400000,2025-04-09,UBER,65.00,73.40,64.95,72.68,30148800,2191214793.20,0
1744119000000,2025-04-08,UBER,69.31,70.07,63.50,65.07,24045200,1564621156.66,0
1744032600000,2025-04-07,UBER,62.52,67.59,60.63,65.64,32841700,2155729167.96,0
1743773400000,2025-04-04,UBER,66.69,67.56,63.94,64.62,34938700,2257738889.96,0
1743687000000,2025-04-03,UBER,71.72,72.44,69.77,69.85,23290800,1626862344.46,0
1743600600000,2025-04-02,UBER,72.00,75.41,72.00,74.50,14806900,1103114050.00,0
1743514200000,2025-04-01,UBER,72.60,73.07,70.83,72.99,16889200,1232742671.92,0
1743427800000,2025-03-31,UBER,71.40,73.30,70.50,72.86,16033100,1168171675.79,0
1743168600000,2025-03-28,UBER,74.50,74.92,72.38,72.75,11277900,820467225.00,0
1743082200000,2025-03-27,UBER,73.89,75.62,73.53,74.86,11866800,888348655.24,0
1742995800000,2025-03-26,UBER,75.55,75.64,73.22,74.18,11828600,877445551.61,0
1742909400000,2025-03-25,UBER,76.60,76.71,75.05,75.61,16065900,1214742708.81,0
1742823000000,2025-03-24,UBER,76.97,77.58,75.44,76.51,18126300,1386843251.72,0
1742563800000,2025-03-21,UBER,73.72,76.00,72.77,75.84,26551400,2013658078.77,0
1742477400000,2025-03-20,UBER,72.56,75.54,72.46,74.35,17851400,1327251562.76,0
1742391000000,2025-03-19,UBER,71.92,73.79,70.73,73.02,15042100,1098374091.50,0
1742304600000,2025-03-18,UBER,72.20,72.68,70.48,71.55,16137500,1154638174.25,0
1742218200000,2025-03-17,UBER,72.02,73.81,71.78,72.73,20577800,1496623463.08,0
1741959000000,2025-03-14,UBER,70.55,71.79,70.33,71.55,13537300,968593856.31,0
1741872600000,2025-03-13,UBER,71.68,72.00,69.36,69.51,15272200,1061570654.62,0
1741786200000,2025-03-12,UBER,72.31,72.42,69.55,71.20,17315000,1232827947.16,0
1741699800000,2025-03-11,UBER,71.44,74.25,69.57,70.65,26668200,1884108370.69,0
1741613400000,2025-03-10,UBER,74.94,75.49,71.97,73.06,22120100,1616094452.00,0
1741357800000,2025-03-07,UBER,73.99,76.70,73.78,76.27,18610400,1419415145.53,0
1741271400000,2025-03-06,UBER,75.32,77.22,74.72,74.96,16504900,1237207288.89,0
1741185000000,2025-03-05,UBER,75.65,76.94,74.93,76.48,13122300,1003593548.05,0
1741098600000,2025-03-04,UBER,72.93,76.68,71.60,75.26,24241200,1824392763.78,0
1741012200000,2025-03-03,UBER,77.06,77.74,73.68,74.44,16999500,1265442821.50,0
1740753000000,2025-02-28,UBER,74.28,76.11,73.58,76.01,17752000,1349329557.92,0
1740666600000,2025-02-27,UBER,75.95,77.69,73.71,74.21,22535900,1672389118.37,0
1740580200000,2025-02-26,UBER,75.33,76.49,75.31,75.87,10328900,783653671.37,0
1740493800000,2025-02-25,UBER,76.36,76.37,73.53,74.95,19559200,1465961980.31,0
1740407400000,2025-02-24,UBER,78.65,78.88,74.85,76.42,24368400,1862233083.38,0
1740148200000,2025-02-21,UBER,81.26,82.10,78.36,78.89,21774300,1717774513.71,0
1740061800000,2025-02-20,UBER,81.23,81.84,80.06,81.26,14770300,1200234609.55,0
1739975400000,2025-02-19,UBER,80.79,81.90,79.26,81.16,14973400,1215241198.83,0
1739889000000,2025-02-18,UBER,79.85,81.51,79.75,81.49,18943200,1543681327.53,0
1739543400000,2025-02-14,UBER,80.35,80.35,78.87,79.42,15405700,1223520665.79,0
1739457000000,2025-02-13,UBER,79.12,80.53,78.51,80.29,21754700,1746684882.92,0
1739370600000,2025-02-12,UBER,74.97,80.10,74.15,79.35,33142400,2629849389.43,0
1739284200000,2025-02-11,UBER,78.91,79.20,76.60,76.95,27329600,2103012636.60,0
1739197800000,2025-02-10,UBER,77.10,78.99,76.80,78.63,42551700,3345840054.13,0
1738938600000,2025-02-07,UBER,70.36,76.78,70.13,74.60,81813200,6103264595.16,0
1738852200000,2025-02-06,UBER,65.67,70.05,65.54,69.99,45940200,3215354499.86,0
1738765800000,2025-02-05,UBER,66.50,66.75,63.50,64.48,78975900,5092366297.12,0
1738679400000,2025-02-04,UBER,67.69,70.19,67.69,69.75,33786200,2356587450.00,0
1738593000000,2025-02-03,UBER,65.30,68.85,65.18,67.29,25290000,1701764123.15,0
1738333800000,2025-01-31,UBER,67.09,67.87,66.33,66.85,19776000,1322025569.82,0
1738247400000,2025-01-30,UBER,63.42,67.22,63.42,66.59,33246500,2213884313.25,0
1738161000000,2025-01-29,UBER,67.80,68.06,65.82,66.75,29592600,1975306050.00,0
1738074600000,2025-01-28,UBER,68.33,69.68,67.16,68.07,24988500,1700967187.37,0
1737988200000,2025-01-27,UBER,67.64,69.41,67.37,68.77,20904600,1437609271.82,0
1737729000000,2025-01-24,UBER,68.69,69.31,68.40,68.56,14360300,984542132.94,0
1737642600000,2025-01-23,UBER,67.60,68.37,67.24,68.30,15355400,1048773866.86,0
1737556200000,2025-01-22,UBER,68.39,68.43,67.50,67.82,18130000,1229576594.47,0
1737469800000,2025-01-21,UBER,68.00,68.18,66.85,67.74,21423600,1451234618.23,0
1737124200000,2025-01-17,UBER,68.80,69.02,67.23,67.34,27139200,1827553628.61,0
1737037800000,2025-01-16,UBER,67.75,69.58,67.64,68.58,29013100,1989718451.12,0
1736951400000,2025-01-15,UBER,66.01,67.25,66.01,67.02,22704800,1521675619.78,0
1736865000000,2025-01-14,UBER,66.16,66.81,64.62,64.84,25735800,1668709177.75,0
1736778600000,2025-01-13,UBER,65.15,67.19,65.02,65.70,23960100,1574178496.88,0
1736519400000,2025-01-10,UBER,64.50,66.60,63.96,65.97,30728800,2027178973.51,0
1736346600000,2025-01-08,UBER,66.40,66.68,64.12,64.91,24523300,1591807492.81,0
1736260200000,2025-01-07,UBER,68.49,68.84,65.95,66.15,35347800,2338257023.94,0
1736173800000,2025-01-06,UBER,66.97,67.35,66.04,66.31,32980700,2186950136.48,0
1735914600000,2025-01-03,UBER,63.69,65.22,63.44,64.59,28553800,1844289837.43,0
1735828200000,2025-01-02,UBER,62.19,63.39,61.31,63.17,25899100,1636046099.58,0
1735655400000,2024-12-31,UBER,61.00,61.10,60.17,60.32,14487300,873873931.58,0
1735569000000,2024-12-30,UBER,60.51,61.37,60.12,60.77,17709200,1076188092.11,0
1735309800000,2024-12-27,UBER,61.19,61.26,60.02,61.13,13483600,824252482.40,0
1735223400000,2024-12-26,UBER,61.60,61.97,61.16,61.56,12659000,779288057.38,0
1735050600000,2024-12-24,UBER,61.97,61.98,60.88,61.71,7882500,486429067.78,0
1734964200000,2024-12-23,UBER,60.88,62.22,60.76,61.87,16093600,995711014.81,0
1734705000000,2024-12-20,UBER,60.08,61.39,59.75,60.73,26377700,1601917708.93,0
1734618600000,2024-12-19,UBER,61.85,62.31,59.98,60.21,27811400,1674524368.54,0
1734532200000,2024-12-18,UBER,61.39,63.94,60.85,61.23,46736700,2861688119.61,0
1734445800000,2024-12-17,UBER,59.42,61.04,59.33,61.03,35025500,2137606222.24,0
1734359400000,2024-12-16,UBER,60.31,61.30,60.12,60.25,38612400,2326397100.00,0
1734100200000,2024-12-13,UBER,61.86,62.26,59.74,59.93,47325300,2836205243.44,0
1734013800000,2024-12-12,UBER,63.17,63.54,61.25,61.41,45673200,2804791205.03,0
1733927400000,2024-12-11,UBER,64.50,64.69,60.23,61.18,71089500,4349255631.69,0
1733841000000,2024-12-10,UBER,65.67,65.76,64.64,64.96,23672900,1537791562.33,0
