https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume AMZN,Volume USDT,tradecount
1759843800000,2025-10-07,AMZN,220.88,222.89,220.17,221.78,31194700,6918360527.92,0
1759757400000,2025-10-06,AMZN,221.00,221.73,216.03,220.90,43690900,9651319543.33,0
1759498200000,2025-10-03,AMZN,223.44,224.20,219.34,219.51,43639000,9579196650.28,0
1759411800000,2025-10-02,AMZN,221.01,222.81,218.95,222.41,41258600,9176325377.09,0
1759325400000,2025-10-01,AMZN,217.36,222.15,216.61,220.63,43933800,9693114508.52,0
1759239000000,2025-09-30,AMZN,222.03,222.24,217.89,219.57,48396400,10626397902.47,0
1759152600000,2025-09-29,AMZN,220.08,222.60,219.30,222.17,44259200,9833066382.96,0
1758893400000,2025-09-26,AMZN,219.08,221.05,218.02,219.78,41650100,9153858927.16,0
1758807000000,2025-09-25,AMZN,220.06,220.67,216.47,218.15,52226300,11393167026.24,0
1758720600000,2025-09-24,AMZN,224.15,224.56,219.45,220.21,49509000,10902377222.40,0
1758634200000,2025-09-23,AMZN,227.83,227.86,220.07,220.71,70956200,15660743378.39,0
1758547800000,2025-09-22,AMZN,230.56,230.57,227.51,227.63,45914500,10451517859.19,0
1758288600000,2025-09-19,AMZN,232.37,234.16,229.70,231.48,97943200,22671891517.54,0
1758202200000,2025-09-18,AMZN,232.50,233.48,228.79,231.23,37931700,8770946828.94,0
1758115800000,2025-09-17,AMZN,233.77,234.30,228.71,231.62,42815200,9916856414.94,0
1758029400000,2025-09-16,AMZN,232.94,235.90,232.23,234.05,38203900,8941622911.59,0
1757943000000,2025-09-15,AMZN,230.63,233.73,230.32,231.43,33243300,7693496675.52,0
1757683800000,2025-09-12,AMZN,230.35,230.79,226.29,228.15,38496200,8782907795.04,0
1757597400000,2025-09-11,AMZN,231.49,231.53,229.34,229.95,37485600,8619813605.60,0
1757511000000,2025-09-10,AMZN,237.52,237.68,229.10,230.33,60907700,14028870652.53,0
1757424600000,2025-09-09,AMZN,236.36,238.85,235.08,238.24,27033800,6440532660.50,0
1757338200000,2025-09-08,AMZN,234.94,237.60,233.75,235.84,33947100,8006083939.68,0
1757079000000,2025-09-05,AMZN,235.19,236.00,231.93,232.33,36721800,8531575861.24,0
1756992600000,2025-09-04,AMZN,231.19,235.77,230.78,235.68,59391800,13997458989.00,0
1756906200000,2025-09-03,AMZN,225.21,227.17,224.36,225.99,29223100,6604128529.53,0
1756819800000,2025-09-02,AMZN,223.52,226.17,221.83,225.34,38843900,8753084283.75,0
1756474200000,2025-08-29,AMZN,231.32,231.81,228.16,229.00,26199200,5999616800.00,0
1756387800000,2025-08-28,AMZN,229.01,232.71,228.02,231.60,33679600,7800195565.56,0
1756301400000,2025-08-27,AMZN,228.57,229.87,227.81,229.12,21254500,4869830936.22,0
1756215000000,2025-08-26,AMZN,227.11,229.00,226.02,228.71,26105400,5970566209.27,0
1756128600000,2025-08-25,AMZN,227.35,229.60,227.31,227.94,22633700,5159125633.26,0
1755869400000,2025-08-22,AMZN,222.79,229.14,220.82,228.84,37315300,8539233115.35,0
1755783000000,2025-08-21,AMZN,222.65,222.78,220.50,221.95,32140500,7133583876.91,0
1755696600000,2025-08-20,AMZN,227.12,227.27,220.92,223.81,36604300,8192408293.63,0
1755610200000,2025-08-19,AMZN,230.09,230.53,227.12,228.01,29891000,6815446745.80,0
1755523800000,2025-08-18,AMZN,230.23,231.91,228.33,231.49,25248900,5844867999.70,0
1755264600000,2025-08-15,AMZN,232.58,234.08,229.81,231.03,39649200,9160154627.60,0
1755178200000,2025-08-14,AMZN,227.40,233.11,227.02,230.98,61545800,14215848621.05,0
1755091800000,2025-08-13,AMZN,222.00,224.92,222.00,224.56,36508300,8198303758.87,0
1755005400000,2025-08-12,AMZN,222.23,223.50,219.05,221.47,37185800,8235539171.39,0
1754919000000,2025-08-11,AMZN,221.78,223.05,220.40,221.30,31646200,7003304156.58,0
1754659800000,2025-08-08,AMZN,223.14,223.80,221.88,222.69,32970500,7342200725.49,0
1754573400000,2025-08-07,AMZN,221.00,226.22,220.82,223.13,40603500,9059859153.26,0
1754487000000,2025-08-06,AMZN,214.70,222.65,213.74,222.31,54823000,12187700996.15,0
1754400600000,2025-08-05,AMZN,213.05,216.30,212.87,213.75,51505100,11009215125.00,0
1754314200000,2025-08-04,AMZN,217.40,217.44,211.42,211.65,77890100,16485439189.60,0
1754055000000,2025-08-01,AMZN,217.21,220.44,212.80,214.75,122258800,26255077300.00,0
1753968600000,2025-07-31,AMZN,235.77,236.53,231.40,234.11,104357300,24431087566.69,0
1753882200000,2025-07-30,AMZN,231.64,231.80,229.29,230.19,32993300,7594727807.55,0
1753795800000,2025-07-29,AMZN,234.15,234.72,230.31,231.01,33716200,7788779176.79,0
1753709400000,2025-07-28,AMZN,233.35,234.29,232.25,232.79,26300100,6122400102.42,0
1753450200000,2025-07-25,AMZN,232.22,232.48,231.18,231.44,28712100,6645128494.10,0
1753363800000,2025-07-24,AMZN,229.17,236.00,228.64,232.23,42902300,9963200945.70,0
1753277400000,2025-07-23,AMZN,228.47,228.79,227.09,228.29,28294900,6459442531.03,0
1753191000000,2025-07-22,AMZN,229.68,230.00,226.35,227.47,37483700,8526417284.76,0
1753104600000,2025-07-21,AMZN,225.84,229.69,225.65,229.30,40297600,9240239802.98,0
1752845400000,2025-07-18,AMZN,225.14,226.40,222.98,226.13,37833800,8555357378.74,0
1752759000000,2025-07-17,AMZN,223.32,224.50,222.51,223.88,31855800,7131876659.55,0
1752672600000,2025-07-16,AMZN,225.88,226.10,222.18,223.19,39535900,8824017617.52,0
1752586200000,2025-07-15,AMZN,226.20,227.27,225.46,226.35,34907300,7901267568.06,0
1752499800000,2025-07-14,AMZN,225.07,226.66,224.24,225.69,35702600,8057719881.16,0
1752240600000,2025-07-11,AMZN,223.58,226.68,222.37,225.02,50518300,11367628081.84,0
1752154200000,2025-07-10,AMZN,221.55,222.79,219.70,222.26,30370600,6750169389.17,0
1752067800000,2025-07-09,AMZN,221.07,224.29,220.47,222.54,38155100,8491035697.83,0
1751981400000,2025-07-08,AMZN,223.92,224.00,218.43,219.36,45692000,10022997147.89,0
1751895000000,2025-07-07,AMZN,223.00,224.29,222.37,223.47,36604100,8179918271.68,0
1751549400000,2025-07-03,AMZN,221.82,224.01,221.36,223.41,29632400,6620174592.52,0
1751463000000,2025-07-02,AMZN,219.73,221.60,219.06,219.92,30894200,6794252407.43,0
1751376600000,2025-07-01,AMZN,219.50,221.88,217.93,220.46,39256800,8654554391.56,0
1751290200000,2025-06-30,AMZN,223.52,223.82,219.12,219.39,58887800,12919394406.06,0
1751031000000,2025-06-27,AMZN,219.92,223.30,216.74,223.30,119217100,26621178793.82,0
1750944600000,2025-06-26,AMZN,213.12,218.04,212.01,217.12,50480800,10960391049.51,0
1750858200000,2025-06-25,AMZN,214.62,216.03,211.11,211.99,31755700,6731891017.44,0
1750771800000,2025-06-24,AMZN,212.14,214.34,211.05,212.77,38378800,8165857439.97,0
1750685400000,2025-06-23,AMZN,209.79,210.39,207.31,208.47,37311700,7778370144.55,0
1750426200000,2025-06-20,AMZN,214.68,214.89,208.27,209.69,75350700,15800288466.96,0
1750253400000,2025-06-18,AMZN,215.09,217.96,212.34,212.52,44360500,9427493649.53,0
1750167000000,2025-06-17,AMZN,215.20,217.41,214.56,214.82,32086300,6892779201.01,0
1750080600000,2025-06-16,AMZN,212.31,217.06,211.60,216.10,33284200,7192715823.15,0
1749821400000,2025-06-13,AMZN,209.96,214.05,209.62,212.10,29337800,6222547559.06,0
1749735000000,2025-06-12,AMZN,211.78,213.58,211.33,213.24,27640000,5893953751.83,0
1749648600000,2025-06-11,AMZN,217.41,218.40,212.89,213.20,39326000,8384303079.99,0
1749562200000,2025-06-10,AMZN,216.78,217.69,214.15,217.61,31303300,6811911132.11,0
1749475800000,2025-06-09,AMZN,214.75,217.85,212.88,216.98,38102500,8267480287.21,0
1749216600000,2025-06-06,AMZN,212.40,213.87,210.50,213.57,39832500,8507027316.74,0
1749130200000,2025-06-05,AMZN,209.55,212.81,207.56,207.91,51864200,10783086011.93,0
1749043800000,2025-06-04,AMZN,206.55,208.18,205.18,207.23,29915600,6199409660.19,0
1748957400000,2025-06-03,AMZN,207.11,208.95,205.03,205.71,33139100,6817044483.49,0
1748871000000,2025-06-02,AMZN,204.98,207.00,202.68,206.65,29113300,6016263267.31,0
1748611800000,2025-05-30,AMZN,204.84,205.99,201.70,205.01,51679400,10594793510.12,0
1748525400000,2025-05-29,AMZN,208.03,208.81,204.23,205.70,34650000,7127504894.26,0
1748439000000,2025-05-28,AMZN,205.92,207.66,204.41,204.72,28549800,5844715090.85,0
1748352600000,2025-05-27,AMZN,203.09,206.69,202.19,206.02,34892000,7188449989.07,0
1748007000000,2025-05-23,AMZN,198.90,202.37,197.85,200.99,33393500,6711759748.44,0
1747920600000,2025-05-22,AMZN,201.38,205.76,200.16,203.10,38938900,7908490827.66,0
1747834200000,2025-05-21,AMZN,201.61,203.46,200.06,201.12,42460900,8539736000.67,0
1747747800000,2025-05-20,AMZN,204.63,205.59,202.65,204.07,29470400,6014024743.85,0
1747661400000,2025-05-19,AMZN,201.65,206.62,201.26,206.16,34314800,7074339293.66,0
1747402200000,2025-05-16,AMZN,206.85,206.85,204.37,205.59,43318500,8905850256.36,0
1747315800000,2025-05-15,AMZN,206.45,206.88,202.67,205.17,64347300,13202135423.18,0
1747229400000,2025-05-14,AMZN,211.45,211.93,208.85,210.25,38492100,8092964025.00,0
1747143000000,2025-05-13,AMZN,211.08,214.84,210.10,211.37,56193700,11877662094.62,0
1747056600000,2025-05-12,AMZN,210.71,211.66,205.75,208.64,75205000,15690771154.10,0
1746797400000,2025-05-09,AMZN,193.38,194.69,191.16,193.06,29663100,5726758013.58,0
1746711000000,2025-05-08,AMZN,191.43,194.33,188.82,192.08,41043600,7883654763.15,0
1746624600000,2025-05-07,AMZN,185.56,190.99,185.01,188.71,43948600,8293540601.07,0
1746538200000,2025-05-06,AMZN,184.57,187.93,183.85,185.01,29314100,5423401479.97,0
1746451800000,2025-05-05,AMZN,186.51,188.18,185.53,186.35,35217500,6562781339.95,0
1746192600000,2025-05-02,AMZN,191.44,192.88,186.40,189.98,77903500,14800106597.16,0
1746106200000,2025-05-01,AMZN,190.63,191.81,187.50,190.20,74266000,14125392973.36,0
1746019800000,2025-04-30,AMZN,182.17,185.05,178.85,184.42,55176500,10175650028.97,0
1745933400000,2025-04-29,AMZN,183.99,188.02,183.68,187.39,41667300,7808035321.57,0
1745847000000,2025-04-28,AMZN,190.11,190.22,184.89,187.70,33224700,6236276088.61,0
1745587800000,2025-04-25,AMZN,187.62,189.94,185.49,188.99,36414300,6881938757.03,0
1745501400000,2025-04-24,AMZN,180.92,186.74,180.18,186.54,43763200,8163587034.18,0
1745415000000,2025-04-23,AMZN,183.45,187.38,180.19,180.60,63470100,11462700447.39,0
1745328600000,2025-04-22,AMZN,169.85,176.78,169.35,173.18,56607200,9803234481.40,0
1745242200000,2025-04-21,AMZN,169.60,169.60,165.29,167.32,48126100,8052459404.49,0
1744896600000,2025-04-17,AMZN,176.00,176.21,172.00,172.61,44726500,7720241192.30,0
1744810200000,2025-04-16,AMZN,176.29,179.10,171.41,174.33,51875300,9043421143.99,0
1744723800000,2025-04-15,AMZN,181.41,182.35,177.93,179.59,43642000,7837666620.18,0
1744637400000,2025-04-14,AMZN,186.84,187.44,179.23,182.12,48002500,8742215065.61,0
1744378200000,2025-04-11,AMZN,179.93,185.86,178.00,184.87,50594300,9353367993.96,0
1744291800000,2025-04-10,AMZN,185.44,186.87,175.85,181.22,68302000,12377688523.38,0
1744205400000,2025-04-09,AMZN,172.12,192.65,169.93,191.10,116804300,22321302442.92,0
1744119000000,2025-04-08,AMZN,185.23,185.90,168.57,170.66,87710400,14968657185.21,0
1744032600000,2025-04-07,AMZN,162.00,183.41,161.38,175.26,109327100,19160666945.45,0
1743773400000,2025-04-04,AMZN,167.15,178.14,166.00,171.00,123159400,21060257400.00,0
1743687000000,2025-04-03,AMZN,183.00,184.13,176.92,178.41,95553600,17047718125.93,0
1743600600000,2025-04-02,AMZN,187.66,198.34,187.66,196.01,53679200,10521659697.13,0
1743514200000,2025-04-01,AMZN,187.86,193.93,187.20,192.17,41267300,7930336965.44,0
1743427800000,2025-03-31,AMZN,188.19,191.33,184.40,190.26,63547600,12090566026.92,0
1743168600000,2025-03-28,AMZN,198.42,199.26,191.88,192.72,52548200,10127089168.15,0
1743082200000,2025-03-27,AMZN,200.89,203.79,199.28,201.36,27317700,5500692088.67,0
1742995800000,2025-03-26,AMZN,205.84,206.01,199.93,201.13,32855300,6608186649.43,0
1742909400000,2025-03-25,AMZN,203.60,206.21,203.22,205.71,31171200,6412227761.28,0
1742823000000,2025-03-24,AMZN,200.00,203.64,199.95,203.26,41625400,8460778575.34,0
1742563800000,2025-03-21,AMZN,192.90,196.99,192.52,196.21,60056900,11783764752.21,0
1742477400000,2025-03-20,AMZN,193.07,199.32,192.30,194.95,38921100,7587668326.22,0
1742391000000,2025-03-19,AMZN,193.38,195.97,191.96,195.54,39442900,7712664401.19,0
1742304600000,2025-03-18,AMZN,192.52,194.00,189.38,192.82,40414900,7792801314.01,0
1742218200000,2025-03-17,AMZN,198.77,199.00,194.32,195.74,47341800,9266684192.06,0
1741959000000,2025-03-14,AMZN,197.41,198.65,195.32,197.95,38096700,7541241648.74,0
1741872600000,2025-03-13,AMZN,198.17,198.88,191.82,193.89,41270800,8001995386.81,0
1741786200000,2025-03-12,AMZN,200.72,201.52,195.29,198.89,43679300,8687375950.34,0
1741699800000,2025-03-11,AMZN,193.90,200.18,193.40,196.59,54002900,10616429913.24,0
1741613400000,2025-03-10,AMZN,195.60,196.73,190.85,194.54,62350900,12129743667.38,0
1741357800000,2025-03-07,AMZN,199.49,202.27,192.53,199.25,59802800,11915707900.00,0
1741271400000,2025-03-06,AMZN,204.40,205.77,198.30,200.70,49863800,10007664507.83,0
1741185000000,2025-03-05,AMZN,204.80,209.98,203.26,208.36,38610100,8044800459.57,0
1741098600000,2025-03-04,AMZN,200.11,206.80,197.43,203.80,60853100,12401861965.71,0
1741012200000,2025-03-03,AMZN,213.35,214.01,202.55,205.02,42948400,8805281151.50,0
1740753000000,2025-02-28,AMZN,208.65,212.62,206.99,212.28,51771700,10990096412.80,0
1740666600000,2025-02-27,AMZN,218.35,219.97,208.37,208.74,40548600,8464114986.74,0
1740580200000,2025-02-26,AMZN,214.94,218.16,213.09,214.35,39120600,8385500848.77,0
1740493800000,2025-02-25,AMZN,211.63,213.34,204.16,212.80,58958000,12546262579.93,0
1740407400000,2025-02-24,AMZN,217.45,217.72,212.42,212.71,42387600,9016266680.58,0
1740148200000,2025-02-21,AMZN,223.28,223.31,214.74,216.58,55323900,11982050363.30,0
1740061800000,2025-02-20,AMZN,224.78,225.13,221.81,222.88,30001700,6686779042.49,0
1739975400000,2025-02-19,AMZN,225.52,226.83,223.71,226.63,28566700,6474071360.49,0
1739889000000,2025-02-18,AMZN,228.82,229.30,223.72,226.65,42975100,9740306152.70,0
1739543400000,2025-02-14,AMZN,229.20,229.89,227.23,228.68,27031100,6181471750.02,0
1739457000000,2025-02-13,AMZN,228.85,230.42,227.52,230.37,31346500,7221293051.94,0
1739370600000,2025-02-12,AMZN,230.46,231.18,228.16,228.93,32285200,7391050599.54,0
1739284200000,2025-02-11,AMZN,231.92,233.44,230.13,232.76,23713700,5519600681.74,0
1739197800000,2025-02-10,AMZN,230.55,233.92,229.20,233.14,35419900,8257795464.38,0
1738938600000,2025-02-07,AMZN,232.50,234.81,228.06,229.15,77539300,17768130121.74,0
1738852200000,2025-02-06,AMZN,238.01,239.66,236.01,238.83,60897100,14544054504.51,0
1738765800000,2025-02-05,AMZN,237.02,238.32,235.20,236.17,38727300,9146226370.09,0
1738679400000,2025-02-04,AMZN,239.01,242.52,238.03,242.06,29713800,7192522355.46,0
1738593000000,2025-02-03,AMZN,234.06,239.25,232.90,237.42,37285900,8852418309.73,0
1738333800000,2025-01-31,AMZN,236.50,240.29,236.41,237.68,36110200,8582672071.52,0
1738247400000,2025-01-30,AMZN,237.14,237.95,232.22,234.64,32020700,7513337028.46,0
1738161000000,2025-01-29,AMZN,239.02,240.39,236.15,237.07,26091700,6185559510.10,0
1738074600000,2025-01-28,AMZN,234.29,241.77,233.98,238.15,41587200,9903991426.17,0
1737988200000,2025-01-27,AMZN,226.21,235.61,225.86,235.42,49428300,11636410295.49,0
1737729000000,2025-01-24,AMZN,234.50,236.40,232.93,234.85,25890700,6080431053.02,0
1737642600000,2025-01-23,AMZN,234.10,235.52,231.51,235.42,26404400,6216123799.65,0
1737556200000,2025-01-22,AMZN,232.02,235.44,231.19,235.01,41448200,9740741254.32,0
1737469800000,2025-01-21,AMZN,228.90,231.78,226.94,230.71,39951500,9217210833.23,0
1737124200000,2025-01-17,AMZN,225.84,226.51,223.08,225.94,42370100,9573100497.44,0
1737037800000,2025-01-16,AMZN,224.42,224.65,220.31,220.66,24757300,5462945908.66,0
1736951400000,2025-01-15,AMZN,222.83,223.57,220.75,223.35,31291300,6988912045.99,0
1736865000000,2025-01-14,AMZN,220.44,221.82,216.20,217.76,24711700,5381219656.25,0
1736778600000,2025-01-13,AMZN,218.06,219.40,216.47,218.46,27262700,5955809625.04,0
1736519400000,2025-01-10,AMZN,221.46,221.71,216.50,218.94,36811500,8059509899.87,0
1736346600000,2025-01-08,AMZN,223.19,223.52,220.20,222.13,25033300,5560647051.23,0
1736260200000,2025-01-07,AMZN,227.90,228.38,221.46,222.11,28084200,6237781679.14,0
1736173800000,2025-01-06,AMZN,226.78,228.84,224.84,227.61,31849800,7249332997.44,0
1735914600000,2025-01-03,AMZN,222.51,225.36,221.62,224.19,27515600,6168722431.18,0
1735828200000,2025-01-02,AMZN,222.03,225.15,218.19,220.22,33956600,7477922493.45,0
1735655400000,2024-12-31,AMZN,222.97,223.23,218.94,219.39,24819700,5445193967.85,0
1735569000000,2024-12-30,AMZN,220.06,223.00,218.43,221.30,28321200,6267481646.43,0
1735309800000,2024-12-27,AMZN,225.60,226.03,220.90,223.75,27367100,6123388625.00,0
1735223400000,2024-12-26,AMZN,228.50,228.50,226.67,227.05,16146700,3666108284.28,0
1735050600000,2024-12-24,AMZN,226.94,229.14,226.13,229.05,15007500,3437467920.80,0
1734964200000,2024-12-23,AMZN,225.01,226.88,223.90,225.06,28070000,6317434131.47,0
1734705000000,2024-12-20,AMZN,219.84,226.21,218.73,224.92,88279200,19855757502.36,0
1734618600000,2024-12-19,AMZN,224.91,226.09,222.92,223.29,39918700,8913446254.99,0
1734532200000,2024-12-18,AMZN,230.77,231.40,220.11,220.52,43281400,9544414512.92,0
1734445800000,2024-12-17,AMZN,232.39,232.73,227.85,231.15,35948100,8309403095.59,0
1734359400000,2024-12-16,AMZN,230.23,233.00,228.01,232.93,37552100,8747010377.96,0
1734100200000,2024-12-13,AMZN,228.40,230.20,225.86,227.46,28768100,6543592219.15,0
1734013800000,2024-12-12,AMZN,229.83,231.09,227.63,228.97,28204100,6457892811.43,0
1733927400000,2024-12-11,AMZN,226.41,231.20,226.26,230.26,35385800,8147934113.62,0
1733841000000,2024-12-10,AMZN,226.09,229.06,224.20,225.04,31199900,7021225286.53,0
1733754600000,2024-12-09,AMZN,227.21,230.08,225.67,226.09,46819400,10585397974.54,0
1733495400000,2024-12-06,AMZN,220.75,227.15,220.60,227.03,44178100,10029753989.07,0
1733409000000,2024-12-05,AMZN,218.03,222.15,217.30,220.55,41140200,9073471235.55,0
1733322600000,2024-12-04,AMZN,215.96,220.00,215.75,218.16,48745700,10634362090.51,0
1733236200000,2024-12-03,AMZN,210.31,214.02,209.65,213.44,32214800,6875926990.65,0
1733149800000,2024-12-02,AMZN,209.96,212.99,209.51,210.71,39523200,8327933737.35,0
1732890600000,2024-11-29,AMZN,205.83,208.20,204.59,207.89,24892400,5174881020.81,0
1732717800000,2024-11-27,AMZN,206.98,207.64,205.05,205.74,28061600,5773393738.15,0
1732631400000,2024-11-26,AMZN,201.90,208.00,201.79,207.86,41673700,8662295307.44,0
1732545000000,2024-11-25,AMZN,199.28,201.95,199.00,201.45,40685700,8196134140.84,0
1732285800000,2024-11-22,AMZN,198.25,199.26,196.75,197.12,31530800,6215351142.04,0
1732199400000,2024-11-21,AMZN,203.49,203.49,195.75,198.38,58800000,11664744287.11,0
1732113000000,2024-11-20,AMZN,202.98,203.13,199.45,202.88,32769000,6648174880.00,0
1732026600000,2024-11-19,AMZN,199.33,205.30,198.78,204.61,31197900,6383402338.04,0
1731940200000,2024-11-18,AMZN,204.15,204.67,200.95,201.70,36409900,7343876718.89,0
1731681000000,2024-11-15,AMZN,206.76,207.34,199.61,202.61,86591100,17544222823.85,0
1731594600000,2024-11-14,AMZN,214.16,215.90,210.88,211.48,42620300,9013340861.91,0
1731508200000,2024-11-13,AMZN,209.40,215.09,209.14,214.10,46212900,9894182172.06,0
1731421800000,2024-11-12,AMZN,208.37,209.54,206.01,208.91,38942900,8135561381.61,0
1731335400000,2024-11-11,AMZN,208.50,209.65,205.59,206.84,35456000,7333718910.16,0
1731076200000,2024-11-08,AMZN,209.72,209.96,207.44,208.18,36075800,7510259779.77,0
1730989800000,2024-11-07,AMZN,207.44,212.25,207.19,210.05,52878400,11107108081.37,0
1730903400000,2024-11-06,AMZN,200.01,207.55,199.14,207.09,72292200,14970991433.26,0
1730817000000,2024-11-05,AMZN,196.04,199.82,195.99,199.50,30564800,6097677600.00,0
1730730600000,2024-11-04,AMZN,196.45,197.33,194.31,195.78,38492100,7535983291.01,0
1730467800000,2024-11-01,AMZN,199.00,200.50,197.02,197.93,99687800,19731205523.86,0
1730381400000,2024-10-31,AMZN,190.51,190.60,185.23,186.40,75146800,14007363061.34,0
1730295000000,2024-10-30,AMZN,194.70,195.61,192.42,192.73,37707600,7267385586.90,0
1730208600000,2024-10-29,AMZN,188.58,191.46,187.82,190.83,35690200,6810760931.35,0
1730122200000,2024-10-28,AMZN,189.57,190.21,188.21,188.39,27930800,5261883394.95,0
1729863000000,2024-10-25,AMZN,187.85,190.45,187.53,187.83,29362100,5515083296.76,0
1729776600000,2024-10-24,AMZN,185.25,187.11,183.86,186.38,21647400,4034642517.70,0
1729690200000,2024-10-23,AMZN,188.85,189.16,183.69,184.71,31937100,5899101955.42,0
1729603800000,2024-10-22,AMZN,188.35,191.52,186.98,189.70,29650600,5624718729.51,0
1729517400000,2024-10-21,AMZN,188.05,189.46,186.40,189.07,24639400,4658571538.46,0
1729258200000,2024-10-18,AMZN,187.15,190.74,186.28,188.99,37417700,7071571328.54,0
1729171800000,2024-10-17,AMZN,188.22,188.94,186.00,187.53,25039400,4695638651.43,0
1729085400000,2024-10-16,AMZN,187.05,187.78,185.61,186.89,23456800,4383841337.68,0
1728999000000,2024-10-15,AMZN,187.63,188.41,184.58,187.69,32178900,6039657819.56,0
1728912600000,2024-10-14,AMZN,189.78,189.83,187.36,187.54,22614400,4241104424.17,0
1728653400000,2024-10-11,AMZN,186.63,189.93,186.30,188.82,25751600,4862417300.61,0
1728567000000,2024-10-10,AMZN,187.13,188.13,185.83,186.65,27785000,5186070080.41,0
1728480600000,2024-10-09,AMZN,182.82,185.85,182.05,185.17,26343100,4877951778.76,0
1728394200000,2024-10-08,AMZN,181.92,183.09,180.92,182.72,26372100,4818710144.19,0
1728307800000,2024-10-07,AMZN,182.95,183.60,180.25,180.80,42364200,7659447489.29,0
1728048600000,2024-10-04,AMZN,185.75,187.60,183.60,186.51,40890300,7626449628.38,0
1727962200000,2024-10-03,AMZN,183.05,183.44,180.88,181.96,30204300,5495974630.79,0
1727875800000,2024-10-02,AMZN,184.44,186.60,184.04,184.76,23704100,4379569385.79,0
1727789400000,2024-10-01,AMZN,184.90,186.19,183.45,185.13,36044900,6672992513.00,0
1727703000000,2024-09-30,AMZN,187.14,188.49,184.65,186.33,41583900,7748328163.14,0
1727443800000,2024-09-27,AMZN,190.68,190.90,187.34,187.97,36002300,6767352374.95,0
1727357400000,2024-09-26,AMZN,194.31,194.53,189.54,191.16,36334900,6945779617.06,0
1727271000000,2024-09-25,AMZN,193.75,193.95,192.16,192.53,26391100,5081078450.78,0
1727184600000,2024-09-24,AMZN,194.27,195.37,190.13,193.96,43478900,8433167735.91,0
1727098200000,2024-09-23,AMZN,191.64,194.45,190.57,193.88,36993100,7172222408.63,0
1726839000000,2024-09-20,AMZN,190.23,191.84,187.41,191.60,100378600,19232540372.66,0
1726752600000,2024-09-19,AMZN,190.04,190.99,188.47,189.87,39543200,7508067190.92,0
1726666200000,2024-09-18,AMZN,186.45,188.80,185.06,186.43,34448100,6422159030.69,0
1726579800000,2024-09-17,AMZN,186.85,189.45,186.14,186.88,26091700,4876017023.40,0
1726493400000,2024-09-16,AMZN,185.29,185.81,183.36,184.89,26065500,4819250279.09,0
1726234200000,2024-09-13,AMZN,187.00,188.50,185.91,186.49,26495400,4941127291.54,0
1726147800000,2024-09-12,AMZN,184.80,187.41,183.54,187.00,33544200,6272765400.00,0
1726061400000,2024-09-11,AMZN,180.10,184.99,175.73,184.52,42564700,7854038625.86,0
1725975000000,2024-09-10,AMZN,177.49,180.50,176.79,179.55,36233800,6505778900.58,0
1725888600000,2024-09-09,AMZN,174.53,175.85,173.51,175.40,29037400,5093159782.77,0
1725629400000,2024-09-06,AMZN,177.24,178.38,171.16,171.39,41466500,7106943409.69,0
1725543000000,2024-09-05,AMZN,175.00,179.88,175.00,177.89,40170500,7145930220.48,0
1725456600000,2024-09-04,AMZN,174.48,175.98,172.54,173.33,30309200,5253493691.50,0
1725370200000,2024-09-03,AMZN,177.55,178.26,175.26,176.25,37817500,6665334375.00,0
1725024600000,2024-08-30,AMZN,172.78,178.90,172.60,178.50,43429400,7752147900.00,0
1724938200000,2024-08-29,AMZN,173.22,174.29,170.81,172.12,26407800,4545310407.06,0
1724851800000,2024-08-28,AMZN,173.69,173.69,168.92,170.80,29045000,4960886088.64,0
1724765400000,2024-08-27,AMZN,174.15,174.89,172.25,173.12,29842000,5166246894.29,0
1724679000000,2024-08-26,AMZN,176.70,177.47,174.30,175.50,22366200,3925268100.00,0
1724419800000,2024-08-23,AMZN,177.34,178.97,175.24,177.04,29150100,5160733508.29,0
1724333400000,2024-08-22,AMZN,181.38,181.47,175.68,176.13,32047500,5644526331.48,0
1724247000000,2024-08-21,AMZN,179.92,182.39,178.89,180.11,35599100,6411753922.73,0
1724160600000,2024-08-20,AMZN,177.92,179.01,177.43,178.88,26255200,4696530304.20,0
1724074200000,2024-08-19,AMZN,177.64,178.30,176.16,178.22,31129800,5547952994.00,0
1723815000000,2024-08-16,AMZN,177.04,178.34,176.26,177.06,31489200,5575477675.12,0
1723728600000,2024-08-15,AMZN,174.86,177.91,173.99,177.59,51698500,9181136425.67,0
1723642200000,2024-08-14,AMZN,172.11,172.28,168.86,170.10,28843800,4906330556.05,0
1723555800000,2024-08-13,AMZN,167.81,171.04,167.10,170.23,39237900,6679467549.36,0
1723469400000,2024-08-12,AMZN,168.14,168.55,166.11,166.80,30072800,5016143131.77,0
1723210200000,2024-08-09,AMZN,166.40,168.55,165.85,166.94,36401000,6076783028.87,0
1723123800000,2024-08-08,AMZN,165.17,166.69,162.55,165.80,44616200,7397366096.16,0
1723037400000,2024-08-07,AMZN,166.55,167.58,161.43,162.77,48408200,7879402920.82,0
1722951000000,2024-08-06,AMZN,161.71,165.08,158.54,161.93,59950800,9707832604.91,0
1722864600000,2024-08-05,AMZN,154.21,162.96,151.61,161.02,83149400,13388716743.25,0
1722605400000,2024-08-02,AMZN,166.75,168.77,160.55,167.90,141448400,23749185496.67,0
