https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume AMZN,Volume USDT,tradecount
1770129000000,2026-02-03,AMZN,244.98,246.35,235.45,238.62,53831300,12845224543.15,0
1770042600000,2026-02-02,AMZN,238.31,245.63,238.17,242.96,37546100,9122200708.08,0
1769783400000,2026-01-30,AMZN,239.89,243.32,237.64,239.30,46585000,11147790642.17,0
1769697000000,2026-01-29,AMZN,242.82,243.00,236.74,241.73,47229600,11416811006.21,0
1769610600000,2026-01-28,AMZN,246.37,247.78,241.53,243.01,40882700,9934904702.42,0
1769524200000,2026-01-27,AMZN,239.69,244.88,238.08,244.68,38029200,9304984377.47,0
1769437800000,2026-01-26,AMZN,239.98,240.95,237.54,238.42,32825500,7826255649.89,0
1769178600000,2026-01-23,AMZN,234.96,240.45,234.57,239.16,33778500,8078466183.70,0
1769092200000,2026-01-22,AMZN,234.05,235.72,230.90,234.34,31913300,7478562605.13,0
1769005800000,2026-01-21,AMZN,231.09,232.30,226.88,231.31,47276100,10935434575.58,0
1768919400000,2026-01-20,AMZN,233.76,235.09,229.34,231.00,47737900,11027454900.00,0
1768573800000,2026-01-16,AMZN,239.09,239.57,236.41,239.12,45888300,10972810071.94,0
1768487400000,2026-01-15,AMZN,239.31,240.65,236.63,238.18,43003600,10242597133.03,0
1768401000000,2026-01-14,AMZN,241.15,241.28,236.22,236.65,41410600,9799818237.25,0
1768314600000,2026-01-13,AMZN,246.53,247.66,240.25,242.60,38371800,9308998914.20,0
1768228200000,2026-01-12,AMZN,246.73,248.94,245.96,246.47,35867800,8840336709.78,0
1767969000000,2026-01-09,AMZN,244.57,247.86,242.24,247.38,34560000,8549452968.75,0
1767882600000,2026-01-08,AMZN,243.06,246.41,241.88,246.29,39509800,9730868376.74,0
1767796200000,2026-01-07,AMZN,239.61,245.29,239.52,241.56,42236500,10202648836.88,0
1767709800000,2026-01-06,AMZN,232.10,243.18,232.07,240.93,53764700,12953528777.22,0
1767623400000,2026-01-05,AMZN,228.84,234.00,227.18,233.06,49733300,11590842776.58,0
1767364200000,2026-01-02,AMZN,231.34,235.46,224.70,226.50,51456200,11654829300.00,0
1767191400000,2025-12-31,AMZN,232.91,232.99,230.12,230.82,24383700,5628245812.59,0
1767105000000,2025-12-30,AMZN,231.21,232.77,230.20,232.53,21910500,5094848538.25,0
1767018600000,2025-12-29,AMZN,231.94,232.60,230.77,232.07,19797900,4594498798.00,0
1766759400000,2025-12-26,AMZN,232.04,232.99,231.18,232.52,15994700,3719087712.34,0
1766586600000,2025-12-24,AMZN,232.13,232.95,231.33,232.38,11420500,2653895845.76,0
1766500200000,2025-12-23,AMZN,229.06,232.45,228.73,232.14,29230200,6785498610.16,0
1766413800000,2025-12-22,AMZN,228.61,229.48,226.71,228.43,32261300,7369448522.71,0
1766154600000,2025-12-19,AMZN,226.76,229.13,225.58,227.35,85544400,19448519862.12,0
1766068200000,2025-12-18,AMZN,225.71,229.23,224.41,226.76,50272400,11399769147.85,0
1765981800000,2025-12-17,AMZN,224.66,225.19,220.99,221.27,44034400,9743491876.14,0
1765895400000,2025-12-16,AMZN,223.04,223.66,221.13,222.56,39298900,8746363088.06,0
1765809000000,2025-12-15,AMZN,227.93,227.93,221.50,222.54,47286100,10523048376.53,0
1765549800000,2025-12-12,AMZN,229.87,230.08,225.12,226.19,35639100,8061208116.01,0
1765463400000,2025-12-11,AMZN,230.71,232.11,228.69,230.28,28249600,6505317853.52,0
1765377000000,2025-12-10,AMZN,228.81,232.42,228.46,231.78,38790700,8990908398.65,0
1765290600000,2025-12-09,AMZN,226.84,228.57,225.11,227.92,25841700,5889840216.68,0
1765204200000,2025-12-08,AMZN,229.59,230.83,226.27,226.89,35019200,7945506266.63,0
1764945000000,2025-12-05,AMZN,230.32,231.24,228.55,229.53,33117400,7601436781.57,0
1764858600000,2025-12-04,AMZN,232.77,233.50,226.80,229.11,45683200,10466477979.88,0
1764772200000,2025-12-03,AMZN,233.35,233.38,230.61,232.38,35495100,8248351511.32,0
1764685800000,2025-12-02,AMZN,235.01,238.97,233.55,234.42,45785400,10733013384.16,0
1764599400000,2025-12-01,AMZN,233.22,235.80,232.25,233.88,42904000,10034387729.49,0
1764340200000,2025-11-28,AMZN,231.24,233.29,230.22,233.22,20292300,4732570230.77,0
1764167400000,2025-11-26,AMZN,230.74,231.75,228.77,229.16,38497900,8822178904.98,0
1764081000000,2025-11-25,AMZN,226.38,230.52,223.80,229.67,39379300,9044243758.89,0
1763994600000,2025-11-24,AMZN,222.56,227.33,222.27,226.28,54318400,12291167485.69,0
1763735400000,2025-11-21,AMZN,216.35,222.21,215.18,220.69,68490500,15115168612.21,0
1763649000000,2025-11-20,AMZN,227.05,227.41,216.74,217.14,50309000,10924096229.29,0
1763562600000,2025-11-19,AMZN,223.74,223.74,218.52,222.69,58335600,12990754906.42,0
1763476200000,2025-11-18,AMZN,228.10,230.20,222.42,222.55,60608400,13488399604.96,0
1763389800000,2025-11-17,AMZN,233.25,234.60,229.19,232.87,59919000,13953337237.43,0
1763130600000,2025-11-14,AMZN,235.06,238.73,232.89,234.69,38956700,9142748018.11,0
1763044200000,2025-11-13,AMZN,243.05,243.75,236.50,237.58,41401700,9836215961.81,0
1762957800000,2025-11-12,AMZN,250.24,250.37,243.75,244.20,31190100,7616622324.82,0
1762871400000,2025-11-11,AMZN,248.41,249.75,247.23,249.10,23564100,5869817453.82,0
1762785000000,2025-11-10,AMZN,248.34,251.75,245.59,248.40,36476500,9060762377.37,0
1762525800000,2025-11-07,AMZN,242.90,244.90,238.49,244.41,46374300,11334342832.83,0
1762439400000,2025-11-06,AMZN,249.16,250.38,242.17,243.04,46004200,11180860459.13,0
1762353000000,2025-11-05,AMZN,249.03,251.00,246.16,250.20,40610700,10160797016.07,0
1762266600000,2025-11-04,AMZN,250.38,257.01,248.66,249.32,51546300,12851523893.54,0
1762180200000,2025-11-03,AMZN,255.36,258.60,252.90,254.00,95997800,24383441200.00,0
1761917400000,2025-10-31,AMZN,250.10,250.50,243.98,244.22,166340800,40623750379.05,0
1761831000000,2025-10-30,AMZN,227.06,228.44,222.75,222.86,102252900,22788081356.41,0
1761744600000,2025-10-29,AMZN,231.67,232.82,227.76,230.30,52036200,11983937018.80,0
1761658200000,2025-10-28,AMZN,228.22,231.49,226.21,229.25,47100000,10797675000.00,0
1761571800000,2025-10-27,AMZN,227.66,228.40,225.54,226.97,38267000,8685461036.71,0
1761312600000,2025-10-24,AMZN,221.97,225.40,221.90,224.21,38685100,8673586530.73,0
1761226200000,2025-10-23,AMZN,219.00,221.30,218.18,221.09,31540000,6973178484.50,0
1761139800000,2025-10-22,AMZN,219.30,220.01,216.52,217.95,44308500,9657037439.78,0
1761053400000,2025-10-21,AMZN,218.43,223.32,217.99,222.03,50494600,11211315976.36,0
1760967000000,2025-10-20,AMZN,213.88,216.69,213.59,216.48,38882800,8417348377.87,0
1760707800000,2025-10-17,AMZN,214.56,214.80,211.03,213.04,45986900,9797048867.25,0
1760621400000,2025-10-16,AMZN,215.67,218.59,212.81,214.47,42414600,9096659313.78,0
1760535000000,2025-10-15,AMZN,216.62,217.71,212.66,215.57,45909500,9896711251.25,0
1760448600000,2025-10-14,AMZN,215.56,219.32,212.60,216.39,45665600,9881579156.13,0
1760362200000,2025-10-13,AMZN,217.70,220.68,217.04,220.07,37809700,8320780955.93,0
1760103000000,2025-10-10,AMZN,226.21,228.25,216.00,216.37,72367500,15658155621.64,0
1760016600000,2025-10-09,AMZN,225.00,228.21,221.75,227.74,46412100,10569891908.95,0
1759930200000,2025-10-08,AMZN,222.92,226.73,221.19,225.22,46686000,10514620976.99,0
