https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume GOOGL,Volume USDT,tradecount
1763389800000,2025-11-17,GOOGL,285.78,293.95,283.57,285.02,52670200,15012059825.35,0
1763130600000,2025-11-14,GOOGL,271.41,278.56,270.70,276.41,31647200,8747602667.90,0
1763044200000,2025-11-13,GOOGL,282.34,282.84,277.24,278.57,29494000,8216143796.02,0
1762957800000,2025-11-12,GOOGL,291.68,292.01,283.69,286.71,24829900,7118980416.83,0
1762871400000,2025-11-11,GOOGL,287.75,291.92,287.32,291.31,19842100,5780202102.56,0
1762785000000,2025-11-10,GOOGL,284.42,290.80,282.86,290.10,29557300,8574572910.40,0
1762525800000,2025-11-07,GOOGL,283.21,283.78,275.19,278.83,34479600,9613946405.02,0
1762439400000,2025-11-06,GOOGL,285.33,288.35,281.14,284.75,37173600,10585182600.00,0
1762353000000,2025-11-05,GOOGL,278.87,286.42,277.34,284.31,31010300,8816538317.29,0
1762266600000,2025-11-04,GOOGL,276.75,281.27,276.26,277.54,30078400,8347959393.02,0
1762180200000,2025-11-03,GOOGL,282.18,285.53,279.80,283.72,29786000,8450883956.36,0
1761917400000,2025-10-31,GOOGL,283.21,286.00,277.03,281.19,39267900,11041740896.87,0
1761831000000,2025-10-30,GOOGL,291.59,291.59,280.06,281.48,74876000,21076097302.61,0
1761744600000,2025-10-29,GOOGL,267.75,275.34,267.67,274.57,43580300,11965843290.19,0
1761658200000,2025-10-28,GOOGL,269.69,270.73,266.50,267.47,29738600,7954183378.30,0
1761571800000,2025-10-27,GOOGL,264.82,270.14,264.28,269.27,35235200,9487781916.89,0
1761312600000,2025-10-24,GOOGL,256.58,261.68,255.32,259.92,28655100,7448033976.77,0
1761226200000,2025-10-23,GOOGL,252.98,255.04,251.85,253.08,19901400,5036646348.44,0
1761139800000,2025-10-22,GOOGL,254.37,256.36,249.29,251.69,35029400,8816549771.52,0
1761053400000,2025-10-21,GOOGL,254.74,254.88,244.15,250.46,47312100,11849788883.65,0
1760967000000,2025-10-20,GOOGL,254.69,257.33,254.23,256.55,22350200,5733943537.17,0
1760707800000,2025-10-17,GOOGL,250.76,254.22,247.81,253.30,29671600,7515816370.55,0
1760621400000,2025-10-16,GOOGL,251.77,256.96,250.10,251.46,27997200,7040176099.97,0
1760535000000,2025-10-15,GOOGL,247.25,252.11,245.99,251.03,27007700,6779742898.03,0
1760448600000,2025-10-14,GOOGL,241.23,247.12,240.51,245.45,22111600,5427292152.52,0
1760362200000,2025-10-13,GOOGL,240.21,244.50,239.71,244.15,24995000,6102529097.44,0
1760103000000,2025-10-10,GOOGL,241.43,244.09,235.84,236.57,33180300,7849463814.02,0
1760016600000,2025-10-09,GOOGL,244.47,244.76,239.15,241.53,27892100,6736778878.95,0
1759930200000,2025-10-08,GOOGL,244.96,246.01,243.82,244.62,21307100,5212142697.96,0
1759843800000,2025-10-07,GOOGL,248.27,250.44,245.52,245.76,23181300,5697036160.66,0
1759757400000,2025-10-06,GOOGL,244.78,251.32,244.58,250.43,28894700,7236099509.37,0
1759498200000,2025-10-03,GOOGL,244.49,246.30,241.66,245.35,30249600,7421739544.63,0
1759411800000,2025-10-02,GOOGL,245.15,246.81,242.30,245.69,25483300,6260992039.22,0
1759325400000,2025-10-01,GOOGL,240.75,246.30,238.61,244.90,31658200,7753092986.77,0
1759239000000,2025-09-30,GOOGL,242.81,243.29,239.25,243.10,34724300,8441477541.94,0
1759152600000,2025-09-29,GOOGL,247.85,251.15,242.77,244.05,32505800,7933040589.20,0
1758893400000,2025-09-26,GOOGL,247.07,249.42,245.97,246.54,18503200,4561778803.77,0
1758807000000,2025-09-25,GOOGL,244.40,246.49,240.74,245.79,31020400,7624503907.73,0
1758720600000,2025-09-24,GOOGL,251.66,252.35,246.44,247.14,28201000,6969595122.79,0
1758634200000,2025-09-23,GOOGL,253.04,254.36,250.48,251.66,26628000,6701202577.51,0
1758547800000,2025-09-22,GOOGL,254.43,255.78,250.30,252.53,32290500,8154319925.58,0
1758288600000,2025-09-19,GOOGL,253.25,256.00,251.81,254.72,55571400,14155147075.84,0
1758202200000,2025-09-18,GOOGL,251.68,253.99,249.80,252.03,31239500,7873291146.87,0
1758115800000,2025-09-17,GOOGL,251.22,251.60,246.28,249.53,34108000,8510969198.36,0
1758029400000,2025-09-16,GOOGL,252.08,253.04,249.47,251.16,34109700,8566992376.91,0
1757943000000,2025-09-15,GOOGL,244.66,252.41,244.66,251.61,58383800,14689947953.63,0
1757683800000,2025-09-12,GOOGL,240.37,242.08,238.00,240.80,26771600,6446601361.70,0
1757597400000,2025-09-11,GOOGL,239.88,242.25,236.25,240.37,30599300,7355153591.59,0
1757511000000,2025-09-10,GOOGL,238.90,241.66,237.85,239.17,35141100,8404696822.65,0
1757424600000,2025-09-09,GOOGL,234.17,240.47,233.23,239.63,38061000,9120557615.84,0
1757338200000,2025-09-08,GOOGL,235.47,238.13,233.67,234.04,32474700,7600378569.97,0
1757079000000,2025-09-05,GOOGL,232.20,235.76,231.90,235.00,46588900,10948391500.00,0
1756992600000,2025-09-04,GOOGL,229.65,232.37,226.11,232.30,51684200,12006239817.73,0
1756906200000,2025-09-03,GOOGL,226.21,231.31,224.79,230.66,103336100,23835505204.43,0
1756819800000,2025-09-02,GOOGL,208.44,211.68,206.20,211.35,47523000,10043986340.06,0
1756474200000,2025-08-29,GOOGL,210.51,214.65,210.20,212.91,39728400,8458573789.49,0
1756387800000,2025-08-28,GOOGL,207.25,212.22,206.90,211.64,32339300,6844289432.26,0
1756301400000,2025-08-27,GOOGL,205.70,208.91,205.65,207.48,23022900,4776791193.64,0
1756215000000,2025-08-26,GOOGL,207.51,207.85,205.70,207.14,28464100,5896053656.63,0
1756128600000,2025-08-25,GOOGL,206.43,210.52,205.28,208.49,29928900,6239876525.40,0
1755869400000,2025-08-22,GOOGL,202.73,208.54,201.30,206.09,42827000,8826216273.16,0
1755783000000,2025-08-21,GOOGL,199.75,202.48,199.43,199.75,19774600,3949976350.00,0
1755696600000,2025-08-20,GOOGL,200.73,201.28,196.60,199.32,28955500,5771410472.08,0
1755610200000,2025-08-19,GOOGL,203.03,203.44,199.96,201.57,24240200,4886097291.54,0
1755523800000,2025-08-18,GOOGL,204.20,205.27,202.49,203.50,18526600,3770163100.00,0
1755264600000,2025-08-15,GOOGL,203.85,206.44,201.28,203.90,34931400,7122512246.80,0
1755178200000,2025-08-14,GOOGL,201.50,204.44,201.23,202.94,25230400,5120257437.60,0
1755091800000,2025-08-13,GOOGL,204.13,204.53,197.51,201.96,28342900,5724132274.29,0
1755005400000,2025-08-12,GOOGL,201.37,204.50,200.59,203.34,30397900,6181108874.68,0
1754919000000,2025-08-11,GOOGL,200.94,201.48,199.07,201.00,25832400,5192312400.00,0
1754659800000,2025-08-08,GOOGL,197.22,202.61,197.17,201.42,39161800,7887969684.29,0
1754573400000,2025-08-07,GOOGL,197.06,197.54,194.33,196.52,26321800,5172760248.46,0
1754487000000,2025-08-06,GOOGL,194.50,196.63,193.67,196.09,21562900,4228268982.03,0
1754400600000,2025-08-05,GOOGL,194.71,197.86,193.89,194.67,31602300,6152019683.13,0
1754314200000,2025-08-04,GOOGL,190.29,195.27,190.12,195.04,31547400,6153004684.19,0
1754055000000,2025-08-01,GOOGL,189.03,190.83,187.82,189.13,34832200,6587814156.08,0
1753968600000,2025-07-31,GOOGL,195.71,195.99,191.09,191.90,51329200,9850073166.71,0
1753882200000,2025-07-30,GOOGL,195.60,197.60,194.69,196.53,32445400,6376494422.39,0
1753795800000,2025-07-29,GOOGL,192.43,195.92,192.08,195.75,41389200,8101935900.00,0
1753709400000,2025-07-28,GOOGL,193.65,194.05,190.84,192.58,38139500,7344904979.84,0
1753450200000,2025-07-25,GOOGL,191.98,194.33,191.26,193.18,39785900,7685839870.60,0
1753363800000,2025-07-24,GOOGL,197.03,197.95,191.00,192.17,74881700,14390016151.89,0
1753277400000,2025-07-23,GOOGL,191.50,192.53,189.18,190.23,58681900,11163057586.28,0
1753191000000,2025-07-22,GOOGL,191.50,191.65,187.46,191.34,44660200,8545282504.45,0
1753104600000,2025-07-21,GOOGL,186.25,190.29,186.15,190.10,45803100,8707169589.56,0
1752845400000,2025-07-18,GOOGL,185.40,186.42,183.71,185.06,34014500,6294723286.96,0
1752759000000,2025-07-17,GOOGL,182.14,184.06,180.48,183.58,31992600,5873201566.58,0
1752672600000,2025-07-16,GOOGL,183.24,184.33,182.03,182.97,33104200,6057075514.41,0
1752586200000,2025-07-15,GOOGL,182.81,184.22,181.60,182.00,33448300,6087590600.00,0
1752499800000,2025-07-14,GOOGL,181.01,183.67,179.68,181.56,32536600,5907345016.56,0
1752240600000,2025-07-11,GOOGL,176.79,181.43,176.48,180.19,34282900,6177435834.70,0
1752154200000,2025-07-10,GOOGL,175.63,178.43,174.38,177.62,29252400,5195811145.17,0
1752067800000,2025-07-09,GOOGL,175.25,179.44,172.77,176.62,43025600,7599181261.91,0
1751981400000,2025-07-08,GOOGL,177.85,177.95,172.81,174.36,40442500,7051554324.68,0
1751895000000,2025-07-07,GOOGL,179.06,179.30,175.68,176.79,34175600,6041904094.55,0
1751549400000,2025-07-03,GOOGL,178.50,179.67,177.05,179.53,21689700,3893951814.52,0
1751463000000,2025-07-02,GOOGL,175.54,178.86,175.07,178.64,29128900,5203586678.22,0
1751376600000,2025-07-01,GOOGL,175.74,176.09,173.53,175.84,35904500,6313447148.51,0
1751290200000,2025-06-30,GOOGL,180.78,181.23,174.58,176.23,63378900,11169263276.22,0
1751031000000,2025-06-27,GOOGL,173.54,178.68,171.73,178.53,108140200,19306269773.99,0
1750944600000,2025-06-26,GOOGL,172.43,173.69,169.94,173.54,31796700,5517999104.52,0
1750858200000,2025-06-25,GOOGL,167.63,172.36,167.55,170.68,35479000,6055555460.14,0
1750771800000,2025-06-24,GOOGL,166.92,168.22,166.13,166.77,40524300,6758237684.14,0
1750685400000,2025-06-23,GOOGL,166.27,167.34,162.00,165.19,57671000,9526672630.80,0
1750426200000,2025-06-20,GOOGL,173.95,174.34,165.46,166.64,75659900,12607965689.82,0
1750253400000,2025-06-18,GOOGL,176.01,176.56,173.20,173.32,28707500,4975584110.26,0
1750167000000,2025-06-17,GOOGL,175.70,177.36,174.58,175.95,24973000,4393999273.79,0
1750080600000,2025-06-16,GOOGL,174.73,176.94,174.65,176.77,27389200,4841589001.02,0
1749821400000,2025-06-13,GOOGL,172.44,177.13,172.39,174.67,27663100,4831913626.35,0
1749735000000,2025-06-12,GOOGL,176.18,176.72,174.75,175.70,20941900,3679491766.09,0
1749648600000,2025-06-11,GOOGL,179.77,180.37,176.75,177.35,31646800,5612560173.16,0
1749562200000,2025-06-10,GOOGL,176.20,181.11,174.91,178.60,61766100,11031425836.99,0
1749475800000,2025-06-09,GOOGL,174.54,176.47,174.37,176.09,28935900,5095322525.03,0
1749216600000,2025-06-06,GOOGL,170.83,174.50,170.83,173.68,35731800,6205898762.29,0
1749130200000,2025-06-05,GOOGL,170.34,170.93,167.59,168.21,36379100,6119328655.24,0
1749043800000,2025-06-04,GOOGL,166.74,168.22,166.36,168.05,26900800,4520679522.09,0
1748957400000,2025-06-03,GOOGL,167.49,168.48,165.28,166.18,45084900,7492208351.79,0
1748871000000,2025-06-02,GOOGL,167.84,169.87,167.39,169.03,38612300,6526637021.87,0
1748611800000,2025-05-30,GOOGL,171.35,172.21,167.44,171.74,52639900,9040376715.16,0
1748525400000,2025-05-29,GOOGL,174.00,174.42,170.63,171.86,29317300,5038471195.89,0
1748439000000,2025-05-28,GOOGL,173.16,175.27,171.91,172.36,34784000,5995370261.23,0
1748352600000,2025-05-27,GOOGL,170.16,173.17,170.00,172.90,37995700,6569456298.09,0
1748007000000,2025-05-23,GOOGL,169.06,169.96,167.89,168.47,35211400,5932064600.98,0
1747920600000,2025-05-22,GOOGL,171.85,176.77,170.71,170.87,74864400,12792079662.45,0
1747834200000,2025-05-21,GOOGL,163.69,173.14,163.56,168.56,73416000,12375000780.76,0
1747747800000,2025-05-20,GOOGL,166.43,168.50,162.90,163.98,46607700,7642730446.87,0
1747661400000,2025-05-19,GOOGL,164.51,166.64,164.22,166.54,30426100,5067162489.72,0
1747402200000,2025-05-16,GOOGL,167.73,169.35,165.62,166.19,42846900,7120726415.61,0
1747315800000,2025-05-15,GOOGL,165.84,166.21,162.37,163.96,33146700,5434733154.54,0
1747229400000,2025-05-14,GOOGL,159.96,167.00,159.61,165.37,48755900,8062762944.93,0
1747143000000,2025-05-13,GOOGL,158.79,160.57,156.16,159.53,42382100,6761216361.26,0
1747056600000,2025-05-12,GOOGL,157.49,159.10,156.25,158.46,44138800,6994234544.34,0
1746797400000,2025-05-09,GOOGL,154.17,155.05,152.20,152.75,32435300,4954492075.00,0
1746711000000,2025-05-08,GOOGL,155.00,155.93,152.90,154.28,57498700,8870899365.81,0
1746624600000,2025-05-07,GOOGL,164.08,165.00,147.84,151.38,127490100,19299451960.51,0
1746538200000,2025-05-06,GOOGL,162.17,164.80,161.19,163.23,21277200,3473077265.09,0
1746451800000,2025-05-05,GOOGL,163.00,165.39,162.72,164.21,21341800,3504537121.29,0
1746192600000,2025-05-02,GOOGL,163.41,164.97,161.87,164.03,25715000,4218031418.61,0
1746106200000,2025-05-01,GOOGL,160.45,161.95,158.91,161.30,30203200,4871776252.17,0
1746019800000,2025-04-30,GOOGL,157.98,159.27,155.40,158.80,34981100,5554998786.75,0
1745933400000,2025-04-29,GOOGL,160.32,160.74,157.52,160.16,26809000,4293729538.18,0
1745847000000,2025-04-28,GOOGL,162.43,163.15,158.60,160.61,29745800,4777472956.16,0
1745587800000,2025-04-25,GOOGL,165.07,166.10,161.04,161.96,56034000,9075267016.20,0
1745501400000,2025-04-24,GOOGL,156.15,159.59,155.79,159.28,45894000,7309996263.98,0
1745415000000,2025-04-23,GOOGL,155.61,157.53,153.81,155.35,31128800,4835859270.00,0
1745328600000,2025-04-22,GOOGL,148.89,152.19,148.54,151.47,26971800,4085418578.92,0
1745242200000,2025-04-21,GOOGL,148.88,148.95,146.10,147.67,26049100,3846670549.30,0
1744896600000,2025-04-17,GOOGL,154.29,154.68,148.50,151.16,33046600,4995324177.02,0
1744810200000,2025-04-16,GOOGL,153.10,155.89,151.51,153.33,28187400,4321974093.61,0
1744723800000,2025-04-15,GOOGL,159.13,159.65,155.21,156.31,27551500,4306574897.74,0
1744637400000,2025-04-14,GOOGL,160.00,161.72,157.56,159.07,30333000,4825070532.17,0
1744378200000,2025-04-11,GOOGL,152.90,157.67,152.82,157.14,33636200,5285592447.47,0
1744291800000,2025-04-10,GOOGL,156.54,157.72,149.93,152.82,48022000,7338722391.72,0
1744205400000,2025-04-09,GOOGL,144.42,159.55,143.91,158.71,70406200,11174168474.70,0
1744119000000,2025-04-08,GOOGL,151.22,152.24,143.03,144.70,52200200,7553368780.70,0
1744032600000,2025-04-07,GOOGL,141.55,152.85,140.53,146.75,76794100,11269534175.00,0
1743773400000,2025-04-04,GOOGL,148.01,151.07,145.38,145.60,62259500,9064983580.00,0
1743687000000,2025-04-03,GOOGL,151.11,152.78,150.39,150.72,46883400,7066266105.23,0
1743600600000,2025-04-02,GOOGL,155.15,158.41,154.70,157.04,25041700,3932548399.87,0
1743514200000,2025-04-01,GOOGL,153.62,158.10,153.62,157.07,30672900,4817792627.66,0
1743427800000,2025-03-31,GOOGL,153.11,155.54,150.66,154.64,54603500,8443885206.67,0
1743168600000,2025-03-28,GOOGL,160.49,161.82,153.63,154.33,48669300,7511133158.12,0
1743082200000,2025-03-27,GOOGL,164.63,165.42,162.00,162.24,24508300,3976226726.63,0
1742995800000,2025-03-26,GOOGL,169.00,169.61,164.84,165.06,28901600,4770498025.44,0
1742909400000,2025-03-25,GOOGL,168.98,170.63,168.32,170.56,24174400,4123185604.98,0
1742823000000,2025-03-24,GOOGL,167.07,168.32,165.14,167.68,30879100,5177807261.83,0
1742563800000,2025-03-21,GOOGL,161.21,164.24,160.89,163.99,36625800,6006265143.19,0
1742477400000,2025-03-20,GOOGL,161.57,164.89,160.96,162.80,28138500,4580947885.87,0
1742391000000,2025-03-19,GOOGL,161.76,165.87,161.00,163.89,34275600,5617428063.08,0
1742304600000,2025-03-18,GOOGL,163.68,164.25,156.72,160.67,42074800,6760158038.96,0
1742218200000,2025-03-17,GOOGL,165.03,166.30,163.67,164.29,31184300,5123268437.63,0
1741959000000,2025-03-14,GOOGL,163.27,166.49,162.45,165.49,31995900,5295001666.76,0
1741872600000,2025-03-13,GOOGL,166.04,166.13,162.11,162.76,31756200,5168638937.56,0
1741786200000,2025-03-12,GOOGL,166.58,167.64,163.53,167.11,28372400,4741311781.32,0
1741699800000,2025-03-11,GOOGL,164.91,166.75,161.37,164.04,39587400,6493916830.22,0
1741613400000,2025-03-10,GOOGL,168.26,168.46,163.69,165.87,43604000,7232595267.09,0
1741357800000,2025-03-07,GOOGL,171.26,174.97,170.27,173.86,27385800,4761295204.71,0
1741271400000,2025-03-06,GOOGL,170.53,174.81,170.50,172.35,28302000,4877849872.74,0
1741185000000,2025-03-05,GOOGL,170.52,173.78,169.06,173.02,30954900,5355816930.25,0
1741098600000,2025-03-04,GOOGL,166.24,173.29,165.80,170.92,45388000,7757716876.89,0
1741012200000,2025-03-03,GOOGL,171.93,173.37,165.93,167.01,40770500,6809080981.04,0
1740753000000,2025-02-28,GOOGL,168.68,170.61,166.77,170.28,48130600,8195678509.25,0
1740666600000,2025-02-27,GOOGL,173.99,174.56,167.94,168.50,39991000,6738483500.00,0
1740580200000,2025-02-26,GOOGL,175.07,176.08,171.58,172.73,35431300,6120048297.62,0
1740493800000,2025-02-25,GOOGL,178.04,178.74,174.69,175.42,41913400,7352448551.25,0
1740407400000,2025-02-24,GOOGL,181.99,183.12,178.89,179.25,29854200,5351365350.00,0
1740148200000,2025-02-21,GOOGL,185.15,185.34,179.08,179.66,35199200,6323888400.90,0
1740061800000,2025-02-20,GOOGL,184.80,185.31,182.72,184.56,20441500,3772683190.09,0
1739975400000,2025-02-19,GOOGL,184.07,185.46,183.59,185.27,19549400,3621917421.52,0
1739889000000,2025-02-18,GOOGL,185.60,185.96,181.74,183.77,29916700,5497792086.82,0
1739543400000,2025-02-14,GOOGL,185.06,186.40,184.32,185.23,20448400,3787657044.64,0
1739457000000,2025-02-13,GOOGL,184.32,186.28,183.14,186.14,21402500,3983861336.94,0
1739370600000,2025-02-12,GOOGL,183.22,185.11,181.83,183.61,22072600,4052750099.47,0
1739284200000,2025-02-11,GOOGL,185.03,186.94,184.28,185.32,21239500,3936104295.56,0
1739197800000,2025-02-10,GOOGL,187.35,188.20,185.86,186.47,23105600,4308501260.21,0
1738938600000,2025-02-07,GOOGL,191.05,191.18,183.24,185.34,49315000,9140041919.40,0
1738852200000,2025-02-06,GOOGL,189.50,192.10,188.72,191.60,29297400,5613382018.82,0
1738765800000,2025-02-05,GOOGL,191.07,192.75,188.03,191.33,70373900,13464638415.86,0
1738679400000,2025-02-04,GOOGL,203.39,207.05,202.81,206.38,43856400,9051084046.14,0
1738593000000,2025-02-03,GOOGL,200.69,203.75,200.10,201.23,27838300,5601900990.06,0
1738333800000,2025-01-31,GOOGL,202.00,205.48,201.80,204.02,32001100,6528864558.72,0
1738247400000,2025-01-30,GOOGL,198.00,201.40,197.67,200.87,24354700,4892128470.08,0
1738161000000,2025-01-29,GOOGL,195.56,196.79,193.43,195.41,18218300,3560038069.72,0
1738074600000,2025-01-28,GOOGL,192.75,195.48,190.68,195.30,24157900,4718037943.72,0
1737988200000,2025-01-27,GOOGL,192.41,196.88,190.73,191.81,41728900,8004020207.12,0
1737729000000,2025-01-24,GOOGL,198.10,200.90,198.00,200.21,23877500,4780514435.31,0
1737642600000,2025-01-23,GOOGL,198.14,200.30,195.20,197.98,26951400,5335838056.85,0
1737556200000,2025-01-22,GOOGL,199.06,200.48,197.53,198.37,26200600,5197412894.07,0
1737469800000,2025-01-21,GOOGL,199.07,202.29,197.87,198.05,29971300,5935816056.47,0
1737124200000,2025-01-17,GOOGL,196.53,197.23,193.75,196.00,27735100,5436079600.00,0
1737037800000,2025-01-16,GOOGL,194.14,195.48,192.81,192.91,17815400,3436768879.24,0
1736951400000,2025-01-15,GOOGL,193.09,196.36,191.86,195.55,21776000,4258296866.46,0
1736865000000,2025-01-14,GOOGL,191.24,191.98,188.31,189.66,17174900,3257391596.90,0
1736778600000,2025-01-13,GOOGL,190.07,191.18,187.36,191.01,21823700,4168544817.12,0
1736519400000,2025-01-10,GOOGL,194.30,196.52,190.31,192.04,26665200,5120784828.97,0
1736346600000,2025-01-08,GOOGL,192.57,196.29,192.38,193.95,24864800,4822527884.12,0
1736260200000,2025-01-07,GOOGL,197.11,201.00,194.60,195.49,26487200,5177982873.50,0
1736173800000,2025-01-06,GOOGL,193.98,198.22,193.85,196.87,29563600,5820185787.65,0
1735914600000,2025-01-03,GOOGL,191.37,193.21,189.98,191.79,18596200,3566565073.15,0
1735828200000,2025-01-02,GOOGL,190.65,192.00,187.50,189.43,20370800,3858840494.80,0
1735655400000,2024-12-31,GOOGL,191.08,191.96,188.51,189.30,17466900,3306484223.30,0
1735569000000,2024-12-30,GOOGL,189.80,192.55,189.12,191.24,14264700,2727981306.36,0
1735309800000,2024-12-27,GOOGL,194.95,195.32,190.65,192.76,18891400,3641506160.23,0
1735223400000,2024-12-26,GOOGL,195.15,196.75,194.38,195.60,12046600,2356315033.53,0
1735050600000,2024-12-24,GOOGL,194.84,196.11,193.78,196.11,10403300,2040191169.35,0
1734964200000,2024-12-23,GOOGL,192.62,195.10,190.15,194.63,25675000,4997125375.37,0
1734705000000,2024-12-20,GOOGL,185.78,192.89,185.22,191.41,63462900,12147433921.41,0
1734618600000,2024-12-19,GOOGL,191.63,193.03,188.38,188.51,32265200,6082312674.76,0
1734532200000,2024-12-18,GOOGL,195.22,197.00,187.74,188.40,34166100,6436893031.47,0
1734445800000,2024-12-17,GOOGL,197.25,201.42,194.98,195.42,43504000,8501551600.34,0
1734359400000,2024-12-16,GOOGL,192.87,199.00,192.62,196.66,44934900,8836897598.56,0
1734100200000,2024-12-13,GOOGL,191.01,192.73,189.64,189.82,25143500,4772739354.16,0
1734013800000,2024-12-12,GOOGL,195.00,195.18,191.71,191.96,34817500,6683567533.76,0
1733927400000,2024-12-11,GOOGL,185.31,195.61,184.85,195.40,67894100,13266506725.61,0
1733841000000,2024-12-10,GOOGL,182.85,186.36,181.05,185.17,54813000,10149723109.63,0
1733754600000,2024-12-09,GOOGL,173.96,176.26,173.65,175.37,25389600,4452574028.03,0
1733495400000,2024-12-06,GOOGL,172.03,175.08,171.86,174.71,21462400,3749696048.10,0
1733409000000,2024-12-05,GOOGL,175.36,176.06,172.33,172.64,21356200,3686934354.97,0
1733322600000,2024-12-04,GOOGL,171.15,174.91,171.06,174.37,31615100,5512724832.63,0
1733236200000,2024-12-03,GOOGL,171.49,172.68,170.85,171.34,22248700,3812092176.52,0
1733149800000,2024-12-02,GOOGL,168.77,172.08,168.57,171.49,23789100,4079592889.68,0
1732890600000,2024-11-29,GOOGL,168.50,169.43,167.16,168.95,14257200,2408753896.49,0
1732717800000,2024-11-27,GOOGL,169.00,169.48,168.02,169.23,19266500,3260469712.68,0
1732631400000,2024-11-26,GOOGL,167.63,169.82,167.58,169.12,20486700,3464710603.97,0
1732545000000,2024-11-25,GOOGL,166.09,168.63,165.61,167.65,33135300,5555132842.76,0
1732285800000,2024-11-22,GOOGL,165.85,166.46,163.90,164.76,38604600,6360493683.94,0
1732199400000,2024-11-21,GOOGL,173.90,174.13,163.70,167.63,59734400,10013277763.67,0
1732113000000,2024-11-20,GOOGL,177.34,177.68,173.78,175.98,18997100,3343109576.84,0
1732026600000,2024-11-19,GOOGL,173.72,178.87,173.56,178.12,23434900,4174224273.57,0
1731940200000,2024-11-18,GOOGL,173.42,175.44,172.90,175.30,20135300,3529718151.45,0
1731681000000,2024-11-15,GOOGL,173.73,174.14,171.22,172.49,32504600,5606718632.55,0
1731594600000,2024-11-14,GOOGL,178.28,178.82,174.32,175.58,31007500,5444296906.78,0
1731508200000,2024-11-13,GOOGL,180.46,180.96,178.54,178.88,23184000,4147154033.20,0
1731421800000,2024-11-12,GOOGL,179.82,182.49,179.39,181.62,25134900,4565000415.27,0
1731335400000,2024-11-11,GOOGL,178.58,180.55,178.47,180.35,17450400,3147179746.51,0
1731076200000,2024-11-08,GOOGL,180.65,180.90,178.08,178.35,22006200,3924805904.32,0
1730989800000,2024-11-07,GOOGL,177.41,181.08,177.19,180.75,25352900,4582536675.00,0
1730903400000,2024-11-06,GOOGL,173.80,176.94,173.50,176.51,33695500,5947592519.91,0
1730817000000,2024-11-05,GOOGL,169.43,170.53,168.84,169.74,18242100,3096414154.21,0
1730730600000,2024-11-04,GOOGL,169.93,170.73,168.01,169.24,21492700,3637424666.06,0
1730467800000,2024-11-01,GOOGL,170.07,172.32,168.88,171.29,31796500,5446422271.52,0
1730381400000,2024-10-31,GOOGL,173.13,176.82,171.00,171.11,44769000,7660423617.32,0
1730295000000,2024-10-30,GOOGL,180.68,182.02,174.06,174.46,68890800,12018689430.52,0
1730208600000,2024-10-29,GOOGL,167.73,170.38,167.09,169.68,42169000,7155235611.15,0
1730122200000,2024-10-28,GOOGL,168.75,168.75,163.95,166.72,32138600,5358147431.23,0
1729863000000,2024-10-25,GOOGL,163.67,165.59,163.42,165.27,19828900,3277122387.72,0
1729776600000,2024-10-24,GOOGL,162.83,163.33,161.01,162.72,22412500,3646962027.36,0
1729690200000,2024-10-23,GOOGL,164.76,165.82,161.93,162.78,18280500,2975699767.68,0
1729603800000,2024-10-22,GOOGL,162.98,165.77,162.98,165.14,16568100,2736056023.89,0
1729517400000,2024-10-21,GOOGL,162.95,164.50,162.62,164.07,20946500,3436692408.42,0
1729258200000,2024-10-18,GOOGL,163.19,164.71,163.08,163.42,19757700,3228803297.82,0
1729171800000,2024-10-17,GOOGL,165.73,166.37,162.76,162.93,21453400,3495402304.87,0
1729085400000,2024-10-16,GOOGL,164.53,165.80,163.74,165.16,16406000,2709615020.08,0
1728999000000,2024-10-15,GOOGL,165.79,167.68,164.63,165.46,20247200,3350101847.94,0
1728912600000,2024-10-14,GOOGL,163.64,166.23,163.40,164.96,19016100,3136895983.67,0
1728653400000,2024-10-11,GOOGL,162.13,163.90,161.24,163.24,15344300,2504803616.29,0
1728567000000,2024-10-10,GOOGL,160.87,163.07,160.40,162.08,14144100,2292475753.90,0
1728480600000,2024-10-09,GOOGL,163.45,164.84,159.74,161.86,31181800,5047086167.03,0
1728394200000,2024-10-08,GOOGL,163.94,164.73,162.87,164.38,23072700,3792690538.66,0
1728307800000,2024-10-07,GOOGL,167.72,168.48,162.75,162.98,22463100,3661035942.03,0
1728048600000,2024-10-04,GOOGL,168.06,168.23,165.48,167.06,19047400,3182058597.50,0
1727962200000,2024-10-03,GOOGL,164.41,166.64,163.92,165.86,15073100,2500024375.20,0
1727875800000,2024-10-02,GOOGL,166.42,167.52,164.73,165.86,17760200,2945706782.84,0
1727789400000,2024-10-01,GOOGL,167.69,169.16,164.58,166.99,28338100,4732179474.67,0
1727703000000,2024-09-30,GOOGL,163.32,166.15,163.26,165.85,20413900,3385645439.60,0
1727443800000,2024-09-27,GOOGL,162.81,165.70,162.63,163.95,21101300,3459558070.60,0
1727357400000,2024-09-26,GOOGL,163.64,164.08,162.28,162.73,20319300,3306559602.19,0
1727271000000,2024-09-25,GOOGL,161.47,162.81,161.30,161.49,18869200,3047187211.65,0
1727184600000,2024-09-24,GOOGL,163.03,163.22,160.69,162.29,23332100,3786566352.35,0
1727098200000,2024-09-23,GOOGL,164.35,165.49,161.67,161.85,24150900,3908823312.41,0
