https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume GOOGL,Volume USDT,tradecount
1770388200000,2026-02-06,GOOGL,327.18,330.38,319.92,322.86,56380500,18203007404.11,0
1770301800000,2026-02-05,GOOGL,312.22,332.69,306.46,331.25,88205800,29218171250.00,0
1770215400000,2026-02-04,GOOGL,342.96,343.31,328.52,333.04,70618400,23518752539.43,0
1770129000000,2026-02-03,GOOGL,347.34,349.00,337.47,339.71,36506700,12401690745.05,0
1770042600000,2026-02-02,GOOGL,336.22,344.83,335.63,343.69,32006100,11000176587.14,0
1769783400000,2026-01-30,GOOGL,340.00,340.00,332.29,338.00,31024000,10486112000.00,0
1769697000000,2026-01-29,GOOGL,340.30,342.29,326.54,338.25,39785600,13457479200.00,0
1769610600000,2026-01-28,GOOGL,336.06,337.54,331.94,336.01,27434400,9218233011.91,0
1769524200000,2026-01-27,GOOGL,335.37,337.91,333.48,334.55,21636200,7238390445.89,0
1769437800000,2026-01-26,GOOGL,327.81,335.84,327.00,333.26,26042100,8678790500.32,0
1769178600000,2026-01-23,GOOGL,332.49,333.69,327.45,327.93,27280000,8945930200.20,0
1769092200000,2026-01-22,GOOGL,334.45,335.15,328.75,330.54,26253600,8677865168.33,0
1769005800000,2026-01-21,GOOGL,320.92,332.48,319.35,328.38,35386600,11620251880.79,0
1768919400000,2026-01-20,GOOGL,320.87,327.73,320.43,322.00,35361000,11386242000.00,0
1768573800000,2026-01-16,GOOGL,334.41,334.65,327.70,330.00,40341600,13312728000.00,0
1768487400000,2026-01-15,GOOGL,337.65,337.69,330.74,332.78,28442400,9465061837.28,0
1768401000000,2026-01-14,GOOGL,335.06,336.52,330.48,335.84,28525600,9580037399.54,0
1768314600000,2026-01-13,GOOGL,334.95,340.49,333.62,335.97,33517600,11260908112.92,0
1768228200000,2026-01-12,GOOGL,325.80,334.04,325.00,331.86,33923900,11257984957.07,0
1767969000000,2026-01-09,GOOGL,327.09,330.83,325.80,328.57,26214200,8613199886.00,0
1767882600000,2026-01-08,GOOGL,328.97,330.32,321.50,325.44,31896100,10380266861.87,0
1767796200000,2026-01-07,GOOGL,314.36,326.15,314.19,321.98,35104400,11302915097.67,0
1767709800000,2026-01-06,GOOGL,316.40,320.94,311.78,314.34,31212100,9811211399.70,0
1767623400000,2026-01-05,GOOGL,317.66,319.02,314.63,316.54,30195600,9558115482.02,0
1767364200000,2026-01-02,GOOGL,316.90,322.50,310.33,315.15,32009400,10087762214.63,0
1767191400000,2025-12-31,GOOGL,312.85,314.58,311.44,313.00,16377700,5126220100.00,0
1767105000000,2025-12-30,GOOGL,312.50,316.95,312.46,313.85,17380900,5454995571.08,0
1767018600000,2025-12-29,GOOGL,311.37,314.02,310.62,313.56,19621800,6152611560.10,0
1766759400000,2025-12-26,GOOGL,314.48,315.09,312.28,313.51,10899000,3416945596.44,0
1766586600000,2025-12-24,GOOGL,314.77,315.08,311.92,314.09,10097400,3171492329.02,0
1766500200000,2025-12-23,GOOGL,309.63,314.94,309.32,314.35,25478700,8009229500.51,0
1766413800000,2025-12-22,GOOGL,309.88,310.13,305.30,309.78,26429900,8187454389.74,0
1766154600000,2025-12-19,GOOGL,301.73,307.25,300.97,307.16,59943200,18412153531.52,0
1766068200000,2025-12-18,GOOGL,301.72,303.96,299.23,302.46,33518000,10137853993.59,0
1765981800000,2025-12-17,GOOGL,308.01,308.09,296.12,296.72,43930400,13035028341.63,0
1765895400000,2025-12-16,GOOGL,304.95,310.77,302.59,306.57,30585000,9376443674.01,0
1765809000000,2025-12-15,GOOGL,311.32,311.42,304.88,308.22,29151900,8985198653.59,0
1765549800000,2025-12-12,GOOGL,313.70,314.87,305.56,309.29,35940200,11115944765.11,0
1765463400000,2025-12-11,GOOGL,320.08,321.12,308.60,312.43,42353700,13232566180.79,0
1765377000000,2025-12-10,GOOGL,315.83,321.31,314.68,320.21,33428900,10704267783.35,0
1765290600000,2025-12-09,GOOGL,312.37,317.99,311.90,317.08,30194000,9573913114.56,0
1765204200000,2025-12-08,GOOGL,320.05,320.44,311.22,313.72,33909400,10638057009.39,0
1764945000000,2025-12-05,GOOGL,319.49,323.16,319.17,321.27,28851700,9269185342.03,0
1764858600000,2025-12-04,GOOGL,322.23,322.36,314.70,317.62,31240900,9922734505.46,0
1764772200000,2025-12-03,GOOGL,315.89,321.58,314.10,319.63,41838300,13372776033.29,0
1764685800000,2025-12-02,GOOGL,316.74,318.38,313.91,315.81,35854700,11323272719.46,0
1764599400000,2025-12-01,GOOGL,317.70,319.85,313.89,314.89,41183000,12968115473.27,0
1764340200000,2025-11-28,GOOGL,323.37,326.85,316.79,320.18,26018600,8330635157.43,0
1764167400000,2025-11-26,GOOGL,320.68,324.50,316.79,319.95,51373400,16436919957.12,0
1764081000000,2025-11-25,GOOGL,326.21,328.83,317.65,323.44,88632100,28667166640.39,0
1763994600000,2025-11-24,GOOGL,311.13,319.48,309.60,318.58,85165100,27131896414.43,0
1763735400000,2025-11-21,GOOGL,296.42,303.92,293.85,299.66,74137700,22216103453.50,0
1763649000000,2025-11-20,GOOGL,304.54,306.42,288.67,289.45,62025200,17953194897.14,0
1763562600000,2025-11-19,GOOGL,287.16,303.81,286.63,292.81,68198900,19969319742.50,0
1763476200000,2025-11-18,GOOGL,287.92,288.80,278.20,284.28,49158700,13974835175.99,0
