https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume NFLX,Volume USDT,tradecount
1758288600000,2025-09-19,NFLX,121.86,123.00,120.81,122.70,49476000,6070556702.55,0
1758202200000,2025-09-18,NFLX,122.08,123.30,120.55,120.78,31691000,3827575594.13,0
1758115800000,2025-09-17,NFLX,122.10,123.39,120.66,122.85,34598000,4250364247.21,0
1758029400000,2025-09-16,NFLX,120.56,120.90,119.73,120.05,24047000,2886866457.18,0
1757943000000,2025-09-15,NFLX,118.84,120.72,117.32,120.23,29093000,3497734957.63,0
1757683800000,2025-09-12,NFLX,120.31,121.18,118.24,118.84,37849000,4498126622.99,0
1757597400000,2025-09-11,NFLX,125.10,125.35,119.20,120.35,56823000,6838647963.29,0
1757511000000,2025-09-10,NFLX,126.40,126.70,124.64,124.77,27010000,3370064810.56,0
1757424600000,2025-09-09,NFLX,124.67,126.57,124.67,126.32,22197000,2804035957.26,0
1757338200000,2025-09-08,NFLX,124.85,125.20,123.20,124.48,19151000,2383839836.26,0
1757079000000,2025-09-05,NFLX,126.00,126.71,123.90,124.38,23797000,2959918544.05,0
1756992600000,2025-09-04,NFLX,122.32,125.75,122.31,125.75,30235000,3801990813.22,0
1756906200000,2025-09-03,NFLX,120.51,122.70,120.34,122.62,24715000,3030503776.47,0
1756819800000,2025-09-02,NFLX,119.70,121.54,118.28,121.41,23033000,2796459634.70,0
1756474200000,2025-08-29,NFLX,122.80,122.88,120.11,120.82,32098000,3878240752.04,0
1756387800000,2025-08-28,NFLX,122.28,123.79,121.43,123.14,19503000,2401696869.53,0
1756301400000,2025-08-27,NFLX,122.36,122.92,121.30,122.35,16645000,2036515724.60,0
1756215000000,2025-08-26,NFLX,122.02,123.15,121.22,122.61,19857000,2434646936.03,0
1756128600000,2025-08-25,NFLX,120.17,123.38,119.90,121.81,28120000,3425212817.69,0
1755869400000,2025-08-22,NFLX,120.89,121.36,119.82,120.46,31281000,3768265550.45,0
1755783000000,2025-08-21,NFLX,121.14,122.14,119.76,120.62,20472000,2469353156.98,0
1755696600000,2025-08-20,NFLX,121.80,122.30,119.33,121.39,24344000,2955020822.63,0
1755610200000,2025-08-19,NFLX,124.02,124.10,119.28,121.42,37077000,4501703988.95,0
1755523800000,2025-08-18,NFLX,123.56,125.12,123.54,124.51,21111000,2628509555.69,0
1755264600000,2025-08-15,NFLX,123.40,124.69,122.79,123.89,27678000,3429165717.09,0
1755178200000,2025-08-14,NFLX,120.99,124.41,120.70,123.06,39047000,4804967622.47,0
1755091800000,2025-08-13,NFLX,123.40,123.71,120.30,120.44,27624000,3327145062.74,0
1755005400000,2025-08-12,NFLX,122.50,123.20,120.65,122.53,22788000,2792168061.22,0
1754919000000,2025-08-11,NFLX,121.40,122.31,120.19,121.83,24556000,2991682067.47,0
1754659800000,2025-08-08,NFLX,118.32,121.41,118.04,121.16,38167000,4624466443.91,0
1754573400000,2025-08-07,NFLX,118.18,119.12,116.82,118.04,26283000,3102366538.38,0
1754487000000,2025-08-06,NFLX,115.35,118.14,115.19,117.85,33622000,3962285441.64,0
1754400600000,2025-08-05,NFLX,117.10,117.17,114.47,114.79,26607000,3054137777.21,0
1754314200000,2025-08-04,NFLX,116.76,117.70,116.26,117.10,22447000,2628521231.08,0
1754055000000,2025-08-01,NFLX,116.30,117.85,115.29,115.86,38910000,4508112623.75,0
1753968600000,2025-07-31,NFLX,118.48,119.00,115.77,115.94,37129000,4304736350.65,0
1753882200000,2025-07-30,NFLX,116.86,118.49,116.61,118.42,29227000,3461061286.48,0
1753795800000,2025-07-29,NFLX,117.90,117.96,116.33,116.87,27525000,3216956865.12,0
1753709400000,2025-07-28,NFLX,118.12,119.78,116.85,117.46,34470000,4048846168.44,0
1753450200000,2025-07-25,NFLX,117.84,118.73,117.44,118.05,26293000,3103862451.68,0
1753363800000,2025-07-24,NFLX,117.78,118.35,116.27,118.08,38456000,4540730517.52,0
1753277400000,2025-07-23,NFLX,118.98,119.26,117.36,117.68,45043000,5300570217.23,0
1753191000000,2025-07-22,NFLX,123.04,123.24,118.75,119.01,50630000,6025375203.78,0
1753104600000,2025-07-21,NFLX,120.60,123.71,119.80,123.33,56276000,6940350447.78,0
1752845400000,2025-07-18,NFLX,124.20,124.65,120.10,120.92,106933000,12930766477.07,0
1752759000000,2025-07-17,NFLX,125.30,127.75,124.48,127.42,64699000,8243752471.15,0
1752672600000,2025-07-16,NFLX,126.17,127.10,124.98,125.03,32270000,4034750312.88,0
1752586200000,2025-07-15,NFLX,126.20,127.12,124.32,126.03,28017000,3530898470.97,0
1752499800000,2025-07-14,NFLX,124.49,127.05,124.00,126.19,27810000,3509482941.51,0
1752240600000,2025-07-11,NFLX,125.98,126.10,123.13,124.51,39572000,4927149354.80,0
1752154200000,2025-07-10,NFLX,128.55,128.96,124.60,125.06,42308000,5290996091.95,0
1752067800000,2025-07-09,NFLX,127.40,128.83,126.62,128.83,23845000,3071903729.86,0
1751981400000,2025-07-08,NFLX,129.09,129.32,126.00,127.53,32925000,4198958116.72,0
1751895000000,2025-07-07,NFLX,129.50,129.50,127.60,128.96,22737000,2932209121.67,0
1751549400000,2025-07-03,NFLX,129.20,130.23,127.98,129.72,20062000,2602402562.53,0
1751463000000,2025-07-02,NFLX,129.70,129.99,127.16,128.49,30488000,3917280937.26,0
1751376600000,2025-07-01,NFLX,133.82,133.88,128.22,129.36,49936000,6459720990.48,0
1751290200000,2025-06-30,NFLX,133.10,134.12,132.12,133.91,32829000,4396229692.66,0
1751031000000,2025-06-27,NFLX,130.69,133.13,130.10,132.31,40709000,5386289063.89,0
1750944600000,2025-06-26,NFLX,128.00,130.73,128.00,130.67,26059000,3405051547.04,0
1750858200000,2025-06-25,NFLX,128.68,129.80,127.38,127.53,21465000,2737324157.75,0
1750771800000,2025-06-24,NFLX,126.06,128.26,125.50,127.91,26633000,3406653745.90,0
1750685400000,2025-06-23,NFLX,123.80,125.48,121.50,125.35,26673000,3343567142.69,0
1750426200000,2025-06-20,NFLX,123.44,124.85,122.43,123.14,53482000,6585826899.98,0
1750253400000,2025-06-18,NFLX,123.00,124.20,122.05,122.23,22810000,2788043405.08,0
1750167000000,2025-06-17,NFLX,122.00,123.24,121.61,122.07,18921000,2309629732.41,0
1750080600000,2025-06-16,NFLX,121.22,122.62,121.22,122.54,21128000,2588919557.37,0
1749821400000,2025-06-13,NFLX,120.66,122.06,120.19,121.21,22103000,2679215064.06,0
1749735000000,2025-06-12,NFLX,122.26,123.00,121.20,121.50,20846000,2532851503.65,0
1749648600000,2025-06-11,NFLX,120.26,122.83,119.60,121.99,23823000,2906120099.28,0
1749562200000,2025-06-10,NFLX,122.75,122.75,118.06,120.36,44544000,5361404906.25,0
1749475800000,2025-06-09,NFLX,123.89,123.89,122.16,122.45,24031000,2942499805.47,0
1749216600000,2025-06-06,NFLX,125.94,126.00,123.56,124.15,25570000,3174438871.15,0
1749130200000,2025-06-05,NFLX,124.06,126.28,123.73,125.05,28172000,3522964999.02,0
1749043800000,2025-06-04,NFLX,122.07,124.26,121.99,123.97,23594000,2924853884.64,0
1748957400000,2025-06-03,NFLX,121.99,122.96,121.12,121.79,23638000,2878966541.70,0
1748871000000,2025-06-02,NFLX,120.12,121.94,119.62,121.90,22942000,2796583976.21,0
1748611800000,2025-05-30,NFLX,119.83,121.18,118.09,120.72,46968000,5670117843.93,0
1748525400000,2025-05-29,NFLX,120.80,120.90,117.63,118.49,33007000,3910867404.01,0
1748439000000,2025-05-28,NFLX,121.03,121.59,120.60,120.86,18559000,2242948007.30,0
1748352600000,2025-05-27,NFLX,119.53,121.18,119.31,121.16,29205000,3538390117.26,0
1748007000000,2025-05-23,NFLX,118.40,119.14,117.94,118.54,21865000,2591855267.03,0
1747920600000,2025-05-22,NFLX,119.24,119.88,118.72,118.80,18616000,2211524897.46,0
1747834200000,2025-05-21,NFLX,118.65,121.12,118.65,119.46,29766000,3555935581.70,0
1747747800000,2025-05-20,NFLX,118.68,119.30,117.90,119.20,21331000,2542697936.21,0
1747661400000,2025-05-19,NFLX,117.36,119.16,117.17,119.16,28534000,3400225617.80,0
1747402200000,2025-05-16,NFLX,119.31,119.65,117.94,119.15,46984000,5598284546.26,0
1747315800000,2025-05-15,NFLX,114.77,118.78,114.76,117.80,44640000,5258502564.70,0
1747229400000,2025-05-14,NFLX,112.96,115.29,112.84,115.10,39101000,4500485960.82,0
1747143000000,2025-05-13,NFLX,111.45,114.79,110.63,113.84,39979000,4551369346.76,0
1747056600000,2025-05-12,NFLX,112.43,113.00,110.29,111.00,64791000,7191801000.00,0
1746797400000,2025-05-09,NFLX,114.71,115.10,113.32,114.02,25696000,2929909393.55,0
1746711000000,2025-05-08,NFLX,116.16,116.23,113.92,114.44,37609000,4304086816.84,0
1746624600000,2025-05-07,NFLX,113.92,116.40,113.80,115.54,43497000,5025686892.93,0
1746538200000,2025-05-06,NFLX,112.94,114.77,112.64,113.77,32567000,3705114931.56,0
1746451800000,2025-05-05,NFLX,111.48,114.40,110.70,113.41,56623000,6421387837.78,0
1746192600000,2025-05-02,NFLX,113.67,115.94,113.33,115.65,37743000,4364940285.32,0
1746106200000,2025-05-01,NFLX,112.25,114.24,111.18,113.35,34995000,3966578269.27,0
1746019800000,2025-04-30,NFLX,111.26,113.32,110.11,113.17,42667000,4828709599.00,0
1745933400000,2025-04-29,NFLX,110.39,112.78,109.55,112.56,37773000,4251880084.97,0
1745847000000,2025-04-28,NFLX,110.00,111.40,108.26,111.04,38311000,4253976895.16,0
1745587800000,2025-04-25,NFLX,109.70,110.68,109.10,110.15,39500000,4351043495.18,0
1745501400000,2025-04-24,NFLX,104.80,110.10,104.70,109.69,63819000,7000114427.08,0
1745415000000,2025-04-23,NFLX,104.72,106.12,103.20,104.96,64719000,6792841497.30,0
1745328600000,2025-04-22,NFLX,100.53,106.50,100.45,104.03,93689000,9746841105.77,0
1745242200000,2025-04-21,NFLX,98.44,101.90,97.31,98.79,97757000,9657511822.80,0
1744896600000,2025-04-17,NFLX,96.90,98.47,95.60,97.30,88937000,8653837035.85,0
1744810200000,2025-04-16,NFLX,97.63,98.12,94.92,96.16,60661000,5833343865.18,0
1744723800000,2025-04-15,NFLX,95.00,99.35,94.80,97.63,77120000,7529071232.91,0
1744637400000,2025-04-14,NFLX,93.27,94.90,91.95,93.13,40359000,3758552885.49,0
1744378200000,2025-04-11,NFLX,92.00,94.49,90.67,91.83,40736000,3740746240.97,0
1744291800000,2025-04-10,NFLX,93.19,94.12,89.40,92.12,51298000,4725417700.06,0
1744205400000,2025-04-09,NFLX,85.59,95.14,85.44,94.55,74980000,7089133840.33,0
1744119000000,2025-04-08,NFLX,91.24,92.24,85.77,87.04,56254000,4896348211.50,0
1744032600000,2025-04-07,NFLX,82.79,90.67,82.11,86.78,66568000,5776970553.04,0
1743773400000,2025-04-04,NFLX,89.65,90.66,85.39,85.59,67988000,5818820868.41,0
1743687000000,2025-04-03,NFLX,90.18,94.66,90.05,91.71,58646000,5378131537.38,0
1743600600000,2025-04-02,NFLX,92.30,94.96,91.61,93.55,32569000,3046895151.61,0
1743514200000,2025-04-01,NFLX,92.75,93.23,91.15,92.84,35200000,3267897509.77,0
1743427800000,2025-03-31,NFLX,92.05,93.45,90.06,93.25,46341000,4321437196.63,0
1743168600000,2025-03-28,NFLX,97.20,97.50,92.92,93.39,44227000,4130138489.48,0
1743082200000,2025-03-27,NFLX,97.42,98.90,96.64,97.67,30472000,2976261094.73,0
1742995800000,2025-03-26,NFLX,99.38,99.68,96.63,97.07,35274000,3423870896.12,0
1742909400000,2025-03-25,NFLX,97.82,99.87,97.71,99.73,37822000,3771912295.96,0
1742823000000,2025-03-24,NFLX,96.97,97.70,95.15,97.20,46779000,4546871903.94,0
1742563800000,2025-03-21,NFLX,94.16,96.36,94.10,96.03,59054000,5670896526.35,0
1742477400000,2025-03-20,NFLX,95.00,96.70,94.55,95.08,44663000,4246736675.64,0
1742391000000,2025-03-19,NFLX,93.58,96.80,92.40,95.95,66624000,6392506009.28,0
1742304600000,2025-03-18,NFLX,94.00,94.82,91.63,93.00,60094000,5588621878.02,0
1742218200000,2025-03-17,NFLX,94.00,96.76,93.44,95.00,75431000,7166095779.13,0
1741959000000,2025-03-14,NFLX,90.15,91.96,90.10,91.80,52007000,4774242758.71,0
1741872600000,2025-03-13,NFLX,91.30,92.19,88.75,89.02,50017000,4452363203.52,0
1741786200000,2025-03-12,NFLX,91.46,92.72,90.10,91.97,68658000,6314339103.24,0
1741699800000,2025-03-11,NFLX,86.74,91.07,86.60,89.51,73989000,6622755548.06,0
1741613400000,2025-03-10,NFLX,87.51,88.13,85.45,86.67,69953000,6062686552.76,0
1741357800000,2025-03-07,NFLX,89.76,90.49,85.81,89.11,77375000,6894963629.72,0
1741271400000,2025-03-06,NFLX,97.30,97.37,89.90,90.64,78526000,7117282660.61,0
1741185000000,2025-03-05,NFLX,97.36,99.56,96.95,99.09,38079000,3773324377.24,0
1741098600000,2025-03-04,NFLX,97.16,98.63,94.82,97.26,43928000,4272349566.10,0
1741012200000,2025-03-03,NFLX,98.30,99.49,96.48,97.37,39074000,3804635487.32,0
1740753000000,2025-02-28,NFLX,96.96,98.23,95.82,98.06,47174000,4625693732.48,0
1740666600000,2025-02-27,NFLX,99.50,100.07,96.18,96.31,37666000,3627499432.11,0
1740580200000,2025-02-26,NFLX,97.76,100.09,97.69,99.01,33972000,3363431720.03,0
1740493800000,2025-02-25,NFLX,98.94,99.44,95.50,97.72,47383000,4630456245.73,0
1740407400000,2025-02-24,NFLX,100.80,101.52,98.45,98.85,44262000,4375165919.40,0
1740148200000,2025-02-21,NFLX,102.94,103.24,99.94,100.32,37387000,3750476996.28,0
1740061800000,2025-02-20,NFLX,104.20,104.50,101.56,102.45,31118000,3188163646.07,0
1739975400000,2025-02-19,NFLX,103.52,104.50,102.45,104.33,26000000,2712658004.76,0
1739889000000,2025-02-18,NFLX,106.00,106.20,102.38,103.58,42293000,4380920366.28,0
1739543400000,2025-02-14,NFLX,104.50,106.45,104.17,105.86,31454000,3329720459.20,0
1739457000000,2025-02-13,NFLX,102.66,104.60,102.51,104.37,34761000,3627970923.57,0
1739370600000,2025-02-12,NFLX,100.55,102.77,99.83,102.73,33890000,3481553685.15,0
1739284200000,2025-02-11,NFLX,102.08,102.27,100.29,100.81,33318000,3358720899.26,0
1739197800000,2025-02-10,NFLX,102.31,103.29,101.59,102.76,32966000,3387586230.42,0
1738938600000,2025-02-07,NFLX,101.70,102.78,100.57,101.39,32129000,3257655624.44,0
1738852200000,2025-02-06,NFLX,100.79,101.64,100.26,101.57,31343000,3183445848.87,0
1738765800000,2025-02-05,NFLX,98.77,101.18,98.67,101.11,39934000,4037766676.44,0
1738679400000,2025-02-04,NFLX,98.05,100.80,97.85,99.49,60001000,5969319457.70,0
1738593000000,2025-02-03,NFLX,97.30,98.77,96.44,97.89,37242000,3645768243.44,0
1738333800000,2025-01-31,NFLX,97.40,99.03,97.40,97.68,36151000,3531085166.47,0
1738247400000,2025-01-30,NFLX,98.68,99.46,97.00,97.32,38678000,3764297575.21,0
1738161000000,2025-01-29,NFLX,98.00,98.76,96.82,97.82,29307000,2866664276.55,0
1738074600000,2025-01-28,NFLX,96.67,97.79,95.73,97.18,34340000,3337264173.89,0
1737988200000,2025-01-27,NFLX,97.11,98.23,96.03,97.19,46342000,4503932776.60,0
1737729000000,2025-01-24,NFLX,98.44,98.63,96.77,97.76,45504000,4448425658.20,0
1737642600000,2025-01-23,NFLX,95.78,98.50,95.39,98.49,77521000,7634733210.73,0
1737556200000,2025-01-22,NFLX,99.80,99.90,95.08,95.40,142732000,13616490364.20,0
1737469800000,2025-01-21,NFLX,86.35,91.64,85.47,86.97,98514000,8567565780.49,0
1737124200000,2025-01-17,NFLX,85.98,86.50,85.21,85.81,36176000,3104262471.68,0
1737037800000,2025-01-16,NFLX,86.10,86.90,84.20,84.24,40285000,3393487525.33,0
1736951400000,2025-01-15,NFLX,83.64,85.08,83.04,84.83,31814000,2698654249.44,0
1736865000000,2025-01-14,NFLX,84.32,84.49,82.35,82.84,30377000,2516430568.76,0
1736778600000,2025-01-13,NFLX,83.15,84.71,82.91,84.03,30245000,2541457084.69,0
1736519400000,2025-01-10,NFLX,86.64,86.64,83.44,83.77,48033000,4023676242.14,0
1736346600000,2025-01-08,NFLX,88.00,88.62,87.30,87.50,23479000,2054412500.00,0
1736260200000,2025-01-07,NFLX,87.94,88.80,86.91,87.92,26498000,2329677628.04,0
1736173800000,2025-01-06,NFLX,88.88,89.28,87.17,88.18,34577000,3048965312.55,0
1735914600000,2025-01-03,NFLX,89.31,89.88,87.99,88.11,29673000,2614339764.61,0
1735828200000,2025-01-02,NFLX,89.55,89.86,87.70,88.67,23123000,2050385698.55,0
1735655400000,2024-12-31,NFLX,90.18,90.27,88.95,89.13,18759000,1672027258.99,0
1735569000000,2024-12-30,NFLX,89.45,90.82,88.97,90.04,22030000,1983647273.86,0
1735309800000,2024-12-27,NFLX,91.60,91.81,89.45,90.75,32262000,2927937721.39,0
1735223400000,2024-12-26,NFLX,92.84,93.05,91.53,92.41,23403000,2162764876.28,0
1735050600000,2024-12-24,NFLX,91.50,93.58,91.17,93.21,23203000,2162797989.27,0
1734964200000,2024-12-23,NFLX,91.34,91.50,89.91,91.14,23394000,2132246051.47,0
1734705000000,2024-12-20,NFLX,89.32,91.99,89.05,90.90,45305000,4118450969.70,0
1734618600000,2024-12-19,NFLX,90.82,91.26,89.90,90.20,28155000,2539693687.02,0
1734532200000,2024-12-18,NFLX,91.91,92.24,88.66,88.96,29382000,2613675863.80,0
1734445800000,2024-12-17,NFLX,92.15,92.85,91.64,91.91,24595000,2260600284.54,0
1734359400000,2024-12-16,NFLX,92.39,92.89,91.95,92.11,26749000,2463796937.71,0
1734100200000,2024-12-13,NFLX,91.68,92.56,90.96,91.89,24858000,2284127071.79,0
1734013800000,2024-12-12,NFLX,93.33,93.41,92.26,92.56,24862000,2301102417.59,0
1733927400000,2024-12-11,NFLX,92.47,94.18,92.31,93.66,35017000,3279552090.02,0
1733841000000,2024-12-10,NFLX,91.38,92.29,90.96,91.33,23886000,2181627788.13,0
1733754600000,2024-12-09,NFLX,92.80,93.03,90.26,91.37,33501000,3060952979.42,0
1733495400000,2024-12-06,NFLX,91.52,93.53,91.27,93.47,29554000,2762530567.14,0
1733409000000,2024-12-05,NFLX,91.79,92.70,91.11,91.79,28353000,2602436883.68,0
1733322600000,2024-12-04,NFLX,89.81,91.60,89.81,91.11,26896000,2450387051.51,0
1733236200000,2024-12-03,NFLX,89.44,90.27,88.80,90.22,24016000,2166651540.89,0
1733149800000,2024-12-02,NFLX,88.75,90.23,88.41,89.77,23890000,2144700909.58,0
1732890600000,2024-11-29,NFLX,88.22,89.24,87.67,88.68,20272000,1797741227.05,0
1732717800000,2024-11-27,NFLX,87.21,88.10,85.89,87.73,25782000,2261958017.90,0
1732631400000,2024-11-26,NFLX,86.75,88.64,86.72,87.26,31383000,2738480647.04,0
1732545000000,2024-11-25,NFLX,90.21,90.21,86.42,86.56,60142000,5205831264.21,0
1732285800000,2024-11-22,NFLX,89.60,90.60,89.30,89.78,32140000,2885497038.42,0
1732199400000,2024-11-21,NFLX,88.39,90.80,87.72,89.75,45113000,4048801573.56,0
1732113000000,2024-11-20,NFLX,88.00,89.06,86.84,88.39,40938000,3618305217.45,0
1732026600000,2024-11-19,NFLX,83.97,87.45,83.92,87.13,38142000,3323388888.34,0
1731940200000,2024-11-18,NFLX,81.55,84.85,80.93,84.71,40812000,3456980534.73,0
1731681000000,2024-11-15,NFLX,83.20,83.20,81.65,82.40,36737000,3026981988.78,0
1731594600000,2024-11-14,NFLX,83.37,84.10,83.00,83.73,30382000,2543763268.95,0
1731508200000,2024-11-13,NFLX,82.26,83.70,82.05,83.05,27678000,2298574784.91,0
1731421800000,2024-11-12,NFLX,80.75,82.04,80.38,81.95,28141000,2306154864.12,0
1731335400000,2024-11-11,NFLX,79.59,80.68,79.56,80.54,23992000,1932411617.25,0
1731076200000,2024-11-08,NFLX,79.74,79.91,78.86,79.50,19106000,1519003382.02,0
