https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume PYPL,Volume USDT,tradecount
1725888600000,2024-09-09,PYPL,70.39,70.65,68.25,69.35,11869300,823135936.89,0
1725629400000,2024-09-06,PYPL,71.94,72.05,68.55,68.89,12315800,848435454.48,0
1725543000000,2024-09-05,PYPL,73.66,74.40,71.01,72.03,11473800,826457799.99,0
1725456600000,2024-09-04,PYPL,71.61,73.24,71.59,72.61,8369000,607673095.11,0
1725370200000,2024-09-03,PYPL,71.75,72.95,71.40,72.00,8571300,617133600.00,0
1725024600000,2024-08-30,PYPL,73.51,73.69,71.76,72.43,9635000,697863052.94,0
1724938200000,2024-08-29,PYPL,71.40,73.93,71.25,73.16,13181600,964365904.27,0
1724851800000,2024-08-28,PYPL,71.27,71.59,70.03,70.43,9277700,653428413.83,0
1724765400000,2024-08-27,PYPL,71.75,72.35,71.30,71.59,9396900,672724036.59,0
1724679000000,2024-08-26,PYPL,72.07,73.03,71.67,72.04,9063000,652898528.30,0
1724419800000,2024-08-23,PYPL,72.00,72.07,70.84,71.70,8222200,589531714.91,0
1724333400000,2024-08-22,PYPL,71.74,73.25,70.92,71.52,11811100,844729832.35,0
1724247000000,2024-08-21,PYPL,72.07,72.77,70.87,71.46,10455500,747150020.43,0
1724160600000,2024-08-20,PYPL,70.00,72.56,69.43,71.89,23546000,1692721925.63,0
1724074200000,2024-08-19,PYPL,68.22,69.46,68.17,69.43,9578100,665007485.92,0
1723815000000,2024-08-16,PYPL,67.37,68.55,67.37,67.96,9526800,647441319.28,0
1723728600000,2024-08-15,PYPL,67.16,68.12,67.05,67.94,12968300,881066333.66,0
1723642200000,2024-08-14,PYPL,65.06,66.39,64.66,66.14,8944800,591609066.54,0
1723555800000,2024-08-13,PYPL,64.00,65.64,63.72,65.11,8638600,562459251.27,0
1723469400000,2024-08-12,PYPL,64.95,65.13,63.28,63.46,7519500,477187463.12,0
1723210200000,2024-08-09,PYPL,64.80,65.50,64.47,64.72,8605300,556935026.50,0
1723123800000,2024-08-08,PYPL,63.55,64.68,63.10,64.28,9761200,627449924.08,0
1723037400000,2024-08-07,PYPL,63.35,65.01,62.64,62.74,13464400,844756478.60,0
1722951000000,2024-08-06,PYPL,60.60,63.58,60.30,62.75,14358900,901020975.00,0
1722864600000,2024-08-05,PYPL,60.70,61.06,58.65,60.46,17445400,1054748868.03,0
1722605400000,2024-08-02,PYPL,64.00,64.04,60.89,61.98,23117100,1432797847.42,0
1722519000000,2024-08-01,PYPL,65.78,67.30,65.02,65.31,19086400,1246532737.40,0
1722432600000,2024-07-31,PYPL,65.00,66.99,64.17,65.78,25825900,1698827670.47,0
1722346200000,2024-07-30,PYPL,62.78,65.06,62.43,64.00,44232800,2830899200.00,0
1722259800000,2024-07-29,PYPL,58.50,59.10,58.07,58.94,12346800,727720375.04,0
1722000600000,2024-07-26,PYPL,57.60,58.31,56.97,58.29,11323400,660040996.37,0
1721914200000,2024-07-25,PYPL,58.16,58.65,57.20,57.22,12515700,716148369.28,0
1721827800000,2024-07-24,PYPL,59.55,59.66,57.98,58.07,11801700,685324715.40,0
1721741400000,2024-07-23,PYPL,60.72,60.95,59.69,59.71,7572000,452124113.07,0
1721655000000,2024-07-22,PYPL,59.90,60.79,59.52,60.77,7489500,455136918.43,0
1721395800000,2024-07-19,PYPL,59.81,59.83,58.75,59.33,9352900,554907574.13,0
1721309400000,2024-07-18,PYPL,60.55,61.33,59.94,60.00,9102000,546120000.00,0
1721223000000,2024-07-17,PYPL,61.11,61.84,60.65,61.24,8322100,509645417.97,0
1721136600000,2024-07-16,PYPL,60.80,62.02,60.68,61.81,9198800,568577840.63,0
1721050200000,2024-07-15,PYPL,60.25,61.02,59.82,60.47,9443000,571018221.53,0
1720791000000,2024-07-12,PYPL,60.39,60.52,59.78,60.27,8166200,492176877.74,0
1720704600000,2024-07-11,PYPL,59.55,60.93,59.43,59.99,13082000,784789201.96,0
1720618200000,2024-07-10,PYPL,59.09,59.31,58.20,58.90,7697100,453359201.74,0
1720531800000,2024-07-09,PYPL,58.90,59.70,58.42,59.00,8473600,499942400.00,0
1720445400000,2024-07-08,PYPL,59.72,60.03,58.63,59.09,10320400,609832437.57,0
1720186200000,2024-07-05,PYPL,59.38,60.16,58.83,59.76,12243800,731689467.45,0
1720013400000,2024-07-03,PYPL,59.03,60.01,58.90,59.64,6908300,412011007.78,0
1719927000000,2024-07-02,PYPL,58.78,59.27,58.32,58.97,13231600,780267468.15,0
1719840600000,2024-07-01,PYPL,58.36,58.37,57.03,57.81,12237500,707449891.81,0
1719581400000,2024-06-28,PYPL,58.32,58.76,57.90,58.03,28102000,1630759025.70,0
1719495000000,2024-06-27,PYPL,58.48,58.49,57.21,58.37,11648900,679946280.56,0
1719408600000,2024-06-26,PYPL,59.74,59.75,58.03,58.26,12599400,734041022.85,0
1719322200000,2024-06-25,PYPL,59.57,59.57,58.97,59.33,9248800,548731320.94,0
1719235800000,2024-06-24,PYPL,60.00,60.56,59.46,59.49,10464700,622545020.56,0
1718976600000,2024-06-21,PYPL,59.92,60.76,59.67,60.61,18848700,1142419718.50,0
1718890200000,2024-06-20,PYPL,59.25,60.00,58.79,59.80,12928500,773124290.14,0
1718717400000,2024-06-18,PYPL,59.92,60.11,59.03,59.12,13500300,798137721.58,0
1718631000000,2024-06-17,PYPL,60.37,60.64,59.48,60.13,13558500,815272619.48,0
1718371800000,2024-06-14,PYPL,61.29,61.64,60.31,60.63,10366000,628542392.60,0
1718285400000,2024-06-13,PYPL,63.12,63.62,61.52,61.54,11985400,737581526.97,0
1718199000000,2024-06-12,PYPL,65.46,65.86,62.90,63.43,14137500,896741629.31,0
1718112600000,2024-06-11,PYPL,67.13,67.15,64.40,64.77,15108700,978590448.28,0
1718026200000,2024-06-10,PYPL,66.97,67.49,65.80,67.09,11972300,803221563.16,0
1717767000000,2024-06-07,PYPL,66.50,68.30,66.20,67.30,13195000,888023540.27,0
1717680600000,2024-06-06,PYPL,64.29,67.82,64.17,67.02,22068800,1479050901.92,0
1717594200000,2024-06-05,PYPL,63.76,63.81,62.85,63.53,8846100,561992722.20,0
1717507800000,2024-06-04,PYPL,63.14,64.13,63.03,63.33,9046100,572889529.56,0
1717421400000,2024-06-03,PYPL,63.04,63.52,62.58,63.46,9039800,573665699.72,0
1717162200000,2024-05-31,PYPL,62.73,63.56,61.77,62.99,14269000,898804333.95,0
1717075800000,2024-05-30,PYPL,62.77,63.34,62.13,62.51,11867500,741837405.08,0
1716989400000,2024-05-29,PYPL,61.23,61.59,60.85,61.05,8142800,497117933.79,0
1716903000000,2024-05-28,PYPL,62.30,62.87,61.75,62.17,11159600,693792311.57,0
1716557400000,2024-05-24,PYPL,61.95,62.06,61.27,61.64,8176800,504017947.01,0
1716471000000,2024-05-23,PYPL,62.54,62.69,61.22,61.58,10533400,648646791.29,0
1716384600000,2024-05-22,PYPL,63.79,63.91,61.85,62.19,14532200,903757498.04,0
1716298200000,2024-05-21,PYPL,64.39,64.69,63.70,64.10,6576000,421521589.97,0
1716211800000,2024-05-20,PYPL,64.53,65.04,63.77,64.77,6429000,416406308.42,0
1715952600000,2024-05-17,PYPL,64.08,64.71,63.85,64.48,8204800,529045531.54,0
1715866200000,2024-05-16,PYPL,63.59,64.43,63.42,64.10,8113600,520081747.62,0
1715779800000,2024-05-15,PYPL,65.11,65.53,63.48,63.90,10972600,701149156.74,0
1715693400000,2024-05-14,PYPL,64.39,64.86,64.27,64.58,7556500,487998783.84,0
1715607000000,2024-05-13,PYPL,63.44,64.43,63.19,63.95,7311600,467576825.58,0
1715347800000,2024-05-10,PYPL,64.59,64.94,62.88,62.93,8745800,550373196.67,0
1715261400000,2024-05-09,PYPL,63.87,64.47,63.41,64.45,8368700,539362689.46,0
1715175000000,2024-05-08,PYPL,65.46,65.70,63.77,63.81,11183800,713638293.36,0
1715088600000,2024-05-07,PYPL,66.08,66.77,65.77,65.92,9232200,608586607.10,0
1715002200000,2024-05-06,PYPL,66.00,66.10,64.95,65.61,11257600,738611142.87,0
1714743000000,2024-05-03,PYPL,67.64,67.89,64.72,65.70,15435200,1014092592.90,0
1714656600000,2024-05-02,PYPL,66.70,67.44,65.83,66.98,14480600,969910636.61,0
1714570200000,2024-05-01,PYPL,67.00,67.80,65.49,66.14,17966500,1188304299.03,0
1714483800000,2024-04-30,PYPL,70.00,70.66,67.22,67.92,43903400,2981918847.61,0
1714397400000,2024-04-29,PYPL,66.00,67.55,66.00,66.99,19142400,1282349335.11,0
1714138200000,2024-04-26,PYPL,64.13,66.30,63.75,65.96,14200900,936691351.00,0
1714051800000,2024-04-25,PYPL,63.47,64.40,62.95,64.10,11711200,750687902.13,0
1713965400000,2024-04-24,PYPL,64.11,65.09,64.02,64.84,8189100,530981214.01,0
1713879000000,2024-04-23,PYPL,63.38,64.70,63.20,64.43,9913000,638694593.03,0
1713792600000,2024-04-22,PYPL,63.04,63.63,62.48,63.19,9958200,629258644.32,0
1713533400000,2024-04-19,PYPL,62.00,62.46,61.72,62.31,13177900,821114967.10,0
1713447000000,2024-04-18,PYPL,63.85,64.03,61.95,62.10,9240000,573803985.90,0
1713360600000,2024-04-17,PYPL,63.78,63.97,62.58,63.26,8000900,506136920.57,0
1713274200000,2024-04-16,PYPL,62.99,64.21,62.92,63.43,9912700,628762564.03,0
1713187800000,2024-04-15,PYPL,65.06,65.47,63.25,63.51,11008700,699162518.52,0
1712928600000,2024-04-12,PYPL,65.38,65.97,64.16,64.59,9934000,641637023.62,0
1712842200000,2024-04-11,PYPL,65.85,66.38,64.68,65.80,8785500,578085926.81,0
1712755800000,2024-04-10,PYPL,65.12,66.19,65.05,65.88,8566300,564347820.47,0
1712669400000,2024-04-09,PYPL,66.95,67.26,66.39,67.00,8446300,565902100.00,0
1712583000000,2024-04-08,PYPL,65.53,66.70,65.33,66.34,8421400,558675645.16,0
1712323800000,2024-04-05,PYPL,64.70,65.47,64.06,65.15,8062300,525258857.30,0
1712237400000,2024-04-04,PYPL,65.99,66.36,64.34,64.54,9933400,641101645.09,0
1712151000000,2024-04-03,PYPL,64.48,65.46,64.41,65.34,7176100,468886347.72,0
1712064600000,2024-04-02,PYPL,63.95,64.84,63.55,64.66,10329300,667892575.83,0
1711978200000,2024-04-01,PYPL,67.00,67.36,65.00,65.03,9840500,639927702.99,0
1711632600000,2024-03-28,PYPL,66.87,67.72,66.43,66.99,10775800,721870818.98,0
1711546200000,2024-03-27,PYPL,67.72,68.21,66.14,66.57,10591200,705056180.77,0
1711459800000,2024-03-26,PYPL,66.74,67.97,66.50,66.67,14826400,988476060.85,0
1711373400000,2024-03-25,PYPL,64.80,66.39,64.80,66.00,10224300,674803800.00,0
1711114200000,2024-03-22,PYPL,66.44,67.25,64.75,64.77,10208100,661178602.73,0
1711027800000,2024-03-21,PYPL,65.30,66.99,65.05,66.14,14022100,927421685.44,0
1710941400000,2024-03-20,PYPL,63.58,65.36,63.12,65.05,12641400,822323108.58,0
1710855000000,2024-03-19,PYPL,63.77,64.05,62.80,63.01,9089300,572716777.74,0
