https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume PYPL,Volume USDT,tradecount
1763562600000,2025-11-19,PYPL,60.61,60.76,59.16,60.11,25061900,1506470824.30,0
1763476200000,2025-11-18,PYPL,61.39,61.64,60.47,60.70,18446600,1119708634.07,0
1763389800000,2025-11-17,PYPL,62.81,63.17,61.29,61.89,20632700,1276957790.41,0
1763130600000,2025-11-14,PYPL,64.11,64.65,62.75,62.81,21979900,1380557549.18,0
1763044200000,2025-11-13,PYPL,66.51,67.28,65.15,65.33,14185800,926758339.97,0
1762957800000,2025-11-12,PYPL,67.53,67.99,66.90,67.20,10134000,681004769.07,0
1762871400000,2025-11-11,PYPL,66.25,67.95,66.23,67.40,10032500,676190515.31,0
1762785000000,2025-11-10,PYPL,67.06,67.43,65.74,66.25,11129900,737355875.00,0
1762525800000,2025-11-07,PYPL,65.50,66.51,64.78,66.22,13449300,890612662.42,0
1762439400000,2025-11-06,PYPL,67.80,68.07,66.21,66.26,11480200,760678076.52,0
1762353000000,2025-11-05,PYPL,66.02,68.21,65.90,68.06,13606100,926031132.78,0
1762266600000,2025-11-04,PYPL,67.23,67.29,65.95,66.08,19711800,1302555780.09,0
1762180200000,2025-11-03,PYPL,69.53,70.35,67.71,68.34,14619000,999062406.46,0
1761917400000,2025-10-31,PYPL,68.27,69.58,67.62,69.27,18370100,1272496765.33,0
1761831000000,2025-10-30,PYPL,69.83,70.77,67.90,67.93,19550800,1328085849.97,0
1761744600000,2025-10-29,PYPL,72.70,72.73,69.32,69.68,38505400,2683056283.75,0
1761658200000,2025-10-28,PYPL,76.21,79.21,72.83,73.02,83722300,6113402064.95,0
1761571800000,2025-10-27,PYPL,70.86,71.87,70.13,70.25,18821300,1322196325.00,0
1761312600000,2025-10-24,PYPL,70.15,71.25,69.74,69.77,8638200,602687185.00,0
1761226200000,2025-10-23,PYPL,68.07,70.06,68.05,69.66,8199000,571142370.03,0
1761139800000,2025-10-22,PYPL,69.17,69.37,67.91,68.07,8173400,556363335.51,0
1761053400000,2025-10-21,PYPL,69.02,70.36,68.83,70.05,9032000,632691627.56,0
1760967000000,2025-10-20,PYPL,67.68,69.47,67.65,69.20,10016100,693114089.43,0
1760707800000,2025-10-17,PYPL,65.54,67.71,65.45,67.41,11151500,751722655.84,0
1760621400000,2025-10-16,PYPL,68.13,68.60,65.42,66.05,19258500,1272023983.77,0
1760535000000,2025-10-15,PYPL,69.39,69.88,67.84,67.98,11247300,764591491.76,0
1760448600000,2025-10-14,PYPL,67.41,69.71,66.77,69.15,12968500,896771794.79,0
1760362200000,2025-10-13,PYPL,70.72,70.93,68.16,68.86,20036800,1379734060.23,0
1760103000000,2025-10-10,PYPL,76.11,76.90,69.76,69.84,22326500,1559282678.24,0
1760016600000,2025-10-09,PYPL,77.19,77.34,75.03,75.75,15774400,1194910800.00,0
1759930200000,2025-10-08,PYPL,75.24,76.50,73.28,76.13,17904800,1363092374.82,0
1759843800000,2025-10-07,PYPL,74.07,75.68,73.06,74.61,31977500,2385841294.52,0
1759757400000,2025-10-06,PYPL,70.22,71.87,69.45,71.29,16769900,1195526186.35,0
1759498200000,2025-10-03,PYPL,68.10,69.53,67.75,69.25,12219800,846221150.00,0
1759411800000,2025-10-02,PYPL,67.07,68.95,66.95,68.93,13461600,927908092.11,0
1759325400000,2025-10-01,PYPL,66.90,67.80,66.22,66.66,17050100,1136559728.44,0
1759239000000,2025-09-30,PYPL,69.82,69.83,66.85,67.06,21464800,1439429435.60,0
1759152600000,2025-09-29,PYPL,67.96,71.26,67.89,69.68,28497000,1985670968.70,0
1758893400000,2025-09-26,PYPL,67.00,67.63,66.32,67.30,8431600,567446705.73,0
1758807000000,2025-09-25,PYPL,67.26,67.49,66.20,66.74,10773700,719036714.98,0
1758720600000,2025-09-24,PYPL,67.65,68.58,67.44,67.86,9180600,622995521.60,0
1758634200000,2025-09-23,PYPL,67.81,68.99,67.12,67.31,10449000,703322164.49,0
1758547800000,2025-09-22,PYPL,67.76,68.11,67.05,67.68,13298200,900022180.06,0
1758288600000,2025-09-19,PYPL,68.76,68.85,67.93,68.22,19774200,1348995948.14,0
1758202200000,2025-09-18,PYPL,70.08,70.30,68.33,68.52,14330500,981925811.89,0
1758115800000,2025-09-17,PYPL,67.14,69.27,67.00,68.62,18607800,1276867287.11,0
1758029400000,2025-09-16,PYPL,66.83,67.14,66.11,66.85,9353900,625308200.73,0
1757943000000,2025-09-15,PYPL,67.30,68.19,66.80,67.11,9597900,644115074.86,0
1757683800000,2025-09-12,PYPL,67.21,67.75,66.86,66.89,7505600,502049579.42,0
1757597400000,2025-09-11,PYPL,65.75,67.35,65.71,67.27,11154400,750356450.56,0
1757511000000,2025-09-10,PYPL,67.48,68.03,65.24,65.64,14352500,942098091.24,0
1757424600000,2025-09-09,PYPL,68.20,68.50,67.53,67.68,8776500,593993522.68,0
1757338200000,2025-09-08,PYPL,68.46,68.59,67.80,68.40,7954900,544115172.14,0
1757079000000,2025-09-05,PYPL,68.88,69.94,68.17,68.26,7794300,532038934.65,0
1756992600000,2025-09-04,PYPL,69.70,69.90,66.23,68.46,14063500,962787197.12,0
1756906200000,2025-09-03,PYPL,68.91,69.89,68.80,69.64,11808200,822323040.79,0
1756819800000,2025-09-02,PYPL,68.92,69.37,68.15,69.25,12882500,892113125.00,0
1756474200000,2025-08-29,PYPL,70.02,70.70,69.90,70.19,5636300,395611910.76,0
1756387800000,2025-08-28,PYPL,70.00,70.56,69.53,70.06,5882000,412092905.64,0
1756301400000,2025-08-27,PYPL,68.73,70.08,68.69,69.65,8648200,602347143.20,0
1756215000000,2025-08-26,PYPL,69.40,70.25,69.18,70.18,9471500,664709872.89,0
1756128600000,2025-08-25,PYPL,69.65,69.81,69.04,69.48,6460300,448861665.69,0
1755869400000,2025-08-22,PYPL,67.91,70.15,67.82,69.90,9394100,656647604.33,0
1755783000000,2025-08-21,PYPL,67.68,67.87,66.93,67.55,7039500,475518246.48,0
1755696600000,2025-08-20,PYPL,68.94,69.11,67.68,68.08,9992300,680275802.30,0
1755610200000,2025-08-19,PYPL,69.79,70.36,68.93,69.05,9052800,625095867.63,0
1755523800000,2025-08-18,PYPL,69.31,69.99,69.23,69.53,8410200,584761195.73,0
1755264600000,2025-08-15,PYPL,69.57,70.16,69.16,69.23,8128000,562701467.29,0
1755178200000,2025-08-14,PYPL,69.44,69.82,68.23,69.38,10695400,742046822.62,0
1755091800000,2025-08-13,PYPL,68.23,70.73,68.15,70.63,12344700,871906127.09,0
1755005400000,2025-08-12,PYPL,67.24,68.74,67.23,67.97,9747500,662537586.90,0
1754919000000,2025-08-11,PYPL,67.81,68.48,66.90,67.08,10118600,678755706.53,0
1754659800000,2025-08-08,PYPL,68.44,68.61,67.42,67.65,9683400,655082024.78,0
1754573400000,2025-08-07,PYPL,70.00,70.17,67.68,68.22,10129300,691020858.36,0
1754487000000,2025-08-06,PYPL,68.30,69.61,68.21,69.42,11913000,827000438.19,0
1754400600000,2025-08-05,PYPL,68.46,68.67,67.41,67.83,10714700,726778120.62,0
1754314200000,2025-08-04,PYPL,67.82,68.57,67.28,68.01,11756800,799579993.12,0
1754055000000,2025-08-01,PYPL,68.00,68.35,66.57,67.11,15181100,1018803630.27,0
1753968600000,2025-07-31,PYPL,69.47,70.06,68.46,68.76,16657600,1145376611.58,0
1753882200000,2025-07-30,PYPL,72.19,72.21,69.56,69.71,20790400,1449298764.97,0
1753795800000,2025-07-29,PYPL,71.73,73.28,70.31,71.45,42890700,3064540384.11,0
1753709400000,2025-07-28,PYPL,78.51,79.50,77.93,78.22,15978400,1249830467.50,0
1753450200000,2025-07-25,PYPL,77.59,78.82,77.50,77.98,6888100,537134061.12,0
1753363800000,2025-07-24,PYPL,77.74,78.76,77.35,77.82,10504300,817444622.79,0
1753277400000,2025-07-23,PYPL,76.93,77.23,75.91,76.66,9283200,711650146.00,0
1753191000000,2025-07-22,PYPL,74.76,76.15,74.76,76.00,9094400,691174400.00,0
1753104600000,2025-07-21,PYPL,74.35,76.23,74.24,74.82,8200400,613553925.50,0
1752845400000,2025-07-18,PYPL,74.10,74.35,73.28,74.17,9011600,668390355.50,0
1752759000000,2025-07-17,PYPL,72.47,74.18,72.35,73.86,8522700,629486627.20,0
1752672600000,2025-07-16,PYPL,73.26,73.58,71.73,72.97,9671100,705700178.81,0
1752586200000,2025-07-15,PYPL,73.77,73.91,72.94,72.96,7333600,535059449.29,0
1752499800000,2025-07-14,PYPL,71.56,74.31,71.54,73.89,12993900,960119263.07,0
1752240600000,2025-07-11,PYPL,75.17,75.20,70.79,71.36,21877700,1561192685.35,0
1752154200000,2025-07-10,PYPL,74.46,76.22,74.13,75.70,6380200,482981120.53,0
1752067800000,2025-07-09,PYPL,75.49,75.79,74.38,74.83,6755700,505529043.37,0
1751981400000,2025-07-08,PYPL,76.44,76.51,74.51,75.03,8758400,657142741.31,0
1751895000000,2025-07-07,PYPL,76.21,76.83,75.62,76.18,5918600,450878949.81,0
1751549400000,2025-07-03,PYPL,76.71,77.36,76.47,76.59,5263400,403123786.72,0
1751463000000,2025-07-02,PYPL,75.01,76.86,75.00,76.31,9361500,714376042.14,0
1751376600000,2025-07-01,PYPL,73.95,75.69,73.80,75.29,8633800,650038809.90,0
1751290200000,2025-06-30,PYPL,73.94,74.54,73.66,74.32,7738000,575088157.64,0
1751031000000,2025-06-27,PYPL,73.27,73.75,72.86,73.64,10449500,769501173.62,0
1750944600000,2025-06-26,PYPL,73.25,73.38,71.61,73.17,10235600,748938833.26,0
1750858200000,2025-06-25,PYPL,74.14,74.25,72.42,73.07,7851900,573738330.60,0
1750771800000,2025-06-24,PYPL,73.12,73.94,72.55,73.58,9500900,699076239.40,0
1750685400000,2025-06-23,PYPL,71.00,72.15,70.16,72.01,11447900,824363303.46,0
1750426200000,2025-06-20,PYPL,68.83,70.55,68.55,70.05,18497900,1295777951.45,0
1750253400000,2025-06-18,PYPL,70.51,71.28,67.52,68.57,20427700,1400727382.77,0
1750167000000,2025-06-17,PYPL,71.92,72.10,70.46,70.67,7374300,521141767.50,0
1750080600000,2025-06-16,PYPL,71.63,72.49,71.07,72.26,7195500,519946845.37,0
1749821400000,2025-06-13,PYPL,73.30,74.21,70.53,70.83,16744400,1186005882.66,0
1749735000000,2025-06-12,PYPL,74.02,75.31,74.00,74.81,8644600,646702504.90,0
1749648600000,2025-06-11,PYPL,75.10,75.21,73.93,74.61,7706100,574952125.70,0
1749562200000,2025-06-10,PYPL,73.58,75.27,73.32,74.76,9510700,711019952.32,0
1749475800000,2025-06-09,PYPL,73.70,73.97,72.95,73.55,6166500,453546093.82,0
1749216600000,2025-06-06,PYPL,73.26,73.62,72.64,73.43,7240200,531647888.21,0
1749130200000,2025-06-05,PYPL,72.79,73.55,72.08,72.47,6323600,458271299.72,0
1749043800000,2025-06-04,PYPL,71.49,73.07,71.33,72.80,7712300,561455463.54,0
1748957400000,2025-06-03,PYPL,71.00,71.43,69.86,71.33,7316400,521878825.40,0
1748871000000,2025-06-02,PYPL,69.28,70.96,69.05,70.93,7518200,533265928.29,0
1748611800000,2025-05-30,PYPL,70.96,71.08,69.52,70.28,14937200,1049786397.77,0
1748525400000,2025-05-29,PYPL,72.16,72.45,70.25,70.93,7058300,500645221.15,0
1748439000000,2025-05-28,PYPL,71.58,72.04,71.10,71.44,6292100,449507639.36,0
1748352600000,2025-05-27,PYPL,70.75,72.00,70.67,71.48,8770900,626943961.44,0
1748007000000,2025-05-23,PYPL,69.46,70.14,69.41,69.85,7683600,536699448.28,0
1747920600000,2025-05-22,PYPL,71.47,71.99,71.28,71.45,6451000,460923930.31,0
1747834200000,2025-05-21,PYPL,72.20,73.20,71.50,71.65,8094300,579956607.35,0
1747747800000,2025-05-20,PYPL,71.89,72.78,71.74,72.61,8403200,610156357.13,0
1747661400000,2025-05-19,PYPL,71.16,72.54,71.11,72.32,7434900,537691965.73,0
1747402200000,2025-05-16,PYPL,71.47,72.22,71.08,72.18,8717900,629258024.66,0
1747315800000,2025-05-15,PYPL,72.34,72.67,71.44,71.57,8116500,580897902.52,0
1747229400000,2025-05-14,PYPL,72.66,73.34,72.24,72.68,7724000,561380322.36,0
1747143000000,2025-05-13,PYPL,72.41,72.65,71.89,72.29,8076200,583828505.39,0
1747056600000,2025-05-12,PYPL,72.97,74.15,71.85,72.31,12513000,904814999.45,0
1746797400000,2025-05-09,PYPL,70.87,71.32,70.01,70.26,7470500,524877345.96,0
1746711000000,2025-05-08,PYPL,69.30,70.95,69.30,70.48,11791500,831064959.58,0
1746624600000,2025-05-07,PYPL,68.33,68.94,67.72,68.69,8103700,556643172.78,0
1746538200000,2025-05-06,PYPL,67.95,68.93,67.80,68.05,7659400,521222193.37,0
1746451800000,2025-05-05,PYPL,66.96,69.36,66.91,68.54,12000300,822500572.99,0
1746192600000,2025-05-02,PYPL,66.14,67.76,65.98,67.24,10081500,677880038.46,0
1746106200000,2025-05-01,PYPL,65.62,66.12,64.85,65.41,10073000,658874966.89,0
1746019800000,2025-04-30,PYPL,65.15,65.99,63.54,65.84,10293800,677743754.30,0
1745933400000,2025-04-29,PYPL,66.37,67.43,64.36,66.32,19706800,1306954969.99,0
1745847000000,2025-04-28,PYPL,65.31,65.82,64.13,64.93,14251500,925349899.35,0
1745587800000,2025-04-25,PYPL,64.49,65.42,64.49,65.34,8693400,568026724.16,0
1745501400000,2025-04-24,PYPL,62.90,64.83,62.76,64.77,10877000,704503253.49,0
1745415000000,2025-04-23,PYPL,62.72,64.57,62.17,62.46,9838900,614537684.99,0
1745328600000,2025-04-22,PYPL,60.73,61.91,59.95,61.42,9390100,576739924.81,0
1745242200000,2025-04-21,PYPL,60.24,60.96,59.46,60.28,7354100,443341917.38,0
1744896600000,2025-04-17,PYPL,60.35,61.47,60.13,61.00,9023700,550445700.00,0
1744810200000,2025-04-16,PYPL,61.38,61.46,59.72,60.24,9833600,592376080.51,0
1744723800000,2025-04-15,PYPL,62.36,62.79,61.65,62.00,9140800,566729600.00,0
1744637400000,2025-04-14,PYPL,63.70,63.90,61.69,62.27,8997500,560274329.12,0
1744378200000,2025-04-11,PYPL,60.53,62.81,60.45,62.59,12919400,808625247.97,0
1744291800000,2025-04-10,PYPL,62.30,62.45,58.94,60.56,14398100,871948955.77,0
1744205400000,2025-04-09,PYPL,56.67,64.17,56.51,63.95,22502000,1439002917.17,0
1744119000000,2025-04-08,PYPL,59.76,61.26,56.46,57.41,16533600,949193973.48,0
1744032600000,2025-04-07,PYPL,56.74,61.48,55.85,58.53,20263200,1186005071.26,0
1743773400000,2025-04-04,PYPL,60.00,60.19,57.32,58.37,22125000,1291436226.37,0
1743687000000,2025-04-03,PYPL,63.10,63.94,60.95,61.71,18479900,1140394612.08,0
1743600600000,2025-04-02,PYPL,65.25,67.57,65.10,67.15,8123000,545459462.39,0
1743514200000,2025-04-01,PYPL,64.62,66.36,64.60,66.10,8000600,528839647.79,0
1743427800000,2025-03-31,PYPL,64.28,65.43,63.40,65.25,11562000,754420500.00,0
1743168600000,2025-03-28,PYPL,68.06,68.24,64.95,65.15,16536300,1077339970.23,0
1743082200000,2025-03-27,PYPL,69.06,69.96,68.70,68.86,7883100,542830270.81,0
1742995800000,2025-03-26,PYPL,70.93,71.62,69.54,69.97,7449600,521248521.09,0
1742909400000,2025-03-25,PYPL,71.00,71.71,70.55,70.86,6690600,474095920.08,0
1742823000000,2025-03-24,PYPL,71.55,71.66,70.50,70.97,9911000,703383682.10,0
1742563800000,2025-03-21,PYPL,68.62,70.41,68.55,70.19,14603800,1025040757.65,0
1742477400000,2025-03-20,PYPL,69.43,70.81,69.25,69.67,7453600,519292298.35,0
1742391000000,2025-03-19,PYPL,69.10,70.48,68.82,70.00,6876400,481348000.00,0
1742304600000,2025-03-18,PYPL,69.07,69.46,68.29,68.88,7520800,518032683.34,0
1742218200000,2025-03-17,PYPL,68.67,70.22,67.98,69.65,7971200,555194092.16,0
1741959000000,2025-03-14,PYPL,67.81,69.14,67.52,68.95,9828700,677688835.01,0
1741872600000,2025-03-13,PYPL,68.33,68.91,66.70,66.91,9778300,654266088.81,0
1741786200000,2025-03-12,PYPL,68.87,69.38,67.90,68.62,11545800,792272827.71,0
1741699800000,2025-03-11,PYPL,68.41,68.95,67.17,67.98,12133100,824808178.73,0
1741613400000,2025-03-10,PYPL,69.02,69.97,66.99,68.16,15035200,1024799287.06,0
1741357800000,2025-03-07,PYPL,67.97,70.98,67.82,70.48,16388300,1155047439.01,0
1741271400000,2025-03-06,PYPL,68.82,69.86,67.66,68.08,11226900,764327372.56,0
1741185000000,2025-03-05,PYPL,67.98,69.69,67.70,69.50,14464300,1005268850.00,0
1741098600000,2025-03-04,PYPL,69.00,69.08,66.34,67.48,20180000,1361746467.74,0
1741012200000,2025-03-03,PYPL,71.10,71.57,69.50,69.75,15753700,1098820575.00,0
1740753000000,2025-02-28,PYPL,70.50,71.12,69.68,71.05,13601300,966372406.51,0
1740666600000,2025-02-27,PYPL,72.15,72.55,70.58,70.73,11661200,824796715.15,0
1740580200000,2025-02-26,PYPL,74.33,74.48,71.77,72.05,15277600,1100751126.62,0
1740493800000,2025-02-25,PYPL,77.14,77.57,72.70,74.07,20647200,1529338097.70,0
1740407400000,2025-02-24,PYPL,75.25,75.88,73.97,75.25,12873300,968715825.00,0
1740148200000,2025-02-21,PYPL,77.44,77.48,74.75,74.95,15171700,1137118868.70,0
1740061800000,2025-02-20,PYPL,78.12,78.17,76.85,77.63,9319300,723457233.40,0
1739975400000,2025-02-19,PYPL,78.50,79.00,77.54,78.36,9082300,711689033.54,0
1739889000000,2025-02-18,PYPL,78.20,78.76,77.50,78.62,11281200,886927974.98,0
1739543400000,2025-02-14,PYPL,76.90,78.33,76.63,77.97,10504600,819043674.82,0
1739457000000,2025-02-13,PYPL,76.37,76.93,75.73,76.59,9958600,762729137.53,0
1739370600000,2025-02-12,PYPL,75.42,76.85,75.30,76.27,11782500,898651235.45,0
1739284200000,2025-02-11,PYPL,77.82,77.85,76.04,76.21,15769400,1201785959.56,0
1739197800000,2025-02-10,PYPL,78.16,78.92,77.61,78.24,11815600,924452518.76,0
1738938600000,2025-02-07,PYPL,79.00,79.49,77.23,77.31,13597300,1051207229.80,0
1738852200000,2025-02-06,PYPL,79.68,79.74,78.11,78.57,14440500,1134590080.59,0
1738765800000,2025-02-05,PYPL,78.21,79.50,77.67,79.20,23631900,1871646407.88,0
1738679400000,2025-02-04,PYPL,82.26,82.69,77.38,77.72,58801900,4570377587.78,0
1738593000000,2025-02-03,PYPL,86.50,89.71,86.00,89.51,11215000,1003854673.96,0
1738333800000,2025-01-31,PYPL,89.57,90.40,88.54,88.58,8331400,737995427.26,0
1738247400000,2025-01-30,PYPL,89.51,90.93,88.84,89.57,7708500,690450342.65,0
1738161000000,2025-01-29,PYPL,88.17,89.42,88.17,88.76,5234500,464614231.18,0
1738074600000,2025-01-28,PYPL,89.76,89.83,86.88,88.19,8666000,764254561.16,0
1737988200000,2025-01-27,PYPL,87.54,90.29,87.39,90.24,6923800,624803697.21,0
1737729000000,2025-01-24,PYPL,89.59,90.02,88.84,89.11,6004700,535078820.66,0
1737642600000,2025-01-23,PYPL,89.76,89.78,88.24,89.73,7540600,676618063.31,0
1737556200000,2025-01-22,PYPL,90.00,90.37,89.14,89.85,7345700,660011133.79,0
1737469800000,2025-01-21,PYPL,92.21,92.21,89.39,89.77,12629300,1133732218.60,0
1737124200000,2025-01-17,PYPL,90.76,93.25,90.00,91.81,16499700,1514837416.72,0
1737037800000,2025-01-16,PYPL,89.96,90.37,88.85,88.92,5816400,517194277.35,0
1736951400000,2025-01-15,PYPL,88.72,90.19,88.47,89.64,10024100,898560317.88,0
1736865000000,2025-01-14,PYPL,85.29,87.40,84.75,87.18,8958400,780993314.73,0
1736778600000,2025-01-13,PYPL,82.19,84.12,81.79,83.99,7402400,621727560.19,0
1736519400000,2025-01-10,PYPL,86.79,87.09,82.24,83.36,11341200,945402438.92,0
1736346600000,2025-01-08,PYPL,88.06,88.23,86.79,87.94,7400000,650756018.07,0
1736260200000,2025-01-07,PYPL,89.53,89.97,87.60,87.97,6080800,534927983.42,0
1736173800000,2025-01-06,PYPL,88.02,90.09,87.72,89.53,7869200,704529466.39,0
1735914600000,2025-01-03,PYPL,86.73,87.70,86.31,87.60,6132500,537206990.64,0
1735828200000,2025-01-02,PYPL,85.83,86.94,84.82,86.18,6224500,536427411.90,0
1735655400000,2024-12-31,PYPL,85.74,85.90,85.05,85.35,4533200,386908613.08,0
1735569000000,2024-12-30,PYPL,85.69,86.07,84.66,85.43,5855000,500192651.79,0
1735309800000,2024-12-27,PYPL,87.36,87.65,86.20,86.86,5125000,445157503.13,0
1735223400000,2024-12-26,PYPL,87.60,88.73,87.26,88.14,4800600,423124881.07,0
1735050600000,2024-12-24,PYPL,86.90,88.33,86.59,88.25,3276300,289133475.00,0
1734964200000,2024-12-23,PYPL,86.47,87.24,85.97,86.90,5633100,489516398.60,0
1734705000000,2024-12-20,PYPL,84.91,88.23,84.50,87.13,22052700,1921451690.43,0
1734618600000,2024-12-19,PYPL,86.28,88.42,86.16,86.78,9522400,826353860.38,0
1734532200000,2024-12-18,PYPL,90.69,91.09,85.18,85.45,12583700,1075277126.60,0
1734445800000,2024-12-17,PYPL,90.90,92.00,90.23,90.86,8395600,762824221.12,0
1734359400000,2024-12-16,PYPL,90.79,91.46,89.52,91.30,7402500,675848272.59,0
1734100200000,2024-12-13,PYPL,90.42,91.18,89.82,91.02,8358100,760754233.94,0
1734013800000,2024-12-12,PYPL,90.43,91.17,89.33,89.40,4711100,421172347.19,0
1733927400000,2024-12-11,PYPL,88.62,91.03,87.84,90.75,6657200,604140900.00,0
1733841000000,2024-12-10,PYPL,89.94,90.00,88.38,88.76,6697500,594470114.31,0
1733754600000,2024-12-09,PYPL,92.25,93.66,89.73,90.00,10714200,964278000.00,0
1733495400000,2024-12-06,PYPL,89.49,90.04,88.54,89.88,6955500,625160320.90,0
1733409000000,2024-12-05,PYPL,89.59,90.27,88.27,89.04,9025600,803684535.47,0
1733322600000,2024-12-04,PYPL,85.68,90.14,85.24,89.33,15536000,1387830908.45,0
1733236200000,2024-12-03,PYPL,86.40,86.40,84.61,85.14,8189800,697279567.00,0
1733149800000,2024-12-02,PYPL,86.55,87.47,85.84,86.53,7273500,629375946.12,0
1732890600000,2024-11-29,PYPL,86.39,87.08,85.82,86.77,4469700,387835854.00,0
1732717800000,2024-11-27,PYPL,87.55,87.66,86.27,86.57,5477900,474221801.33,0
1732631400000,2024-11-26,PYPL,87.40,88.18,86.90,86.94,5610400,487768189.70,0
1732545000000,2024-11-25,PYPL,87.99,88.74,86.97,87.77,12998300,1140860747.37,0
1732285800000,2024-11-22,PYPL,84.68,86.80,84.57,86.77,6786000,588821197.22,0
1732199400000,2024-11-21,PYPL,85.16,85.49,84.21,84.82,7250100,614953479.79,0
1732113000000,2024-11-20,PYPL,84.51,85.60,84.24,84.74,6076300,514905649.02,0
1732026600000,2024-11-19,PYPL,82.99,84.24,82.50,84.09,12442700,1046306597.43,0
1731940200000,2024-11-18,PYPL,86.06,86.84,84.57,84.67,10148100,859239608.42,0
1731681000000,2024-11-15,PYPL,85.35,86.20,85.10,85.83,8083200,693781070.80,0
1731594600000,2024-11-14,PYPL,87.06,87.47,85.47,85.79,8468300,726495464.75,0
1731508200000,2024-11-13,PYPL,86.80,87.90,86.08,87.31,9256600,808193723.40,0
1731421800000,2024-11-12,PYPL,86.88,87.92,85.68,86.40,10036900,867188175.32,0
1731335400000,2024-11-11,PYPL,84.07,87.47,83.38,86.94,15459400,1344040273.74,0
1731076200000,2024-11-08,PYPL,81.46,83.07,81.35,83.01,8144200,676050059.40,0
1730989800000,2024-11-07,PYPL,81.69,82.74,81.13,81.35,7994300,650336292.80,0
1730903400000,2024-11-06,PYPL,81.35,81.69,80.00,81.41,11546500,940000607.28,0
1730817000000,2024-11-05,PYPL,77.74,79.41,77.74,79.25,6573900,520981575.00,0
1730730600000,2024-11-04,PYPL,77.26,78.44,77.00,78.13,10257000,801379381.83,0
1730467800000,2024-11-01,PYPL,77.86,78.31,76.46,77.25,16473600,1272585600.00,0
1730381400000,2024-10-31,PYPL,78.49,79.82,78.30,79.30,13919300,1103800532.48,0
1730295000000,2024-10-30,PYPL,79.03,79.71,77.99,78.22,14910500,1166299328.20,0
1730208600000,2024-10-29,PYPL,78.04,81.25,76.81,80.28,35206400,2826369749.02,0
1730122200000,2024-10-28,PYPL,82.03,83.70,81.88,83.59,15243500,1274204109.18,0
1729863000000,2024-10-25,PYPL,82.01,82.80,81.40,81.70,7201000,588321678.02,0
1729776600000,2024-10-24,PYPL,81.24,82.48,80.92,81.39,7398800,602188327.48,0
1729690200000,2024-10-23,PYPL,81.24,82.24,80.09,80.83,7632100,616902656.97,0
1729603800000,2024-10-22,PYPL,80.05,81.42,80.04,80.91,7571300,612593910.73,0
1729517400000,2024-10-21,PYPL,80.32,81.36,80.04,80.56,7450300,600196149.81,0
1729258200000,2024-10-18,PYPL,79.50,80.97,78.94,80.94,8844300,715857663.59,0
1729171800000,2024-10-17,PYPL,80.75,80.90,79.22,79.82,8654000,690762277.36,0
1729085400000,2024-10-16,PYPL,79.81,80.85,79.45,80.82,5434800,439240534.34,0
1728999000000,2024-10-15,PYPL,80.15,81.06,78.65,79.55,7291600,580046802.25,0
1728912600000,2024-10-14,PYPL,80.34,80.98,79.82,80.67,5865400,473161807.26,0
1728653400000,2024-10-11,PYPL,79.54,80.73,79.16,80.51,7744800,623533864.54,0
1728567000000,2024-10-10,PYPL,79.94,80.07,78.53,78.98,11326100,894535416.02,0
1728480600000,2024-10-09,PYPL,80.88,82.00,80.85,81.65,6926000,565507910.57,0
1728394200000,2024-10-08,PYPL,79.99,81.40,79.57,81.16,8618500,699477491.56,0
1728307800000,2024-10-07,PYPL,79.29,80.49,78.61,80.26,9206600,738921735.67,0
1728048600000,2024-10-04,PYPL,78.16,79.53,77.99,79.36,10070400,799186950.15,0
1727962200000,2024-10-03,PYPL,76.53,77.40,76.04,77.31,9121300,705167680.73,0
1727875800000,2024-10-02,PYPL,77.47,77.77,76.18,77.44,8073300,625196371.71,0
1727789400000,2024-10-01,PYPL,78.21,79.01,76.39,77.47,10608700,821856001.95,0
1727703000000,2024-09-30,PYPL,77.87,78.60,77.24,78.03,6846900,534263598.64,0
1727443800000,2024-09-27,PYPL,80.40,80.63,77.73,77.88,11575300,901484332.21,0
1727357400000,2024-09-26,PYPL,78.94,80.43,78.47,80.08,13316700,1066401360.38,0
1727271000000,2024-09-25,PYPL,78.23,79.26,77.34,77.36,13822400,1069300872.44,0
1727184600000,2024-09-24,PYPL,77.88,78.83,77.67,78.34,14724800,1153540778.08,0
1727098200000,2024-09-23,PYPL,77.53,78.80,77.35,77.67,12839800,997267242.49,0
1726839000000,2024-09-20,PYPL,77.31,77.57,75.46,76.76,27274600,2093598354.26,0
1726752600000,2024-09-19,PYPL,75.00,78.25,74.81,77.57,21662400,1680352361.39,0
1726666200000,2024-09-18,PYPL,71.45,73.87,71.36,73.12,13498200,986988421.07,0
1726579800000,2024-09-17,PYPL,71.93,72.17,71.12,71.77,6187200,444055323.23,0
1726493400000,2024-09-16,PYPL,70.46,71.24,70.07,71.07,6495000,461599648.02,0
1726234200000,2024-09-13,PYPL,70.04,70.62,69.86,70.10,7572600,530839248.45,0
1726147800000,2024-09-12,PYPL,69.14,70.38,69.04,70.36,8369100,588849881.11,0
1726061400000,2024-09-11,PYPL,69.16,69.70,67.76,69.35,12344900,856118796.16,0
1725975000000,2024-09-10,PYPL,69.34,69.74,67.15,68.85,12317500,848059856.20,0
