https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume CRM,Volume USDT,tradecount
1766413800000,2025-12-22,CRM,260.62,264.63,258.41,264.63,5664200,1498917273.66,0
1766154600000,2025-12-19,CRM,260.68,262.04,255.50,259.91,20732100,5388480186.92,0
1766068200000,2025-12-18,CRM,258.42,260.07,256.16,257.85,5654200,1457935504.51,0
1765981800000,2025-12-17,CRM,256.33,261.97,256.25,258.14,6269000,1618279751.83,0
1765895400000,2025-12-16,CRM,254.00,255.86,252.11,254.91,6145300,1566498445.50,0
1765809000000,2025-12-15,CRM,261.21,262.28,253.09,254.58,10271800,2614994862.81,0
1765549800000,2025-12-12,CRM,263.52,264.49,260.91,262.23,6006600,1575110783.99,0
1765463400000,2025-12-11,CRM,263.50,267.90,260.77,262.35,7783800,2042079977.51,0
1765377000000,2025-12-10,CRM,260.75,265.93,259.15,264.20,8894700,2349979848.58,0
1765290600000,2025-12-09,CRM,260.00,262.25,259.00,261.02,8045900,2100140729.61,0
1765204200000,2025-12-08,CRM,261.88,264.28,256.34,259.53,10805400,2804325448.81,0
1764945000000,2025-12-05,CRM,250.83,261.88,249.50,260.57,15852400,4130659984.11,0
1764858600000,2025-12-04,CRM,243.69,248.97,237.60,247.46,20912100,5174908406.40,0
1764772200000,2025-12-03,CRM,235.36,239.26,233.16,238.72,13782000,3290039056.82,0
1764685800000,2025-12-02,CRM,233.02,236.65,231.62,234.71,7626200,1789945453.20,0
1764599400000,2025-12-01,CRM,228.67,234.25,228.60,232.83,5634700,1311927211.32,0
1764340200000,2025-11-28,CRM,229.00,232.56,228.63,230.54,3691500,851038385.22,0
1764167400000,2025-11-26,CRM,230.51,232.82,226.00,228.15,8506600,1940780738.08,0
1764081000000,2025-11-25,CRM,226.80,234.63,226.52,234.12,10233000,2395749910.03,0
1763994600000,2025-11-24,CRM,227.34,228.84,225.04,226.82,8563300,1942327768.72,0
1763735400000,2025-11-21,CRM,224.86,228.68,221.96,227.11,7479300,1698623827.57,0
1763649000000,2025-11-20,CRM,229.25,231.07,223.30,225.37,7521100,1695030270.28,0
1763562600000,2025-11-19,CRM,232.00,232.28,225.06,227.88,9710700,2212874363.42,0
1763476200000,2025-11-18,CRM,236.24,237.79,230.27,233.50,8045100,1878530850.00,0
1763389800000,2025-11-17,CRM,242.07,242.83,235.59,237.03,5280900,1251731720.55,0
1763130600000,2025-11-14,CRM,238.31,245.18,237.42,243.66,5512900,1343273234.19,0
1763044200000,2025-11-13,CRM,245.25,245.90,239.91,240.43,5542100,1332487062.41,0
1762957800000,2025-11-12,CRM,245.74,248.43,243.68,246.02,4278200,1052522782.28,0
1762871400000,2025-11-11,CRM,241.90,245.70,241.16,244.50,5762800,1409004600.00,0
1762785000000,2025-11-10,CRM,240.00,241.91,235.08,241.71,6486600,1567876129.55,0
1762525800000,2025-11-07,CRM,236.15,240.97,235.79,239.88,5741500,1377271048.03,0
1762439400000,2025-11-06,CRM,250.54,250.54,234.48,239.27,11041800,2641971533.18,0
1762353000000,2025-11-05,CRM,254.70,256.83,252.01,252.68,5241200,1324346377.61,0
