https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume CRM,Volume USDT,tradecount
1762266600000,2025-11-04,CRM,258.15,259.26,253.46,254.44,6792200,1728207384.58,0
1762180200000,2025-11-03,CRM,260.00,261.56,255.10,261.34,7054300,1843570736.17,0
1761917400000,2025-10-31,CRM,254.80,261.82,252.63,260.41,6878300,1791178128.19,0
1761831000000,2025-10-30,CRM,250.50,259.28,250.00,256.65,7767800,1993605822.59,0
1761744600000,2025-10-29,CRM,252.00,253.57,249.04,251.46,7904200,1987590185.07,0
1761658200000,2025-10-28,CRM,255.47,258.84,254.14,254.26,6435600,1636315620.65,0
1761571800000,2025-10-27,CRM,257.08,258.10,254.92,255.47,4942400,1262634934.03,0
1761312600000,2025-10-24,CRM,257.42,258.50,254.00,254.83,5490800,1399220574.05,0
1761226200000,2025-10-23,CRM,257.60,258.56,254.12,255.05,6110100,1558381023.65,0
1761139800000,2025-10-22,CRM,262.20,262.40,256.51,256.64,9370000,2404716937.26,0
1761053400000,2025-10-21,CRM,254.50,267.13,254.00,263.41,13354700,3517761575.91,0
1760967000000,2025-10-20,CRM,245.00,255.40,244.30,254.28,9963900,2533620479.84,0
1760707800000,2025-10-17,CRM,246.57,250.78,242.16,243.08,10851200,2637709715.87,0
1760621400000,2025-10-16,CRM,253.19,256.74,242.67,246.00,24869700,6117946200.00,0
1760535000000,2025-10-15,CRM,240.87,241.32,235.90,236.58,8389200,1984716951.36,0
1760448600000,2025-10-14,CRM,248.11,248.28,239.55,239.77,9123900,2187637541.98,0
1760362200000,2025-10-13,CRM,242.89,249.35,242.37,248.75,8276500,2058779375.00,0
1760103000000,2025-10-10,CRM,246.52,249.05,240.72,241.68,7988300,1930612285.49,0
1760016600000,2025-10-09,CRM,239.27,245.96,237.15,245.33,7929100,1945246117.52,0
1759930200000,2025-10-08,CRM,239.74,241.32,235.65,240.43,7120200,1711909633.85,0
1759843800000,2025-10-07,CRM,246.48,247.36,237.55,239.74,8387400,2010795322.07,0
1759757400000,2025-10-06,CRM,239.33,250.47,235.41,245.78,13922600,3421896611.00,0
1759498200000,2025-10-03,CRM,238.75,242.81,238.50,240.36,8849800,2127137933.40,0
1759411800000,2025-10-02,CRM,235.43,239.40,233.60,238.88,7679200,1834407333.50,0
1759325400000,2025-10-01,CRM,236.49,242.47,233.51,235.69,10016600,2360812478.45,0
1759239000000,2025-09-30,CRM,245.05,245.21,235.81,237.00,10801100,2559860700.00,0
1759152600000,2025-09-29,CRM,244.72,245.82,242.87,245.10,6373500,1562144888.90,0
1758893400000,2025-09-26,CRM,240.69,244.53,240.35,243.43,4974600,1210966841.56,0
1758807000000,2025-09-25,CRM,244.50,244.66,239.49,240.95,8145500,1962658200.14,0
1758720600000,2025-09-24,CRM,245.67,248.84,243.01,245.89,6707100,1649208814.91,0
1758634200000,2025-09-23,CRM,249.74,251.36,244.13,244.56,7669800,1875726269.27,0
1758547800000,2025-09-22,CRM,245.28,250.48,243.16,249.69,7523800,1878617640.37,0
1758288600000,2025-09-19,CRM,246.02,247.20,243.35,247.09,11813900,2919096507.74,0
1758202200000,2025-09-18,CRM,244.16,247.29,242.95,244.28,9344400,2282650020.59,0
1758115800000,2025-09-17,CRM,239.97,243.00,239.38,242.21,10124000,2452134107.97,0
1758029400000,2025-09-16,CRM,242.52,242.68,237.24,239.31,8779800,2101093916.56,0
1757943000000,2025-09-15,CRM,243.25,244.71,240.84,242.52,7244600,1756960422.95,0
1757683800000,2025-09-12,CRM,246.10,247.59,241.25,242.76,8386400,2035882417.93,0
1757597400000,2025-09-11,CRM,243.70,247.17,243.50,246.28,6944900,1710389963.52,0
1757511000000,2025-09-10,CRM,252.75,253.99,241.73,242.57,11363600,2756468535.23,0
1757424600000,2025-09-09,CRM,251.32,255.34,251.21,252.06,10901900,2747932887.38,0
1757338200000,2025-09-08,CRM,250.80,252.94,247.30,252.27,12602200,3179157047.84,0
1757079000000,2025-09-05,CRM,244.83,251.13,244.36,250.76,13029400,3267252272.43,0
1756992600000,2025-09-04,CRM,240.06,245.22,234.62,244.01,30967500,7556379504.89,0
1756906200000,2025-09-03,CRM,255.06,258.00,250.55,256.45,17417900,4466820667.62,0
1756819800000,2025-09-02,CRM,254.82,254.99,248.75,252.86,9312500,2354758755.68,0
1756474200000,2025-08-29,CRM,255.40,257.64,252.87,256.25,7363200,1886820000.00,0
1756387800000,2025-08-28,CRM,252.48,255.65,250.29,254.53,8461200,2153629225.67,0
1756301400000,2025-08-27,CRM,245.75,250.37,245.61,250.16,6506900,1627766127.83,0
1756215000000,2025-08-26,CRM,246.70,248.83,242.85,243.74,8862300,2160097050.68,0
1756128600000,2025-08-25,CRM,249.37,249.37,246.79,247.87,4957700,1228865074.79,0
1755869400000,2025-08-22,CRM,245.78,249.53,244.11,248.29,6694300,1662127702.06,0
1755783000000,2025-08-21,CRM,245.04,246.29,240.02,245.83,5646800,1388152854.34,0
1755696600000,2025-08-20,CRM,245.70,247.57,244.45,246.45,8195100,2019682369.99,0
1755610200000,2025-08-19,CRM,245.00,248.50,243.45,246.00,8642200,2125981200.00,0
1755523800000,2025-08-18,CRM,239.77,244.52,239.49,243.97,8809200,2149180534.75,0
1755264600000,2025-08-15,CRM,236.15,244.50,234.63,242.44,12942800,3137852463.60,0
1755178200000,2025-08-14,CRM,237.00,237.00,232.87,233.37,7544800,1760729939.16,0
1755091800000,2025-08-13,CRM,233.01,237.35,229.61,237.03,10209200,2419886663.54,0
1755005400000,2025-08-12,CRM,233.00,233.67,226.48,231.66,13178000,3052815528.26,0
1754919000000,2025-08-11,CRM,238.92,241.87,231.57,232.68,10740100,2499006389.34,0
1754659800000,2025-08-08,CRM,241.29,242.95,237.83,240.51,8812000,2119374071.59,0
1754573400000,2025-08-07,CRM,250.69,253.01,236.97,240.88,10010200,2411257024.88,0
1754487000000,2025-08-06,CRM,249.37,250.26,247.02,249.17,5834700,1453832188.32,0
1754400600000,2025-08-05,CRM,253.01,253.29,247.01,247.49,6761000,1673279927.14,0
1754314200000,2025-08-04,CRM,251.00,253.50,250.64,252.32,4403500,1111091152.25,0
1754055000000,2025-08-01,CRM,254.99,255.99,250.13,250.74,7646900,1917383748.01,0
1753968600000,2025-07-31,CRM,265.00,265.04,257.86,258.33,7340300,1896219600.44,0
1753882200000,2025-07-30,CRM,266.87,267.77,263.33,264.81,3928200,1040226632.41,0
1753795800000,2025-07-29,CRM,271.60,274.00,267.31,267.39,5137100,1373609244.25,0
1753709400000,2025-07-28,CRM,269.50,270.34,266.59,270.25,4533700,1225232425.00,0
1753450200000,2025-07-25,CRM,268.01,271.10,267.01,269.11,4015400,1080584235.18,0
1753363800000,2025-07-24,CRM,267.98,269.30,265.64,267.70,5877100,1573299741.74,0
1753277400000,2025-07-23,CRM,263.92,268.48,262.50,267.22,5620700,1501963460.86,0
1753191000000,2025-07-22,CRM,263.00,265.89,262.00,263.59,5001400,1318319007.68,0
1753104600000,2025-07-21,CRM,263.62,264.31,261.64,262.28,6714700,1761131507.80,0
1752845400000,2025-07-18,CRM,260.30,262.98,259.12,262.38,6381200,1674299287.16,0
1752759000000,2025-07-17,CRM,257.99,260.20,256.65,259.88,5837400,1517023540.50,0
1752672600000,2025-07-16,CRM,258.93,258.98,254.52,257.95,5649500,1457288593.96,0
1752586200000,2025-07-15,CRM,261.00,261.81,257.23,257.58,5201500,1339802300.16,0
1752499800000,2025-07-14,CRM,258.60,262.23,257.50,259.68,6533900,1696723104.14,0
1752240600000,2025-07-11,CRM,262.58,262.95,257.26,258.07,7011200,1809380435.35,0
1752154200000,2025-07-10,CRM,270.90,271.49,263.21,263.97,7244600,1912357070.84,0
1752067800000,2025-07-09,CRM,274.36,275.56,269.37,270.92,6373600,1726735797.58,0
1751981400000,2025-07-08,CRM,270.79,276.80,269.73,273.65,6661200,1822837339.34,0
1751895000000,2025-07-07,CRM,271.51,274.00,268.21,269.80,6283500,1695288223.30,0
1751549400000,2025-07-03,CRM,269.70,274.73,269.32,272.15,5031800,1369404339.29,0
1751463000000,2025-07-02,CRM,271.52,271.71,265.65,269.21,6115200,1646272939.75,0
1751376600000,2025-07-01,CRM,272.08,274.00,270.64,271.91,6256800,1701286510.91,0
1751290200000,2025-06-30,CRM,274.46,276.38,270.40,272.69,8541900,2329290731.85,0
1751031000000,2025-06-27,CRM,271.86,274.17,269.43,273.42,21741400,5944533879.94,0
1750944600000,2025-06-26,CRM,268.78,271.01,265.16,270.74,6708000,1816123854.49,0
1750858200000,2025-06-25,CRM,272.00,274.00,266.98,267.76,6074300,1626454627.32,0
1750771800000,2025-06-24,CRM,265.71,273.38,265.44,271.17,9713900,2634118393.44,0
1750685400000,2025-06-23,CRM,260.64,264.74,258.75,263.41,9283800,2445445792.00,0
1750426200000,2025-06-20,CRM,260.69,262.87,259.26,260.63,12859200,3351493358.79,0
1750253400000,2025-06-18,CRM,264.80,265.08,257.47,259.50,7628000,1979466000.00,0
1750167000000,2025-06-17,CRM,263.85,270.50,262.10,262.76,9110100,2393769964.97,0
1750080600000,2025-06-16,CRM,260.39,263.98,259.96,263.88,7177000,1893866795.04,0
1749821400000,2025-06-13,CRM,263.48,265.70,258.00,258.40,7659300,1979163073.25,0
1749735000000,2025-06-12,CRM,264.70,269.02,263.40,266.91,8054000,2149693169.49,0
1749648600000,2025-06-11,CRM,268.50,269.51,265.41,265.91,6568100,1746523495.05,0
1749562200000,2025-06-10,CRM,272.07,273.75,266.84,268.22,6309700,1692387741.70,0
1749475800000,2025-06-09,CRM,272.85,274.20,269.66,272.25,5728300,1559529675.00,0
1749216600000,2025-06-06,CRM,269.97,274.90,268.21,274.51,7507000,2060746643.31,0
1749130200000,2025-06-05,CRM,263.71,268.75,263.64,267.14,8642900,2308864432.60,0
1749043800000,2025-06-04,CRM,264.19,265.50,261.62,263.17,7372500,1940220924.00,0
1748957400000,2025-06-03,CRM,262.00,264.75,261.36,264.47,7838500,2073048104.57,0
1748871000000,2025-06-02,CRM,263.11,263.79,259.14,261.62,9213500,2410435825.01,0
1748611800000,2025-05-30,CRM,268.08,269.74,260.70,265.37,12388500,3287536184.51,0
1748525400000,2025-05-29,CRM,263.59,267.79,254.50,266.92,28053100,7487933828.69,0
1748439000000,2025-05-28,CRM,277.71,278.81,273.58,276.03,12758600,3521756342.43,0
1748352600000,2025-05-27,CRM,273.17,278.58,270.29,277.19,10958000,3037448046.75,0
1748007000000,2025-05-23,CRM,279.00,280.74,271.65,273.13,8887800,2427524857.40,0
1747920600000,2025-05-22,CRM,282.50,286.35,281.03,283.42,6642700,1882674123.20,0
1747834200000,2025-05-21,CRM,284.41,287.63,281.11,282.28,5689800,1606116737.05,0
1747747800000,2025-05-20,CRM,288.09,288.44,285.21,288.06,4032300,1161544328.16,0
1747661400000,2025-05-19,CRM,288.10,289.90,286.91,287.63,5781200,1662846584.23,0
1747402200000,2025-05-16,CRM,291.09,292.17,289.72,291.15,3846000,1119762876.53,0
1747315800000,2025-05-15,CRM,289.57,291.97,287.95,290.76,4635600,1347847101.27,0
1747229400000,2025-05-14,CRM,293.50,296.05,289.26,290.74,7926200,2304463310.60,0
1747143000000,2025-05-13,CRM,291.00,292.74,288.93,289.17,6711600,1940793462.12,0
1747056600000,2025-05-12,CRM,285.00,288.97,283.23,288.82,5937400,1714839911.49,0
1746797400000,2025-05-09,CRM,281.62,282.48,273.88,275.42,4324200,1190971222.06,0
1746711000000,2025-05-08,CRM,279.21,283.05,278.38,279.74,4789900,1339926579.22,0
1746624600000,2025-05-07,CRM,273.71,278.79,273.71,278.23,4267600,1187374394.89,0
1746538200000,2025-05-06,CRM,269.82,274.80,268.54,273.36,4681600,1279762107.42,0
1746451800000,2025-05-05,CRM,273.37,276.17,272.31,272.63,4219600,1150389568.60,0
1746192600000,2025-05-02,CRM,274.46,276.32,272.25,275.08,4323400,1189280813.95,0
1746106200000,2025-05-01,CRM,273.40,274.60,269.00,269.33,5208900,1402912967.06,0
1746019800000,2025-04-30,CRM,264.80,268.87,263.00,268.71,4624100,1242541871.49,0
1745933400000,2025-04-29,CRM,265.40,268.58,265.17,267.76,3139800,840712878.66,0
1745847000000,2025-04-28,CRM,268.15,269.50,263.33,265.64,4977700,1322276300.92,0
1745587800000,2025-04-25,CRM,264.72,269.03,264.20,267.85,5651700,1513807879.50,0
1745501400000,2025-04-24,CRM,258.20,264.98,257.00,264.70,7857600,2079906815.92,0
1745415000000,2025-04-23,CRM,252.61,257.79,249.50,250.48,5818900,1457518047.14,0
1745328600000,2025-04-22,CRM,238.23,244.22,235.60,243.39,7145300,1739094562.64,0
1745242200000,2025-04-21,CRM,240.43,242.48,232.77,236.26,9240000,2183042349.24,0
1744896600000,2025-04-17,CRM,249.77,251.56,246.80,247.26,5566900,1376471663.42,0
1744810200000,2025-04-16,CRM,251.93,256.61,246.69,249.84,7190900,1796574429.67,0
1744723800000,2025-04-15,CRM,254.37,256.72,253.80,254.93,5227700,1332697522.71,0
1744637400000,2025-04-14,CRM,260.00,260.00,253.14,254.55,6038100,1536998373.43,0
1744378200000,2025-04-11,CRM,254.27,256.41,247.68,255.00,6089000,1552695000.00,0
1744291800000,2025-04-10,CRM,260.00,261.24,248.13,255.12,9692300,2472699528.67,0
1744205400000,2025-04-09,CRM,240.90,268.17,240.90,265.17,12491100,3312265154.73,0
1744119000000,2025-04-08,CRM,253.95,257.39,240.27,243.99,9340300,2278939848.31,0
1744032600000,2025-04-07,CRM,230.00,252.95,230.00,244.21,11965200,2922021572.33,0
1743773400000,2025-04-04,CRM,247.70,250.29,239.53,240.76,9705000,2336575746.69,0
1743687000000,2025-04-03,CRM,260.14,262.57,254.45,255.23,8872600,2264553660.09,0
1743600600000,2025-04-02,CRM,265.96,273.63,265.75,271.54,5396900,1465474272.12,0
1743514200000,2025-04-01,CRM,268.86,270.82,265.82,270.20,4598200,1242433696.13,0
1743427800000,2025-03-31,CRM,264.55,268.45,259.19,268.36,7585800,2035725176.88,0
1743168600000,2025-03-28,CRM,276.71,277.21,269.19,269.97,4973400,1342668804.07,0
1743082200000,2025-03-27,CRM,280.54,280.90,276.01,277.81,3757200,1043787722.83,0
1742995800000,2025-03-26,CRM,288.34,289.04,279.58,280.99,5070300,1424703547.49,0
1742909400000,2025-03-25,CRM,285.61,290.45,285.61,288.61,4301700,1241513573.99,0
1742823000000,2025-03-24,CRM,283.74,286.76,283.22,285.96,6763800,1934176190.20,0
1742563800000,2025-03-21,CRM,276.21,281.85,274.05,280.62,9804100,2751226494.13,0
1742477400000,2025-03-20,CRM,277.06,282.88,277.06,279.03,5504700,1535976434.28,0
1742391000000,2025-03-19,CRM,277.50,282.22,277.29,279.39,5245400,1465512382.84,0
1742304600000,2025-03-18,CRM,280.02,280.50,275.94,278.73,5881700,1639406305.62,0
1742218200000,2025-03-17,CRM,277.37,282.73,276.08,280.75,4484300,1258967225.00,0
1741959000000,2025-03-14,CRM,275.00,279.89,272.68,279.40,6976900,1949345817.42,0
1741872600000,2025-03-13,CRM,282.05,282.56,269.75,271.74,9494500,2580035337.28,0
1741786200000,2025-03-12,CRM,281.85,285.93,279.09,284.58,7463900,2124076561.78,0
1741699800000,2025-03-11,CRM,273.72,280.45,272.00,277.05,8313400,2303227368.52,0
1741613400000,2025-03-10,CRM,276.97,278.35,270.72,272.90,10040200,2739970518.72,0
1741357800000,2025-03-07,CRM,283.18,288.31,275.17,282.89,8248100,2333305129.82,0
1741271400000,2025-03-06,CRM,288.23,298.08,284.83,286.05,10396800,2974004513.09,0
1741185000000,2025-03-05,CRM,287.22,292.68,285.62,291.97,6612600,1930680830.07,0
1741098600000,2025-03-04,CRM,290.00,291.65,282.24,287.34,9096300,2613730808.69,0
1741012200000,2025-03-03,CRM,301.00,303.07,291.06,293.06,6298200,1845750476.62,0
1740753000000,2025-02-28,CRM,295.96,301.98,292.15,297.85,10863100,3235574401.30,0
1740666600000,2025-02-27,CRM,296.34,304.92,292.67,294.90,16691400,4922293758.12,0
1740580200000,2025-02-26,CRM,312.66,313.70,306.45,307.33,12638500,3884190035.29,0
1740493800000,2025-02-25,CRM,306.25,308.42,300.62,305.88,7360100,2251307423.94,0
1740407400000,2025-02-24,CRM,311.51,312.73,303.52,308.32,6652900,2051222176.73,0
1740148200000,2025-02-21,CRM,318.97,318.97,306.86,309.80,7353200,2278021270.24,0
1740061800000,2025-02-20,CRM,322.24,324.45,318.21,318.43,6393100,2035754786.18,0
1739975400000,2025-02-19,CRM,329.74,329.74,322.87,324.53,5012000,1626544353.88,0
1739889000000,2025-02-18,CRM,328.59,329.16,323.00,328.96,5262100,1731020371.04,0
1739543400000,2025-02-14,CRM,328.03,328.50,322.62,326.54,5879700,1919957288.24,0
1739457000000,2025-02-13,CRM,326.20,330.35,323.22,329.85,4312100,1422346211.32,0
1739370600000,2025-02-12,CRM,319.55,327.00,316.97,326.12,5643400,1840425580.44,0
1739284200000,2025-02-11,CRM,324.02,326.44,321.26,324.40,5455900,1769893926.70,0
1739197800000,2025-02-10,CRM,327.92,331.75,326.65,327.20,5981900,1957277753.02,0
1738938600000,2025-02-07,CRM,332.00,333.82,323.72,325.83,7626100,2484812060.60,0
1738852200000,2025-02-06,CRM,337.48,337.48,329.10,330.81,13240600,4380122853.67,0
1738765800000,2025-02-05,CRM,345.72,348.04,338.87,347.93,4521000,1572991496.89,0
1738679400000,2025-02-04,CRM,345.62,346.93,338.67,344.14,4965600,1708861656.74,0
1738593000000,2025-02-03,CRM,335.97,341.46,331.26,339.24,4549400,1543338411.57,0
1738333800000,2025-01-31,CRM,348.00,349.50,340.10,341.70,5778000,1974342670.53,0
1738247400000,2025-01-30,CRM,340.90,348.00,340.00,343.57,7591100,2608074282.60,0
1738161000000,2025-01-29,CRM,358.76,360.18,351.50,354.00,6266700,2218411800.00,0
1738074600000,2025-01-28,CRM,354.77,367.09,350.46,359.95,12099300,4355143182.70,0
1737988200000,2025-01-27,CRM,332.36,353.15,330.50,347.10,15661100,5435967905.59,0
1737729000000,2025-01-24,CRM,336.30,338.65,331.79,333.88,3299100,1101503524.11,0
1737642600000,2025-01-23,CRM,332.33,335.46,329.60,334.66,4355900,1457745509.95,0
1737556200000,2025-01-22,CRM,331.25,335.23,327.28,332.62,7259300,2414588330.55,0
1737469800000,2025-01-21,CRM,329.40,329.52,322.45,326.84,6397200,2090860824.57,0
1737124200000,2025-01-17,CRM,328.72,329.57,323.07,324.56,6303600,2045896400.61,0
1737037800000,2025-01-16,CRM,322.94,327.72,319.55,320.00,5047700,1615264000.00,0
1736951400000,2025-01-15,CRM,329.88,331.53,320.78,321.16,6042700,1940673554.13,0
1736865000000,2025-01-14,CRM,325.00,329.94,321.50,323.54,5935200,1920274658.72,0
1736778600000,2025-01-13,CRM,314.60,320.55,313.80,319.07,4583000,1462297843.57,0
1736519400000,2025-01-10,CRM,322.77,322.77,316.02,317.85,6540000,2078739039.92,0
1736346600000,2025-01-08,CRM,327.74,328.80,323.11,326.90,3788200,1238362556.88,0
1736260200000,2025-01-07,CRM,330.50,331.50,322.91,324.93,4643100,1508682448.99,0
1736173800000,2025-01-06,CRM,334.02,336.60,327.28,330.53,5785300,1912215201.94,0
1735914600000,2025-01-03,CRM,332.10,333.44,329.27,332.90,4101200,1365289454.97,0
1735828200000,2025-01-02,CRM,336.31,338.92,327.81,330.66,4807100,1589515703.60,0
1735655400000,2024-12-31,CRM,336.27,337.15,332.41,334.33,3026000,1011682539.37,0
1735569000000,2024-12-30,CRM,333.47,338.11,331.61,335.74,3411100,1145242680.69,0
1735309800000,2024-12-27,CRM,340.35,342.27,335.27,338.45,3220400,1089944419.31,0
1735223400000,2024-12-26,CRM,344.88,344.88,341.03,341.72,3483300,1190313280.25,0
1735050600000,2024-12-24,CRM,343.00,344.95,340.83,344.43,1811000,623762716.74,0
1734964200000,2024-12-23,CRM,342.25,343.85,336.68,342.90,5330300,1827759837.47,0
1734705000000,2024-12-20,CRM,332.74,346.45,331.14,343.65,14932300,5131484803.86,0
1734618600000,2024-12-19,CRM,341.70,343.53,335.43,336.23,7423400,2495969863.56,0
1734532200000,2024-12-18,CRM,354.50,354.77,335.24,337.23,8400000,2832732092.29,0
1734445800000,2024-12-17,CRM,356.90,357.23,349.11,350.97,6911000,2425553678.44,0
1734359400000,2024-12-16,CRM,350.78,358.07,350.56,357.23,5482300,1958442089.23,0
1734100200000,2024-12-13,CRM,364.00,364.80,352.50,354.31,5538000,1962168766.48,0
1734013800000,2024-12-12,CRM,355.00,360.00,352.92,358.03,5422000,1941238653.38,0
1733927400000,2024-12-11,CRM,353.49,360.20,351.88,354.85,7546600,2677911056.06,0
1733841000000,2024-12-10,CRM,351.35,355.49,347.43,348.82,6033000,2104431104.19,0
1733754600000,2024-12-09,CRM,361.70,361.70,350.79,351.57,6475000,2276415797.42,0
1733495400000,2024-12-06,CRM,364.99,367.15,361.09,361.99,5738900,2077424354.96,0
1733409000000,2024-12-05,CRM,360.78,365.45,356.67,361.38,10942100,3954256151.43,0
1733322600000,2024-12-04,CRM,366.81,369.00,356.65,367.87,24733100,9098565376.23,0
1733236200000,2024-12-03,CRM,327.40,332.80,323.65,331.43,12632400,4186756239.48,0
1733149800000,2024-12-02,CRM,332.00,334.50,330.11,331.01,6063400,2007046093.21,0
1732890600000,2024-11-29,CRM,329.34,331.99,327.25,329.99,3517600,1160772789.65,0
1732717800000,2024-11-27,CRM,336.46,337.38,328.88,330.01,7471500,2465669787.96,0
1732631400000,2024-11-26,CRM,341.98,343.81,339.14,343.18,4492800,1541839071.09,0
1732545000000,2024-11-25,CRM,345.00,347.85,338.29,339.11,7117200,2413513587.74,0
1732285800000,2024-11-22,CRM,338.95,342.81,335.78,342.02,5649400,1932207725.93,0
1732199400000,2024-11-21,CRM,331.35,342.94,328.60,335.78,8364200,2808531065.79,0
1732113000000,2024-11-20,CRM,325.29,327.26,322.01,325.70,3763500,1225771995.94,0
1732026600000,2024-11-19,CRM,319.00,324.70,316.00,323.43,5469900,1769129716.94,0
1731940200000,2024-11-18,CRM,327.00,327.00,320.21,322.25,4250400,1369691400.00,0
1731681000000,2024-11-15,CRM,326.93,330.26,324.18,325.26,7093000,2307069249.27,0
1731594600000,2024-11-14,CRM,342.44,346.00,330.82,331.65,7630600,2530688443.43,0
1731508200000,2024-11-13,CRM,345.50,348.19,338.77,341.72,6902900,2358858996.43,0
1731421800000,2024-11-12,CRM,339.29,348.86,338.51,341.15,7659700,2613106608.25,0
1731335400000,2024-11-11,CRM,325.25,344.88,325.25,341.73,13954200,4768568919.31,0
1731076200000,2024-11-08,CRM,310.03,322.81,309.44,321.95,8485000,2731745853.58,0
1730989800000,2024-11-07,CRM,307.50,312.19,306.00,310.78,5722600,1778469621.01,0
1730903400000,2024-11-06,CRM,305.00,308.56,303.07,306.90,5874900,1803006774.14,0
1730817000000,2024-11-05,CRM,297.44,298.81,294.74,297.49,4456100,1325645145.48,0
1730730600000,2024-11-04,CRM,297.99,300.18,292.92,298.01,5107900,1522205328.88,0
1730467800000,2024-11-01,CRM,290.23,296.99,290.00,294.72,3527500,1039624804.31,0
1730381400000,2024-10-31,CRM,292.60,296.09,289.55,291.37,4301800,1253415445.00,0
1730295000000,2024-10-30,CRM,297.07,299.54,296.35,296.40,2826500,837774582.75,0
1730208600000,2024-10-29,CRM,294.00,300.60,292.81,298.89,4280700,1279458485.71,0
1730122200000,2024-10-28,CRM,293.60,296.07,292.49,293.77,3867800,1136243563.51,0
1729863000000,2024-10-25,CRM,290.00,294.38,288.83,290.46,3351200,973389523.36,0
1729776600000,2024-10-24,CRM,286.56,288.91,285.18,286.76,3210700,920700363.35,0
1729690200000,2024-10-23,CRM,287.73,288.30,282.62,284.43,3227100,917884029.36,0
1729603800000,2024-10-22,CRM,289.75,291.94,287.65,288.33,3100100,893851791.37,0
1729517400000,2024-10-21,CRM,289.00,292.92,288.04,291.29,2712600,790153277.18,0
1729258200000,2024-10-18,CRM,292.04,294.71,290.15,292.94,3087900,904569433.54,0
1729171800000,2024-10-17,CRM,291.96,293.34,290.10,291.11,2830000,823841258.54,0
1729085400000,2024-10-16,CRM,287.55,290.92,284.23,290.86,3497000,1017137368.77,0
1728999000000,2024-10-15,CRM,293.46,293.58,288.00,288.35,3850800,1110378203.50,0
1728912600000,2024-10-14,CRM,289.92,292.45,288.25,291.64,3642500,1062298753.36,0
1728653400000,2024-10-11,CRM,289.21,290.24,286.30,288.10,3597000,1036295721.95,0
1728567000000,2024-10-10,CRM,287.92,290.23,284.62,290.17,3965500,1150669188.25,0
1728480600000,2024-10-09,CRM,290.82,291.57,287.08,287.92,4851000,1396699985.14,0
1728394200000,2024-10-08,CRM,286.00,292.63,284.10,291.57,5211200,1519429622.17,0
1728307800000,2024-10-07,CRM,286.58,288.17,283.38,284.57,4794700,1364427814.12,0
1728048600000,2024-10-04,CRM,283.86,287.89,281.47,287.75,6129900,1763878725.00,0
1727962200000,2024-10-03,CRM,278.99,281.12,277.73,280.91,3868400,1086672258.17,0
1727875800000,2024-10-02,CRM,273.72,282.00,270.85,279.48,8512300,2379017697.52,0
1727789400000,2024-10-01,CRM,274.14,274.70,269.69,270.87,4369900,1183674791.66,0
1727703000000,2024-09-30,CRM,273.95,275.74,269.14,273.71,5059700,1384890443.77,0
1727443800000,2024-09-27,CRM,276.26,277.84,275.06,276.64,5220100,1444088540.47,0
1727357400000,2024-09-26,CRM,276.13,278.64,272.71,275.76,5253400,1448677635.30,0
1727271000000,2024-09-25,CRM,270.45,277.05,269.38,274.09,7920000,2170792771.00,0
1727184600000,2024-09-24,CRM,269.83,272.46,266.29,270.44,7154500,1934862997.47,0
1727098200000,2024-09-23,CRM,267.25,268.06,262.24,264.21,6034000,1594243088.44,0
1726839000000,2024-09-20,CRM,266.01,270.32,261.32,266.80,11463200,3058381620.07,0
1726752600000,2024-09-19,CRM,260.72,269.54,258.05,265.99,11022800,2931954464.36,0
1726666200000,2024-09-18,CRM,256.00,256.12,250.96,252.43,4436700,1119956148.50,0
1726579800000,2024-09-17,CRM,258.72,259.37,254.76,255.19,5423400,1383997459.24,0
1726493400000,2024-09-16,CRM,254.57,257.81,254.57,256.91,5367000,1378835989.65,0
1726234200000,2024-09-13,CRM,252.54,256.83,252.45,254.57,4998900,1272570009.61,0
1726147800000,2024-09-12,CRM,251.39,254.14,249.57,253.37,5219700,1322515363.51,0
1726061400000,2024-09-11,CRM,244.81,250.02,242.01,249.57,4822200,1203476489.32,0
1725975000000,2024-09-10,CRM,247.13,247.34,243.31,246.16,3544800,872587980.98,0
1725888600000,2024-09-09,CRM,246.50,249.36,244.77,245.76,4588800,1127743462.79,0
1725629400000,2024-09-06,CRM,247.74,250.00,241.44,243.97,6259400,1527105825.64,0
1725543000000,2024-09-05,CRM,245.98,248.50,245.00,246.12,4083600,1005055612.06,0
1725456600000,2024-09-04,CRM,246.47,249.48,245.16,247.68,4706500,1165705885.53,0
1725370200000,2024-09-03,CRM,252.62,253.69,246.64,248.06,6190400,1535590608.89,0
1725024600000,2024-08-30,CRM,257.44,259.13,251.00,252.90,10507700,2657397265.87,0
1724938200000,2024-08-29,CRM,271.01,271.95,256.28,257.01,14301700,3675680056.67,0
1724851800000,2024-08-28,CRM,261.83,265.18,257.36,258.90,10981900,2843213842.97,0
1724765400000,2024-08-27,CRM,259.65,264.46,259.40,264.20,5276400,1394024944.41,0
1724679000000,2024-08-26,CRM,263.94,267.30,263.24,265.28,3818300,1012918619.34,0
1724419800000,2024-08-23,CRM,261.99,265.60,260.70,264.00,4711300,1243783200.00,0
1724333400000,2024-08-22,CRM,261.50,263.26,257.27,258.59,5111400,1321756907.28,0
1724247000000,2024-08-21,CRM,261.10,262.14,259.18,261.09,4648200,1213598520.98,0
