https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume DIS,Volume USDT,tradecount
1763735400000,2025-11-21,DIS,103.48,104.78,102.69,104.28,10785400,1124701498.83,0
1763649000000,2025-11-20,DIS,105.37,105.80,102.50,102.70,12609900,1295036691.52,0
1763562600000,2025-11-19,DIS,106.08,107.59,104.08,104.67,12790000,1338729276.58,0
1763476200000,2025-11-18,DIS,105.10,107.08,105.00,106.28,11796200,1253700121.60,0
1763389800000,2025-11-17,DIS,105.75,107.67,105.12,105.69,12296400,1299606546.02,0
1763130600000,2025-11-14,DIS,107.52,108.73,105.30,105.80,16691400,1765950170.94,0
1763044200000,2025-11-13,DIS,108.89,109.36,104.91,107.61,44045400,4739725520.88,0
1762957800000,2025-11-12,DIS,114.57,117.09,114.39,116.65,15248700,1778760878.27,0
1762871400000,2025-11-11,DIS,112.65,114.97,112.42,114.85,9713300,1115572490.18,0
1762785000000,2025-11-10,DIS,111.15,112.79,111.03,112.24,9158700,1027972468.43,0
1762525800000,2025-11-07,DIS,110.26,111.43,110.04,110.74,8782100,972529735.24,0
1762439400000,2025-11-06,DIS,111.17,111.71,109.18,110.49,10291800,1137140960.01,0
1762353000000,2025-11-05,DIS,111.35,111.97,110.60,111.36,5746000,639874563.51,0
1762266600000,2025-11-04,DIS,110.97,111.79,110.64,111.47,7950100,886197656.70,0
1762180200000,2025-11-03,DIS,112.55,112.81,111.03,112.12,8542300,957762699.46,0
1761917400000,2025-10-31,DIS,111.58,113.10,110.53,112.62,8700600,979861595.90,0
1761831000000,2025-10-30,DIS,110.13,113.58,109.55,111.84,8311300,929535761.56,0
1761744600000,2025-10-29,DIS,111.18,111.53,110.01,110.24,7097100,782384288.84,0
1761658200000,2025-10-28,DIS,111.91,112.48,111.46,111.65,6839400,763619020.44,0
1761571800000,2025-10-27,DIS,111.94,112.60,111.31,112.34,6029600,677365241.92,0
1761312600000,2025-10-24,DIS,113.23,113.65,111.59,111.68,6235200,696347137.90,0
1761226200000,2025-10-23,DIS,113.17,113.83,111.90,113.03,6945400,785038553.52,0
1761139800000,2025-10-22,DIS,114.00,114.28,112.98,113.08,7569200,855925149.86,0
1761053400000,2025-10-21,DIS,112.25,114.54,112.04,114.30,8163200,933053784.91,0
1760967000000,2025-10-20,DIS,111.03,112.25,110.60,111.96,8047500,900998092.63,0
