https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume DIS,Volume USDT,tradecount
1760707800000,2025-10-17,DIS,109.74,111.46,109.44,110.67,10090500,1116715616.52,0
1760621400000,2025-10-16,DIS,111.79,112.09,108.51,109.88,7531200,827528235.31,0
1760535000000,2025-10-15,DIS,111.47,112.68,111.14,111.71,7012600,783377539.58,0
1760448600000,2025-10-14,DIS,109.65,111.84,109.20,111.17,7898000,878020645.54,0
1760362200000,2025-10-13,DIS,110.39,110.96,109.38,110.27,7435100,819868452.04,0
1760103000000,2025-10-10,DIS,111.53,112.68,109.11,109.19,9635200,1052067511.52,0
1760016600000,2025-10-09,DIS,111.82,113.00,110.88,110.99,6502400,721701362.11,0
1759930200000,2025-10-08,DIS,112.81,113.20,111.65,111.89,7074400,791554611.68,0
1759843800000,2025-10-07,DIS,112.63,113.40,111.80,112.53,5409800,608764787.40,0
1759757400000,2025-10-06,DIS,112.69,113.11,111.45,112.75,6141200,692420300.00,0
1759498200000,2025-10-03,DIS,112.04,113.57,111.56,112.47,7148400,803980556.73,0
1759411800000,2025-10-02,DIS,112.98,113.17,110.78,112.14,8695100,975068508.69,0
1759325400000,2025-10-01,DIS,114.08,116.06,112.79,112.95,9736300,1099715055.29,0
1759239000000,2025-09-30,DIS,114.53,114.88,113.34,114.50,9303700,1065273650.00,0
1759152600000,2025-09-29,DIS,113.47,115.01,113.33,114.78,9304100,1067924586.64,0
1758893400000,2025-09-26,DIS,113.13,113.57,112.76,113.47,6145700,697352586.50,0
1758807000000,2025-09-25,DIS,112.71,114.05,112.65,112.99,6365500,719237831.40,0
1758720600000,2025-09-24,DIS,112.41,114.15,112.20,113.43,8755200,993102338.67,0
1758634200000,2025-09-23,DIS,112.72,113.62,111.60,112.25,13145000,1475526250.00,0
1758547800000,2025-09-22,DIS,111.76,113.63,111.52,112.56,15479800,1742406250.21,0
1758288600000,2025-09-19,DIS,114.60,114.60,111.93,113.76,23398400,2661802033.98,0
1758202200000,2025-09-18,DIS,115.33,115.78,114.05,114.86,9460500,1086633035.77,0
1758115800000,2025-09-17,DIS,115.24,116.66,115.22,116.10,7333900,851465778.81,0
1758029400000,2025-09-16,DIS,115.45,115.85,114.71,115.23,6844900,788737849.98,0
1757943000000,2025-09-15,DIS,116.11,116.75,115.00,115.62,7150900,826787077.64,0
1757683800000,2025-09-12,DIS,116.26,117.01,115.10,115.96,7640900,886038757.00,0
1757597400000,2025-09-11,DIS,115.45,117.17,114.63,117.08,8399100,983366643.38,0
1757511000000,2025-09-10,DIS,116.85,117.51,114.50,115.79,7484900,866676577.85,0
1757424600000,2025-09-09,DIS,118.53,119.05,117.22,117.37,5444300,638997505.95,0
1757338200000,2025-09-08,DIS,117.96,118.88,116.74,118.84,6450700,766601164.38,0
1757079000000,2025-09-05,DIS,118.91,119.78,117.70,117.91,6669100,786353605.42,0
1756992600000,2025-09-04,DIS,117.08,119.68,116.76,118.81,6949300,825646316.03,0
1756906200000,2025-09-03,DIS,117.83,118.62,116.35,117.38,6288700,738167588.73,0
1756819800000,2025-09-02,DIS,117.02,118.28,116.00,118.27,6015900,711500472.81,0
1756474200000,2025-08-29,DIS,117.39,118.65,117.25,118.38,5212600,617067573.68,0
1756387800000,2025-08-28,DIS,118.10,118.37,116.61,117.64,5687700,669101024.53,0
1756301400000,2025-08-27,DIS,117.53,118.46,117.29,118.09,4378000,516998003.97,0
1756215000000,2025-08-26,DIS,117.43,118.38,117.16,117.65,5787400,680887618.83,0
1756128600000,2025-08-25,DIS,118.49,119.05,117.70,117.71,5424900,638564974.03,0
1755869400000,2025-08-22,DIS,117.59,119.78,117.13,118.86,7161700,851239666.37,0
1755783000000,2025-08-21,DIS,116.57,116.66,115.53,116.21,6337100,736434385.20,0
1755696600000,2025-08-20,DIS,116.08,117.89,116.00,117.04,7046700,824745774.45,0
1755610200000,2025-08-19,DIS,116.50,116.99,115.72,116.27,5914000,687620760.15,0
1755523800000,2025-08-18,DIS,115.19,117.01,115.16,116.55,5798400,675803537.70,0
1755264600000,2025-08-15,DIS,116.57,116.84,115.19,115.39,6768600,781028749.87,0
1755178200000,2025-08-14,DIS,115.48,116.71,114.62,116.31,6800900,791012662.40,0
1755091800000,2025-08-13,DIS,114.23,117.23,114.15,116.64,9025700,1052757642.49,0
1755005400000,2025-08-12,DIS,113.31,114.40,112.49,113.72,7274000,827199288.88,0
1754919000000,2025-08-11,DIS,112.91,113.15,111.54,112.55,8532600,960344156.04,0
1754659800000,2025-08-08,DIS,113.30,114.29,112.02,112.43,9491000,1067073132.90,0
1754573400000,2025-08-07,DIS,115.75,116.40,111.82,112.88,15484400,1747879029.47,0
1754487000000,2025-08-06,DIS,115.78,116.12,112.20,115.17,22153700,2551441588.44,0
1754400600000,2025-08-05,DIS,119.25,119.57,117.33,118.32,15365700,1818069619.31,0
1754314200000,2025-08-04,DIS,117.73,119.52,117.73,119.35,8845000,1055650736.50,0
1754055000000,2025-08-01,DIS,117.59,117.89,115.57,116.59,8637800,1007081070.37,0
1753968600000,2025-07-31,DIS,119.46,119.91,118.58,119.11,7235000,861760854.42,0
1753882200000,2025-07-30,DIS,119.95,120.50,119.18,119.54,5281500,631350514.84,0
1753795800000,2025-07-29,DIS,120.58,120.81,119.36,119.91,6283700,753478490.01,0
1753709400000,2025-07-28,DIS,121.03,121.40,119.89,120.37,6042200,727299630.60,0
1753450200000,2025-07-25,DIS,122.26,122.45,120.87,121.47,5656600,687107208.91,0
1753363800000,2025-07-24,DIS,122.85,123.40,121.81,121.95,6702200,817333269.55,0
1753277400000,2025-07-23,DIS,121.52,123.18,121.50,122.94,8258900,1015349186.16,0
1753191000000,2025-07-22,DIS,120.75,121.43,120.56,121.06,5614500,679691356.29,0
1753104600000,2025-07-21,DIS,121.07,121.97,120.78,120.84,6392500,772469676.59,0
1752845400000,2025-07-18,DIS,121.97,122.16,120.29,121.42,9486800,1151887238.63,0
1752759000000,2025-07-17,DIS,119.75,122.39,119.75,122.21,9933700,1213997467.91,0
1752672600000,2025-07-16,DIS,119.36,120.57,118.88,119.82,6747500,808485447.94,0
1752586200000,2025-07-15,DIS,120.23,120.23,118.88,118.98,7943600,945129554.67,0
1752499800000,2025-07-14,DIS,119.78,120.50,119.60,119.97,6853300,822190409.37,0
1752240600000,2025-07-11,DIS,120.64,121.23,119.73,119.87,6112400,732693404.79,0
1752154200000,2025-07-10,DIS,120.62,121.95,120.62,121.56,6888700,837390355.18,0
1752067800000,2025-07-09,DIS,121.84,122.35,120.61,120.61,6724900,811090193.10,0
1751981400000,2025-07-08,DIS,123.22,123.71,121.82,121.82,6622900,806801675.98,0
1751895000000,2025-07-07,DIS,123.21,124.61,122.58,123.16,7023500,865014285.72,0
1751549400000,2025-07-03,DIS,123.07,124.24,122.90,124.00,4252300,527285200.00,0
1751463000000,2025-07-02,DIS,123.32,123.70,122.53,122.98,7317100,899856982.56,0
1751376600000,2025-07-01,DIS,123.50,123.76,122.45,123.49,9815700,1212140772.03,0
1751290200000,2025-06-30,DIS,124.31,124.69,123.18,124.01,13456200,1668703390.75,0
1751031000000,2025-06-27,DIS,121.85,122.94,121.48,122.34,13435600,1643711254.80,0
1750944600000,2025-06-26,DIS,119.98,121.67,119.68,121.46,10439600,1267993806.44,0
1750858200000,2025-06-25,DIS,118.77,119.72,118.63,119.42,6976300,833109733.23,0
1750771800000,2025-06-24,DIS,117.75,119.08,117.75,118.65,8350200,990751242.74,0
1750685400000,2025-06-23,DIS,116.66,117.99,115.02,117.75,8348000,982977000.00,0
1750426200000,2025-06-20,DIS,118.25,119.05,116.90,117.63,17180400,2020930404.81,0
1750253400000,2025-06-18,DIS,117.88,118.75,116.84,117.86,8181200,964236236.99,0
1750167000000,2025-06-17,DIS,118.99,119.33,117.65,118.13,9241200,1091662930.62,0
1750080600000,2025-06-16,DIS,118.02,120.34,117.87,119.48,9592100,1146064140.20,0
1749821400000,2025-06-13,DIS,117.31,118.32,117.30,117.94,13204900,1557385938.24,0
1749735000000,2025-06-12,DIS,118.87,119.39,117.66,118.61,7980300,946543387.87,0
1749648600000,2025-06-11,DIS,118.38,119.55,117.65,119.52,10439200,1247693148.96,0
1749562200000,2025-06-10,DIS,115.53,120.50,115.53,118.73,18948400,2249743595.61,0
1749475800000,2025-06-09,DIS,113.98,116.11,113.98,115.66,7960400,920699893.15,0
1749216600000,2025-06-06,DIS,113.36,114.22,113.21,113.90,5790700,659560738.84,0
1749130200000,2025-06-05,DIS,113.73,114.34,111.84,112.53,8547200,961816405.57,0
1749043800000,2025-06-04,DIS,113.86,114.05,112.98,113.49,5614900,637234989.01,0
1748957400000,2025-06-03,DIS,112.73,114.69,112.52,113.60,9738800,1106327665.14,0
1748871000000,2025-06-02,DIS,112.68,113.60,112.25,112.95,7546800,852411036.97,0
1748611800000,2025-05-30,DIS,112.01,113.35,111.37,113.04,12881100,1456079555.79,0
1748525400000,2025-05-29,DIS,112.01,112.26,110.52,112.02,9682100,1084588809.50,0
1748439000000,2025-05-28,DIS,112.20,112.47,111.17,111.52,5787900,645466588.57,0
1748352600000,2025-05-27,DIS,111.03,112.89,110.15,112.36,10201100,1146195602.23,0
1748007000000,2025-05-23,DIS,109.60,110.35,108.78,109.72,8086100,887206901.87,0
1747920600000,2025-05-22,DIS,109.98,111.80,109.98,111.13,7903700,878338159.29,0
1747834200000,2025-05-21,DIS,111.69,112.49,110.13,110.46,10150600,1121235266.71,0
1747747800000,2025-05-20,DIS,112.44,113.40,111.81,112.36,6433300,722845591.93,0
1747661400000,2025-05-19,DIS,112.12,112.99,111.90,112.66,7209700,812244828.40,0
1747402200000,2025-05-16,DIS,111.92,113.44,111.42,113.42,10961000,1243196599.93,0
1747315800000,2025-05-15,DIS,112.23,112.85,111.58,112.22,8322400,933939738.16,0
1747229400000,2025-05-14,DIS,111.38,113.41,110.83,112.94,15352200,1733877505.48,0
1747143000000,2025-05-13,DIS,110.25,112.20,110.15,111.38,14076700,1567862807.34,0
1747056600000,2025-05-12,DIS,109.87,110.94,108.66,110.49,18366600,2029325594.76,0
1746797400000,2025-05-09,DIS,105.26,106.19,104.76,105.94,10438200,1105822933.48,0
1746711000000,2025-05-08,DIS,103.97,106.19,103.86,105.12,19265400,2025178900.91,0
1746624600000,2025-05-07,DIS,102.42,103.31,100.14,102.09,36155300,3691094444.60,0
1746538200000,2025-05-06,DIS,91.20,92.74,91.00,92.17,11839400,1091237476.32,0
