https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume V,Volume USDT,tradecount
1765981800000,2025-12-17,V,345.55,347.79,343.68,344.41,7263500,2501622061.60,0
1765895400000,2025-12-16,V,346.00,347.62,343.72,345.11,7269300,2508708016.52,0
1765809000000,2025-12-15,V,347.83,348.45,343.83,346.89,7004600,2429825796.61,0
1765549800000,2025-12-12,V,348.00,349.84,345.97,347.83,6942300,2414740115.78,0
1765463400000,2025-12-11,V,332.60,347.32,330.06,345.63,12953600,4477152831.25,0
1765377000000,2025-12-10,V,326.64,328.76,325.30,325.73,5467500,1780928835.07,0
1765290600000,2025-12-09,V,326.61,328.23,325.07,326.50,4325400,1412243100.00,0
1765204200000,2025-12-08,V,329.88,331.34,324.71,326.84,6059400,1980454273.81,0
1764945000000,2025-12-05,V,326.83,334.11,326.40,331.24,5266600,1744508532.57,0
1764858600000,2025-12-04,V,331.28,332.38,324.28,327.10,6277500,2053370288.31,0
1764772200000,2025-12-03,V,329.61,332.35,329.35,329.61,6296700,2075455194.76,0
1764685800000,2025-12-02,V,331.45,332.80,327.21,329.62,8201900,2703510237.95,0
1764599400000,2025-12-01,V,332.94,333.30,330.14,330.39,7082300,2339921200.74,0
1764340200000,2025-11-28,V,333.43,335.02,332.00,334.44,4586200,1533808739.20,0
1764167400000,2025-11-26,V,334.53,335.71,333.06,333.79,4309900,1438601557.83,0
1764081000000,2025-11-25,V,328.90,336.06,328.90,334.53,5854300,1958438971.85,0
1763994600000,2025-11-24,V,329.24,330.73,326.00,329.30,9337100,3074706916.02,0
1763735400000,2025-11-21,V,325.38,331.08,324.29,327.98,8930000,2928861498.11,0
1763649000000,2025-11-20,V,324.12,328.40,323.14,323.77,6510300,2107839759.48,0
1763562600000,2025-11-19,V,321.52,324.57,319.87,324.12,7066700,2290458769.49,0
1763476200000,2025-11-18,V,324.50,325.00,318.00,321.18,9170400,2945349004.83,0
1763389800000,2025-11-17,V,331.16,333.36,324.93,325.75,6494800,2115681100.00,0
1763130600000,2025-11-14,V,335.89,336.08,329.03,330.02,6422300,2119487375.44,0
1763044200000,2025-11-13,V,339.04,341.46,335.60,336.08,4961700,1667528069.38,0
1762957800000,2025-11-12,V,338.25,344.26,337.40,338.88,6389600,2165307679.20,0
1762871400000,2025-11-11,V,335.50,339.09,333.20,338.92,4453300,1509312495.80,0
1762785000000,2025-11-10,V,336.65,338.68,334.32,334.85,5295800,1773298662.32,0
1762525800000,2025-11-07,V,336.73,338.29,334.85,336.02,5318400,1787088709.57,0
1762439400000,2025-11-06,V,338.59,338.65,333.71,336.96,8507900,2866821911.30,0
1762353000000,2025-11-05,V,340.13,342.11,336.36,340.04,4984600,1694963426.59,0
1762266600000,2025-11-04,V,336.48,340.32,334.25,340.30,5920200,2014643987.73,0
1762180200000,2025-11-03,V,341.00,341.21,334.82,336.90,5538000,1865752166.20,0
1761917400000,2025-10-31,V,342.08,343.00,338.17,340.74,7301600,2487947112.70,0
1761831000000,2025-10-30,V,342.22,349.72,341.79,345.03,6411800,2212263346.17,0
1761744600000,2025-10-29,V,346.00,350.98,339.00,341.28,8361700,2853680965.79,0
1761658200000,2025-10-28,V,348.58,349.89,346.50,346.90,7445400,2582809214.56,0
1761571800000,2025-10-27,V,349.00,349.52,345.01,347.82,5400300,1878332385.55,0
1761312600000,2025-10-24,V,348.20,349.08,345.32,347.38,3576700,1242474063.46,0
1761226200000,2025-10-23,V,346.20,347.15,344.46,345.96,7217200,2496862450.33,0
1761139800000,2025-10-22,V,347.82,348.17,344.50,345.36,5074400,1752494709.67,0
1761053400000,2025-10-21,V,343.12,349.65,343.00,347.21,4121800,1431130142.78,0
1760967000000,2025-10-20,V,341.90,344.96,338.94,344.41,4665000,1606672667.08,0
1760707800000,2025-10-17,V,337.77,343.45,337.00,341.89,6267100,2142658910.80,0
1760621400000,2025-10-16,V,345.00,345.69,334.17,335.40,6241500,2093399061.90,0
1760535000000,2025-10-15,V,348.38,350.08,344.00,345.69,3778200,1306085967.22,0
1760448600000,2025-10-14,V,341.00,350.01,340.22,348.38,5731000,1996565807.98,0
1760362200000,2025-10-13,V,343.72,347.66,340.73,343.30,4030700,1383739260.80,0
1760103000000,2025-10-10,V,347.63,350.40,343.25,343.65,6296200,2163689091.57,0
1760016600000,2025-10-09,V,351.47,352.87,345.58,347.04,4434800,1539053029.90,0
1759930200000,2025-10-08,V,353.78,355.00,351.10,351.36,3927500,1379966342.47,0
1759843800000,2025-10-07,V,350.06,354.44,350.06,352.42,5044600,1777817999.74,0
1759757400000,2025-10-06,V,350.01,351.12,344.35,349.28,4735600,1654050362.22,0
1759498200000,2025-10-03,V,346.11,353.16,346.00,349.84,5199700,1819063028.96,0
1759411800000,2025-10-02,V,346.22,347.18,343.56,345.95,5198000,1798248163.45,0
1759325400000,2025-10-01,V,340.31,349.36,340.31,347.83,8381000,2915163117.46,0
1759239000000,2025-09-30,V,339.82,345.61,338.51,341.38,8164400,2787162911.87,0
1759152600000,2025-09-29,V,337.38,340.64,335.55,340.16,7217800,2455206874.43,0
1758893400000,2025-09-26,V,337.23,339.50,336.23,337.37,9619200,3245229457.03,0
1758807000000,2025-09-25,V,338.35,340.20,334.51,334.93,5398700,1808186551.46,0
1758720600000,2025-09-24,V,339.13,339.90,337.92,338.68,5207400,1763642193.86,0
1758634200000,2025-09-23,V,344.59,345.26,337.63,338.70,10142700,3435332613.81,0
1758547800000,2025-09-22,V,339.01,344.86,338.66,344.36,5621800,1935922965.65,0
1758288600000,2025-09-19,V,340.45,342.69,338.25,341.61,13674300,4671277422.69,0
1758202200000,2025-09-18,V,344.73,345.27,338.18,338.18,7526600,2545345532.87,0
1758115800000,2025-09-17,V,339.94,346.20,339.52,346.20,5763500,1995323770.36,0
1758029400000,2025-09-16,V,336.24,340.54,333.47,340.03,5527700,1879583824.25,0
1757943000000,2025-09-15,V,340.61,342.71,338.39,339.05,4367500,1480800821.69,0
1757683800000,2025-09-12,V,341.22,343.19,339.17,339.43,3518300,1194216543.23,0
1757597400000,2025-09-11,V,338.73,343.53,337.87,343.49,5157600,1771583973.63,0
1757511000000,2025-09-10,V,342.61,342.61,336.44,338.12,6557900,2217357115.98,0
1757424600000,2025-09-09,V,341.69,346.32,341.29,343.99,4646200,1598246292.63,0
1757338200000,2025-09-08,V,342.34,344.38,341.00,342.30,4711600,1612780622.49,0
1757079000000,2025-09-05,V,351.38,352.62,340.20,343.22,5448300,1869965532.65,0
1756992600000,2025-09-04,V,350.73,352.63,349.15,350.99,4324000,1517680717.77,0
1756906200000,2025-09-03,V,349.34,350.89,347.26,350.87,4176400,1465373447.61,0
1756819800000,2025-09-02,V,349.31,350.17,346.08,350.07,4940300,1729450857.18,0
1756474200000,2025-08-29,V,350.46,352.63,349.00,351.78,3671900,1291700977.52,0
1756387800000,2025-08-28,V,350.60,351.04,348.60,349.86,4987100,1744786732.95,0
1756301400000,2025-08-27,V,350.71,353.43,349.84,350.35,5531100,1937820918.76,0
1756215000000,2025-08-26,V,348.69,353.40,347.45,351.18,5876200,2063603872.96,0
1756128600000,2025-08-25,V,349.61,350.72,347.50,348.82,8019800,2797466694.74,0
1755869400000,2025-08-22,V,345.22,351.20,345.22,350.04,4973200,1740818970.50,0
1755783000000,2025-08-21,V,342.89,344.52,339.72,343.69,6073600,2087435598.83,0
1755696600000,2025-08-20,V,343.40,347.44,342.85,343.93,5834400,2006625149.27,0
1755610200000,2025-08-19,V,342.56,346.34,341.89,342.45,4457200,1526368194.41,0
1755523800000,2025-08-18,V,343.84,345.73,340.95,342.74,3999600,1370822864.94,0
1755264600000,2025-08-15,V,346.25,348.36,342.86,344.47,4946600,1703955308.04,0
1755178200000,2025-08-14,V,342.94,346.08,341.67,345.49,6224000,2150329699.22,0
1755091800000,2025-08-13,V,336.98,343.48,336.78,342.55,5693400,1950274100.50,0
1755005400000,2025-08-12,V,335.20,338.65,334.81,336.74,5682800,1913626016.50,0
1754919000000,2025-08-11,V,336.73,337.86,334.51,335.90,5715800,1919937185.11,0
1754659800000,2025-08-08,V,333.68,337.38,332.73,336.78,6073900,2045568034.59,0
1754573400000,2025-08-07,V,341.43,342.15,328.70,332.09,8797100,2921428906.78,0
1754487000000,2025-08-06,V,338.30,341.43,335.43,339.74,5944100,2019448475.95,0
1754400600000,2025-08-05,V,342.15,342.46,335.55,337.43,7295600,2461754254.57,0
1754314200000,2025-08-04,V,341.70,344.38,340.00,342.15,7335300,2509772850.23,0
1754055000000,2025-08-01,V,344.10,346.17,338.10,339.35,8658700,2938329897.85,0
1753968600000,2025-07-31,V,348.93,352.82,345.09,345.47,8641700,2985448109.55,0
1753882200000,2025-07-30,V,351.70,356.62,347.23,350.91,12129700,4256433071.42,0
1753795800000,2025-07-29,V,356.29,358.32,350.81,351.29,7402300,2600354030.25,0
1753709400000,2025-07-28,V,356.38,358.32,354.73,355.47,3921000,1393797874.79,0
1753450200000,2025-07-25,V,354.00,357.65,353.01,357.04,3915400,1397954449.46,0
1753363800000,2025-07-24,V,354.82,357.18,353.86,353.97,5887200,2083892191.19,0
1753277400000,2025-07-23,V,353.00,355.78,351.21,355.29,4385600,1558159861.47,0
1753191000000,2025-07-22,V,351.10,354.48,350.20,351.86,4614200,1623552344.41,0
1753104600000,2025-07-21,V,349.06,353.65,348.40,350.94,5216300,1830608334.74,0
1752845400000,2025-07-18,V,349.50,349.50,347.16,349.05,4927600,1719978719.85,0
1752759000000,2025-07-17,V,350.00,351.37,348.48,349.81,4747100,1660583039.41,0
1752672600000,2025-07-16,V,347.29,350.67,345.80,349.90,5544200,1939915546.16,0
1752586200000,2025-07-15,V,348.12,350.21,346.76,347.02,4891700,1697517680.26,0
1752499800000,2025-07-14,V,347.39,351.97,345.01,350.50,5598900,1962414450.00,0
1752240600000,2025-07-11,V,352.51,353.81,344.39,347.93,7580200,2637378930.48,0
1752154200000,2025-07-10,V,356.83,357.62,353.45,355.88,6121300,2178448273.89,0
1752067800000,2025-07-09,V,355.07,357.76,353.75,357.76,7297100,2610610567.26,0
1751981400000,2025-07-08,V,356.68,358.28,353.25,354.55,6966800,2470078854.96,0
1751895000000,2025-07-07,V,358.92,359.66,354.49,356.64,5138000,1832416395.26,0
1751549400000,2025-07-03,V,354.59,359.00,353.61,358.86,3702800,1328786753.76,0
1751463000000,2025-07-02,V,354.60,356.36,350.00,354.22,5131400,1817644514.26,0
1751376600000,2025-07-01,V,353.82,357.00,351.42,355.47,6653400,2365084106.12,0
1751290200000,2025-06-30,V,349.35,355.61,349.06,355.05,7080100,2513789418.57,0
1751031000000,2025-06-27,V,346.59,352.01,345.66,348.61,6601900,2301488262.29,0
1750944600000,2025-06-26,V,343.78,346.91,342.03,346.03,8829500,3055271874.22,0
1750858200000,2025-06-25,V,350.45,351.29,345.26,345.26,6836300,2360301004.76,0
1750771800000,2025-06-24,V,351.52,354.56,347.92,351.63,10172000,3576780409.67,0
1750685400000,2025-06-23,V,337.50,344.30,335.63,343.75,7553300,2596446875.00,0
1750426200000,2025-06-20,V,338.95,340.00,334.92,338.57,19332100,6545269238.59,0
1750253400000,2025-06-18,V,357.85,358.48,338.04,340.38,15008600,5108627341.28,0
1750167000000,2025-06-17,V,353.49,359.60,353.32,357.84,5559600,1989447243.64,0
1750080600000,2025-06-16,V,356.49,360.22,354.33,355.48,7234700,2571791235.48,0
1749821400000,2025-06-13,V,361.51,363.01,345.00,352.85,14181700,5004012931.56,0
1749735000000,2025-06-12,V,372.23,374.17,369.55,371.40,4874000,1810203570.25,0
1749648600000,2025-06-11,V,370.00,375.51,369.38,373.31,5562700,2076611523.42,0
1749562200000,2025-06-10,V,367.00,371.44,366.68,370.70,4109300,1523317560.16,0
1749475800000,2025-06-09,V,369.79,369.79,362.05,366.66,4999900,1833263352.31,0
1749216600000,2025-06-06,V,369.01,371.00,367.55,370.22,5008500,1854246876.11,0
1749130200000,2025-06-05,V,370.00,371.00,365.93,366.77,6881900,2524074387.39,0
1749043800000,2025-06-04,V,366.71,369.66,366.31,368.00,4202300,1546446400.00,0
1748957400000,2025-06-03,V,364.58,366.88,361.50,365.86,5221300,1910264741.52,0
1748871000000,2025-06-02,V,362.77,365.46,359.96,365.32,3845700,1404911152.17,0
1748611800000,2025-05-30,V,361.35,367.04,361.35,365.19,8726900,3186976632.31,0
1748525400000,2025-05-29,V,360.35,363.04,358.72,362.40,4590400,1663560931.98,0
1748439000000,2025-05-28,V,359.34,360.91,358.04,359.73,3299000,1186749306.24,0
1748352600000,2025-05-27,V,355.41,360.00,354.48,359.30,6316000,2269338722.90,0
1748007000000,2025-05-23,V,353.75,356.00,352.22,353.54,5345900,1889989531.68,0
1747920600000,2025-05-22,V,357.76,360.00,356.56,357.97,4936600,1767154708.03,0
1747834200000,2025-05-21,V,363.72,365.99,358.08,358.30,6125500,2194766575.23,0
1747747800000,2025-05-20,V,367.78,368.25,364.69,366.84,5281400,1937428756.66,0
1747661400000,2025-05-19,V,363.02,369.15,362.32,367.90,5081500,1869483818.98,0
1747402200000,2025-05-16,V,362.95,366.19,360.89,365.12,5838100,2131607043.49,0
1747315800000,2025-05-15,V,356.89,363.73,356.68,362.30,5826100,2110795958.88,0
1747229400000,2025-05-14,V,356.67,358.41,355.21,356.46,6207600,2212761042.96,0
1747143000000,2025-05-13,V,355.52,358.87,354.58,356.14,5406200,1925364147.19,0
1747056600000,2025-05-12,V,359.14,361.89,351.13,355.85,7985400,2841604638.74,0
1746797400000,2025-05-09,V,351.83,353.80,350.67,352.54,3086600,1088149990.37,0
1746711000000,2025-05-08,V,352.00,355.33,350.95,351.27,4156400,1460018582.34,0
1746624600000,2025-05-07,V,348.70,351.15,347.21,349.85,5454000,1908081933.29,0
1746538200000,2025-05-06,V,346.40,349.65,345.76,347.70,3438500,1195566491.97,0
1746451800000,2025-05-05,V,347.00,351.05,346.12,348.64,3865300,1347598248.62,0
1746192600000,2025-05-02,V,347.22,350.09,346.12,347.60,6113700,2125122157.32,0
1746106200000,2025-05-01,V,345.58,345.72,340.12,342.45,5849900,2003298326.41,0
1746019800000,2025-04-30,V,334.44,346.52,333.24,345.50,9526700,3291474850.00,0
1745933400000,2025-04-29,V,338.50,342.27,336.46,341.52,5519500,1885019579.36,0
1745847000000,2025-04-28,V,336.78,339.34,335.02,337.51,5422900,1830283031.96,0
1745587800000,2025-04-25,V,334.76,336.37,332.17,335.17,4452800,1492445035.79,0
1745501400000,2025-04-24,V,333.28,336.77,331.25,335.71,8055200,2704211123.17,0
1745415000000,2025-04-23,V,337.24,341.25,333.20,334.37,8906000,2977899176.51,0
1745328600000,2025-04-22,V,323.86,332.56,322.39,331.40,5435500,1801324666.82,0
1745242200000,2025-04-21,V,329.00,329.15,316.65,320.10,6362300,2036572268.83,0
1744896600000,2025-04-17,V,331.07,334.32,328.44,329.61,5655900,1864241116.15,0
1744810200000,2025-04-16,V,335.00,337.22,328.86,331.33,5850600,1938479219.44,0
1744723800000,2025-04-15,V,336.72,339.39,335.00,335.81,4386200,1472929811.29,0
1744637400000,2025-04-14,V,336.41,339.61,333.14,335.18,5011800,1679855087.29,0
1744378200000,2025-04-11,V,324.43,336.98,322.54,333.40,6804500,2268620258.47,0
1744291800000,2025-04-10,V,328.02,330.16,313.27,324.61,8709800,2827288050.42,0
1744205400000,2025-04-09,V,305.64,334.03,305.64,332.43,11361800,3777003090.78,0
1744119000000,2025-04-08,V,322.24,326.28,303.93,308.27,9569300,2949928005.87,0
1744032600000,2025-04-07,V,302.07,322.18,299.00,312.32,12163400,3798873177.09,0
1743773400000,2025-04-04,V,330.00,334.65,312.12,313.13,13201700,4133848385.46,0
1743687000000,2025-04-03,V,333.90,344.74,331.00,339.39,8792900,2984222459.80,0
1743600600000,2025-04-02,V,343.44,348.20,343.05,346.33,5682500,1968020148.70,0
1743514200000,2025-04-01,V,350.44,350.45,342.57,346.35,7473300,2588377500.61,0
1743427800000,2025-03-31,V,339.35,351.86,334.49,350.46,9950800,3487357282.97,0
1743168600000,2025-03-28,V,349.19,351.62,341.61,342.85,5687600,1949993694.71,0
1743082200000,2025-03-27,V,344.00,350.84,343.32,349.86,7254800,2538164221.73,0
1742995800000,2025-03-26,V,345.99,347.38,343.00,344.18,6187100,2129476032.68,0
1742909400000,2025-03-25,V,344.56,345.53,340.67,344.62,3931200,1354770124.80,0
1742823000000,2025-03-24,V,338.65,345.22,337.65,343.87,5675100,1951496609.29,0
1742563800000,2025-03-21,V,337.37,339.43,335.52,335.66,17279700,5800104165.28,0
1742477400000,2025-03-20,V,339.00,342.24,337.66,339.50,5432700,1844401650.00,0
1742391000000,2025-03-19,V,336.80,341.03,334.50,339.87,5614900,1908336035.58,0
1742304600000,2025-03-18,V,335.29,335.80,332.30,334.77,7778300,2603941405.55,0
1742218200000,2025-03-17,V,330.03,336.11,329.76,334.55,6149400,2057281694.93,0
1741959000000,2025-03-14,V,327.21,332.77,326.38,331.80,7810600,2591556984.66,0
1741872600000,2025-03-13,V,330.99,336.20,327.70,328.55,7915300,2600571718.38,0
1741786200000,2025-03-12,V,335.97,336.16,329.11,332.84,6295400,2095360912.95,0
1741699800000,2025-03-11,V,338.41,339.61,329.58,332.14,9776100,3247033997.20,0
1741613400000,2025-03-10,V,339.94,345.01,337.64,341.48,8204300,2801604454.14,0
1741357800000,2025-03-07,V,340.87,346.39,339.14,345.32,6358700,2195786330.57,0
1741271400000,2025-03-06,V,345.96,348.87,340.39,344.16,8611100,2963596207.53,0
1741185000000,2025-03-05,V,350.83,354.11,348.94,352.68,8244200,2907564395.62,0
1741098600000,2025-03-04,V,360.11,360.27,350.40,352.23,8955800,3154501532.39,0
1741012200000,2025-03-03,V,363.00,366.54,359.54,361.82,9099600,3292417338.65,0
1740753000000,2025-02-28,V,354.71,364.00,353.71,362.71,15857300,5751601147.50,0
1740666600000,2025-02-27,V,351.90,360.31,351.68,355.74,7298100,2596226022.73,0
1740580200000,2025-02-26,V,350.00,351.83,348.99,350.63,5960600,2089965207.10,0
1740493800000,2025-02-25,V,351.37,352.59,346.00,352.09,6191900,2180106048.32,0
1740407400000,2025-02-24,V,348.76,350.80,347.36,349.86,5055900,1768857099.94,0
1740148200000,2025-02-21,V,350.49,353.32,347.48,348.53,6924100,2413256564.55,0
1740061800000,2025-02-20,V,355.23,356.13,349.06,350.49,5697000,1996741474.37,0
1739975400000,2025-02-19,V,356.02,357.15,354.18,355.23,4152300,1475021574.62,0
1739889000000,2025-02-18,V,353.69,356.74,352.40,356.73,5822000,2076882123.96,0
1739543400000,2025-02-14,V,354.43,355.43,353.22,353.81,5720300,2023899329.03,0
1739457000000,2025-02-13,V,353.12,356.08,350.73,355.63,4279200,1521811916.89,0
1739370600000,2025-02-12,V,349.16,351.83,347.49,351.49,6760100,2376107482.98,0
1739284200000,2025-02-11,V,348.30,352.12,346.25,350.72,5154800,1807891462.29,0
1739197800000,2025-02-10,V,348.70,351.90,347.70,351.23,6067000,2130912476.65,0
1738938600000,2025-02-07,V,348.00,350.75,347.21,348.02,4261200,1482982777.19,0
1738852200000,2025-02-06,V,349.78,350.65,346.60,347.48,4294500,1492252907.18,0
1738765800000,2025-02-05,V,346.00,349.48,345.25,349.44,4939100,1725919116.06,0
1738679400000,2025-02-04,V,344.60,346.01,342.54,345.15,5532600,1909576856.23,0
1738593000000,2025-02-03,V,340.00,346.00,339.24,345.82,8004500,2768116248.63,0
1738333800000,2025-01-31,V,346.47,351.25,341.71,341.80,8624100,2947717274.73,0
1738247400000,2025-01-30,V,339.51,344.44,339.00,343.05,8081300,2772289866.35,0
1738161000000,2025-01-29,V,334.50,337.11,334.50,335.88,5087300,1708722348.84,0
1738074600000,2025-01-28,V,334.67,337.83,332.89,334.48,5999600,2006746273.91,0
1737988200000,2025-01-27,V,330.00,335.49,328.05,334.54,6636500,2220174766.71,0
1737729000000,2025-01-24,V,328.02,331.09,327.81,330.20,4327500,1428940552.83,0
1737642600000,2025-01-23,V,323.76,328.51,323.57,328.21,5297100,1738561145.74,0
1737556200000,2025-01-22,V,324.77,325.74,322.38,323.56,5026500,1626374327.73,0
1737469800000,2025-01-21,V,320.31,324.58,320.00,323.63,5653000,1829480417.60,0
1737124200000,2025-01-17,V,317.50,320.59,316.71,319.62,5805800,1855649767.65,0
1737037800000,2025-01-16,V,315.75,319.18,315.75,317.25,4606700,1461475575.00,0
1736951400000,2025-01-15,V,313.68,317.19,313.13,316.28,5222000,1651614153.63,0
1736865000000,2025-01-14,V,308.75,310.16,307.52,309.09,5107600,1578708065.30,0
1736778600000,2025-01-13,V,305.00,306.92,303.84,306.92,9568400,2936733456.48,0
1736519400000,2025-01-10,V,311.20,311.85,305.99,307.71,6660100,2049379314.09,0
1736346600000,2025-01-08,V,311.00,314.04,310.21,312.60,5161600,1613516191.50,0
1736260200000,2025-01-07,V,312.89,315.19,311.32,311.67,4958600,1545446928.58,0
1736173800000,2025-01-06,V,315.01,315.39,312.07,313.04,6567300,2055827648.12,0
1735914600000,2025-01-03,V,314.18,315.92,312.01,314.91,4271300,1345075098.64,0
1735828200000,2025-01-02,V,317.78,319.68,312.41,314.40,5369500,1688170767.23,0
1735655400000,2024-12-31,V,316.12,317.66,315.19,316.04,3963800,1252719385.87,0
1735569000000,2024-12-30,V,314.68,317.11,313.23,315.31,3478500,1096805826.51,0
1735309800000,2024-12-27,V,319.27,321.50,317.56,318.66,3489200,1111868484.78,0
1735223400000,2024-12-26,V,319.77,321.45,319.46,320.91,2856000,916518970.46,0
1735050600000,2024-12-24,V,318.17,321.54,317.28,320.65,2684100,860656648.62,0
1734964200000,2024-12-23,V,315.65,317.97,313.35,317.22,7984600,2532874821.75,0
1734705000000,2024-12-20,V,313.57,320.00,312.28,317.71,24387000,7747993561.61,0
1734618600000,2024-12-19,V,311.83,316.87,311.23,314.88,8317100,2618888488.61,0
1734532200000,2024-12-18,V,318.50,321.62,309.56,309.78,10479200,3246246563.21,0
1734445800000,2024-12-17,V,315.82,318.84,315.14,318.30,8843900,2815013262.04,0
1734359400000,2024-12-16,V,314.74,317.56,314.10,315.89,6562500,2073028221.13,0
1734100200000,2024-12-13,V,315.83,316.95,314.34,314.74,4682200,1473675582.28,0
1734013800000,2024-12-12,V,314.82,315.55,313.43,314.23,3218500,1011349290.36,0
1733927400000,2024-12-11,V,313.04,315.55,311.21,313.79,4321800,1356137658.93,0
1733841000000,2024-12-10,V,307.36,312.98,306.64,312.38,4539500,1418049032.17,0
1733754600000,2024-12-09,V,311.83,313.01,307.64,308.30,5785300,1783607919.38,0
1733495400000,2024-12-06,V,308.87,312.56,308.80,311.01,4302700,1338182769.02,0
1733409000000,2024-12-05,V,309.98,311.09,308.83,309.08,5200100,1607246838.17,0
1733322600000,2024-12-04,V,312.42,312.85,308.80,309.90,5981800,1853759783.49,0
1733236200000,2024-12-03,V,317.10,317.32,312.77,313.01,5009900,1568148847.92,0
1733149800000,2024-12-02,V,316.90,317.42,313.71,316.65,5597500,1772448340.84,0
1732890600000,2024-11-29,V,314.29,316.25,313.70,315.08,3853300,1214097712.26,0
1732717800000,2024-11-27,V,310.77,316.37,309.49,314.70,5204300,1637793273.53,0
1732631400000,2024-11-26,V,314.20,314.50,311.54,311.82,7071500,2205035181.79,0
1732545000000,2024-11-25,V,311.86,313.66,309.86,313.19,14189300,4443946901.64,0
1732285800000,2024-11-22,V,307.97,311.59,307.90,309.92,5919200,1834478543.48,0
1732199400000,2024-11-21,V,307.30,310.92,306.65,309.90,5757100,1784125254.86,0
1732113000000,2024-11-20,V,311.86,312.29,306.22,307.39,6349900,1951895854.02,0
1732026600000,2024-11-19,V,310.00,312.23,308.51,311.85,4885500,1523543204.82,0
1731940200000,2024-11-18,V,309.48,312.41,308.70,312.16,4585600,1431440912.79,0
1731681000000,2024-11-15,V,307.56,310.72,306.66,309.64,5106300,1581114806.80,0
1731594600000,2024-11-14,V,309.30,311.29,307.83,308.25,4415800,1361170350.00,0
1731508200000,2024-11-13,V,309.49,310.95,307.84,309.48,4046400,1252279916.46,0
1731421800000,2024-11-12,V,309.04,310.55,308.11,309.85,4616400,1430391568.18,0
1731335400000,2024-11-11,V,310.09,312.44,309.30,310.92,4674100,1453271234.76,0
1731076200000,2024-11-08,V,306.89,311.15,305.69,307.87,6240600,1921293491.53,0
1730989800000,2024-11-07,V,307.50,307.63,304.42,305.80,6237300,1907366263.86,0
1730903400000,2024-11-06,V,306.32,309.00,302.82,307.40,10320500,3172521637.01,0
1730817000000,2024-11-05,V,291.71,294.78,291.58,293.29,3753700,1100922705.08,0
1730730600000,2024-11-04,V,291.55,293.15,290.76,291.85,4281600,1249584986.13,0
1730467800000,2024-11-01,V,288.49,292.67,287.19,290.74,5470700,1590551264.58,0
1730381400000,2024-10-31,V,292.09,296.34,289.62,289.85,7950200,2304365518.52,0
1730295000000,2024-10-30,V,292.34,295.78,288.33,290.16,9606800,2787509123.18,0
1730208600000,2024-10-29,V,284.27,285.70,281.35,281.88,7534800,2123909460.79,0
1730122200000,2024-10-28,V,282.04,284.64,281.53,284.19,4306200,1223778988.51,0
1729863000000,2024-10-25,V,284.00,285.09,280.78,281.73,4464600,1257811807.05,0
1729776600000,2024-10-24,V,282.39,283.62,281.73,283.22,4679900,1325441283.71,0
1729690200000,2024-10-23,V,286.04,286.06,283.53,283.76,5249300,1489541419.26,0
1729603800000,2024-10-22,V,285.05,286.53,283.53,284.79,5736500,1633697884.02,0
1729517400000,2024-10-21,V,289.60,290.44,286.33,286.85,6313100,1810912773.53,0
1729258200000,2024-10-18,V,289.92,291.04,288.08,290.62,5350900,1555078531.87,0
1729171800000,2024-10-17,V,288.57,290.93,287.61,290.39,8815800,2560020291.14,0
1729085400000,2024-10-16,V,278.62,287.60,278.35,287.52,9442700,2714965000.26,0
1728999000000,2024-10-15,V,281.00,282.64,278.83,279.29,5807000,1621837079.62,0
1728912600000,2024-10-14,V,279.08,281.37,277.99,280.68,3996600,1121765658.73,0
1728653400000,2024-10-11,V,276.04,278.80,275.37,277.84,4746300,1318711974.62,0
1728567000000,2024-10-10,V,276.78,277.67,275.35,277.47,4063900,1127610337.96,0
1728480600000,2024-10-09,V,275.00,277.49,274.42,276.93,4115800,1139788463.85,0
1728394200000,2024-10-08,V,274.71,276.10,274.01,274.96,4370900,1201822626.65,0
1728307800000,2024-10-07,V,277.60,277.62,273.24,273.79,4339300,1188056984.08,0
1728048600000,2024-10-04,V,277.35,278.44,275.10,277.93,4259300,1183787217.80,0
1727962200000,2024-10-03,V,276.67,277.69,275.84,276.86,3036700,840740717.52,0
1727875800000,2024-10-02,V,276.57,277.64,275.37,277.00,4741600,1313423200.00,0
1727789400000,2024-10-01,V,276.97,279.06,274.36,277.60,5781600,1604972195.29,0
1727703000000,2024-09-30,V,275.00,275.69,273.20,274.95,5969900,1641424077.87,0
1727443800000,2024-09-27,V,273.16,277.98,272.78,275.17,6509600,1791246719.41,0
1727357400000,2024-09-26,V,270.50,273.24,270.00,271.69,9552500,2595318748.32,0
1727271000000,2024-09-25,V,274.19,274.25,268.23,269.63,11671300,3146932675.99,0
1727184600000,2024-09-24,V,280.18,281.00,272.71,272.78,13690200,3734412739.29,0
1727098200000,2024-09-23,V,284.90,288.88,284.62,288.63,6505600,1877711359.77,0
1726839000000,2024-09-20,V,285.50,287.00,283.25,284.77,27810900,7919709687.46,0
1726752600000,2024-09-19,V,291.09,291.48,282.87,285.24,10382100,2961390102.61,0
1726666200000,2024-09-18,V,291.84,292.02,288.13,288.48,5890000,1699147264.71,0
1726579800000,2024-09-17,V,290.90,293.07,290.08,291.56,5135700,1497364679.46,0
1726493400000,2024-09-16,V,288.05,290.90,287.74,290.48,4458900,1295221320.99,0
