https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume AAPL,Volume USDT,tradecount
1766068200000,2025-12-18,AAPL,273.61,273.63,266.95,272.19,51630700,14053360359.05,0
1765981800000,2025-12-17,AAPL,275.01,276.16,271.64,271.84,50138700,13629704024.39,0
1765895400000,2025-12-16,AAPL,272.82,275.50,271.79,274.61,37648600,10338681494.51,0
1765809000000,2025-12-15,AAPL,280.15,280.15,272.84,274.11,50409100,13817637662.59,0
1765549800000,2025-12-12,AAPL,277.90,279.22,276.82,278.28,39532900,11001215363.74,0
1765463400000,2025-12-11,AAPL,279.10,279.59,273.81,278.03,33248000,9243941399.41,0
1765377000000,2025-12-10,AAPL,277.75,279.75,276.44,278.78,33038300,9210417233.67,0
1765290600000,2025-12-09,AAPL,278.16,280.03,276.92,277.18,32193300,8923338658.21,0
1765204200000,2025-12-08,AAPL,278.13,279.67,276.15,277.89,38211800,10618677661.74,0
1764945000000,2025-12-05,AAPL,280.54,281.14,278.05,278.78,47265800,13176759666.30,0
1764858600000,2025-12-04,AAPL,284.10,284.73,278.59,280.70,43989100,12347740906.98,0
1764772200000,2025-12-03,AAPL,286.20,288.62,283.30,284.15,43538700,12371521339.26,0
1764685800000,2025-12-02,AAPL,283.00,287.40,282.63,286.19,53669500,15359674336.03,0
1764599400000,2025-12-01,AAPL,278.01,283.42,276.14,283.10,46587700,13188978154.35,0
1764340200000,2025-11-28,AAPL,277.26,279.00,275.99,278.85,20135600,5614812182.90,0
1764167400000,2025-11-26,AAPL,276.96,279.53,276.63,277.55,33431400,9278884661.90,0
1764081000000,2025-11-25,AAPL,275.27,280.38,275.25,276.97,46914200,12993826031.27,0
1763994600000,2025-11-24,AAPL,270.90,277.00,270.90,275.92,65585800,18096434816.67,0
1763735400000,2025-11-21,AAPL,265.95,273.33,265.67,271.49,59030800,16026271315.53,0
1763649000000,2025-11-20,AAPL,270.83,275.43,265.92,266.25,45823600,12200533500.00,0
1763562600000,2025-11-19,AAPL,265.53,272.21,265.50,268.56,40424500,10856403621.31,0
1763476200000,2025-11-18,AAPL,269.99,270.71,265.32,267.44,45677300,12215937223.52,0
1763389800000,2025-11-17,AAPL,268.82,270.49,265.73,267.46,45018300,12040594133.32,0
1763130600000,2025-11-14,AAPL,271.05,275.96,269.60,272.41,47431300,12920760606.70,0
1763044200000,2025-11-13,AAPL,274.11,276.70,272.09,272.95,49602800,13539084865.50,0
1762957800000,2025-11-12,AAPL,275.00,275.73,271.70,273.47,48398000,13235401119.08,0
1762871400000,2025-11-11,AAPL,269.81,275.91,269.80,275.25,46208300,12718834575.00,0
1762785000000,2025-11-10,AAPL,268.96,273.73,267.46,269.43,41312400,11130799629.42,0
1762525800000,2025-11-07,AAPL,269.80,272.29,266.77,268.47,48227400,12947610136.87,0
1762439400000,2025-11-06,AAPL,267.89,273.40,267.89,269.77,51204000,13813302517.46,0
1762353000000,2025-11-05,AAPL,268.61,271.70,266.93,270.14,43683100,11800553273.89,0
1762266600000,2025-11-04,AAPL,268.33,271.49,267.62,270.04,49274800,13306167413.05,0
1762180200000,2025-11-03,AAPL,270.42,270.85,266.25,269.05,50194600,13504856517.27,0
1761917400000,2025-10-31,AAPL,276.99,277.32,269.16,270.37,86167100,23296998406.26,0
1761831000000,2025-10-30,AAPL,271.99,274.14,268.48,271.40,69886500,18967195673.45,0
1761744600000,2025-10-29,AAPL,269.28,271.41,267.11,269.70,51086700,13778083613.62,0
1761658200000,2025-10-28,AAPL,268.99,269.89,268.15,269.00,41534800,11172861200.00,0
1761571800000,2025-10-27,AAPL,264.88,269.12,264.65,268.81,44888200,12066396932.41,0
1761312600000,2025-10-24,AAPL,261.19,264.13,259.18,262.82,38253700,10053837714.18,0
1761226200000,2025-10-23,AAPL,259.94,260.62,258.01,259.58,32754900,8502516502.18,0
1761139800000,2025-10-22,AAPL,262.65,262.85,255.43,258.45,45015300,11634204834.50,0
1761053400000,2025-10-21,AAPL,261.88,265.29,261.83,262.77,46695900,12270281129.98,0
1760967000000,2025-10-20,AAPL,255.89,264.38,255.63,262.24,90483000,23728261036.38,0
1760707800000,2025-10-17,AAPL,248.02,253.38,247.27,252.29,49147000,12399296300.03,0
1760621400000,2025-10-16,AAPL,248.25,249.04,245.13,247.45,39777000,9842818528.61,0
1760535000000,2025-10-15,AAPL,249.49,251.82,247.47,249.34,33893600,8451030099.88,0
1760448600000,2025-10-14,AAPL,246.60,248.85,244.70,247.77,35478000,8790384211.58,0
1760362200000,2025-10-13,AAPL,249.38,249.69,245.56,247.66,38142900,9446470753.68,0
1760103000000,2025-10-10,AAPL,254.94,256.38,244.00,245.27,61999100,15206519521.89,0
1760016600000,2025-10-09,AAPL,257.81,258.00,253.14,254.04,38322000,9735320622.71,0
1759930200000,2025-10-08,AAPL,256.52,258.52,256.11,258.06,36496900,9418389924.90,0
1759843800000,2025-10-07,AAPL,256.81,257.40,255.43,256.48,31955800,8196023935.08,0
1759757400000,2025-10-06,AAPL,257.99,259.07,255.05,256.69,44664100,11464827938.04,0
1759498200000,2025-10-03,AAPL,254.67,259.24,253.95,258.02,49155600,12683127371.96,0
1759411800000,2025-10-02,AAPL,256.58,258.18,254.15,257.13,42630200,10961503534.16,0
1759325400000,2025-10-01,AAPL,255.04,258.79,254.93,255.45,48713900,12443965606.34,0
1759239000000,2025-09-30,AAPL,254.86,255.92,253.11,254.63,37704300,9600646093.10,0
1759152600000,2025-09-29,AAPL,254.56,255.00,253.01,254.43,40127700,10209690417.10,0
1758893400000,2025-09-26,AAPL,254.10,257.60,253.78,255.46,46076300,11770651907.35,0
1758807000000,2025-09-25,AAPL,253.21,257.17,251.71,256.87,55202100,14179763157.46,0
1758720600000,2025-09-24,AAPL,255.22,255.74,251.04,252.31,42303700,10673646443.72,0
1758634200000,2025-09-23,AAPL,255.88,257.34,253.58,254.43,60275200,15335818694.53,0
1758547800000,2025-09-22,AAPL,248.30,256.64,248.12,256.08,105517400,27020894375.14,0
1758288600000,2025-09-19,AAPL,241.23,246.30,240.21,245.50,163741300,40198489150.00,0
1758202200000,2025-09-18,AAPL,239.97,241.20,236.65,237.88,44249600,10526095064.06,0
1758115800000,2025-09-17,AAPL,238.97,240.10,237.73,238.99,46508000,11114947175.48,0
1758029400000,2025-09-16,AAPL,237.18,241.22,236.32,238.15,63421100,15103734577.91,0
1757943000000,2025-09-15,AAPL,237.00,238.19,235.03,236.70,42699500,10106971519.69,0
1757683800000,2025-09-12,AAPL,229.22,234.51,229.02,234.07,55824200,13066770902.87,0
1757597400000,2025-09-11,AAPL,226.88,230.45,226.65,230.03,50208600,11549484196.71,0
1757511000000,2025-09-10,AAPL,232.19,232.42,225.95,226.79,83440800,18923538471.79,0
1757424600000,2025-09-09,AAPL,237.00,238.78,233.36,234.35,66313900,15540662869.75,0
1757338200000,2025-09-08,AAPL,239.30,240.15,236.34,237.88,48999500,11656001299.26,0
1757079000000,2025-09-05,AAPL,240.00,241.32,238.49,239.69,54870400,13151886309.96,0
1756992600000,2025-09-04,AAPL,238.45,239.90,236.74,239.78,47549400,11401395073.96,0
1756906200000,2025-09-03,AAPL,237.21,238.85,234.36,238.47,66427800,15841037547.09,0
1756819800000,2025-09-02,AAPL,229.25,230.85,226.97,229.72,44075600,10125046885.80,0
1756474200000,2025-08-29,AAPL,232.51,233.38,231.37,232.14,39418400,9150587351.94,0
1756387800000,2025-08-28,AAPL,230.82,233.41,229.34,232.56,38074700,8854652139.04,0
1756301400000,2025-08-27,AAPL,228.61,230.90,228.26,230.49,31259500,7205002326.71,0
1756215000000,2025-08-26,AAPL,226.87,229.49,224.69,229.31,54575100,12514616047.76,0
1756128600000,2025-08-25,AAPL,226.48,229.30,226.23,227.16,30983100,7038121109.46,0
1755869400000,2025-08-22,AAPL,226.17,229.09,225.41,227.76,42477800,9674743494.66,0
1755783000000,2025-08-21,AAPL,226.27,226.52,223.78,224.90,30621200,6886707693.10,0
1755696600000,2025-08-20,AAPL,229.98,230.47,225.77,226.01,42263900,9552063806.84,0
1755610200000,2025-08-19,AAPL,231.28,232.87,229.35,230.56,39402600,9084663359.80,0
1755523800000,2025-08-18,AAPL,231.70,233.12,230.11,230.89,37476200,8652879795.13,0
1755264600000,2025-08-15,AAPL,234.00,234.28,229.34,231.59,56038700,12978002327.78,0
1755178200000,2025-08-14,AAPL,234.06,235.12,230.85,232.78,51916300,12085076250.63,0
1755091800000,2025-08-13,AAPL,231.07,235.00,230.43,233.33,69878500,16304750532.95,0
1755005400000,2025-08-12,AAPL,228.01,230.80,227.07,229.65,55626200,12774556490.48,0
1754919000000,2025-08-11,AAPL,227.92,229.56,224.76,227.18,61806100,14041109345.32,0
1754659800000,2025-08-08,AAPL,220.83,231.00,219.25,229.35,113854000,26112415594.91,0
1754573400000,2025-08-07,AAPL,218.88,220.85,216.58,220.03,90224800,19852162633.86,0
1754487000000,2025-08-06,AAPL,205.63,215.38,205.59,213.25,108483100,23134021075.00,0
1754400600000,2025-08-05,AAPL,203.40,205.34,202.16,202.92,44155100,8959952811.15,0
1754314200000,2025-08-04,AAPL,204.51,207.88,201.68,203.35,75109300,15273476613.43,0
1754055000000,2025-08-01,AAPL,210.87,213.58,201.50,202.38,104434500,21135454619.93,0
1753968600000,2025-07-31,AAPL,208.49,209.84,207.16,207.57,80698400,16750567479.05,0
1753882200000,2025-07-30,AAPL,211.90,212.39,207.72,209.05,45512500,9514388263.89,0
1753795800000,2025-07-29,AAPL,214.18,214.81,210.82,211.27,51411700,10861750078.65,0
1753709400000,2025-07-28,AAPL,214.03,214.85,213.06,214.05,37858000,8103505015.53,0
1753450200000,2025-07-25,AAPL,214.70,215.24,213.40,213.88,40268800,8612691140.62,0
1753363800000,2025-07-24,AAPL,213.90,215.69,213.53,213.76,46022600,9837790723.19,0
1753277400000,2025-07-23,AAPL,215.00,215.15,212.41,214.15,46989300,10062758308.20,0
1753191000000,2025-07-22,AAPL,213.14,214.95,212.23,214.40,46404100,9949038756.77,0
1753104600000,2025-07-21,AAPL,212.10,215.78,211.63,212.48,51377400,10916669732.49,0
1752845400000,2025-07-18,AAPL,210.87,211.79,209.70,211.18,48974600,10342455669.30,0
1752759000000,2025-07-17,AAPL,210.57,211.80,209.59,210.02,48068100,10095262567.37,0
1752672600000,2025-07-16,AAPL,210.30,212.40,208.64,210.16,47490500,9980603653.92,0
1752586200000,2025-07-15,AAPL,209.22,211.89,208.92,209.11,42296300,8844579318.82,0
1752499800000,2025-07-14,AAPL,209.93,210.91,207.54,208.62,38840100,8102821472.35,0
1752240600000,2025-07-11,AAPL,210.57,212.13,209.86,211.16,39765800,8396946473.63,0
1752154200000,2025-07-10,AAPL,210.51,213.48,210.03,212.41,44443600,9440265238.76,0
1752067800000,2025-07-09,AAPL,209.53,211.33,207.22,211.14,48749400,10292948286.25,0
1751981400000,2025-07-08,AAPL,210.10,211.43,208.45,210.01,42848900,8998697253.62,0
1751895000000,2025-07-07,AAPL,212.68,216.23,208.80,209.95,50229000,10545578396.71,0
1751549400000,2025-07-03,AAPL,212.15,214.65,211.81,213.55,34955800,7464811196.68,0
1751463000000,2025-07-02,AAPL,208.91,213.34,208.14,212.44,67941800,14433556157.87,0
1751376600000,2025-07-01,AAPL,206.67,210.19,206.14,207.82,78788900,16373909775.07,0
1751290200000,2025-06-30,AAPL,202.01,207.39,199.26,205.17,91912800,18857749007.70,0
1751031000000,2025-06-27,AAPL,201.89,203.22,200.00,201.08,73188600,14716763822.01,0
1750944600000,2025-06-26,AAPL,201.43,202.64,199.46,201.00,50799100,10210619100.00,0
1750858200000,2025-06-25,AAPL,201.45,203.67,200.62,201.56,39525700,7966799995.50,0
1750771800000,2025-06-24,AAPL,202.59,203.44,200.20,200.30,54064000,10829019364.99,0
1750685400000,2025-06-23,AAPL,201.63,202.30,198.96,201.50,55814300,11246581450.00,0
1750426200000,2025-06-20,AAPL,198.24,201.70,196.86,201.00,96813500,19459513500.00,0
1750253400000,2025-06-18,AAPL,195.94,197.57,195.07,196.58,45394700,8923690209.12,0
1750167000000,2025-06-17,AAPL,197.20,198.39,195.21,195.64,38856200,7601826944.28,0
1750080600000,2025-06-16,AAPL,197.30,198.69,196.56,198.42,43020700,8536167215.23,0
1749821400000,2025-06-13,AAPL,199.73,200.37,195.70,196.45,51447300,10106821928.00,0
1749735000000,2025-06-12,AAPL,199.08,199.68,197.36,199.20,43904600,8745796186.01,0
1749648600000,2025-06-11,AAPL,203.50,204.50,198.41,198.78,60989900,12123572247.55,0
1749562200000,2025-06-10,AAPL,200.60,204.35,200.57,202.67,54672600,11080495741.89,0
1749475800000,2025-06-09,AAPL,204.39,206.00,200.02,201.45,72862600,14678170547.64,0
1749216600000,2025-06-06,AAPL,203.00,205.70,202.05,203.92,46607700,9504242098.66,0
1749130200000,2025-06-05,AAPL,203.50,204.75,200.15,200.63,55126100,11059949712.17,0
1749043800000,2025-06-04,AAPL,202.91,206.24,202.10,202.82,43604000,8843763599.37,0
1748957400000,2025-06-03,AAPL,201.35,203.77,200.96,203.27,46381600,9427988030.16,0
1748871000000,2025-06-02,AAPL,200.28,202.13,200.12,201.70,35423300,7144879501.90,0
1748611800000,2025-05-30,AAPL,199.37,201.96,196.78,200.85,70819900,14224177347.25,0
1748525400000,2025-05-29,AAPL,203.58,203.81,198.51,199.95,51396800,10276790003.15,0
1748439000000,2025-05-28,AAPL,200.59,202.73,199.90,200.42,45339700,9086982590.98,0
1748352600000,2025-05-27,AAPL,198.30,200.74,197.43,200.21,56288500,11269520962.91,0
1748007000000,2025-05-23,AAPL,193.67,197.70,193.46,195.27,78432900,15315592718.10,0
1747920600000,2025-05-22,AAPL,200.71,202.75,199.70,201.36,46742400,9412049692.53,0
1747834200000,2025-05-21,AAPL,205.17,207.04,200.71,202.09,59211800,11966112445.16,0
1747747800000,2025-05-20,AAPL,207.67,208.47,205.03,206.86,42496600,8790846701.94,0
1747661400000,2025-05-19,AAPL,207.91,209.48,204.26,208.78,46140500,9633213533.68,0
1747402200000,2025-05-16,AAPL,212.36,212.57,209.77,211.26,54737900,11563928453.32,0
1747315800000,2025-05-15,AAPL,210.95,212.96,209.54,211.45,45029500,9521487637.58,0
1747229400000,2025-05-14,AAPL,212.43,213.94,210.58,212.33,49325800,10473347204.32,0
1747143000000,2025-05-13,AAPL,210.43,213.40,209.00,212.93,51909300,11053046868.80,0
1747056600000,2025-05-12,AAPL,210.97,211.27,206.75,210.79,63775800,13443300453.82,0
1746797400000,2025-05-09,AAPL,199.00,200.54,197.54,198.53,36453900,7237192722.50,0
1746711000000,2025-05-08,AAPL,197.72,200.05,194.68,197.49,50478900,9969078238.29,0
1746624600000,2025-05-07,AAPL,199.17,199.44,193.25,196.25,68536700,13450327375.00,0
1746538200000,2025-05-06,AAPL,198.21,200.65,197.02,198.51,51216500,10166987133.66,0
1746451800000,2025-05-05,AAPL,203.10,204.10,198.21,198.89,69018500,13727089422.87,0
1746192600000,2025-05-02,AAPL,206.09,206.99,202.16,205.35,101010600,20742527326.52,0
1746106200000,2025-05-01,AAPL,209.08,214.56,208.90,213.32,57365700,12237251544.16,0
1746019800000,2025-04-30,AAPL,209.30,213.58,206.67,212.50,52286500,11110881250.00,0
1745933400000,2025-04-29,AAPL,208.69,212.24,208.37,211.21,36827600,7778357643.26,0
1745847000000,2025-04-28,AAPL,210.00,211.50,207.46,210.14,38743100,8141475010.35,0
1745587800000,2025-04-25,AAPL,206.37,209.75,206.20,209.28,38222300,7999162897.34,0
1745501400000,2025-04-24,AAPL,204.89,208.83,202.94,208.37,47311000,9858192838.99,0
1745415000000,2025-04-23,AAPL,206.00,208.00,202.80,204.60,52929200,10829314643.05,0
1745328600000,2025-04-22,AAPL,196.12,201.59,195.97,199.74,52976400,10581506427.01,0
1745242200000,2025-04-21,AAPL,193.27,193.80,189.81,193.16,46742500,9028781471.18,0
1744896600000,2025-04-17,AAPL,197.20,198.83,194.42,196.98,52164700,10275402383.13,0
1744810200000,2025-04-16,AAPL,198.36,200.70,192.37,194.27,59732400,11604213603.20,0
1744723800000,2025-04-15,AAPL,201.86,203.51,199.80,202.14,51343900,10378655914.66,0
1744637400000,2025-04-14,AAPL,211.44,212.94,201.16,202.52,101352900,20525989741.03,0
1744378200000,2025-04-11,AAPL,186.10,199.54,186.06,198.15,87435900,17325423051.33,0
1744291800000,2025-04-10,AAPL,189.07,194.78,183.00,190.42,121880000,23208389376.83,0
1744205400000,2025-04-09,AAPL,171.95,200.61,171.89,198.85,184395900,36667125840.46,0
1744119000000,2025-04-08,AAPL,186.70,190.34,169.21,172.42,120859500,20838594768.70,0
1744032600000,2025-04-07,AAPL,177.20,194.15,174.62,181.46,160466300,29118215875.35,0
1743773400000,2025-04-04,AAPL,193.89,199.88,187.34,188.38,125910900,23719095956.80,0
1743687000000,2025-04-03,AAPL,205.54,207.49,201.25,203.19,103419000,21013706862.49,0
1743600600000,2025-04-02,AAPL,221.32,225.19,221.02,223.89,35905900,8038971929.08,0
1743514200000,2025-04-01,AAPL,219.81,223.68,218.90,223.19,36412700,8126950601.90,0
1743427800000,2025-03-31,AAPL,217.01,225.62,216.23,222.13,65299300,14504933827.84,0
1743168600000,2025-03-28,AAPL,221.67,223.81,217.68,217.90,39818600,8676472696.97,0
1743082200000,2025-03-27,AAPL,221.39,224.99,220.56,223.85,37094800,8303671206.41,0
1742995800000,2025-03-26,AAPL,223.51,225.02,220.47,221.53,34466100,7635275090.93,0
1742909400000,2025-03-25,AAPL,220.77,224.10,220.08,223.75,34493600,7717943000.00,0
1742823000000,2025-03-24,AAPL,221.00,221.48,218.58,220.73,44299500,9778228445.73,0
1742563800000,2025-03-21,AAPL,211.56,218.84,211.28,218.27,94127800,20545275308.16,0
1742477400000,2025-03-20,AAPL,213.99,217.49,212.22,214.10,48862900,10461547188.24,0
1742391000000,2025-03-19,AAPL,214.22,218.76,213.75,215.24,54385400,11705913794.75,0
1742304600000,2025-03-18,AAPL,214.16,215.15,211.49,212.69,42432400,9024947259.59,0
1742218200000,2025-03-17,AAPL,213.31,215.22,209.97,214.00,48073400,10287707600.00,0
1741959000000,2025-03-14,AAPL,211.25,213.95,209.58,213.49,60107600,12832371854.18,0
1741872600000,2025-03-13,AAPL,215.95,216.84,208.42,209.68,61368300,12867704694.53,0
1741786200000,2025-03-12,AAPL,220.14,221.75,214.91,216.98,62547500,13571556282.77,0
1741699800000,2025-03-11,AAPL,223.81,225.84,217.45,220.84,76137400,16814183137.18,0
1741613400000,2025-03-10,AAPL,235.54,236.16,224.22,227.48,72071200,16394756268.08,0
1741357800000,2025-03-07,AAPL,235.11,241.37,234.76,239.07,46273600,11062629890.92,0
1741271400000,2025-03-06,AAPL,234.44,237.86,233.16,235.33,45170400,10629950314.71,0
1741185000000,2025-03-05,AAPL,235.42,236.55,229.23,235.74,47227600,11133434683.43,0
1741098600000,2025-03-04,AAPL,237.71,240.07,234.68,235.93,53798100,12692585338.97,0
1741012200000,2025-03-03,AAPL,241.79,244.03,236.11,238.03,47184000,11231207462.40,0
1740753000000,2025-02-28,AAPL,236.95,242.09,230.20,241.84,56833400,13744589247.87,0
1740666600000,2025-02-27,AAPL,239.41,242.46,237.06,237.30,41153600,9765749405.59,0
1740580200000,2025-02-26,AAPL,244.33,244.98,239.13,240.36,44433600,10680060123.12,0
1740493800000,2025-02-25,AAPL,248.00,250.00,244.91,247.04,48013300,11861205309.65,0
1740407400000,2025-02-24,AAPL,244.93,248.86,244.42,247.10,51326400,12682753753.27,0
1740148200000,2025-02-21,AAPL,245.95,248.69,245.22,245.55,53197400,13062621732.35,0
1740061800000,2025-02-20,AAPL,244.94,246.78,244.29,245.83,32316900,7944463586.17,0
1739975400000,2025-02-19,AAPL,244.66,246.01,243.16,244.87,32204200,7885842296.75,0
1739889000000,2025-02-18,AAPL,244.15,245.18,241.84,244.47,48822500,11935636634.60,0
1739543400000,2025-02-14,AAPL,241.25,245.55,240.99,244.60,40896200,10003210769.61,0
1739457000000,2025-02-13,AAPL,236.91,242.34,235.57,241.53,53614100,12949413507.55,0
1739370600000,2025-02-12,AAPL,231.20,236.96,230.68,236.87,45243300,10716780250.09,0
1739284200000,2025-02-11,AAPL,228.20,235.23,228.13,232.62,53718400,12495973945.70,0
1739197800000,2025-02-10,AAPL,229.57,230.59,227.20,227.65,33115600,7538766137.88,0
1738938600000,2025-02-07,AAPL,232.60,234.00,227.26,227.63,39707200,9038550129.88,0
1738852200000,2025-02-06,AAPL,231.29,233.80,230.43,233.22,29925300,6979178502.53,0
1738765800000,2025-02-05,AAPL,228.53,232.67,228.27,232.47,39620300,9210531189.36,0
1738679400000,2025-02-04,AAPL,227.25,233.13,226.65,232.80,45067300,10491667577.53,0
1738593000000,2025-02-03,AAPL,229.99,231.83,225.70,228.01,73063300,16659162631.65,0
1738333800000,2025-01-31,AAPL,247.19,247.19,233.44,236.00,100959800,23826512800.00,0
1738247400000,2025-01-30,AAPL,238.67,240.79,237.21,237.59,55658300,13223855293.17,0
1738161000000,2025-01-29,AAPL,234.12,239.86,234.01,239.36,45486100,10887552923.76,0
1738074600000,2025-01-28,AAPL,230.85,240.19,230.81,238.26,75707600,18038092360.13,0
1737988200000,2025-01-27,AAPL,224.02,232.15,223.98,229.86,94863400,21805301181.90,0
1737729000000,2025-01-24,AAPL,224.78,225.63,221.41,222.78,54697900,12185598095.23,0
1737642600000,2025-01-23,AAPL,224.74,227.03,222.30,223.66,60234800,13472115588.59,0
1737556200000,2025-01-22,AAPL,219.79,224.12,219.79,223.83,64126500,14353434612.42,0
1737469800000,2025-01-21,AAPL,224.00,224.42,219.38,222.64,98070400,21834393796.14,0
1737124200000,2025-01-17,AAPL,232.12,232.29,228.48,229.98,68488300,15750938941.39,0
1737037800000,2025-01-16,AAPL,237.35,238.01,228.03,228.26,71759100,16379731771.82,0
1736951400000,2025-01-15,AAPL,234.64,238.96,234.43,237.87,39832000,9474837645.51,0
1736865000000,2025-01-14,AAPL,234.75,236.12,232.47,233.28,39435300,9199466735.86,0
1736778600000,2025-01-13,AAPL,233.53,234.67,229.72,234.40,49630700,11633435777.08,0
1736519400000,2025-01-10,AAPL,240.01,240.16,233.00,236.85,61710900,14616227041.65,0
1736346600000,2025-01-08,AAPL,241.92,243.71,240.05,242.70,37628900,9132533915.17,0
1736260200000,2025-01-07,AAPL,242.98,245.55,241.35,242.21,40856000,9895732034.30,0
1736173800000,2025-01-06,AAPL,244.31,247.33,243.20,245.00,45045600,11036172000.00,0
1735914600000,2025-01-03,AAPL,243.36,244.18,241.89,243.36,40244100,9793804200.56,0
1735828200000,2025-01-02,AAPL,248.93,249.10,241.82,243.85,55740700,13592370035.21,0
1735655400000,2024-12-31,AAPL,252.44,253.28,249.43,250.42,39480700,9886756821.71,0
1735569000000,2024-12-30,AAPL,252.23,253.50,250.75,252.20,35557500,8967601391.49,0
1735309800000,2024-12-27,AAPL,257.83,258.70,253.06,255.59,42355300,10825590971.89,0
1735223400000,2024-12-26,AAPL,258.19,260.10,257.63,259.02,27237100,7054953342.76,0
1735050600000,2024-12-24,AAPL,255.49,258.21,255.29,258.20,23234700,5999199823.63,0
1734964200000,2024-12-23,AAPL,254.77,255.65,253.45,255.27,40858800,10430026050.57,0
1734705000000,2024-12-20,AAPL,248.04,255.00,245.69,254.49,147495300,37536079707.22,0
1734618600000,2024-12-19,AAPL,247.50,252.00,247.09,249.79,60882300,15207789308.24,0
1734532200000,2024-12-18,AAPL,252.16,254.28,247.74,248.05,56774100,14082815678.26,0
1734445800000,2024-12-17,AAPL,250.08,253.83,249.78,253.48,51356400,13017820052.58,0
1734359400000,2024-12-16,AAPL,247.99,251.38,247.65,251.04,51694800,12977462244.93,0
1734100200000,2024-12-13,AAPL,247.82,249.29,246.24,248.13,33155300,8226824750.89,0
1734013800000,2024-12-12,AAPL,246.89,248.74,245.68,247.96,32777500,8127509120.06,0
1733927400000,2024-12-11,AAPL,247.96,250.80,246.26,246.49,45205800,11142777890.32,0
1733841000000,2024-12-10,AAPL,246.89,248.21,245.34,247.77,36914800,9146380153.72,0
1733754600000,2024-12-09,AAPL,241.83,247.24,241.75,246.75,44649200,11017190100.00,0
1733495400000,2024-12-06,AAPL,242.91,244.63,242.08,242.84,36870600,8953656368.98,0
1733409000000,2024-12-05,AAPL,243.99,244.54,242.13,243.04,40033900,9729838787.22,0
1733322600000,2024-12-04,AAPL,242.87,244.11,241.25,243.01,44383900,10785731295.19,0
1733236200000,2024-12-03,AAPL,239.81,242.76,238.90,242.65,38861000,9429621412.81,0
1733149800000,2024-12-02,AAPL,237.27,240.79,237.16,239.59,48137100,11533167612.72,0
1732890600000,2024-11-29,AAPL,234.81,237.81,233.97,237.33,28481400,6759490714.15,0
1732717800000,2024-11-27,AAPL,234.47,235.69,233.81,234.93,33498400,7869778866.65,0
1732631400000,2024-11-26,AAPL,233.33,235.57,233.33,235.06,45986200,10809516059.73,0
1732545000000,2024-11-25,AAPL,231.46,233.25,229.74,232.87,90152800,20993882095.80,0
1732285800000,2024-11-22,AAPL,228.06,230.72,228.06,229.87,38168300,8773746934.63,0
1732199400000,2024-11-21,AAPL,228.88,230.16,225.71,228.52,42108300,9622588895.91,0
1732113000000,2024-11-20,AAPL,228.06,229.93,225.89,229.00,35169600,8053838400.00,0
1732026600000,2024-11-19,AAPL,226.98,230.16,226.66,228.28,36211800,8266429659.80,0
1731940200000,2024-11-18,AAPL,225.25,229.74,225.17,228.02,44633700,10177376464.70,0
1731681000000,2024-11-15,AAPL,226.40,226.92,224.27,225.00,47923700,10782832500.00,0
1731594600000,2024-11-14,AAPL,225.02,228.87,225.00,228.22,44923900,10252532512.84,0
1731508200000,2024-11-13,AAPL,224.01,226.65,222.76,225.12,48566200,10933222706.86,0
1731421800000,2024-11-12,AAPL,224.55,225.59,223.36,224.23,40398300,9058510636.40,0
1731335400000,2024-11-11,AAPL,225.00,225.70,221.50,224.23,42005600,9418915508.53,0
1731076200000,2024-11-08,AAPL,227.17,228.66,226.41,226.96,38328800,8699104705.33,0
1730989800000,2024-11-07,AAPL,224.63,227.88,224.57,227.48,42137700,9585483815.97,0
1730903400000,2024-11-06,AAPL,222.61,226.07,221.19,222.72,54561100,12151848258.60,0
1730817000000,2024-11-05,AAPL,221.80,223.95,221.14,223.45,28111300,6281469899.21,0
1730730600000,2024-11-04,AAPL,220.99,222.79,219.71,222.01,44944500,9978128198.11,0
1730467800000,2024-11-01,AAPL,220.97,225.35,220.27,222.91,65276700,14550829436.05,0
1730381400000,2024-10-31,AAPL,229.34,229.83,225.37,225.91,64370100,14541849526.73,0
1730295000000,2024-10-30,AAPL,232.61,233.47,229.55,230.10,47070900,10831014377.30,0
1730208600000,2024-10-29,AAPL,233.10,234.33,232.32,233.67,35417200,8275937059.15,0
1730122200000,2024-10-28,AAPL,233.32,234.73,232.55,233.40,36087100,8422728919.74,0
1729863000000,2024-10-25,AAPL,229.74,233.22,229.57,231.41,38802300,8979240385.10,0
1729776600000,2024-10-24,AAPL,229.98,230.82,228.41,230.57,31109500,7172917642.85,0
1729690200000,2024-10-23,AAPL,234.08,235.14,227.76,230.76,52287000,12065747832.78,0
1729603800000,2024-10-22,AAPL,233.89,236.22,232.60,235.86,38846600,9162359099.71,0
1729517400000,2024-10-21,AAPL,234.45,236.85,234.45,236.48,36254500,8573464005.10,0
1729258200000,2024-10-18,AAPL,236.18,236.18,234.01,235.00,46431500,10911402500.00,0
