https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume COIN,Volume USDT,tradecount
1765463400000,2025-12-11,COIN,266.90,271.16,258.72,269.02,7969600,2143981704.44,0
1765377000000,2025-12-10,COIN,273.20,279.44,270.76,275.09,6818600,1875728649.03,0
1765290600000,2025-12-09,COIN,270.63,284.74,266.83,277.36,7876600,2184653660.62,0
1765204200000,2025-12-08,COIN,272.81,276.63,269.52,274.20,5937000,1627925472.47,0
1764945000000,2025-12-05,COIN,270.43,274.05,265.01,269.73,7173500,1934908233.81,0
1764858600000,2025-12-04,COIN,273.60,284.24,271.26,274.05,6469200,1772884181.03,0
1764772200000,2025-12-03,COIN,268.00,277.59,264.13,276.92,9466700,2621518691.12,0
1764685800000,2025-12-02,COIN,267.68,272.55,263.21,263.26,9059300,2384951406.47,0
1764599400000,2025-12-01,COIN,260.53,265.90,252.20,259.84,12119300,3149078867.62,0
1764340200000,2025-11-28,COIN,274.01,279.87,269.29,272.82,8977800,2449323461.76,0
1764167400000,2025-11-26,COIN,256.20,266.62,253.84,264.97,9929300,2630966633.12,0
1764081000000,2025-11-25,COIN,247.76,254.37,240.74,254.12,8525300,2166449194.37,0
1763994600000,2025-11-24,COIN,244.68,257.95,243.01,255.97,10005800,2561184638.21,0
1763735400000,2025-11-21,COIN,243.92,246.13,231.17,240.41,12396500,2980242610.40,0
1763649000000,2025-11-20,COIN,259.98,263.63,236.00,238.16,15524200,3697243528.85,0
1763562600000,2025-11-19,COIN,261.87,262.82,247.02,257.29,13287300,3418689530.54,0
1763476200000,2025-11-18,COIN,261.75,271.00,261.00,261.79,10854500,2841599647.75,0
1763389800000,2025-11-17,COIN,274.92,277.83,258.22,263.95,15822400,4176322673.14,0
1763130600000,2025-11-14,COIN,269.52,292.76,268.16,284.00,11784800,3346883200.00,0
1763044200000,2025-11-13,COIN,301.66,303.96,279.83,283.14,11109500,3145543992.74,0
1762957800000,2025-11-12,COIN,309.23,311.50,301.46,304.00,6967600,2118150400.00,0
1762871400000,2025-11-11,COIN,312.20,317.09,303.59,304.01,7095200,2157011821.29,0
1762785000000,2025-11-10,COIN,323.02,324.80,311.66,317.93,8949800,2845409848.45,0
1762525800000,2025-11-07,COIN,290.20,310.93,283.65,309.14,11984200,3704795763.55,0
1762439400000,2025-11-06,COIN,316.50,316.60,294.72,295.22,12191200,3599086078.88,0
1762353000000,2025-11-05,COIN,315.89,324.14,310.84,319.30,8215500,2623209049.71,0
1762266600000,2025-11-04,COIN,319.00,325.45,306.85,307.32,12420300,3817006686.97,0
1762180200000,2025-11-03,COIN,340.87,342.80,325.88,330.42,9341700,3086684639.44,0
1761917400000,2025-10-31,COIN,336.00,361.40,334.43,343.78,13757300,4729484577.21,0
1761831000000,2025-10-30,COIN,343.47,344.22,328.21,328.51,8947700,2939409014.38,0
1761744600000,2025-10-29,COIN,357.43,360.00,345.21,348.61,7560500,2635665794.25,0
1761658200000,2025-10-28,COIN,363.23,368.13,354.07,355.22,6527800,2318805123.97,0
1761571800000,2025-10-27,COIN,362.82,373.25,357.30,361.43,9688300,3501642198.04,0
1761312600000,2025-10-24,COIN,335.00,356.88,333.00,354.46,13893100,4924548107.28,0
1761226200000,2025-10-23,COIN,323.00,328.39,318.50,322.76,5866800,1893568425.29,0
1761139800000,2025-10-22,COIN,333.88,334.72,310.48,320.33,12737800,4080299302.96,0
1761053400000,2025-10-21,COIN,342.28,344.79,335.50,338.62,6030900,2042183328.55,0
1760967000000,2025-10-20,COIN,342.21,354.06,338.75,343.78,7544100,2593510688.79,0
1760707800000,2025-10-17,COIN,319.41,336.30,317.77,336.02,9571100,3216080916.85,0
1760621400000,2025-10-16,COIN,338.49,342.70,328.71,330.25,7611900,2513829975.00,0
1760535000000,2025-10-15,COIN,345.81,347.83,333.10,336.30,7947300,2672676892.99,0
1760448600000,2025-10-14,COIN,340.85,353.50,334.77,341.55,9446000,3226281184.69,0
1760362200000,2025-10-13,COIN,363.20,364.90,341.84,356.99,10318400,3683565515.23,0
1760103000000,2025-10-10,COIN,387.66,402.16,351.63,357.01,17223600,6148997604.20,0
1760016600000,2025-10-09,COIN,384.26,392.16,381.80,387.00,6849000,2650563000.00,0
1759930200000,2025-10-08,COIN,378.62,390.49,375.64,387.27,7122800,2758446677.75,0
1759843800000,2025-10-07,COIN,386.84,388.00,363.01,375.78,9146300,3436996602.84,0
1759757400000,2025-10-06,COIN,390.33,392.85,380.50,386.07,8693000,3356106573.67,0
1759498200000,2025-10-03,COIN,373.35,383.50,370.03,380.02,13648200,5186588814.06,0
1759411800000,2025-10-02,COIN,354.76,376.13,353.40,372.07,15750400,5860251443.36,0
1759325400000,2025-10-01,COIN,343.26,349.87,340.50,346.17,8843900,3061492981.75,0
1759239000000,2025-09-30,COIN,330.00,338.10,329.66,337.49,6674700,2252644437.82,0
1759152600000,2025-09-29,COIN,318.01,334.38,316.35,333.99,12066100,4029956621.17,0
1758893400000,2025-09-26,COIN,308.58,314.24,303.40,312.59,6714800,2098979307.41,0
1758807000000,2025-09-25,COIN,314.33,317.99,304.36,306.69,8865300,2718898878.64,0
1758720600000,2025-09-24,COIN,323.76,327.32,320.76,321.77,4869800,1566955492.50,0
1758634200000,2025-09-23,COIN,333.38,335.68,317.70,320.07,8245900,2639265273.39,0
1758547800000,2025-09-22,COIN,333.44,336.20,328.19,331.95,8720700,2894836471.45,0
1758288600000,2025-09-19,COIN,342.76,349.70,337.66,342.46,13272100,4545163252.59,0
1758202200000,2025-09-18,COIN,325.82,351.89,323.52,343.13,17324500,5944555769.59,0
1758115800000,2025-09-17,COIN,325.96,328.49,311.30,320.56,8921200,2859779850.22,0
1758029400000,2025-09-16,COIN,332.25,333.60,321.30,327.91,7434900,2437978086.23,0
1757943000000,2025-09-15,COIN,322.87,328.44,320.96,327.02,6896900,2255424162.23,0
1757683800000,2025-09-12,COIN,328.03,329.49,319.80,323.04,6929400,2238473435.21,0
1757597400000,2025-09-11,COIN,319.00,326.00,315.53,323.95,7702700,2495289759.03,0
1757511000000,2025-09-10,COIN,321.40,328.67,312.53,315.34,8664800,2732358000.27,0
1757424600000,2025-09-09,COIN,303.77,319.39,303.60,318.78,10361300,3302975201.35,0
1757338200000,2025-09-08,COIN,301.88,306.60,297.15,302.20,8824100,2666643127.72,0
1757079000000,2025-09-05,COIN,313.85,315.74,292.56,299.07,11367000,3399528773.25,0
1756992600000,2025-09-04,COIN,301.96,307.77,300.01,306.80,6211800,1905780164.17,0
1756906200000,2025-09-03,COIN,305.01,308.37,301.15,302.31,5220800,1578300035.25,0
1756819800000,2025-09-02,COIN,299.97,310.41,295.40,303.56,6814900,2068731027.36,0
1756474200000,2025-08-29,COIN,306.19,308.22,301.50,304.54,6611400,2013435812.49,0
1756387800000,2025-08-28,COIN,312.56,315.95,306.00,308.47,6292500,1941047482.68,0
1756301400000,2025-08-27,COIN,307.21,312.41,306.69,308.97,5746300,1775434318.01,0
1756215000000,2025-08-26,COIN,304.00,309.20,300.37,308.48,7745400,2389301077.09,0
1756128600000,2025-08-25,COIN,312.18,315.59,305.10,306.00,8473900,2593013400.00,0
1755869400000,2025-08-22,COIN,300.59,322.26,297.19,319.85,13029200,4167389699.52,0
1755783000000,2025-08-21,COIN,301.42,305.00,297.80,300.28,5743400,1724628144.99,0
1755696600000,2025-08-20,COIN,304.27,306.45,291.46,304.39,8570300,2608713742.54,0
1755610200000,2025-08-19,COIN,320.69,322.59,301.45,302.07,10327700,3119688414.64,0
1755523800000,2025-08-18,COIN,311.48,324.29,307.11,320.73,8798800,2822039220.67,0
1755264600000,2025-08-15,COIN,322.85,323.40,314.56,317.55,7881200,2502674963.79,0
1755178200000,2025-08-14,COIN,320.49,327.45,316.80,324.89,9403600,3055135741.75,0
1755091800000,2025-08-13,COIN,328.21,345.39,321.53,327.01,15399800,5035888748.39,0
1755005400000,2025-08-12,COIN,329.35,329.86,314.16,322.62,9947800,3209359187.43,0
1754919000000,2025-08-11,COIN,322.10,333.66,318.80,319.62,14664400,4687035456.40,0
1754659800000,2025-08-08,COIN,311.44,313.70,301.23,310.54,9253800,2873675131.07,0
1754573400000,2025-08-07,COIN,311.23,317.94,306.98,310.79,13857200,4306679306.41,0
1754487000000,2025-08-06,COIN,297.55,304.77,293.31,303.58,15982700,4852027851.39,0
1754400600000,2025-08-05,COIN,307.11,312.85,297.20,297.99,16863900,5025273396.31,0
1754314200000,2025-08-04,COIN,319.54,324.00,311.00,318.17,12106400,3851893450.56,0
1754055000000,2025-08-01,COIN,335.14,337.58,310.55,314.69,31342200,9863076994.52,0
1753968600000,2025-07-31,COIN,382.89,387.14,376.83,377.76,12371200,4673344632.81,0
1753882200000,2025-07-30,COIN,382.95,386.58,372.71,377.48,11100000,4190028121.95,0
1753795800000,2025-07-29,COIN,383.59,384.78,365.74,371.44,9334700,3467280990.79,0
1753709400000,2025-07-28,COIN,394.62,395.39,375.26,379.49,11270400,4277003985.94,0
1753450200000,2025-07-25,COIN,391.90,397.48,386.39,391.66,8643300,3385234909.65,0
1753363800000,2025-07-24,COIN,404.25,405.31,392.00,396.70,7904600,3135754916.49,0
1753277400000,2025-07-23,COIN,399.99,400.72,387.12,397.81,12433200,4946051261.65,0
1753191000000,2025-07-22,COIN,419.10,420.98,394.37,404.44,14554900,5886583791.53,0
1753104600000,2025-07-21,COIN,425.55,436.38,413.44,413.63,17018100,7039196786.10,0
1752845400000,2025-07-18,COIN,419.82,444.65,406.50,419.78,28063200,11780370061.74,0
1752759000000,2025-07-17,COIN,399.70,415.96,394.28,410.75,16840500,6917235375.00,0
1752672600000,2025-07-16,COIN,392.80,405.88,391.46,398.20,14355800,5716479735.24,0
1752586200000,2025-07-15,COIN,391.53,400.88,373.02,388.02,16889300,6553386000.45,0
1752499800000,2025-07-14,COIN,392.50,398.50,388.58,394.01,12473500,4914683856.81,0
1752240600000,2025-07-11,COIN,390.19,395.50,378.37,387.06,16694600,6461811835.24,0
1752154200000,2025-07-10,COIN,372.41,389.16,369.00,388.96,17241600,6706292588.67,0
1752067800000,2025-07-09,COIN,358.63,374.00,353.29,373.85,13238400,4949175920.80,0
1751981400000,2025-07-08,COIN,362.75,368.79,348.00,354.82,9735000,3454172771.30,0
1751895000000,2025-07-07,COIN,354.20,364.00,351.00,357.10,7885300,2815840678.13,0
1751549400000,2025-07-03,COIN,350.35,357.87,348.50,355.80,6704300,2385389858.16,0
1751463000000,2025-07-02,COIN,340.58,357.16,338.68,354.45,12493100,4428179447.50,0
1751376600000,2025-07-01,COIN,339.98,353.40,334.00,335.33,13132100,4403586916.67,0
1751290200000,2025-06-30,COIN,359.23,360.45,347.90,350.49,11227600,3935161414.36,0
1751031000000,2025-06-27,COIN,369.54,372.50,346.66,353.43,29000400,10249611159.59,0
1750944600000,2025-06-26,COIN,354.53,382.00,354.53,375.07,27371400,10266191198.47,0
1750858200000,2025-06-25,COIN,360.60,369.28,343.62,355.37,30154300,10715933443.76,0
1750771800000,2025-06-24,COIN,314.39,348.97,311.90,344.82,29670900,10231119955.32,0
1750685400000,2025-06-23,COIN,302.08,314.25,294.56,307.59,17553700,5399342518.72,0
1750426200000,2025-06-20,COIN,303.58,310.75,298.10,308.38,31468800,9704348697.66,0
1750253400000,2025-06-18,COIN,254.00,299.32,251.88,295.29,37434300,11053974766.87,0
1750167000000,2025-06-17,COIN,256.63,259.63,248.68,253.85,9050800,2297545635.24,0
1750080600000,2025-06-16,COIN,247.77,263.30,245.32,261.57,12034700,3147916567.14,0
1749821400000,2025-06-13,COIN,237.45,243.20,235.29,242.71,7062700,1714187964.42,0
1749735000000,2025-06-12,COIN,246.52,247.75,239.35,241.05,7725300,1862183588.58,0
1749648600000,2025-06-11,COIN,257.21,259.90,249.06,250.68,5986100,1500595504.16,0
1749562200000,2025-06-10,COIN,258.88,262.40,251.63,254.94,5858000,1493438534.30,0
1749475800000,2025-06-09,COIN,255.66,258.25,252.40,256.63,6064800,1556409653.61,0
1749216600000,2025-06-06,COIN,250.53,256.17,249.78,251.27,7360200,1849397485.45,0
1749130200000,2025-06-05,COIN,261.05,265.65,240.08,244.20,11971900,2923537943.46,0
1749043800000,2025-06-04,COIN,257.52,261.57,254.34,256.00,6026800,1542860800.00,0
1748957400000,2025-06-03,COIN,248.39,260.60,246.22,258.91,9946400,2575222460.42,0
1748871000000,2025-06-02,COIN,247.46,249.86,240.91,246.72,6188000,1526703367.55,0
1748611800000,2025-05-30,COIN,246.87,249.96,244.13,246.62,6070900,1497205328.36,0
1748525400000,2025-05-29,COIN,258.72,258.94,246.76,248.84,7673400,1909448827.90,0
1748439000000,2025-05-28,COIN,265.70,265.70,253.80,254.29,8305300,2111954681.24,0
1748352600000,2025-05-27,COIN,269.02,270.10,264.67,266.40,7884500,2100430751.88,0
1748007000000,2025-05-23,COIN,263.00,268.04,260.34,263.16,9290300,2444835382.02,0
1747920600000,2025-05-22,COIN,265.13,277.01,263.51,271.95,15613700,4246145905.60,0
1747834200000,2025-05-21,COIN,260.20,270.38,257.75,258.99,11748000,3042614405.27,0
1747747800000,2025-05-20,COIN,265.12,265.36,257.25,261.38,8624600,2254297990.11,0
1747661400000,2025-05-19,COIN,259.78,267.60,259.70,263.99,12437600,3283401902.54,0
1747402200000,2025-05-16,COIN,249.76,270.45,248.83,266.46,72627500,19352323029.40,0
1747315800000,2025-05-15,COIN,256.50,257.85,240.00,244.44,25917200,6335200431.27,0
1747229400000,2025-05-14,COIN,256.86,264.49,253.55,263.41,18344700,4832177494.18,0
1747143000000,2025-05-13,COIN,231.71,260.42,231.49,256.90,39119000,10049670861.24,0
1747056600000,2025-05-12,COIN,208.94,213.60,205.61,207.22,14944200,3096737142.24,0
1746797400000,2025-05-09,COIN,204.52,214.13,198.77,199.32,16384200,3265698864.00,0
1746711000000,2025-05-08,COIN,205.31,210.47,202.81,206.50,14390000,2971535000.00,0
1746624600000,2025-05-07,COIN,199.83,200.48,193.81,196.56,4825700,948539580.22,0
1746538200000,2025-05-06,COIN,195.38,198.76,193.34,196.89,4672600,919988211.15,0
1746451800000,2025-05-05,COIN,201.73,204.11,198.65,199.40,5108700,1018674748.82,0
1746192600000,2025-05-02,COIN,204.70,209.00,202.36,204.93,6133300,1256897124.08,0
1746106200000,2025-05-01,COIN,208.46,208.75,201.16,201.30,6243200,1256756179.05,0
1746019800000,2025-04-30,COIN,199.67,203.04,195.55,202.89,4769400,967663563.09,0
1745933400000,2025-04-29,COIN,205.30,207.40,203.14,206.13,4254900,877062557.78,0
1745847000000,2025-04-28,COIN,208.20,208.78,197.42,205.27,7624200,1565019566.57,0
1745587800000,2025-04-25,COIN,205.57,211.62,203.74,209.64,8060900,1689887071.08,0
1745501400000,2025-04-24,COIN,193.42,204.21,193.10,203.87,6840600,1394593088.60,0
1745415000000,2025-04-23,COIN,197.75,200.80,191.52,194.80,9870200,1922714990.12,0
1745328600000,2025-04-22,COIN,178.79,193.49,178.40,190.00,12807000,2433330000.00,0
1745242200000,2025-04-21,COIN,175.10,177.98,171.41,175.00,5054700,884572500.00,0
1744896600000,2025-04-17,COIN,172.60,177.50,171.30,175.03,5125300,897081252.74,0
1744810200000,2025-04-16,COIN,170.50,174.80,168.50,172.21,5226700,900090042.09,0
1744723800000,2025-04-15,COIN,177.74,179.77,172.30,175.57,5369500,942723154.33,0
1744637400000,2025-04-14,COIN,180.50,182.39,172.01,176.58,6427100,1134897329.77,0
1744378200000,2025-04-11,COIN,171.30,178.00,167.00,175.50,7769300,1363512150.00,0
1744291800000,2025-04-10,COIN,168.50,173.82,159.11,169.62,11196300,1899116351.33,0
1744205400000,2025-04-09,COIN,150.08,183.90,150.08,177.09,15258000,2702039164.12,0
1744119000000,2025-04-08,COIN,165.20,167.80,147.35,151.47,11117400,1683952591.57,0
1744032600000,2025-04-07,COIN,146.04,167.40,142.58,157.28,13251700,2084227359.82,0
1743773400000,2025-04-04,COIN,166.02,167.50,147.17,160.55,14570800,2339341984.47,0
1743687000000,2025-04-03,COIN,168.58,172.03,164.65,170.76,9556200,1631816659.51,0
1743600600000,2025-04-02,COIN,170.57,184.11,170.35,182.95,8208600,1501763344.95,0
1743514200000,2025-04-01,COIN,172.82,176.05,168.55,174.52,5489700,958062467.45,0
1743427800000,2025-03-31,COIN,169.38,173.58,163.52,172.23,7781300,1340173265.75,0
1743168600000,2025-03-28,COIN,185.72,186.79,172.99,173.93,10040200,1746291912.46,0
1743082200000,2025-03-27,COIN,192.97,195.33,187.80,188.58,5426300,1023291663.94,0
1742995800000,2025-03-26,COIN,203.00,206.00,192.29,193.95,7113400,1379643908.29,0
1742909400000,2025-03-25,COIN,202.13,206.93,198.34,204.23,7877700,1608862637.34,0
1742823000000,2025-03-24,COIN,197.50,203.25,194.42,203.04,9489500,1926748016.29,0
1742563800000,2025-03-21,COIN,185.57,190.72,183.75,189.86,7344800,1394483732.48,0
1742477400000,2025-03-20,COIN,185.89,193.93,185.88,190.38,6718000,1278972872.80,0
1742391000000,2025-03-19,COIN,184.83,193.78,182.80,189.75,8194200,1554849450.00,0
1742304600000,2025-03-18,COIN,185.00,186.49,178.78,181.14,7408200,1341921343.48,0
1742218200000,2025-03-17,COIN,182.00,193.24,180.77,188.96,7216500,1363629888.45,0
1741959000000,2025-03-14,COIN,183.81,186.74,179.16,183.12,9454400,1731289681.84,0
1741872600000,2025-03-13,COIN,188.62,188.85,177.11,177.49,9559400,1696697958.51,0
1741786200000,2025-03-12,COIN,195.40,199.20,183.75,191.73,9616800,1843829022.91,0
1741699800000,2025-03-11,COIN,186.00,195.69,183.30,191.69,11382200,2181853945.79,0
1741613400000,2025-03-10,COIN,205.08,206.84,176.85,179.23,18664100,3345166563.26,0
1741357800000,2025-03-07,COIN,214.89,222.05,206.77,217.45,8615100,1873353468.71,0
1741271400000,2025-03-06,COIN,214.51,226.60,213.00,214.17,8405400,1800184502.61,0
1741185000000,2025-03-05,COIN,214.89,223.15,208.00,222.45,9581600,2131426890.76,0
1741098600000,2025-03-04,COIN,200.52,218.94,193.09,212.55,13060900,2776094334.86,0
1741012200000,2025-03-03,COIN,232.23,233.40,203.44,205.75,15997800,3291547350.00,0
1740753000000,2025-02-28,COIN,205.27,216.44,201.10,215.62,9031200,1947307299.90,0
1740666600000,2025-02-27,COIN,218.13,221.58,207.79,208.37,8082400,1684129648.54,0
1740580200000,2025-02-26,COIN,212.63,218.57,207.99,212.96,7871600,1676335988.85,0
1740493800000,2025-02-25,COIN,219.97,222.85,205.12,212.49,15192600,3228275657.46,0
1740407400000,2025-02-24,COIN,239.14,240.24,223.60,227.07,12125000,2753223838.81,0
1740148200000,2025-02-21,COIN,266.99,267.80,234.76,235.38,17195500,4047476873.96,0
1740061800000,2025-02-20,COIN,260.66,262.25,250.37,256.59,6400700,1642355589.56,0
1739975400000,2025-02-19,COIN,265.76,267.00,257.68,258.67,6813800,1762525737.49,0
1739889000000,2025-02-18,COIN,278.80,279.18,260.50,264.63,11564800,3060393080.47,0
1739543400000,2025-02-14,COIN,288.02,291.55,274.00,274.31,19269700,5285871359.95,0
1739457000000,2025-02-13,COIN,284.00,302.40,282.50,298.11,18900200,5634338345.14,0
1739370600000,2025-02-12,COIN,264.39,277.80,263.48,274.90,6362800,1749133681.16,0
1739284200000,2025-02-11,COIN,277.55,279.00,265.83,266.90,6915000,1845613457.79,0
1739197800000,2025-02-10,COIN,280.40,285.56,274.60,280.22,5521800,1547318802.74,0
1738938600000,2025-02-07,COIN,274.05,282.57,271.75,274.49,7885600,2164518266.99,0
1738852200000,2025-02-06,COIN,279.52,284.60,269.00,270.37,6717700,1816264516.20,0
1738765800000,2025-02-05,COIN,283.61,285.76,274.56,275.14,5344600,1470513322.29,0
