https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume TSLA,Volume USDT,tradecount
1738161000000,2025-01-29,TSLA,395.21,398.59,384.48,389.10,68033600,26471874175.24,0
1738074600000,2025-01-28,TSLA,396.91,400.59,386.50,398.09,48910700,19470860383.88,0
1737988200000,2025-01-27,TSLA,394.80,406.69,389.00,397.15,58125500,23084541970.23,0
1737729000000,2025-01-24,TSLA,414.45,418.88,405.78,406.58,56427100,22942129560.31,0
1737642600000,2025-01-23,TSLA,416.06,420.73,408.95,412.38,50690600,20903789875.51,0
1737556200000,2025-01-22,TSLA,416.81,428.00,414.59,415.11,60963300,25306474569.98,0
1737469800000,2025-01-21,TSLA,432.64,433.20,406.31,424.07,87320900,37030174702.56,0
1737124200000,2025-01-17,TSLA,421.50,439.74,419.75,426.50,94991400,40513832100.00,0
1737037800000,2025-01-16,TSLA,423.49,424.00,409.13,413.82,68335200,28278472964.50,0
1736951400000,2025-01-15,TSLA,409.90,429.80,405.66,428.22,81375500,34846616709.34,0
1736865000000,2025-01-14,TSLA,414.34,422.64,394.54,396.36,84565000,33518182161.25,0
1736778600000,2025-01-13,TSLA,383.21,403.79,380.07,403.31,67580500,27255891290.01,0
1736519400000,2025-01-10,TSLA,391.40,399.28,377.29,394.74,62287300,24587288193.73,0
1736346600000,2025-01-08,TSLA,392.95,402.50,387.40,394.94,73038800,28845943850.32,0
1736260200000,2025-01-07,TSLA,405.83,414.33,390.00,394.36,75699500,29852853711.12,0
1736173800000,2025-01-06,TSLA,423.20,426.43,401.70,411.05,85516500,35151556281.10,0
1735914600000,2025-01-03,TSLA,381.48,411.88,379.45,410.44,95423300,39165539484.97,0
1735828200000,2025-01-02,TSLA,390.10,392.73,373.04,379.28,109710700,41611074162.08,0
1735655400000,2024-12-31,TSLA,423.79,427.93,402.54,403.84,76825100,31025048102.66,0
1735569000000,2024-12-30,TSLA,419.40,427.00,415.75,417.41,64941000,27107023047.82,0
1735309800000,2024-12-27,TSLA,449.52,450.00,426.50,431.66,82666800,35683951190.73,0
1735223400000,2024-12-26,TSLA,465.16,465.33,451.02,454.13,76366400,34680273604.88,0
1735050600000,2024-12-24,TSLA,435.90,462.78,435.14,462.28,59551800,27529606031.30,0
1734964200000,2024-12-23,TSLA,431.00,434.51,415.41,430.60,72698100,31303802303.71,0
1734705000000,2024-12-20,TSLA,425.51,447.08,417.64,421.06,132216200,55670952849.21,0
1734618600000,2024-12-19,TSLA,451.88,456.36,420.02,436.17,118566100,51714977429.07,0
1734532200000,2024-12-18,TSLA,466.50,488.54,427.01,440.13,149340800,65729367033.20,0
1734445800000,2024-12-17,TSLA,475.90,483.99,457.51,479.86,131223000,62968666857.79,0
1734359400000,2024-12-16,TSLA,441.09,463.19,436.15,463.02,114083800,52823079822.64,0
1734100200000,2024-12-13,TSLA,420.00,436.30,415.71,436.23,89000200,38824558223.79,0
1734013800000,2024-12-12,TSLA,424.84,429.30,415.00,418.10,87752200,36689195355.60,0
1733927400000,2024-12-11,TSLA,409.70,424.88,402.38,424.77,104287600,44298242706.26,0
1733841000000,2024-12-10,TSLA,392.68,409.73,390.85,400.99,97563600,39122027011.23,0
1733754600000,2024-12-09,TSLA,397.61,404.80,378.01,389.79,96359200,37559853391.38,0
1733495400000,2024-12-06,TSLA,377.42,389.49,370.80,389.22,81455800,31704226575.43,0
1733409000000,2024-12-05,TSLA,359.87,375.43,359.50,369.49,81403600,30077815369.04,0
1733322600000,2024-12-04,TSLA,353.00,358.10,348.60,357.93,50810900,18186745064.85,0
1733236200000,2024-12-03,TSLA,351.80,355.69,348.20,351.42,58267200,20476260206.40,0
1733149800000,2024-12-02,TSLA,352.38,360.00,351.15,357.09,77986500,27848198999.40,0
1732890600000,2024-11-29,TSLA,336.08,345.45,334.65,345.16,37167600,12828768952.11,0
1732717800000,2024-11-27,TSLA,341.80,342.55,326.59,332.89,57896400,19273133444.09,0
1732631400000,2024-11-26,TSLA,341.00,346.96,335.66,338.23,62295900,21070342941.40,0
1732545000000,2024-11-25,TSLA,360.14,361.93,338.20,338.59,95890900,32467699479.84,0
1732285800000,2024-11-22,TSLA,341.09,361.53,337.70,352.56,89140700,31427444974.37,0
1732199400000,2024-11-21,TSLA,343.81,347.99,335.28,339.64,58011700,19703094637.78,0
1732113000000,2024-11-20,TSLA,345.00,346.60,334.30,342.03,66340700,22690509540.02,0
1732026600000,2024-11-19,TSLA,335.76,347.38,332.75,346.00,88852500,30742965000.00,0
1731940200000,2024-11-18,TSLA,340.73,348.55,330.01,338.74,126085600,42710234912.70,0
1731681000000,2024-11-15,TSLA,310.57,324.68,309.22,320.72,114440300,36703293155.70,0
1731594600000,2024-11-14,TSLA,327.69,329.98,310.37,311.18,120726100,37567546913.78,0
1731508200000,2024-11-13,TSLA,335.85,344.60,322.50,330.24,125405600,41413944119.34,0
1731421800000,2024-11-12,TSLA,342.74,345.84,323.31,328.49,155726000,51154432219.24,0
1731335400000,2024-11-11,TSLA,346.30,358.64,336.00,350.00,210521600,73682560000.00,0
1731076200000,2024-11-08,TSLA,299.14,328.71,297.66,321.22,204782800,65780331265.98,0
1730989800000,2024-11-07,TSLA,288.89,299.75,285.52,296.91,117309200,34830275001.60,0
1730903400000,2024-11-06,TSLA,284.67,289.59,275.62,288.53,165228700,47673436609.30,0
1730817000000,2024-11-05,TSLA,247.34,255.28,246.21,251.44,69282500,17420391969.15,0
1730730600000,2024-11-04,TSLA,244.56,248.90,238.88,242.84,68802400,16707974564.04,0
1730467800000,2024-11-01,TSLA,252.04,254.00,246.63,248.98,57544800,14327504058.14,0
1730381400000,2024-10-31,TSLA,257.99,259.75,249.25,249.85,66575300,16633839111.34,0
1730295000000,2024-10-30,TSLA,258.04,263.35,255.82,257.55,53993600,13906051020.90,0
1730208600000,2024-10-29,TSLA,264.51,264.98,255.51,259.52,80521800,20897016651.36,0
1730122200000,2024-10-28,TSLA,270.00,273.54,262.24,262.51,107653600,28260147587.30,0
1729863000000,2024-10-25,TSLA,256.01,269.49,255.32,269.19,161611900,43504307755.56,0
1729776600000,2024-10-24,TSLA,244.68,262.12,242.65,260.48,204491900,53266052358.62,0
1729690200000,2024-10-23,TSLA,217.13,218.72,212.11,213.65,80938900,17292595490.99,0
1729603800000,2024-10-22,TSLA,217.31,218.22,215.26,217.97,43268700,9431278591.82,0
1729517400000,2024-10-21,TSLA,218.90,220.48,215.73,218.85,47329000,10357951938.87,0
1729258200000,2024-10-18,TSLA,220.71,222.28,219.23,220.70,49611900,10949346178.60,0
1729171800000,2024-10-17,TSLA,221.59,222.08,217.90,220.89,50791800,11219400671.00,0
1729085400000,2024-10-16,TSLA,221.40,222.82,218.93,221.33,49632800,10985227714.88,0
1728999000000,2024-10-15,TSLA,220.01,224.26,217.12,219.57,62988800,13830451277.34,0
1728912600000,2024-10-14,TSLA,220.13,221.91,213.74,219.16,86291900,18911733120.01,0
1728653400000,2024-10-11,TSLA,220.13,223.34,214.38,217.80,142628900,31064574855.27,0
1728567000000,2024-10-10,TSLA,241.81,242.79,232.34,238.77,83087100,19838707221.99,0
1728480600000,2024-10-09,TSLA,243.82,247.43,239.51,241.05,66289500,15979084177.30,0
1728394200000,2024-10-08,TSLA,243.56,246.21,240.56,244.50,56303200,13766132400.00,0
1728307800000,2024-10-07,TSLA,249.00,249.83,240.70,240.83,68113300,16403726163.72,0
1728048600000,2024-10-04,TSLA,246.69,250.96,244.58,250.08,86573200,21650226014.52,0
1727962200000,2024-10-03,TSLA,244.48,249.79,237.81,240.66,80729200,19428289567.64,0
1727875800000,2024-10-02,TSLA,247.55,251.16,241.50,249.02,93983900,23403871179.54,0
1727789400000,2024-10-01,TSLA,262.67,263.98,248.53,258.02,87397600,22550327791.82,0
1727703000000,2024-09-30,TSLA,259.04,264.86,255.77,261.63,80705700,21115032685.07,0
1727443800000,2024-09-27,TSLA,257.38,260.70,254.12,260.46,70988100,18489559919.41,0
1727357400000,2024-09-26,TSLA,260.60,261.75,251.53,254.22,67142200,17068890165.96,0
1727271000000,2024-09-25,TSLA,252.54,257.05,252.28,257.02,65034300,16715115071.51,0
1727184600000,2024-09-24,TSLA,254.08,257.19,249.05,254.27,88491000,22500606948.07,0
1727098200000,2024-09-23,TSLA,242.61,250.00,241.92,250.00,86927200,21731800000.00,0
1726839000000,2024-09-20,TSLA,241.52,243.99,235.92,238.25,99879100,23796195575.00,0
1726752600000,2024-09-19,TSLA,234.00,244.24,232.13,243.92,102694600,25049266643.96,0
1726666200000,2024-09-18,TSLA,230.09,235.68,226.88,227.20,78010200,17723917201.93,0
1726579800000,2024-09-17,TSLA,229.45,234.57,226.55,227.87,66761600,15212965466.02,0
1726493400000,2024-09-16,TSLA,229.30,229.96,223.53,226.78,54323000,12319369873.69,0
1726234200000,2024-09-13,TSLA,228.00,232.67,226.32,230.29,59515100,13705731979.42,0
1726147800000,2024-09-12,TSLA,224.66,231.45,223.83,229.81,71894900,16522166793.48,0
1726061400000,2024-09-11,TSLA,224.55,228.47,216.80,228.13,83548600,19059942525.95,0
1725975000000,2024-09-10,TSLA,220.07,226.40,218.64,226.17,78891100,17842799942.55,0
1725888600000,2024-09-09,TSLA,216.20,219.87,213.67,216.27,67443500,14586006033.15,0
1725629400000,2024-09-06,TSLA,232.60,233.60,210.51,210.73,112177000,23639058730.73,0
1725543000000,2024-09-05,TSLA,223.49,235.00,222.25,230.17,119355000,27471940131.45,0
1725456600000,2024-09-04,TSLA,210.59,222.22,210.57,219.41,80651800,17695811733.36,0
1725370200000,2024-09-03,TSLA,215.26,219.90,209.64,210.60,76714200,16156010988.23,0
1725024600000,2024-08-30,TSLA,208.63,214.57,207.03,214.11,63370600,13568279204.68,0
1724938200000,2024-08-29,TSLA,209.80,214.89,205.97,206.28,62308800,12853059187.94,0
1724851800000,2024-08-28,TSLA,209.72,211.84,202.59,205.75,64116400,13191949300.00,0
1724765400000,2024-08-27,TSLA,213.25,215.66,206.94,209.21,62821400,13142865515.77,0
1724679000000,2024-08-26,TSLA,218.75,219.09,211.01,213.21,59301200,12643609250.14,0
1724419800000,2024-08-23,TSLA,214.46,221.48,214.21,220.32,81525200,17961632661.11,0
1724333400000,2024-08-22,TSLA,223.82,224.80,210.32,210.66,79514500,16750524861.19,0
1724247000000,2024-08-21,TSLA,222.67,224.66,218.86,223.27,70146000,15661497719.70,0
1724160600000,2024-08-20,TSLA,224.88,228.22,219.56,221.10,74001200,16361665771.67,0
1724074200000,2024-08-19,TSLA,217.07,222.98,214.09,222.72,76435200,17023647837.30,0
1723815000000,2024-08-16,TSLA,211.15,219.80,210.80,216.12,88765100,19183912978.58,0
1723728600000,2024-08-15,TSLA,205.02,215.88,204.82,214.14,89848500,19240157735.16,0
1723642200000,2024-08-14,TSLA,207.39,208.44,198.75,201.38,70250000,14146945343.02,0
1723555800000,2024-08-13,TSLA,198.47,208.49,197.06,207.83,76247400,15846497281.61,0
1723469400000,2024-08-12,TSLA,199.02,199.26,194.67,197.49,64044900,12648227652.81,0
1723210200000,2024-08-09,TSLA,197.05,200.88,195.11,200.00,58648300,11729660000.00,0
1723123800000,2024-08-08,TSLA,195.70,200.70,192.04,198.84,65033900,12931340437.84,0
1723037400000,2024-08-07,TSLA,200.77,203.49,191.48,191.76,71159800,13645602857.11,0
1722951000000,2024-08-06,TSLA,200.75,202.90,192.67,200.64,73783900,14804001650.97,0
1722864600000,2024-08-05,TSLA,185.22,203.88,182.00,198.88,100308800,19949414633.79,0
1722605400000,2024-08-02,TSLA,214.88,216.13,205.78,207.67,82880100,17211710215.24,0
1722519000000,2024-08-01,TSLA,227.69,231.87,214.33,216.86,83861900,18186291685.19,0
1722432600000,2024-07-31,TSLA,227.90,234.68,226.79,232.07,67497000,15664029284.36,0
1722346200000,2024-07-30,TSLA,232.25,232.41,220.00,222.62,100560300,22386733494.98,0
1722259800000,2024-07-29,TSLA,224.90,234.27,224.70,232.10,129201800,29987738568.59,0
1722000600000,2024-07-26,TSLA,221.19,222.28,215.33,219.80,94604100,20793981468.71,0
1721914200000,2024-07-25,TSLA,216.80,226.00,216.23,220.25,100636500,22165189125.00,0
1721827800000,2024-07-24,TSLA,225.42,225.99,214.71,215.99,167942900,36273987893.54,0
1721741400000,2024-07-23,TSLA,253.60,255.76,245.63,246.38,111928200,27576870462.52,0
1721655000000,2024-07-22,TSLA,244.21,253.21,243.75,251.51,101225400,25459199797.95,0
1721395800000,2024-07-19,TSLA,247.79,249.44,236.83,239.20,87403900,20907012613.26,0
1721309400000,2024-07-18,TSLA,251.09,257.14,247.20,249.23,110869000,27631880396.32,0
1721223000000,2024-07-17,TSLA,252.73,258.47,246.18,248.50,115584800,28722822800.00,0
1721136600000,2024-07-16,TSLA,255.31,258.62,245.80,256.56,126332500,32411865891.57,0
1721050200000,2024-07-15,TSLA,255.97,265.60,251.73,252.64,146912900,37116074966.33,0
1720791000000,2024-07-12,TSLA,235.80,251.84,233.09,248.23,155955800,38712907567.68,0
1720704600000,2024-07-11,TSLA,263.30,271.00,239.65,241.03,221707300,53438110248.36,0
1720618200000,2024-07-10,TSLA,262.80,267.59,257.86,263.26,128519400,33834018499.07,0
1720531800000,2024-07-09,TSLA,251.00,265.61,250.30,262.33,160210900,42028123245.73,0
1720445400000,2024-07-08,TSLA,247.71,259.44,244.57,252.94,157219600,39767126007.84,0
1720186200000,2024-07-05,TSLA,249.81,252.37,242.46,251.52,154501200,38860142484.10,0
1720013400000,2024-07-03,TSLA,234.56,248.35,234.25,246.39,166561500,41039087883.34,0
1719927000000,2024-07-02,TSLA,218.89,231.30,218.06,231.26,205047900,47419376227.64,0
1719840600000,2024-07-01,TSLA,201.02,213.23,200.85,209.86,135691400,28476197286.82,0
1719581400000,2024-06-28,TSLA,199.55,203.20,195.26,197.88,95438100,18885291694.01,0
1719495000000,2024-06-27,TSLA,195.17,198.72,194.05,197.42,72746500,14361613896.80,0
1719408600000,2024-06-26,TSLA,186.54,197.76,186.36,196.37,95737100,18799893859.53,0
1719322200000,2024-06-25,TSLA,184.40,187.97,182.01,187.35,62905700,11785383278.95,0
1719235800000,2024-06-24,TSLA,184.97,188.80,182.55,182.58,61992100,11318517731.51,0
1718976600000,2024-06-21,TSLA,182.30,183.95,180.69,183.01,61937300,11335144932.77,0
1718890200000,2024-06-20,TSLA,184.68,185.21,179.66,181.57,55893100,10148510576.37,0
1718717400000,2024-06-18,TSLA,186.56,187.20,182.37,184.86,68982300,12752068020.10,0
1718631000000,2024-06-17,TSLA,177.92,188.81,177.00,187.44,109786100,20578306852.03,0
1718371800000,2024-06-14,TSLA,185.80,186.00,176.92,178.01,82038200,14603619531.35,0
1718285400000,2024-06-13,TSLA,188.39,191.08,181.23,182.47,118984100,21711028872.24,0
1718199000000,2024-06-12,TSLA,171.12,180.55,169.80,177.29,90389400,16025136119.14,0
1718112600000,2024-06-11,TSLA,173.92,174.75,167.41,170.66,64761900,11052266091.17,0
1718026200000,2024-06-10,TSLA,176.06,178.57,173.17,173.79,50774600,8824117393.11,0
1717767000000,2024-06-07,TSLA,176.13,179.35,175.58,177.48,56244900,9982344611.70,0
1717680600000,2024-06-06,TSLA,174.60,179.73,172.73,177.94,69887000,12435692950.62,0
1717594200000,2024-06-05,TSLA,175.35,176.15,172.13,175.00,57953800,10141915000.00,0
1717507800000,2024-06-04,TSLA,174.78,177.76,174.00,174.77,60056300,10496039807.59,0
1717421400000,2024-06-03,TSLA,178.13,182.64,174.49,176.29,68568900,12088010920.64,0
1717162200000,2024-05-31,TSLA,178.50,180.32,173.82,178.08,67314600,11987384091.26,0
1717075800000,2024-05-30,TSLA,178.58,182.67,175.38,178.79,77618400,13877393214.88,0
1716989400000,2024-05-29,TSLA,174.19,178.15,173.93,176.19,54782600,9652146427.75,0
1716903000000,2024-05-28,TSLA,176.40,178.25,173.16,176.75,59736600,10558444050.00,0
1716557400000,2024-05-24,TSLA,174.84,180.08,173.73,179.24,65584500,11755366140.27,0
1716471000000,2024-05-23,TSLA,181.80,181.90,173.26,173.74,71975500,12505023765.37,0
1716384600000,2024-05-22,TSLA,182.85,183.80,178.12,180.11,88313500,15906144538.90,0
1716298200000,2024-05-21,TSLA,175.51,186.88,174.71,186.60,115266500,21508729603.53,0
1716211800000,2024-05-20,TSLA,177.56,177.75,173.52,174.95,61727400,10799208441.62,0
1715952600000,2024-05-17,TSLA,173.55,179.63,172.75,177.46,77445800,13743532187.96,0
1715866200000,2024-05-16,TSLA,174.10,175.79,171.43,174.84,59812200,10457564828.96,0
1715779800000,2024-05-15,TSLA,179.90,180.00,173.11,173.99,79663000,13860565807.60,0
1715693400000,2024-05-14,TSLA,174.50,179.49,174.07,177.55,86407400,15341634133.69,0
1715607000000,2024-05-13,TSLA,170.00,175.40,169.00,171.89,67018900,11519878680.09,0
1715347800000,2024-05-10,TSLA,173.05,173.06,167.75,168.47,72627200,12235504472.66,0
1715261400000,2024-05-09,TSLA,175.01,175.62,171.37,171.97,65950300,11341473171.51,0
1715175000000,2024-05-08,TSLA,171.59,176.06,170.15,174.72,79969500,13972271137.62,0
1715088600000,2024-05-07,TSLA,182.40,183.26,177.40,177.81,75045900,13343911295.78,0
1715002200000,2024-05-06,TSLA,183.80,187.56,182.20,184.76,84390300,15591951364.43,0
1714743000000,2024-05-03,TSLA,182.10,184.78,178.42,181.19,75491500,13678305069.31,0
1714656600000,2024-05-02,TSLA,182.86,184.60,176.02,180.01,89148000,16047530990.30,0
1714570200000,2024-05-01,TSLA,182.00,185.86,179.01,179.99,92829700,16708418212.93,0
1714483800000,2024-04-30,TSLA,186.98,190.95,182.84,183.28,127031800,23282388148.93,0
1714397400000,2024-04-29,TSLA,188.42,198.87,184.54,194.05,243869700,47322916029.23,0
1714138200000,2024-04-26,TSLA,168.85,172.12,166.37,168.29,109815700,18480883415.71,0
1714051800000,2024-04-25,TSLA,158.96,170.88,158.36,170.18,126427500,21515431024.02,0
1713965400000,2024-04-24,TSLA,162.84,167.97,157.51,162.13,181178000,29374390024.66,0
1713879000000,2024-04-23,TSLA,143.33,147.26,141.11,144.68,124545100,18019184155.80,0
1713792600000,2024-04-22,TSLA,140.56,144.44,138.80,142.05,107097600,15213214406.84,0
1713533400000,2024-04-19,TSLA,148.97,150.94,146.22,147.05,87074500,12804305490.73,0
1713447000000,2024-04-18,TSLA,151.25,152.20,148.70,149.93,96098800,14408092380.15,0
1713360600000,2024-04-17,TSLA,157.64,158.33,153.78,155.45,82439700,12815251113.41,0
1713274200000,2024-04-16,TSLA,156.74,158.19,153.75,157.11,97000000,15239670059.20,0
1713187800000,2024-04-15,TSLA,170.24,170.69,161.38,161.48,100245300,16187610615.71,0
1712928600000,2024-04-12,TSLA,172.34,173.81,170.36,171.05,64722700,11070818032.52,0
1712842200000,2024-04-11,TSLA,172.55,175.88,168.51,174.60,94516000,16502494176.88,0
1712755800000,2024-04-10,TSLA,173.04,174.93,170.01,171.76,84532400,14519284559.65,0
1712669400000,2024-04-09,TSLA,172.91,179.22,171.92,176.88,102951700,18210097198.69,0
1712583000000,2024-04-08,TSLA,169.34,174.50,167.79,172.98,104423300,18063141987.86,0
1712323800000,2024-04-05,TSLA,169.08,170.86,160.51,164.90,143157600,23606687366.24,0
1712237400000,2024-04-04,TSLA,170.07,177.19,168.01,171.11,123162000,21074249895.17,0
1712151000000,2024-04-03,TSLA,164.02,168.82,163.28,168.38,82950100,13967138243.03,0
1712064600000,2024-04-02,TSLA,164.75,167.69,163.43,166.63,116650600,19437490047.58,0
1711978200000,2024-04-01,TSLA,176.17,176.75,170.21,175.22,81562100,14291311261.56,0
1711632600000,2024-03-28,TSLA,177.45,179.57,175.30,175.79,77654800,13650936770.64,0
1711546200000,2024-03-27,TSLA,181.41,181.91,176.00,179.83,81804000,14710813469.79,0
1711459800000,2024-03-26,TSLA,178.58,184.25,177.38,177.67,113186200,20109791946.75,0
1711373400000,2024-03-25,TSLA,168.76,175.24,168.73,172.63,74228600,12814083580.44,0
1711114200000,2024-03-22,TSLA,166.69,171.20,166.30,170.83,75580600,12911434036.39,0
1711027800000,2024-03-21,TSLA,176.39,178.18,171.80,172.82,73178000,12646622495.97,0
1710941400000,2024-03-20,TSLA,173.00,176.25,170.82,175.66,83846700,14728511629.06,0
1710855000000,2024-03-19,TSLA,172.36,172.82,167.42,171.32,77271400,13238136813.95,0
1710768600000,2024-03-18,TSLA,170.02,174.72,165.90,173.80,108214400,18807663050.24,0
1710509400000,2024-03-15,TSLA,163.16,165.18,160.76,163.57,97146800,15890302787.52,0
1710423000000,2024-03-14,TSLA,167.77,171.17,160.51,162.50,126325700,20527926250.00,0
1710336600000,2024-03-13,TSLA,173.05,176.05,169.15,169.48,106524500,18053771804.88,0
1710250200000,2024-03-12,TSLA,177.77,179.43,172.41,177.54,87391700,15515521831.26,0
1710163800000,2024-03-11,TSLA,175.45,182.87,174.80,177.77,85391500,15180047319.83,0
1709908200000,2024-03-08,TSLA,181.50,182.73,174.70,175.34,85544600,14999389850.73,0
1709821800000,2024-03-07,TSLA,174.35,180.04,173.70,178.65,102129000,18245345226.65,0
1709735400000,2024-03-06,TSLA,179.99,181.58,173.70,176.54,107920900,19052354961.43,0
1709649000000,2024-03-05,TSLA,183.05,184.59,177.57,180.74,119660800,21627493649.32,0
1709562600000,2024-03-04,TSLA,198.73,199.75,186.72,188.14,134334900,25273768004.01,0
1709303400000,2024-03-01,TSLA,200.52,204.52,198.50,202.64,82243100,16665741733.80,0
1709217000000,2024-02-29,TSLA,204.18,205.28,198.45,201.88,85907000,17342905579.47,0
1709130600000,2024-02-28,TSLA,200.42,205.30,198.44,202.04,99806200,20164843977.91,0
1709044200000,2024-02-27,TSLA,204.04,205.60,198.26,199.73,108645400,21699745277.82,0
1708957800000,2024-02-26,TSLA,192.29,201.78,192.00,199.40,111747100,22282371057.95,0
1708698600000,2024-02-23,TSLA,195.31,197.57,191.50,191.97,78841900,15135279639.24,0
1708612200000,2024-02-22,TSLA,194.00,198.32,191.36,197.41,92739500,18307705034.62,0
1708525800000,2024-02-21,TSLA,193.36,199.44,191.95,194.77,103500300,20158753873.20,0
1708439400000,2024-02-20,TSLA,196.13,198.60,189.13,193.76,104545800,20256793633.71,0
1708093800000,2024-02-16,TSLA,202.06,203.17,197.40,199.95,111346700,22263772325.20,0
1708007400000,2024-02-15,TSLA,189.16,200.88,188.86,200.45,120831800,24220733941.25,0
1707921000000,2024-02-14,TSLA,185.30,188.89,183.35,188.71,81203000,15323818675.19,0
1707834600000,2024-02-13,TSLA,183.99,187.26,182.11,184.02,86759500,15965483560.68,0
1707748200000,2024-02-12,TSLA,192.11,194.73,187.28,188.13,95498600,17966152084.30,0
1707489000000,2024-02-09,TSLA,190.18,194.12,189.48,193.57,84476300,16352078009.72,0
1707402600000,2024-02-08,TSLA,189.00,191.62,185.58,189.56,83034000,15739924837.28,0
1707316200000,2024-02-07,TSLA,188.18,189.79,182.68,187.58,111535200,20921773020.23,0
1707229800000,2024-02-06,TSLA,177.21,186.49,177.11,185.10,122676000,22707328348.75,0
1707143400000,2024-02-05,TSLA,184.26,184.68,175.01,181.06,134294400,24315343736.13,0
1706884200000,2024-02-02,TSLA,185.04,188.69,182.00,187.91,110612700,20785232862.08,0
1706797800000,2024-02-01,TSLA,188.50,189.88,184.28,188.86,91843300,17345525694.06,0
1706711400000,2024-01-31,TSLA,187.00,193.97,185.85,187.29,103221400,19332335312.99,0
1706625000000,2024-01-30,TSLA,195.33,196.36,190.61,191.59,109982300,21071508454.23,0
1706538600000,2024-01-29,TSLA,185.63,191.48,183.67,190.93,125013100,23868750267.38,0
1706279400000,2024-01-26,TSLA,185.50,186.78,182.10,183.25,107343200,19670641400.00,0
1706193000000,2024-01-25,TSLA,189.70,193.00,180.06,182.63,198076800,36174766951.17,0
1706106600000,2024-01-24,TSLA,211.88,212.73,206.77,207.83,123369900,25639966542.90,0
1706020200000,2024-01-23,TSLA,211.30,215.65,207.75,209.14,106605900,22295557860.93,0
1705933800000,2024-01-22,TSLA,212.26,217.80,206.27,208.80,117952500,24628482359.96,0
1705674600000,2024-01-19,TSLA,209.99,213.19,207.56,212.19,102260300,21698613306.66,0
1705588200000,2024-01-18,TSLA,216.88,217.45,208.74,211.88,108595400,23009193882.25,0
1705501800000,2024-01-17,TSLA,214.86,215.67,212.01,215.55,103164400,22237086734.83,0
1705415400000,2024-01-16,TSLA,215.10,223.49,212.18,219.91,115355000,25367718472.44,0
1705069800000,2024-01-12,TSLA,220.08,225.34,217.15,218.89,123043800,26933057306.90,0
1704983400000,2024-01-11,TSLA,230.57,230.93,225.37,227.22,105873600,24056599521.24,0
1704897000000,2024-01-10,TSLA,235.10,235.50,231.29,233.94,91628500,21435571513.70,0
1704810600000,2024-01-09,TSLA,238.11,238.96,232.04,234.96,96705700,22721971921.27,0
1704724200000,2024-01-08,TSLA,236.14,241.25,235.30,240.45,85166600,20478308710.09,0
1704465000000,2024-01-05,TSLA,236.86,240.12,234.90,237.49,92488900,21965189369.06,0
1704378600000,2024-01-04,TSLA,239.25,242.70,237.73,237.93,102629300,24418588597.32,0
1704292200000,2024-01-03,TSLA,244.98,245.68,236.32,238.45,121082600,28872145600.49,0
1704205800000,2024-01-02,TSLA,250.08,251.25,244.41,248.42,104654200,25998196172.37,0
1703860200000,2023-12-29,TSLA,255.10,255.19,247.43,248.48,100891600,25069544336.94,0
1703773800000,2023-12-28,TSLA,263.66,265.13,252.71,253.18,113619900,28766285449.82,0
1703687400000,2023-12-27,TSLA,258.35,263.34,257.52,261.44,106494400,27841896196.00,0
1703601000000,2023-12-26,TSLA,254.49,257.97,252.91,256.61,86892400,22297457491.16,0
1703255400000,2023-12-22,TSLA,256.76,258.22,251.37,252.54,93370100,23579684427.13,0
1703169000000,2023-12-21,TSLA,251.90,254.80,248.55,254.50,109594200,27891723900.00,0
1703082600000,2023-12-20,TSLA,256.41,259.84,247.00,247.14,125097000,30916472503.65,0
1702996200000,2023-12-19,TSLA,253.48,258.34,253.01,257.22,106737400,27454994158.29,0
1702909800000,2023-12-18,TSLA,253.78,258.74,251.36,252.08,116416500,29346271533.16,0
1702650600000,2023-12-15,TSLA,251.21,254.13,248.30,253.50,135932800,34458964800.00,0
1702564200000,2023-12-14,TSLA,241.22,253.88,240.79,251.05,160829200,40376171150.81,0
1702477800000,2023-12-13,TSLA,234.19,240.30,228.20,239.29,146286300,35004847744.85,0
1702391400000,2023-12-12,TSLA,238.55,238.99,233.87,237.01,95328300,22593759859.35,0
1702305000000,2023-12-11,TSLA,242.74,243.44,237.45,239.74,97913900,23473878923.86,0
1702045800000,2023-12-08,TSLA,240.27,245.27,239.27,243.84,103126800,25146438534.34,0
1701959400000,2023-12-07,TSLA,241.55,244.08,236.98,242.64,107142300,25997007606.61,0
1701873000000,2023-12-06,TSLA,242.92,246.57,239.17,239.37,126436200,30265032576.64,0
1701786600000,2023-12-05,TSLA,233.87,246.66,233.70,238.72,137971100,32936461160.42,0
1701700200000,2023-12-04,TSLA,235.75,239.37,233.29,235.58,104099800,24523831074.61,0
1701441000000,2023-12-01,TSLA,233.14,240.19,231.90,238.83,121331700,28977650133.16,0
1701354600000,2023-11-30,TSLA,245.14,245.22,236.91,240.08,132353200,31775356498.35,0
1701268200000,2023-11-29,TSLA,249.21,252.75,242.76,244.14,135401300,33056873299.36,0
1701181800000,2023-11-28,TSLA,236.68,247.00,234.01,246.72,148549900,36650231509.34,0
1701095400000,2023-11-27,TSLA,236.89,238.33,232.10,236.08,112031800,26448467549.14,0
1700836200000,2023-11-24,TSLA,233.75,238.75,232.33,235.45,65125200,15333728141.25,0
1700663400000,2023-11-22,TSLA,242.04,244.01,231.40,234.21,117950600,27625210817.90,0
