https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume MSFT,Volume USDT,tradecount
1761658200000,2025-10-28,MSFT,550.00,553.72,540.77,542.07,29986700,16254890688.63,0
1761571800000,2025-10-27,MSFT,531.78,534.58,529.01,531.52,18734700,9957868109.91,0
1761312600000,2025-10-24,MSFT,522.79,525.35,520.71,523.61,15532400,8132919736.47,0
1761226200000,2025-10-23,MSFT,522.46,523.95,518.61,520.56,14023500,7300073125.76,0
1761139800000,2025-10-22,MSFT,521.15,525.23,517.71,520.54,18962700,9870843441.34,0
1761053400000,2025-10-21,MSFT,517.50,518.69,513.04,517.66,15586200,8068351873.43,0
1760967000000,2025-10-20,MSFT,514.61,518.70,513.43,516.79,14665600,7579035101.76,0
1760707800000,2025-10-17,MSFT,509.04,515.48,507.31,513.58,19867800,10203705063.54,0
1760621400000,2025-10-16,MSFT,512.58,516.85,508.13,511.61,15559600,7960446728.08,0
1760535000000,2025-10-15,MSFT,514.96,517.19,510.00,513.43,14694700,7544699713.37,0
1760448600000,2025-10-14,MSFT,510.23,515.28,506.00,513.57,14684300,7541416058.55,0
1760362200000,2025-10-13,MSFT,516.41,516.41,511.68,514.05,14284200,7342792835.63,0
1760103000000,2025-10-10,MSFT,519.64,523.58,509.63,510.96,24133800,12331406241.78,0
1760016600000,2025-10-09,MSFT,522.34,524.33,517.40,522.40,18343600,9582697087.84,0
1759930200000,2025-10-08,MSFT,523.28,526.95,523.09,524.85,13363400,7013780163.75,0
1759843800000,2025-10-07,MSFT,528.29,529.80,521.44,523.98,14615200,7658072210.55,0
1759757400000,2025-10-06,MSFT,518.61,531.03,518.20,528.57,21388600,11305372458.65,0
1759498200000,2025-10-03,MSFT,517.10,520.49,515.00,517.35,15112300,7818348036.05,0
1759411800000,2025-10-02,MSFT,517.64,521.60,510.68,515.74,21222900,10945498238.75,0
1759325400000,2025-10-01,MSFT,514.80,520.51,511.69,519.71,22632300,11762233130.29,0
1759239000000,2025-09-30,MSFT,513.24,518.16,509.66,517.95,19728200,10218221430.82,0
1759152600000,2025-09-29,MSFT,511.50,516.85,508.88,514.60,17617800,9066119449.88,0
1758893400000,2025-09-26,MSFT,510.06,513.94,506.62,511.46,16213100,8292351987.46,0
1758807000000,2025-09-25,MSFT,508.30,510.01,505.04,507.03,15786500,8004229075.73,0
1758720600000,2025-09-24,MSFT,510.38,512.48,506.92,510.15,13533700,6904216972.40,0
1758634200000,2025-09-23,MSFT,513.80,514.59,507.31,509.23,19799600,10082550525.52,0
1758547800000,2025-09-22,MSFT,515.59,517.74,512.54,514.45,20009300,10293784629.25,0
1758288600000,2025-09-19,MSFT,510.56,519.30,510.31,517.93,52474100,27177910228.67,0
1758202200000,2025-09-18,MSFT,511.49,513.07,507.66,508.45,18913700,9616670995.88,0
1758115800000,2025-09-17,MSFT,510.62,511.29,505.93,510.02,15816600,8066782158.23,0
1758029400000,2025-09-16,MSFT,516.88,517.23,508.60,509.04,19711900,10034145744.44,0
1757943000000,2025-09-15,MSFT,508.79,515.47,507.00,515.36,17143800,8835228516.87,0
1757683800000,2025-09-12,MSFT,506.65,512.55,503.85,509.90,23624900,12046336365.81,0
1757597400000,2025-09-11,MSFT,502.25,503.17,497.88,501.01,18881600,9459870600.39,0
1757511000000,2025-09-10,MSFT,502.98,503.23,496.72,500.37,21611800,10813896260.47,0
1757424600000,2025-09-09,MSFT,501.43,502.25,497.70,498.41,14410500,7182337357.77,0
1757338200000,2025-09-08,MSFT,498.11,501.20,495.03,498.20,16771000,8355312404.72,0
1757079000000,2025-09-05,MSFT,509.07,511.97,492.37,495.00,31994800,15837426000.00,0
1756992600000,2025-09-04,MSFT,504.30,508.15,503.15,507.97,15509500,7878360733.93,0
1756906200000,2025-09-03,MSFT,503.79,507.79,502.32,505.35,16345100,8259996384.76,0
1756819800000,2025-09-02,MSFT,500.47,506.00,496.81,505.12,18128000,9156815271.48,0
1756474200000,2025-08-29,MSFT,508.66,509.60,504.49,506.69,20961600,10621033155.18,0
1756387800000,2025-08-28,MSFT,507.09,511.09,505.50,509.64,18015600,9181470647.90,0
1756301400000,2025-08-27,MSFT,502.00,507.29,499.90,506.74,17277900,8755402877.27,0
1756215000000,2025-08-26,MSFT,504.36,504.98,498.51,502.04,30835700,15480755091.49,0
1756128600000,2025-08-25,MSFT,506.63,508.19,504.12,504.26,21638600,10911480647.31,0
